start,end_exclusive,start_equity,end_equity,net_return
2021-09-01T00:00:00+00:00,2022-09-01T00:00:00+00:00,10000.0,9584.543361467344,-0.041545663853265635
2022-09-01T00:00:00+00:00,2023-09-01T00:00:00+00:00,9584.543361467344,6728.175531007202,-0.2980181447082364
2023-09-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,6728.175531007202,2798.500368013801,-0.5840625210925691
2024-09-01T00:00:00+00:00,2025-09-01T00:00:00+00:00,2798.500368013801,2594.746484806431,-0.0728082388468585
2025-09-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2594.746484806431,2455.613574426571,-0.05362100351404431
