window_end_utc,net_return
2022-09-01 00:00:00+00:00,-0.25345487073838235
2022-09-02 00:00:00+00:00,-0.24524006132026344
2022-09-03 00:00:00+00:00,-0.24524006132026344
2022-09-04 00:00:00+00:00,-0.24524006132026344
2022-09-05 00:00:00+00:00,-0.24524006132026344
2022-09-06 00:00:00+00:00,-0.24524006132026344
2022-09-07 00:00:00+00:00,-0.24524006132026344
2022-09-08 00:00:00+00:00,-0.26012144069026344
2022-09-09 00:00:00+00:00,-0.2607893594203302
2022-09-10 00:00:00+00:00,-0.2639467311411927
2022-09-11 00:00:00+00:00,-0.2490502984442513
2022-09-12 00:00:00+00:00,-0.2490502984442513
2022-09-13 00:00:00+00:00,-0.2490502984442513
2022-09-14 00:00:00+00:00,-0.22982676674503122
2022-09-15 00:00:00+00:00,-0.22779238548220948
2022-09-16 00:00:00+00:00,-0.22779238548220948
2022-09-17 00:00:00+00:00,-0.22779238548220948
2022-09-18 00:00:00+00:00,-0.22779238548220948
2022-09-19 00:00:00+00:00,-0.22779238548220948
2022-09-20 00:00:00+00:00,-0.22776080674087007
2022-09-21 00:00:00+00:00,-0.21218621037973784
2022-09-22 00:00:00+00:00,-0.2054840011991258
2022-09-23 00:00:00+00:00,-0.22112447719579698
2022-09-24 00:00:00+00:00,-0.2146694205682229
2022-09-25 00:00:00+00:00,-0.24783913256872026
2022-09-26 00:00:00+00:00,-0.24783913256872026
2022-09-27 00:00:00+00:00,-0.24707213318648757
2022-09-28 00:00:00+00:00,-0.24217533620597076
2022-09-29 00:00:00+00:00,-0.23933885513605935
2022-09-30 00:00:00+00:00,-0.2251532863801865
2022-10-01 00:00:00+00:00,-0.17123116072346933
2022-10-02 00:00:00+00:00,-0.17123116072346933
2022-10-03 00:00:00+00:00,-0.17123116072346933
2022-10-04 00:00:00+00:00,-0.1773234143736797
2022-10-05 00:00:00+00:00,-0.23589115602351907
2022-10-06 00:00:00+00:00,-0.2250582809897096
2022-10-07 00:00:00+00:00,-0.2295279110310695
2022-10-08 00:00:00+00:00,-0.22307761285799843
