trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
32,884165.0,884173.0,-1.0,417.0,1.0756000000000001,1.0734000000000001,0.22426260000000003,0.22380390000000003,0.0,0.9173999999999916,0.4693334999999914,9965.340148490615,2.0,9964.870814990616,0.04501063870544742,1633565640.0,2021-10-07 00:05:00+00:00,2021-10-07 00:05:00+00:00,2021-10-07 00:13:00+00:00,2021-10-07 00:14:00+00:00,1.1931883978360402,1.0731502213733697,2021-10-08 00:00:00+00:00,0.02083350629580213,0.009571522537192189,target,minute interval; not exact exchange fill
33,885605.0,885790.0,-1.0,426.0,1.068,1.0648,0.22748400000000002,0.22680240000000002,0.0,1.363200000000039,0.9089136000000391,9966.249062090616,2.0,9965.340148490615,0.045655039689629764,1633662660.0,2021-10-08 00:05:00+00:00,2021-10-08 00:05:00+00:00,2021-10-08 03:10:00+00:00,2021-10-08 03:11:00+00:00,1.1831223613663544,1.0644983507341497,2021-10-09 00:00:00+00:00,0.03041676025656806,0.01853332380153607,target,minute interval; not exact exchange fill
34,894245.0,894274.0,-1.0,674.0,1.1309,1.125,0.3811133,0.379125,0.0,3.976600000000011,3.216361700000011,9969.465423790616,2.0,9966.249062090616,0.07648078983891138,1634171700.0,2021-10-14 00:05:00+00:00,2021-10-14 00:05:00+00:00,2021-10-14 00:34:00+00:00,2021-10-14 00:35:00+00:00,1.2029529998720883,1.1247253844169647,2021-10-15 00:00:00+00:00,0.0856954685300653,0.06622971990717355,target,minute interval; not exact exchange fill
35,897125.0,897162.0,-1.0,740.0,1.1451,1.1392,0.42368700000000004,0.42150400000000005,0.0,4.366000000000012,3.520809000000012,9972.986232790616,2.0,9969.465423790616,0.08499693453752,1634344980.0,2021-10-16 00:05:00+00:00,2021-10-16 00:05:00+00:00,2021-10-16 00:42:00+00:00,2021-10-16 00:43:00+00:00,1.2106218116895497,1.1389219742521777,2021-10-17 00:00:00+00:00,0.0942896050721944,0.07261475037569602,target,minute interval; not exact exchange fill
36,900005.0,900016.0,-1.0,704.0,1.0929,1.0916000000000001,0.3847008,0.38424320000000006,0.0,0.9151999999998992,0.14625599999989908,9973.132488790616,2.0,9972.986232790616,0.0771485673438765,1634516220.0,2021-10-18 00:05:00+00:00,2021-10-18 00:05:00+00:00,2021-10-18 00:16:00+00:00,2021-10-18 00:17:00+00:00,1.1619925832332723,1.0913756238134622,2021-10-19 00:00:00+00:00,0.022062804937993685,0.003006835036091289,target,minute interval; not exact exchange fill
37,902885.0,902908.0,-1.0,741.0,1.0908,1.0894000000000001,0.4041414,0.40362270000000006,0.0,1.0373999999998857,0.2296358999998857,9973.362124690615,2.0,9973.132488790616,0.08104603051332929,1634689740.0,2021-10-20 00:05:00+00:00,2021-10-20 00:05:00+00:00,2021-10-20 00:28:00+00:00,2021-10-20 00:29:00+00:00,1.1562882446704565,1.0891342901358698,2021-10-21 00:00:00+00:00,0.02543524983013656,0.004732146991559993,target,minute interval; not exact exchange fill
38,905765.0,906602.0,-1.0,928.0,1.096,1.0867,0.508544,0.5042288,-0.18741900242918397,8.63040000000008,7.8050462024292635,9981.167170893044,2.0,9973.362124690615,0.1019804542624638,1634911380.0,2021-10-22 00:05:00+00:00,2021-10-22 00:05:00+00:00,2021-10-22 14:02:00+00:00,2021-10-22 14:03:00+00:00,1.1479658213911499,1.0864444634323718,2021-10-23 00:00:00+00:00,0.18388118020310354,0.16184888272275977,target,minute interval; not exact exchange fill
39,907205.0,907208.0,-1.0,804.0,1.087,1.0868,0.436974,0.4368936,0.0,0.1607999999999823,-0.7130676000000177,9980.454103293045,2.0,9981.167170893044,0.08755969968608443,1634947740.0,2021-10-23 00:05:00+00:00,2021-10-23 00:05:00+00:00,2021-10-23 00:08:00+00:00,2021-10-23 00:09:00+00:00,1.1473355377432006,1.0865489832914499,2021-10-24 00:00:00+00:00,0.0074751419382336455,-0.014699462923075854,target,minute interval; not exact exchange fill
40,908645.0,908682.0,-1.0,857.0,1.0946,1.0921,0.46903610000000007,0.46796485000000004,0.0,2.1424999999999543,1.2054990499999543,9981.659602343045,2.0,9980.454103293045,0.09399093370816501,1635036180.0,2021-10-24 00:05:00+00:00,2021-10-24 00:05:00+00:00,2021-10-24 00:42:00+00:00,2021-10-24 00:43:00+00:00,1.1510950559925568,1.0918563754123412,2021-10-25 00:00:00+00:00,0.04856397678445241,0.0248986389213469,target,minute interval; not exact exchange fill
41,910085.0,910085.0,-1.0,829.0,1.0802,1.0804,0.44774290000000005,0.44782580000000005,0.0,-0.16579999999998174,-1.0613686999999818,9980.598233643044,2.0,9981.659602343045,0.08971311742486171,1635120360.0,2021-10-25 00:05:00+00:00,2021-10-25 00:05:00+00:00,2021-10-25 00:05:00+00:00,2021-10-25 00:06:00+00:00,1.1386516495803742,1.0800899689014583,2021-10-26 00:00:00+00:00,0.001882429312632102,-0.02190357345243946,target,minute interval; not exact exchange fill
42,911525.0,912771.0,-1.0,895.0,1.0959,1.1502000000000001,0.4904152500000001,0.5147145000000001,-1.66403193262,-48.598500000000016,-47.93959781738001,9932.658635825665,1.0,9980.598233643044,0.09827371837228886,1635281520.0,2021-10-26 00:05:00+00:00,2021-10-26 00:05:00+00:00,2021-10-26 20:51:00+00:00,2021-10-26 20:52:00+00:00,1.149870808834051,1.0928646130952073,2021-10-27 00:00:00+00:00,0.056241271353296866,-0.9924586568398042,stop,minute interval; not exact exchange fill
43,914405.0,914451.0,-1.0,801.0,0.999,0.992,0.4000995,0.397296,0.0,5.607000000000005,4.809604500000005,9937.468240325665,2.0,9932.658635825665,0.0805624183150519,1635382320.0,2021-10-28 00:05:00+00:00,2021-10-28 00:05:00+00:00,2021-10-28 00:51:00+00:00,2021-10-28 00:52:00+00:00,1.0593361338402385,0.991763230035871,2021-10-29 00:00:00+00:00,0.11994089616830551,0.09951748012060348,target,minute interval; not exact exchange fill
44,915845.0,915856.0,-1.0,679.0,1.0623,1.0551000000000001,0.36065085,0.35820645000000007,0.0,4.888799999999914,4.169942699999914,9941.638183025665,2.0,9937.468240325665,0.07258405084234633,1635466620.0,2021-10-29 00:05:00+00:00,2021-10-29 00:05:00+00:00,2021-10-29 00:16:00+00:00,2021-10-29 00:17:00+00:00,1.1336952913844676,1.054802383871806,2021-10-30 00:00:00+00:00,0.1050155547068088,0.08601827768905147,target,minute interval; not exact exchange fill
45,918725.0,919073.0,-1.0,743.0,1.0856000000000001,1.151,0.40330040000000006,0.4275965,0.0,-48.59219999999993,-49.423096899999926,9892.215086125665,1.0,9941.638183025665,0.08113359037519478,1635659640.0,2021-10-31 00:05:00+00:00,2021-10-31 00:05:00+00:00,2021-10-31 05:53:00+00:00,2021-10-31 05:54:00+00:00,1.1507124016446957,1.0822099568146373,2021-11-01 00:00:00+00:00,0.05206447772978158,-1.0215918675980658,stop,minute interval; not exact exchange fill
46,921605.0,921635.0,-1.0,711.0,1.0923,1.0895000000000001,0.38831265000000004,0.38731725000000006,0.0,1.9907999999999386,1.2151700999999386,9893.430256225665,2.0,9892.215086125665,0.07850873573192485,1635813360.0,2021-11-02 00:05:00+00:00,2021-11-02 00:05:00+00:00,2021-11-02 00:35:00+00:00,2021-11-02 00:36:00+00:00,1.1600661031381214,1.0892774447842344,2021-11-03 00:00:00+00:00,0.0446027597249479,0.025220573721295637,target,minute interval; not exact exchange fill
47,923045.0,923053.0,-1.0,699.0,1.1386,1.1327,0.3979407,0.39587865,0.0,4.124100000000011,3.3302806500000113,9896.760536875665,2.0,9893.430256225665,0.0804454450466433,1635898440.0,2021-11-03 00:05:00+00:00,2021-11-03 00:05:00+00:00,2021-11-03 00:13:00+00:00,2021-11-03 00:14:00+00:00,1.207560699480724,1.1324716845276284,2021-11-04 00:00:00+00:00,0.08886678236326033,0.06908790131010431,target,minute interval; not exact exchange fill
48,924485.0,924521.0,-1.0,600.0,1.2136,1.2074,0.36408,0.36222000000000004,0.0,3.71999999999999,2.99369999999999,9899.754236875666,2.0,9896.760536875665,0.07357559044566665,1635986520.0,2021-11-04 00:05:00+00:00,2021-11-04 00:05:00+00:00,2021-11-04 00:41:00+00:00,2021-11-04 00:42:00+00:00,1.294173197885558,1.2071483428624,2021-11-05 00:00:00+00:00,0.08007200045309983,0.06192505859190067,target,minute interval; not exact exchange fill
49,927365.0,927367.0,-1.0,577.0,1.1565,1.1553,0.33365025000000004,0.33330405,0.0,0.6924000000000519,0.025445700000051807,9899.779682575665,2.0,9899.754236875666,0.06740576422739543,1636157280.0,2021-11-06 00:05:00+00:00,2021-11-06 00:05:00+00:00,2021-11-06 00:07:00+00:00,2021-11-06 00:08:00+00:00,1.2404136971460085,1.1550299813655254,2021-11-07 00:00:00+00:00,0.01751822032006176,0.0005255399475887298,target,minute interval; not exact exchange fill
50,928805.0,928824.0,-1.0,595.0,1.1494,1.1481000000000001,0.34194650000000004,0.34155975,0.0,0.7734999999999148,0.08999374999991477,9899.869676325665,2.0,9899.779682575665,0.0690816383725894,1636244700.0,2021-11-07 00:05:00+00:00,2021-11-07 00:05:00+00:00,2021-11-07 00:24:00+00:00,2021-11-07 00:25:00+00:00,1.2306595287035031,1.1478495110991642,2021-11-08 00:00:00+00:00,0.01908070260280642,0.0018613201726991587,target,minute interval; not exact exchange fill
51,930245.0,931680.0,-1.0,565.0,1.2253,1.2835,0.3461472500000001,0.36258875,-1.2237070101425225,-32.88300000000002,-32.36802898985749,9867.501647335808,4.0,9899.869676325665,0.06992965792827942,1636416000.0,2021-11-08 00:05:00+00:00,2021-11-08 00:05:00+00:00,2021-11-09 00:00:00+00:00,2021-11-09 00:00:00+00:00,1.310967326848839,1.2171181821435477,2021-11-09 00:00:00+00:00,0.09550686542244095,-0.6687327478513461,timeout,minute interval; not exact exchange fill
52,933125.0,933132.0,-1.0,531.0,1.2601,1.2544,0.33455655,0.33304320000000004,0.0,3.0267000000000204,2.3591002500000204,9869.860747585808,2.0,9867.501647335808,0.06780977839316178,1636503180.0,2021-11-10 00:05:00+00:00,2021-11-10 00:05:00+00:00,2021-11-10 00:12:00+00:00,2021-11-10 00:13:00+00:00,1.3509828010119602,1.254122716020836,2021-11-11 00:00:00+00:00,0.06576914347498455,0.04888438682050931,target,minute interval; not exact exchange fill
53,934565.0,934565.0,-1.0,525.0,1.1887,1.1871,0.31203375,0.31161375,0.0,0.8400000000000241,0.21635250000002404,9870.077100085808,2.0,9869.860747585808,0.06322961548901776,1636589160.0,2021-11-11 00:05:00+00:00,2021-11-11 00:05:00+00:00,2021-11-11 00:05:00+00:00,2021-11-11 00:06:00+00:00,1.2807240614006783,1.1867947760128483,2021-11-12 00:00:00+00:00,0.020703541640661814,0.0044781766173711685,target,minute interval; not exact exchange fill
54,936005.0,936005.0,-1.0,517.0,1.2144000000000001,1.2119,0.31392240000000005,0.31327615,0.0,1.2925000000000872,0.6653014500000872,9870.742401535806,2.0,9870.077100085808,0.0636109316708926,1636675560.0,2021-11-12 00:05:00+00:00,2021-11-12 00:05:00+00:00,2021-11-12 00:05:00+00:00,2021-11-12 00:06:00+00:00,1.3078383522905757,1.2116094069266135,2021-11-13 00:00:00+00:00,0.029865606627014138,0.013772182069288956,target,minute interval; not exact exchange fill
