end_boundary_utc,return
2022-09-01 00:00:00+00:00,-0.333299554743557
2022-09-02 00:00:00+00:00,-0.34387448902976125
2022-09-03 00:00:00+00:00,-0.33693704663961077
2022-09-04 00:00:00+00:00,-0.35349925979626784
2022-09-05 00:00:00+00:00,-0.3440817512146759
2022-09-06 00:00:00+00:00,-0.34555449296749874
2022-09-07 00:00:00+00:00,-0.34082231833614884
2022-09-08 00:00:00+00:00,-0.31223881672669707
2022-09-09 00:00:00+00:00,-0.29203303207248044
2022-09-10 00:00:00+00:00,-0.29313191760401547
2022-09-11 00:00:00+00:00,-0.31477497303433766
2022-09-12 00:00:00+00:00,-0.3067872559623209
2022-09-13 00:00:00+00:00,-0.3097472861571845
2022-09-14 00:00:00+00:00,-0.3097974560711845
2022-09-15 00:00:00+00:00,-0.2775432935632244
2022-09-16 00:00:00+00:00,-0.284459639434369
2022-09-17 00:00:00+00:00,-0.279461656846559
2022-09-18 00:00:00+00:00,-0.2837388064897889
2022-09-19 00:00:00+00:00,-0.29091898806773786
2022-09-20 00:00:00+00:00,-0.2754226868305415
2022-09-21 00:00:00+00:00,-0.2899337670976945
2022-09-22 00:00:00+00:00,-0.2897924070181419
2022-09-23 00:00:00+00:00,-0.2898400434975037
2022-09-24 00:00:00+00:00,-0.2774377856925295
2022-09-25 00:00:00+00:00,-0.2709626882304812
2022-09-26 00:00:00+00:00,-0.2636227198554906
2022-09-27 00:00:00+00:00,-0.25826865703300583
2022-09-28 00:00:00+00:00,-0.25433017226111265
2022-09-29 00:00:00+00:00,-0.2616613477841956
2022-09-30 00:00:00+00:00,-0.23573088755550342
2022-10-01 00:00:00+00:00,-0.21696859788927936
2022-10-02 00:00:00+00:00,-0.23263877203691907
2022-10-03 00:00:00+00:00,-0.2368892791879872
2022-10-04 00:00:00+00:00,-0.26807706999240033
2022-10-05 00:00:00+00:00,-0.29894752558979154
2022-10-06 00:00:00+00:00,-0.299024770613624
2022-10-07 00:00:00+00:00,-0.30675796204924044
2022-10-08 00:00:00+00:00,-0.2924633734722535
2022-10-09 00:00:00+00:00,-0.27762468671541984
2022-10-10 00:00:00+00:00,-0.27301104716572766
2022-10-11 00:00:00+00:00,-0.295921489696757
2022-10-12 00:00:00+00:00,-0.2958972377808595
2022-10-13 00:00:00+00:00,-0.28143521132724536
2022-10-14 00:00:00+00:00,-0.31225628436898534
2022-10-15 00:00:00+00:00,-0.3100847359228003
2022-10-16 00:00:00+00:00,-0.3100847359228003
2022-10-17 00:00:00+00:00,-0.31274945700999945
2022-10-18 00:00:00+00:00,-0.32255092886980385
2022-10-19 00:00:00+00:00,-0.35300741741460706
2022-10-20 00:00:00+00:00,-0.34327224990147864
2022-10-21 00:00:00+00:00,-0.3574211080980092
2022-10-22 00:00:00+00:00,-0.3360611281659194
2022-10-23 00:00:00+00:00,-0.352748024518722
2022-10-24 00:00:00+00:00,-0.3517436305214926
2022-10-25 00:00:00+00:00,-0.35696990824131913
2022-10-26 00:00:00+00:00,-0.3697927898960818
2022-10-27 00:00:00+00:00,-0.3692294804449293
2022-10-28 00:00:00+00:00,-0.39760409720206813
2022-10-29 00:00:00+00:00,-0.3692956594304818
2022-10-30 00:00:00+00:00,-0.36945188100661686
