start_utc,end_exclusive_utc,return,full_calendar_month
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,0.00022946768163167874,True
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,-0.003689367376254804,True
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,-0.00647309895158954,True
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,0.001644758976508065,True
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,0.007243272468900885,True
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,-0.0067122168971700535,True
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,-0.00031890113058508085,True
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,0.004125822123457912,True
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,0.00812696122487111,True
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.0069632949244959885,True
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,0.0042396942157751916,True
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,0.010633480690341424,True
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,-0.007925603040263685,True
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,0.00759983532119568,True
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,0.007047279693622288,True
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,0.014027344193130897,True
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,0.023072020469674825,True
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,0.013071151017326477,True
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,-0.012720563536703366,True
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,0.004403466549851576,True
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,0.0030773889441939595,True
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,0.008510898370355013,True
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,-0.012053824767609522,True
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,0.010543314274473303,True
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,0.005773244821080992,True
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,0.0004483645695623206,True
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,-0.005629347900478865,True
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.011990831325108697,True
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.01193578264165307,True
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,-0.012473391066474271,True
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.008802843104627422,True
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,0.01027221957197555,True
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.006744409047220401,True
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,0.000711262134512225,True
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,-0.0254075199374314,True
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,-0.00633316230894887,True
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.004211428407405959,True
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,-0.000278394863804432,True
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,-0.025612171545071005,True
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,0.0034042310736841497,True
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,-0.011553341941898054,True
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.0041771076528274165,True
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,-0.0075476181166943546,True
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.001037060585341587,True
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,0.002748977538115316,True
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,-0.0009310474958992287,True
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,-0.004987662911114743,True
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.007858643226823503,True
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,-0.0011537115092025152,True
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,-0.006196119646227793,True
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,-0.0012682899942106918,True
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,0.006610584700230904,True
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,-0.0039168427583260446,True
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,0.007540931332192802,True
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,-0.000801397868984477,True
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,-0.004383580934653297,True
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,0.009804043535689644,True
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.0013255849762574545,True
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,0.007707808981483044,True
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,-0.004050927417391992,True
