start_utc,end_exclusive_utc,net_return
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,0.007308596976198789
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,-0.0029357972488095463
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,-0.019737460575474874
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,0.008647413221352984
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,0.021388461493084376
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,-0.0023283937158321555
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.024323225109083246
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,-0.02007555015283402
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,0.01633701735207671
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.08730016562914256
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,0.051197472989773285
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,0.06096117076202345
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,0.005010719957353027
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,-0.015070131853685664
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,0.02227632897614429
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,-0.0008342065502970897
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,-0.019677055182541814
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,-0.018053843600739805
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,-0.009045266791228967
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,0.02981735752905479
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,-0.0010165012876004464
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,0.004879841931805018
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,-0.00991262022312267
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,0.006818696157941284
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,-0.020011527062611556
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,-0.015014730835907764
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,-0.02135907296863626
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,-0.005336328689183434
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,-0.013838766414234316
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,-0.01547171421017246
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,-0.01654415474186577
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,-0.014631609650656796
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,-0.015203016033508598
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,-0.009858948969715953
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.00850894239026423
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,-0.02076210094626496
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,-0.024902729771393628
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,-0.014974337279720529
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.02839623279364667
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,-0.006289411293119662
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,-0.03939486932928793
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,-0.00022564135690861242
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.010231743651603953
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,-0.01985890774938659
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,0.012903874127419668
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,-0.01949578335013169
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,-0.005152504866324681
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,-0.010013896719524906
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,-0.010023348694144008
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,0.017988498137499143
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.03723604555129767
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,-0.03143273209985675
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,0.008092352712648632
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,-0.02800935965786089
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,-0.0029292865531934664
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,-0.005009521024226471
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,0.0
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,-0.009164566604541236
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,-0.014916741893249874
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,0.013625044320391133
