start_utc,end_exclusive_utc,complete_calendar_period,equity_start,equity_end,net_return
2023-10-02T00:00:00+00:00,2023-11-01T00:00:00+00:00,False,10000.0,9912.830755677316,-0.008716924432268347
2023-11-01T00:00:00+00:00,2023-12-01T00:00:00+00:00,True,9912.830755677316,10107.450717855783,0.019633136787592598
2023-12-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,True,10107.450717855783,10474.99438821048,0.03636363714397284
2024-01-01T00:00:00+00:00,2024-02-01T00:00:00+00:00,True,10474.99438821048,10523.460475733715,0.004626836609839424
2024-02-01T00:00:00+00:00,2024-03-01T00:00:00+00:00,True,10523.460475733715,10915.071062698726,0.03721309999386935
2024-03-01T00:00:00+00:00,2024-04-01T00:00:00+00:00,True,10915.071062698726,11529.840436445093,0.05632298408457337
2024-04-01T00:00:00+00:00,2024-05-01T00:00:00+00:00,True,11529.840436445093,10970.70362042077,-0.04849475750392229
2024-05-01T00:00:00+00:00,2024-06-01T00:00:00+00:00,True,10970.70362042077,10584.53947038458,-0.0351995791151799
2024-06-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,True,10584.53947038458,10662.895429191227,0.0074028689699618955
2024-07-01T00:00:00+00:00,2024-08-01T00:00:00+00:00,True,10662.895429191227,9439.487958752612,-0.11473501532138808
2024-08-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,True,9439.487958752612,9955.193947001704,0.054632835012084824
2024-09-01T00:00:00+00:00,2024-10-01T00:00:00+00:00,True,9955.193947001704,9799.537594422094,-0.015635692625204034
2024-10-01T00:00:00+00:00,2024-11-01T00:00:00+00:00,True,9799.537594422094,9331.877301636761,-0.04772268979829475
2024-11-01T00:00:00+00:00,2024-12-01T00:00:00+00:00,True,9331.877301636761,9678.48881738234,0.03714274250956828
2024-12-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,True,9678.48881738234,9432.931505245759,-0.025371451759655494
2025-01-01T00:00:00+00:00,2025-02-01T00:00:00+00:00,True,9432.931505245759,8922.17755678011,-0.05414583453527799
2025-02-01T00:00:00+00:00,2025-03-01T00:00:00+00:00,True,8922.17755678011,7619.680046647636,-0.1459842624564992
2025-03-01T00:00:00+00:00,2025-04-01T00:00:00+00:00,True,7619.680046647636,7695.620419443024,0.009966346661602676
2025-04-01T00:00:00+00:00,2025-05-01T00:00:00+00:00,True,7695.620419443024,7159.757973697266,-0.06963213055465922
2025-05-01T00:00:00+00:00,2025-06-01T00:00:00+00:00,True,7159.757973697266,7534.843694232092,0.05238804466753977
2025-06-01T00:00:00+00:00,2025-07-01T00:00:00+00:00,True,7534.843694232092,6841.155073269066,-0.09206410233752349
2025-07-01T00:00:00+00:00,2025-08-01T00:00:00+00:00,True,6841.155073269066,7052.004894306642,0.030820792509359318
2025-08-01T00:00:00+00:00,2025-09-01T00:00:00+00:00,True,7052.004894306642,6469.182552331834,-0.08264633259760545
2025-09-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,True,6469.182552331834,6035.169337868734,-0.06708934412534995
2025-10-01T00:00:00+00:00,2025-11-01T00:00:00+00:00,True,6035.169337868734,5221.720737861963,-0.13478471845067286
2025-11-01T00:00:00+00:00,2025-12-01T00:00:00+00:00,True,5221.720737861963,5201.217458681734,-0.003926536904121147
2025-12-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,True,5201.217458681734,5347.338358862677,0.02809359565173386
2026-01-01T00:00:00+00:00,2026-02-01T00:00:00+00:00,True,5347.338358862677,4933.559377272514,-0.07738036268162563
2026-02-01T00:00:00+00:00,2026-03-01T00:00:00+00:00,True,4933.559377272514,5126.933410776252,0.03919564329043168
2026-03-01T00:00:00+00:00,2026-04-01T00:00:00+00:00,True,5126.933410776252,4802.142675510591,-0.0633499031961261
2026-04-01T00:00:00+00:00,2026-05-01T00:00:00+00:00,True,4802.142675510591,5138.521832111735,0.07004772230458123
2026-05-01T00:00:00+00:00,2026-06-01T00:00:00+00:00,True,5138.521832111735,5030.555362184487,-0.02101119221729142
2026-06-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,True,5030.555362184487,4362.396150233948,-0.1328201687179913
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,True,4362.396150233948,4266.710684876983,-0.02193415317218128
2026-08-01T00:00:00+00:00,2026-08-31T00:00:00+00:00,False,4266.710684876983,4294.258239387449,0.006456391479297219
