trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
1,877980.0,878400.0,1.0,0.126,48518.3,48842.9,0.0,0.0,2.4937836008558243,40.899599999999815,38.40581639914399,10038.405816399145,4.0,10000.0,0.61133058,1630540800.0,2021-09-01 17:00:00+00:00,2021-09-01 17:00:00+00:00,2021-09-02 00:00:00+00:00,2021-09-02 00:00:00+00:00,47728.53581362212,50097.67837275576,2021-09-02 00:00:00+00:00,1.9998100698884604,0.38594820063672663,timeout,minute interval; not exact exchange fill
12,906915.0,907038.0,-1.0,0.045,41775.100000000006,40005.200000000004,0.0,0.0,0.0,79.64550000000007,79.64550000000007,9617.378181929073,2.0,9537.732681929072,0.1970992019478346,1632259140.0,2021-09-21 19:15:00+00:00,2021-09-21 19:15:00+00:00,2021-09-21 21:18:00+00:00,2021-09-21 21:19:00+00:00,42659.94780785064,40005.13438429872,2021-09-22 00:00:00+00:00,2.0003051372197747,2.000230982432134,target,minute interval; not exact exchange fill
13,910635.0,910751.0,-1.0,0.08600000000000001,43499.0,41281.200000000004,0.0,0.0,0.0,190.73079999999965,190.73079999999965,9808.108981929072,2.0,9617.378181929073,0.3889744095775633,1632481920.0,2021-09-24 09:15:00+00:00,2021-09-24 09:15:00+00:00,2021-09-24 11:11:00+00:00,2021-09-24 11:12:00+00:00,44607.92265072395,41281.1546985521,2021-09-25 00:00:00+00:00,2.0,1.9999591482346613,target,minute interval; not exact exchange fill
14,912035.0,912088.0,-1.0,0.08700000000000001,41680.0,42800.9,0.0,0.0,0.0,-97.51830000000014,-97.51830000000014,9710.590681929072,1.0,9808.108981929072,0.36971041071026134,1632562140.0,2021-09-25 08:35:00+00:00,2021-09-25 08:35:00+00:00,2021-09-25 09:28:00+00:00,2021-09-25 09:29:00+00:00,42800.86998072255,39438.440038554894,2021-09-26 00:00:00+00:00,1.9998394104551922,-1.000026782122787,stop,minute interval; not exact exchange fill
15,913420.0,913523.0,-1.0,0.085,41255.100000000006,42392.200000000004,0.0,0.0,-0.35046170513940506,-96.65349999999988,-96.30303829486047,9614.28764363421,1.0,9710.590681929072,0.3611194843714054,1632648240.0,2021-09-26 07:40:00+00:00,2021-09-26 07:40:00+00:00,2021-09-26 09:23:00+00:00,2021-09-26 09:24:00+00:00,42392.16993121597,38980.990137568064,2021-09-27 00:00:00+00:00,1.9999736163984636,-0.9964003884127156,stop,minute interval; not exact exchange fill
16,924115.0,924344.0,1.0,0.078,48904.100000000006,47684.5,0.0,0.0,0.0,-95.12880000000045,-95.12880000000045,9519.15884363421,1.0,9614.28764363421,0.3967553230556464,1633297500.0,2021-10-03 17:55:00+00:00,2021-10-03 17:55:00+00:00,2021-10-03 21:44:00+00:00,2021-10-03 21:45:00+00:00,47684.583189218574,51342.953621562854,2021-10-04 00:00:00+00:00,1.9998524005586282,-1.0000682149010485,stop,minute interval; not exact exchange fill
17,926505.0,927360.0,1.0,0.09,50176.3,51460.200000000004,0.0,0.0,0.47030787824577236,115.55100000000013,115.08069212175435,9634.239535755964,4.0,9519.15884363421,0.4743976935546061,1633478400.0,2021-10-05 09:45:00+00:00,2021-10-05 09:45:00+00:00,2021-10-06 00:00:00+00:00,2021-10-06 00:00:00+00:00,49120.12622033415,52288.5875593317,2021-10-06 00:00:00+00:00,1.9999431911668635,1.2106666360463127,timeout,minute interval; not exact exchange fill
18,928155.0,928800.0,1.0,0.036000000000000004,54744.9,55327.4,0.0,0.0,0.3972054960000001,20.970000000000002,20.572794504,9654.812330259962,4.0,9634.239535755964,0.20456377409816576,1633564800.0,2021-10-06 13:15:00+00:00,2021-10-06 13:15:00+00:00,2021-10-07 00:00:00+00:00,2021-10-07 00:00:00+00:00,52121.6280585958,59981.0338828084,2021-10-07 00:00:00+00:00,1.996031673332948,0.21784493821639475,timeout,minute interval; not exact exchange fill
19,930760.0,931055.0,1.0,0.061,55924.200000000004,54366.8,0.0,0.0,0.0,-95.00140000000009,-95.00140000000009,9559.810930259962,1.0,9654.812330259962,0.3533342838066483,1633700160.0,2021-10-08 08:40:00+00:00,2021-10-08 08:40:00+00:00,2021-10-08 13:35:00+00:00,2021-10-08 13:36:00+00:00,54366.82439871312,59066.34120257376,2021-10-09 00:00:00+00:00,2.0175872795087835,-1.0000156665566726,stop,minute interval; not exact exchange fill
20,932355.0,933120.0,1.0,0.068,55291.0,54960.700000000004,0.0,0.0,0.9617092533239561,-22.460399999999705,-23.42210925332366,9536.388821006638,4.0,9559.810930259962,0.3932910417819068,1633824000.0,2021-10-09 11:15:00+00:00,2021-10-09 11:15:00+00:00,2021-10-10 00:00:00+00:00,2021-10-10 00:00:00+00:00,53885.841993674294,58101.19601265141,2021-10-10 00:00:00+00:00,1.9999146003513752,-0.24512743875529194,timeout,minute interval; not exact exchange fill
21,934770.0,936000.0,1.0,0.08600000000000001,56137.100000000006,57500.0,0.0,0.0,1.4776038127019664,117.2093999999995,115.73179618729753,9652.120617193936,4.0,9536.388821006638,0.5062493455977177,1633996800.0,2021-10-11 03:30:00+00:00,2021-10-11 03:30:00+00:00,2021-10-12 00:00:00+00:00,2021-10-12 00:00:00+00:00,55031.76676613265,58352.0564677347,2021-10-12 00:00:00+00:00,2.0038811824964036,1.2174776972994759,timeout,minute interval; not exact exchange fill
22,938740.0,938880.0,1.0,0.085,57745.100000000006,57393.600000000006,0.0,0.0,0.48788351,-29.8775,-30.36538351,9621.755233683934,4.0,9652.120617193936,0.5085238461749508,1634169600.0,2021-10-13 21:40:00+00:00,2021-10-13 21:40:00+00:00,2021-10-14 00:00:00+00:00,2021-10-14 00:00:00+00:00,56616.512031611965,60002.12593677608,2021-10-14 00:00:00+00:00,1.999867090555446,-0.31653696123505953,timeout,minute interval; not exact exchange fill
23,940475.0,941311.0,1.0,0.094,58818.200000000004,60854.200000000004,0.0,0.0,2.609219469654436,191.38400000000001,188.77478053034557,9810.53001421428,2.0,9621.755233683934,0.5746260080119618,1634315520.0,2021-10-15 02:35:00+00:00,2021-10-15 02:35:00+00:00,2021-10-15 16:31:00+00:00,2021-10-15 16:32:00+00:00,57800.04292075146,60854.274158497086,2021-10-16 00:00:00+00:00,1.9997642799869522,1.9724288000331935,target,minute interval; not exact exchange fill
24,946895.0,946945.0,1.0,0.084,63067.9,61913.100000000006,0.0,0.0,0.0,-97.00319999999964,-97.00319999999964,9713.526814214281,1.0,9810.53001421428,0.5400017728220865,1634653560.0,2021-10-19 13:35:00+00:00,2021-10-19 13:35:00+00:00,2021-10-19 14:25:00+00:00,2021-10-19 14:26:00+00:00,61913.1878556406,65377.2042887188,2021-10-20 00:00:00+00:00,1.9998960779960713,-1.0000760844518906,stop,minute interval; not exact exchange fill
25,947090.0,947520.0,1.0,0.091,62971.3,64314.700000000004,0.0,0.0,0.585135643889251,122.24940000000012,121.66426435611088,9835.191078570393,4.0,9713.526814214281,0.5899390004889307,1634688000.0,2021-10-19 16:50:00+00:00,2021-10-19 16:50:00+00:00,2021-10-20 00:00:00+00:00,2021-10-20 00:00:00+00:00,61913.1878556406,65087.404288718804,2021-10-20 00:00:00+00:00,1.9998865904709229,1.263542758776919,timeout,minute interval; not exact exchange fill
26,948390.0,948960.0,1.0,0.08700000000000001,66200.0,66064.2,0.0,0.0,7.642985906997276,-11.814600000000254,-19.45758590699753,9815.733492663396,4.0,9835.191078570393,0.5855910631516846,1634774400.0,2021-10-20 14:30:00+00:00,2021-10-20 14:30:00+00:00,2021-10-21 00:00:00+00:00,2021-10-21 00:00:00+00:00,65077.47888246584,68445.04223506832,2021-10-21 00:00:00+00:00,2.0,-0.19923938109547706,timeout,minute interval; not exact exchange fill
27,952545.0,953280.0,1.0,0.08600000000000001,61700.0,61325.0,0.0,0.0,2.519415330283928,-32.25,-34.76941533028393,9780.964077333112,4.0,9815.733492663396,0.5405810991064529,1635033600.0,2021-10-23 11:45:00+00:00,2021-10-23 11:45:00+00:00,2021-10-24 00:00:00+00:00,2021-10-24 00:00:00+00:00,60570.98299727302,63958.034005453956,2021-10-24 00:00:00+00:00,2.0,-0.3580951625350257,timeout,minute interval; not exact exchange fill
28,955160.0,956160.0,1.0,0.079,62414.700000000004,63129.200000000004,0.0,0.0,3.9341692471351486,56.4455,52.51133075286485,9833.475408085977,4.0,9780.964077333112,0.50411812792839,1635206400.0,2021-10-25 07:20:00+00:00,2021-10-25 07:20:00+00:00,2021-10-26 00:00:00+00:00,2021-10-26 00:00:00+00:00,61181.13258127955,64879.85483744091,2021-10-26 00:00:00+00:00,1.998394899241045,0.538843989545577,timeout,minute interval; not exact exchange fill
29,959540.0,959836.0,1.0,0.10200000000000001,59450.0,61360.9,0.0,0.0,0.0,194.91180000000017,194.91180000000017,10028.387208085976,2.0,9833.475408085977,0.6166588869499496,1635427020.0,2021-10-28 08:20:00+00:00,2021-10-28 08:20:00+00:00,2021-10-28 13:16:00+00:00,2021-10-28 13:17:00+00:00,58494.52414188442,61360.92171623115,2021-10-29 00:00:00+00:00,1.999968602032431,1.9999458738483946,target,minute interval; not exact exchange fill
30,960170.0,960480.0,1.0,0.066,60000.0,60622.0,0.0,0.0,0.9413166167555896,41.052,40.11068338324441,10068.49789146922,4.0,10028.387208085976,0.39487904862778106,1635465600.0,2021-10-28 18:50:00+00:00,2021-10-28 18:50:00+00:00,2021-10-29 00:00:00+00:00,2021-10-29 00:00:00+00:00,58494.52414188442,63009.75171623115,2021-10-29 00:00:00+00:00,1.999202909835096,0.40368473778089514,timeout,minute interval; not exact exchange fill
31,961405.0,961920.0,1.0,0.085,62268.0,62308.200000000004,0.0,0.0,1.850982986515443,3.4170000000003715,1.5660170134849285,10070.063908482705,4.0,10068.49789146922,0.5256772218708451,1635552000.0,2021-10-29 15:25:00+00:00,2021-10-29 15:25:00+00:00,2021-10-30 00:00:00+00:00,2021-10-30 00:00:00+00:00,61090.83135459553,64621.88729080893,2021-10-30 00:00:00+00:00,1.9996177268212494,0.015650883705011217,timeout,minute interval; not exact exchange fill
32,966600.0,967082.0,1.0,0.10200000000000001,61813.4,63782.3,0.0,0.0,2.085881140047123,200.82780000000017,198.74191885995305,10268.80582734266,2.0,10070.063908482705,0.626109909261737,1635861780.0,2021-11-02 06:00:00+00:00,2021-11-02 06:00:00+00:00,2021-11-02 14:02:00+00:00,2021-11-02 14:03:00+00:00,60828.840420833985,63782.33915833202,2021-11-03 00:00:00+00:00,1.9998171771380586,1.9790068840241848,target,minute interval; not exact exchange fill
33,974585.0,974880.0,1.0,0.11800000000000001,62538.700000000004,63316.4,0.0,0.0,1.9320558004616,91.76859999999967,89.83654419953807,10358.642371542197,4.0,10268.80582734266,0.7186392190171221,1636329600.0,2021-11-07 19:05:00+00:00,2021-11-07 19:05:00+00:00,2021-11-08 00:00:00+00:00,2021-11-08 00:00:00+00:00,61671.10678328947,64273.70643342106,2021-11-08 00:00:00+00:00,1.9997925294982166,0.877515673353642,timeout,minute interval; not exact exchange fill
34,974905.0,976267.0,1.0,0.097,64595.200000000004,66726.8,0.0,0.0,6.2996042770688,206.76519999999985,200.46559572293106,10559.107967265127,2.0,10358.642371542197,0.6048798843768902,1636412880.0,2021-11-08 00:25:00+00:00,2021-11-08 00:25:00+00:00,2021-11-08 23:07:00+00:00,2021-11-08 23:08:00+00:00,63529.369699744006,66726.80060051198,2021-11-09 00:00:00+00:00,1.999943705860112,1.9390100145522362,target,minute interval; not exact exchange fill
35,976560.0,977018.0,1.0,0.097,68564.0,67480.40000000001,0.0,0.0,2.5850165209155995,-105.10919999999916,-107.69421652091476,10451.413750744212,1.0,10559.107967265127,0.6298550995612724,1636457940.0,2021-11-09 04:00:00+00:00,2021-11-09 04:00:00+00:00,2021-11-09 11:38:00+00:00,2021-11-09 11:39:00+00:00,67480.46208363808,70731.01583272383,2021-11-10 00:00:00+00:00,1.9999446258417852,-1.0246523338865303,stop,minute interval; not exact exchange fill
36,983045.0,983198.0,1.0,0.113,64858.9,63942.100000000006,0.0,0.0,0.0,-103.59839999999951,-103.59839999999951,10347.815350744213,1.0,10451.413750744212,0.7012501729230768,1636828740.0,2021-11-13 16:05:00+00:00,2021-11-13 16:05:00+00:00,2021-11-13 18:38:00+00:00,2021-11-13 18:39:00+00:00,63942.11536627555,66692.40926744888,2021-11-14 00:00:00+00:00,1.9999345538768731,-1.000016761052686,stop,minute interval; not exact exchange fill
37,990895.0,991217.0,-1.0,0.121,56025.700000000004,56877.3,0.0,0.0,-0.677989800224176,-103.04359999999983,-102.36561019977565,10245.449740544438,1.0,10347.815350744213,0.6551247263522583,1637309880.0,2021-11-19 02:55:00+00:00,2021-11-19 02:55:00+00:00,2021-11-19 08:17:00+00:00,2021-11-19 08:18:00+00:00,56877.29218327293,54328.75563345413,2021-11-20 00:00:00+00:00,1.9926725489940489,-0.9934294784847817,stop,minute interval; not exact exchange fill
38,995335.0,995855.0,-1.0,0.101,57122.600000000006,58132.5,0.0,0.0,-0.578526081,-101.99989999999941,-101.42137391899941,10144.02836662544,1.0,10245.449740544438,0.5631165781984909,1637588160.0,2021-11-22 04:55:00+00:00,2021-11-22 04:55:00+00:00,2021-11-22 13:35:00+00:00,2021-11-22 13:36:00+00:00,58132.404385154376,55121.471229691255,2021-11-23 00:00:00+00:00,1.981699425877257,-0.9944223195728006,stop,minute interval; not exact exchange fill
39,996145.0,996480.0,-1.0,0.112,57232.200000000004,56268.4,0.0,0.0,-0.6302694719999999,107.94560000000033,108.57586947200032,10252.60423609744,4.0,10144.02836662544,0.6318994947894042,1637625600.0,2021-11-22 18:25:00+00:00,2021-11-22 18:25:00+00:00,2021-11-23 00:00:00+00:00,2021-11-23 00:00:00+00:00,58132.404385154376,55431.971229691255,2021-11-23 00:00:00+00:00,1.9998000454086189,1.0768970047105035,timeout,minute interval; not exact exchange fill
40,998065.0,999360.0,-1.0,0.092,56466.200000000004,57165.100000000006,0.0,0.0,-1.912347558850632,-64.29880000000013,-62.386452441149494,10190.217783656291,4.0,10252.60423609744,0.5066898400027764,1637798400.0,2021-11-24 02:25:00+00:00,2021-11-24 02:25:00+00:00,2021-11-25 00:00:00+00:00,2021-11-25 00:00:00+00:00,57575.34544577412,54247.96910845177,2021-11-25 00:00:00+00:00,1.9999459042993695,-0.6113838505800971,timeout,minute interval; not exact exchange fill
41,1004800.0,1004830.0,-1.0,0.099,53627.5,54655.9,0.0,0.0,0.0,-101.81160000000015,-101.81160000000015,10088.40618365629,1.0,10190.217783656291,0.5210018679399672,1638126660.0,2021-11-28 18:40:00+00:00,2021-11-28 18:40:00+00:00,2021-11-28 19:10:00+00:00,2021-11-28 19:11:00+00:00,54655.893639747184,51586.28272050564,2021-11-29 00:00:00+00:00,1.9848598830270532,-1.0000061846481456,stop,minute interval; not exact exchange fill
42,1006935.0,1007085.0,-1.0,0.09,56150.600000000006,57266.3,0.0,0.0,-0.50864499,-100.41299999999974,-99.90435500999975,9988.501828646291,1.0,10088.40618365629,0.5009268964791489,1638261960.0,2021-11-30 06:15:00+00:00,2021-11-30 06:15:00+00:00,2021-11-30 08:45:00+00:00,2021-11-30 08:46:00+00:00,57266.26558113858,53927.60883772284,2021-12-01 00:00:00+00:00,1.9925246416659521,-0.9949651649799558,stop,minute interval; not exact exchange fill
43,1011900.0,1012098.0,-1.0,0.096,55052.8,52989.9,0.0,0.0,0.0,198.03840000000014,198.03840000000014,10186.54022864629,2.0,9988.501828646291,0.5291152657992022,1638562740.0,2021-12-03 17:00:00+00:00,2021-12-03 17:00:00+00:00,2021-12-03 20:18:00+00:00,2021-12-03 20:19:00+00:00,56083.84606658006,52989.86786683987,2021-12-04 00:00:00+00:00,2.0008147065657353,2.000783540974622,target,minute interval; not exact exchange fill
44,1012525.0,1012615.0,-1.0,0.09,52453.200000000004,50206.9,0.0,0.0,0.0,202.16700000000026,202.16700000000026,10388.70722864629,2.0,10186.54022864629,0.46343389355341064,1638593760.0,2021-12-04 03:25:00+00:00,2021-12-04 03:25:00+00:00,2021-12-04 04:55:00+00:00,2021-12-04 04:56:00+00:00,53578.667122652376,50206.82575469525,2021-12-05 00:00:00+00:00,1.9959483489937548,1.9958823805587331,target,minute interval; not exact exchange fill
45,1014700.0,1014809.0,-1.0,0.094,47952.3,49056.600000000006,0.0,0.0,-0.45072592758310404,-103.80420000000028,-103.35347407241717,10285.353754573873,1.0,10388.70722864629,0.4338861516446215,1638725400.0,2021-12-05 15:40:00+00:00,2021-12-05 15:40:00+00:00,2021-12-05 17:29:00+00:00,2021-12-05 17:30:00+00:00,49056.52234291946,45741.75531416108,2021-12-06 00:00:00+00:00,2.0019017908969863,-0.995727944081083,stop,minute interval; not exact exchange fill
46,1015650.0,1015683.0,-1.0,0.091,47819.3,48947.600000000006,0.0,0.0,-0.440451918509876,-102.67530000000026,-102.23484808149038,10183.118906492382,1.0,10285.353754573873,0.42308280335665394,1638777840.0,2021-12-06 07:30:00+00:00,2021-12-06 07:30:00+00:00,2021-12-06 08:03:00+00:00,2021-12-06 08:04:00+00:00,48947.57910055983,45562.89179888034,2021-12-07 00:00:00+00:00,1.9998670541713373,-0.9957286884689538,stop,minute interval; not exact exchange fill
47,1015715.0,1016159.0,-1.0,0.10200000000000001,47951.200000000004,48947.600000000006,0.0,0.0,0.0,-101.63280000000016,-101.63280000000016,10081.486106492383,1.0,10183.118906492382,0.48030691234309997,1638806400.0,2021-12-06 08:35:00+00:00,2021-12-06 08:35:00+00:00,2021-12-06 15:59:00+00:00,2021-12-06 16:00:00+00:00,48947.57910055983,45958.47179888034,2021-12-07 00:00:00+00:00,1.9999698909782757,-1.0000209753899543,stop,minute interval; not exact exchange fill
48,1018720.0,1018967.0,-1.0,0.097,49633.5,50668.5,0.0,0.0,0.0,-100.395,-100.395,9981.091106492382,1.0,10081.486106492383,0.4775535520402631,1638974880.0,2021-12-08 10:40:00+00:00,2021-12-08 10:40:00+00:00,2021-12-08 14:47:00+00:00,2021-12-08 14:48:00+00:00,50668.458359610944,47557.16328077811,2021-12-09 00:00:00+00:00,2.0062031481173905,-1.0000402338786571,stop,minute interval; not exact exchange fill
49,1020095.0,1020960.0,-1.0,0.083,48950.4,47539.4,0.0,0.0,-0.796807657991929,117.113,117.90980765799193,10099.000914150372,4.0,9981.091106492382,0.40705802167833377,1639094400.0,2021-12-09 09:35:00+00:00,2021-12-09 09:35:00+00:00,2021-12-10 00:00:00+00:00,2021-12-10 00:00:00+00:00,50145.77433318405,46559.9213336319,2021-12-10 00:00:00+00:00,1.9997741293312947,1.1884144178342846,timeout,minute interval; not exact exchange fill
50,1026075.0,1026445.0,-1.0,0.093,48409.5,46259.100000000006,0.0,0.0,-0.43934768193295504,199.98719999999946,200.42654768193242,10299.427461832305,2.0,10099.000914150372,0.4457949393480929,1639423560.0,2021-12-13 13:15:00+00:00,2021-12-13 13:15:00+00:00,2021-12-13 19:25:00+00:00,2021-12-13 19:26:00+00:00,49484.720862767106,46259.05827446579,2021-12-14 00:00:00+00:00,2.0,2.0043548662892072,target,minute interval; not exact exchange fill
51,1029045.0,1029303.0,-1.0,0.097,47267.200000000004,48328.200000000004,0.0,0.0,-0.45226608900000004,-102.917,-102.464733911,10196.962727921305,1.0,10299.427461832305,0.4451624536403431,1639595040.0,2021-12-15 14:45:00+00:00,2021-12-15 14:45:00+00:00,2021-12-15 19:03:00+00:00,2021-12-15 19:04:00+00:00,48328.18397590635,45145.4120481873,2021-12-16 00:00:00+00:00,1.9998303461653704,-0.9956205625986219,stop,minute interval; not exact exchange fill
52,1031920.0,1032029.0,-1.0,0.08,46104.3,47378.5,0.0,0.0,-0.173986084624,-101.93599999999977,-101.76201391537576,10095.20071400593,1.0,10196.962727921305,0.3617100599868413,1639758600.0,2021-12-17 14:40:00+00:00,2021-12-17 14:40:00+00:00,2021-12-17 16:29:00+00:00,2021-12-17 16:30:00+00:00,47378.42111995511,43556.14776008979,2021-12-18 00:00:00+00:00,1.999929363073426,-0.9983549868375305,stop,minute interval; not exact exchange fill
53,1032260.0,1032480.0,-1.0,0.114,46499.9,46125.4,0.0,0.0,-0.47951500102768785,42.693000000000005,43.17251500102769,10138.373229006957,4.0,10095.20071400593,0.5250998717287005,1639785600.0,2021-12-17 20:20:00+00:00,2021-12-17 20:20:00+00:00,2021-12-18 00:00:00+00:00,2021-12-18 00:00:00+00:00,47378.42111995511,44733.70776008978,2021-12-18 00:00:00+00:00,2.0104152305416134,0.43107247320154624,timeout,minute interval; not exact exchange fill
54,1044710.0,1045142.0,-1.0,0.116,49529.600000000006,50402.0,0.0,0.0,-0.580453444,-101.19839999999932,-100.61794655599932,10037.755282450957,1.0,10138.373229006957,0.5667017252394801,1640545380.0,2021-12-26 11:50:00+00:00,2021-12-26 11:50:00+00:00,2021-12-26 19:02:00+00:00,2021-12-26 19:03:00+00:00,50401.91715387093,47785.11569225815,2021-12-27 00:00:00+00:00,1.9998280441931913,-0.9943586310906649,stop,minute interval; not exact exchange fill
55,1047075.0,1047931.0,-1.0,0.11900000000000001,49533.700000000004,47849.4,0.0,0.0,-1.1678018705497832,200.43170000000035,201.59950187055014,10239.354784321507,2.0,10037.755282450957,0.5872339117795982,1640712720.0,2021-12-28 03:15:00+00:00,2021-12-28 03:15:00+00:00,2021-12-28 17:31:00+00:00,2021-12-28 17:32:00+00:00,50375.9419805835,47849.366038833,2021-12-29 00:00:00+00:00,1.999821903914261,2.01143317496879,target,minute interval; not exact exchange fill
56,1049130.0,1049168.0,-1.0,0.117,46653.0,47523.700000000004,0.0,0.0,0.0,-101.87190000000052,-101.87190000000052,10137.482884321507,1.0,10239.354784321507,0.533080561712531,1640786940.0,2021-12-29 13:30:00+00:00,2021-12-29 13:30:00+00:00,2021-12-29 14:08:00+00:00,2021-12-29 14:09:00+00:00,47523.64239866415,44911.775202671684,2021-12-30 00:00:00+00:00,1.9999310853685939,-1.000066159580489,stop,minute interval; not exact exchange fill
