trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
1,877955.0,877966.0,1.0,0.628,3667.71,3813.5,1.15166094,1.1974390000000001,0.0,91.55611999999998,89.20702005999998,10089.20702006,2.0,10000.0,0.230332188,1630514820.0,2021-09-01 16:35:00+00:00,2021-09-01 16:35:00+00:00,2021-09-01 16:46:00+00:00,2021-09-01 16:47:00+00:00,3593.3365959588295,3814.266808082341,2021-09-02 00:00:00+00:00,1.9705539899883062,1.9099488161301106,target,minute interval; not exact exchange fill
13,1000325.0,1000800.0,1.0,0.546,4504.95,4527.29,1.2298513500000001,1.2359501700000002,0.6452908258877514,12.19764000000008,9.086547654112326,9977.606041350788,4.0,9968.519493696675,0.24674704218167273,1637884800.0,2021-11-25 16:05:00+00:00,2021-11-25 16:05:00+00:00,2021-11-26 00:00:00+00:00,2021-11-26 00:00:00+00:00,4420.052913640864,4671.144172718272,2021-11-26 00:00:00+00:00,1.9575957178934202,0.19602591071424386,timeout,minute interval; not exact exchange fill
14,1007425.0,1007574.0,1.0,0.417,4676.93,4563.11,0.975139905,0.9514084349999999,0.369987923368911,-47.46294000000026,-49.759476263369166,9927.846565087419,1.0,9977.606041350788,0.19546570609396072,1638291300.0,2021-11-30 14:25:00+00:00,2021-11-30 14:25:00+00:00,2021-11-30 16:54:00+00:00,2021-11-30 16:55:00+00:00,4564.024356311731,4899.951287376538,2021-12-01 00:00:00+00:00,1.975289100625439,-1.0568761428488118,stop,minute interval; not exact exchange fill
15,1007690.0,1008000.0,1.0,0.422,4674.84,4630.5,0.9863912400000001,0.9770355,0.3174179417163722,-18.711480000000062,-20.992324681716433,9906.854240405703,4.0,9927.846565087419,0.19871202350543468,1638316800.0,2021-11-30 18:50:00+00:00,2021-11-30 18:50:00+00:00,2021-12-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,4564.024356311731,4893.6812873765375,2021-12-01 00:00:00+00:00,1.9748230492812973,-0.4488973177584265,timeout,minute interval; not exact exchange fill
16,1012560.0,1012624.0,-1.0,0.424,4058.09,3841.55,0.86031508,0.8144086,0.0,91.81295999999998,90.13823631999998,9996.992476725702,2.0,9906.854240405703,0.17368077880688967,1638594300.0,2021-12-04 04:00:00+00:00,2021-12-04 04:00:00+00:00,2021-12-04 05:04:00+00:00,2021-12-04 05:05:00+00:00,4169.039828482931,3840.7803430341382,2021-12-05 00:00:00+00:00,1.958629949565849,1.9160929125069044,target,minute interval; not exact exchange fill
17,1013625.0,1013760.0,-1.0,0.419,4055.62,4116.62,0.84965239,0.86243189,-0.17251009918764698,-25.558999999999997,-27.09857418081235,9969.89390254489,4.0,9996.992476725702,0.16998160036192908,1638662400.0,2021-12-04 21:45:00+00:00,2021-12-04 21:45:00+00:00,2021-12-05 00:00:00+00:00,2021-12-05 00:00:00+00:00,4169.039828482931,3831.2403430341387,2021-12-05 00:00:00+00:00,1.978310670780368,-0.5702212942062437,timeout,minute interval; not exact exchange fill
18,1015775.0,1015988.0,-1.0,0.4,3966.77,4086.4500000000003,0.793354,0.8172900000000001,0.0,-47.87200000000012,-49.48264400000012,9920.411258544891,1.0,9969.89390254489,0.15914993835541028,1638796140.0,2021-12-06 09:35:00+00:00,2021-12-06 09:35:00+00:00,2021-12-06 13:08:00+00:00,2021-12-06 13:09:00+00:00,4085.6316416840746,3730.936716631851,2021-12-07 00:00:00+00:00,1.9840991595503636,-1.0407614117328388,stop,minute interval; not exact exchange fill
19,1026195.0,1026720.0,-1.0,0.374,3877.08,3781.09,0.72501396,0.7070638300000001,0.015199825965270572,35.90025999999992,34.45298238403465,9954.864240928924,4.0,9920.411258544891,0.14616610967121213,1639440000.0,2021-12-13 15:15:00+00:00,2021-12-13 15:15:00+00:00,2021-12-14 00:00:00+00:00,2021-12-14 00:00:00+00:00,4003.983374347674,3625.6132513046527,2021-12-14 00:00:00+00:00,1.981560773998099,0.7259087808155819,timeout,minute interval; not exact exchange fill
20,1029110.0,1029283.0,-1.0,0.453,3697.01,3802.39,0.8373727650000001,0.8612413350000001,-0.16564851,-47.73713999999985,-49.27010558999985,9905.594135338924,1.0,9954.864240928924,0.16823388943009068,1639593840.0,2021-12-15 15:50:00+00:00,2021-12-15 15:50:00+00:00,2021-12-15 18:43:00+00:00,2021-12-15 18:44:00+00:00,3801.6208431203368,3492.858313759326,2021-12-16 00:00:00+00:00,1.9515346607601025,-1.0397013039545586,stop,minute interval; not exact exchange fill
21,1047930.0,1048320.0,-1.0,0.526,3802.4500000000003,3792.76,1.0000443500000002,0.9974958800000001,-0.1608434747136,5.096940000000029,3.2602432447136285,9908.85437858364,4.0,9905.594135338924,0.2019150666454765,1640736000.0,2021-12-28 17:30:00+00:00,2021-12-28 17:30:00+00:00,2021-12-29 00:00:00+00:00,2021-12-29 00:00:00+00:00,3891.2424503791526,3627.175099241694,2021-12-29 00:00:00+00:00,1.9739842746749903,0.06980527113660251,timeout,minute interval; not exact exchange fill
22,1049725.0,1049760.0,-1.0,0.611,3637.41,3629.2200000000003,1.111228755,1.1087267100000002,-0.20466453296639997,5.0040899999997555,2.9887990679661556,9911.843177651604,4.0,9908.85437858364,0.22429005665917107,1640822400.0,2021-12-29 23:25:00+00:00,2021-12-29 23:25:00+00:00,2021-12-30 00:00:00+00:00,2021-12-30 00:00:00+00:00,3713.343150248661,3488.6636995026774,2021-12-30 00:00:00+00:00,1.958911226654199,0.06442049995793306,timeout,minute interval; not exact exchange fill
23,1059605.0,1059731.0,-1.0,0.9390000000000001,3632.82,3540.4300000000003,1.7056089900000002,1.6622318850000002,0.0,86.75420999999989,83.38636912499989,9995.229546776605,2.0,9911.843177651604,0.34415576587120844,1641420720.0,2022-01-05 20:05:00+00:00,2022-01-05 20:05:00+00:00,2022-01-05 22:11:00+00:00,2022-01-05 22:12:00+00:00,3680.466801733715,3539.716396532571,2022-01-06 00:00:00+00:00,1.9540367890327794,1.86378459348223,target,minute interval; not exact exchange fill
24,1060415.0,1060668.0,-1.0,0.759,3330.51,3392.34,1.263928545,1.2873930300000003,0.0,-46.92896999999994,-49.48029157499994,9945.749255201605,1.0,9995.229546776605,0.25290635679449874,1641476940.0,2022-01-06 09:35:00+00:00,2022-01-06 09:35:00+00:00,2022-01-06 13:48:00+00:00,2022-01-06 13:49:00+00:00,3391.652623448653,3210.234753102694,2022-01-07 00:00:00+00:00,1.9671260425767165,-1.0662189700569118,stop,minute interval; not exact exchange fill
25,1061540.0,1061786.0,-1.0,0.516,3171.0,3263.53,0.8181180000000001,0.8419907400000001,-0.16520897393779202,-47.74548000000011,-49.24037976606231,9896.508875435544,1.0,9945.749255201605,0.16451611216161038,1641544020.0,2022-01-07 04:20:00+00:00,2022-01-07 04:20:00+00:00,2022-01-07 08:26:00+00:00,2022-01-07 08:27:00+00:00,3262.8719505875606,2989.1760988248784,2022-01-08 00:00:00+00:00,1.9791013471715753,-1.0386967073148108,stop,minute interval; not exact exchange fill
26,1062100.0,1062720.0,-1.0,0.505,3169.4,3197.2200000000003,0.8002735000000001,0.8072980500000001,-0.319591775,-14.049100000000083,-15.337079775000083,9881.171795660544,4.0,9896.508875435544,0.16172844587375365,1641600000.0,2022-01-07 13:40:00+00:00,2022-01-07 13:40:00+00:00,2022-01-08 00:00:00+00:00,2022-01-08 00:00:00+00:00,3262.8719505875606,2984.3760988248787,2022-01-08 00:00:00+00:00,1.9794590784943442,-0.324915173044885,timeout,minute interval; not exact exchange fill
27,1063775.0,1063861.0,-1.0,0.887,3099.1800000000003,2999.2000000000003,1.3744863300000003,1.3301452000000002,0.0,88.68226000000001,85.97762847000001,9967.149424130545,2.0,9881.171795660544,0.27820310352333416,1641668520.0,2022-01-08 17:35:00+00:00,2022-01-08 17:35:00+00:00,2022-01-08 19:01:00+00:00,2022-01-08 19:02:00+00:00,3150.4632668668937,2998.593466266213,2022-01-09 00:00:00+00:00,1.9613909151860647,1.8901059921082162,target,minute interval; not exact exchange fill
28,1064110.0,1064160.0,-1.0,0.901,3099.55,3080.48,1.396347275,1.3877562399999999,-0.277476465,17.18207000000015,14.675442950000148,9981.824867080544,4.0,9967.149424130545,0.28018989494015867,1641686400.0,2022-01-08 23:10:00+00:00,2022-01-08 23:10:00+00:00,2022-01-09 00:00:00+00:00,2022-01-09 00:00:00+00:00,3150.4632668668937,2999.583466266213,2022-01-09 00:00:00+00:00,1.9634672824106454,0.3199156330428177,timeout,minute interval; not exact exchange fill
29,1066460.0,1066490.0,-1.0,0.782,2968.12,3028.3,1.1605349200000001,1.1840653000000003,0.0,-47.06076000000023,-49.40536022000023,9932.419506860544,1.0,9981.824867080544,0.2325296096563213,1641826260.0,2022-01-10 14:20:00+00:00,2022-01-10 14:20:00+00:00,2022-01-10 14:50:00+00:00,2022-01-10 14:51:00+00:00,3027.6911516812665,2850.7776966374663,2022-01-11 00:00:00+00:00,1.9697840322169602,-1.0605504210835655,stop,minute interval; not exact exchange fill
30,1066660.0,1066667.0,-1.0,0.869,2974.7400000000002,3028.3,1.2925245300000001,1.31579635,0.0,-46.543639999999954,-49.151960879999955,9883.267545980545,1.0,9932.419506860544,0.26026378146980694,1641836880.0,2022-01-10 17:40:00+00:00,2022-01-10 17:40:00+00:00,2022-01-10 17:47:00+00:00,2022-01-10 17:48:00+00:00,3027.6911516812665,2870.6076966374667,2022-01-11 00:00:00+00:00,1.9665729650102155,-1.068182998935809,stop,minute interval; not exact exchange fill
31,1077020.0,1077037.0,-1.0,0.6920000000000001,3143.44,3211.06,1.0876302400000002,1.11102676,0.0,-46.79303999999993,-48.99169699999993,9834.275848980546,1.0,9883.267545980545,0.22009527414692556,1642459080.0,2022-01-17 22:20:00+00:00,2022-01-17 22:20:00+00:00,2022-01-17 22:37:00+00:00,2022-01-17 22:38:00+00:00,3210.4174151588636,3011.165169682273,2022-01-18 00:00:00+00:00,1.974916917948908,-1.0570316849653885,stop,minute interval; not exact exchange fill
32,1081655.0,1081908.0,-1.0,0.804,2824.98,2882.7200000000003,1.1356419600000003,1.1588534400000001,0.0,-46.422960000000195,-48.7174554000002,9785.558393580546,1.0,9834.275848980546,0.23095588886043392,1642751340.0,2022-01-21 03:35:00+00:00,2022-01-21 03:35:00+00:00,2022-01-21 07:48:00+00:00,2022-01-21 07:49:00+00:00,2882.134836468029,2712.380327063943,2022-01-22 00:00:00+00:00,1.9700812721079688,-1.0601701228538216,stop,minute interval; not exact exchange fill
33,1082170.0,1082733.0,-1.0,0.646,2810.43,2669.27,0.9077688899999999,0.86217421,-0.1544340040668,91.18935999999991,89.5738509040667,9875.132244484614,2.0,9785.558393580546,0.18553236381390523,1642800840.0,2022-01-21 12:10:00+00:00,2022-01-21 12:10:00+00:00,2022-01-21 21:33:00+00:00,2022-01-21 21:34:00+00:00,2882.134836468029,2668.7303270639422,2022-01-22 00:00:00+00:00,1.97615223624751,1.933749782521625,target,minute interval; not exact exchange fill
34,1083245.0,1083482.0,-1.0,0.757,2487.79,2366.43,0.941628515,0.8956937549999999,-0.18657814062953101,91.8695200000001,90.21877587062963,9965.351020355243,2.0,9875.132244484614,0.19070701873909818,1642845780.0,2022-01-22 06:05:00+00:00,2022-01-22 06:05:00+00:00,2022-01-22 10:02:00+00:00,2022-01-22 10:03:00+00:00,2549.457767534617,2365.9544649307663,2022-01-23 00:00:00+00:00,1.9756761099036384,1.9326037771074254,target,minute interval; not exact exchange fill
35,1083660.0,1083843.0,-1.0,0.773,2488.52,2368.62,0.96181298,0.91547163,-0.1720774957630615,92.68270000000007,90.97749288576313,10056.328513241006,2.0,9965.351020355243,0.19303143020961314,1642867440.0,2022-01-22 13:00:00+00:00,2022-01-22 13:00:00+00:00,2022-01-22 16:03:00+00:00,2022-01-22 16:04:00+00:00,2549.457767534617,2368.1444649307664,2022-01-23 00:00:00+00:00,1.975384723453351,1.9313808942680886,target,minute interval; not exact exchange fill
36,1086235.0,1086372.0,-1.0,0.756,2390.67,2266.29,0.90367326,0.85665762,0.21230586405,94.03128000000008,92.05864325595007,10148.387156496956,2.0,10056.328513241006,0.17972230298764563,1643019180.0,2022-01-24 07:55:00+00:00,2022-01-24 07:55:00+00:00,2022-01-24 10:12:00+00:00,2022-01-24 10:13:00+00:00,2453.808533773018,2265.832932453964,2022-01-25 00:00:00+00:00,1.9771930085488392,1.9286271767929184,target,minute interval; not exact exchange fill
37,1086900.0,1087012.0,-1.0,0.6950000000000001,2384.2200000000003,2454.3,0.8285164500000002,0.8528692500000002,0.0,-48.705599999999954,-50.386985699999954,10098.000170796957,1.0,10148.387156496956,0.16328041830165838,1643057580.0,2022-01-24 19:00:00+00:00,2022-01-24 19:00:00+00:00,2022-01-24 20:52:00+00:00,2022-01-24 20:53:00+00:00,2453.808533773018,2246.512932453964,2022-01-25 00:00:00+00:00,1.978875830251085,-1.0418276700077662,stop,minute interval; not exact exchange fill
38,1091340.0,1091468.0,-1.0,0.667,2338.09,2410.9700000000003,0.7797530150000002,0.8040584950000002,0.0,-48.61096000000008,-50.19477151000007,10047.805399286957,1.0,10098.000170796957,0.15443711661939105,1643324940.0,2022-01-27 21:00:00+00:00,2022-01-27 21:00:00+00:00,2022-01-27 23:08:00+00:00,2022-01-27 23:09:00+00:00,2410.4836794224893,2194.712641155021,2022-01-28 00:00:00+00:00,1.9805231615349919,-1.0395179606884601,stop,minute interval; not exact exchange fill
39,1099655.0,1100160.0,-1.0,0.644,2659.82,2679.01,0.8564620400000001,0.8626412200000001,0.6488837651771999,-12.358360000000035,-14.726347025177235,10033.07905226178,4.0,10047.805399286957,0.17047743382067868,1643846400.0,2022-02-02 15:35:00+00:00,2022-02-02 15:35:00+00:00,2022-02-03 00:00:00+00:00,2022-02-03 00:00:00+00:00,2734.045339460452,2512.5093210790956,2022-02-03 00:00:00+00:00,1.9846413636059372,-0.3080753641885853,timeout,minute interval; not exact exchange fill
40,1121390.0,1121760.0,-1.0,0.684,2943.16,2891.33,1.0065607200000002,0.9888348600000001,0.07644384265146445,35.45171999999995,33.37988057734849,10066.458932839128,4.0,10033.07905226178,0.20064841804931033,1645142400.0,2022-02-17 17:50:00+00:00,2022-02-17 17:50:00+00:00,2022-02-18 00:00:00+00:00,2022-02-18 00:00:00+00:00,3012.3347932887186,2806.5804134225627,2022-02-18 00:00:00+00:00,1.9744126448977897,0.7054736657099938,timeout,minute interval; not exact exchange fill
41,1125015.0,1126080.0,-1.0,0.618,2633.9500000000003,2621.25,0.8138905500000001,0.80996625,-0.2557945927614124,7.848600000000168,6.48053779276158,10072.93947063189,4.0,10066.458932839128,0.16170344615322474,1645401600.0,2022-02-20 06:15:00+00:00,2022-02-20 06:15:00+00:00,2022-02-21 00:00:00+00:00,2022-02-21 00:00:00+00:00,2711.6202163415433,2480.559567316913,2022-02-21 00:00:00+00:00,1.9748938513133003,0.13501065919420777,timeout,minute interval; not exact exchange fill
42,1130615.0,1131529.0,-1.0,0.664,2421.71,2494.6,0.8040077200000001,0.8282072,0.1560488472844797,-48.39895999999992,-50.1872237672844,10022.752246864606,1.0,10072.93947063189,0.15963715901284245,1645728600.0,2022-02-24 03:35:00+00:00,2022-02-24 03:35:00+00:00,2022-02-24 18:49:00+00:00,2022-02-24 18:50:00+00:00,2494.097367851538,2278.4052642969236,2022-02-25 00:00:00+00:00,1.9796925894167858,-1.044148593429174,stop,minute interval; not exact exchange fill
43,1135895.0,1136160.0,-1.0,0.648,2647.92,2616.52,0.85792608,0.84775248,0.2553591313728,20.34720000000006,18.386162308627263,10041.138409173233,4.0,10022.752246864606,0.17119570730053377,1646006400.0,2022-02-27 19:35:00+00:00,2022-02-27 19:35:00+00:00,2022-02-28 00:00:00+00:00,2022-02-28 00:00:00+00:00,2721.5075230397915,2502.364953920417,2022-02-28 00:00:00+00:00,1.97798539843332,0.38557769162929156,timeout,minute interval; not exact exchange fill
44,1143070.0,1143360.0,-1.0,0.6930000000000001,2646.77,2620.78,0.917105805,0.9081002700000002,-0.09427842214560002,18.01106999999985,16.280142347145453,10057.418551520379,4.0,10041.138409173233,0.18266968696739888,1646438400.0,2022-03-04 19:10:00+00:00,2022-03-04 19:10:00+00:00,2022-03-05 00:00:00+00:00,2022-03-05 00:00:00+00:00,2715.4430972072123,2511.013805585576,2022-03-05 00:00:00+00:00,1.9768468284573946,0.34208838474715736,timeout,minute interval; not exact exchange fill
45,1146205.0,1146240.0,-1.0,0.706,2554.3,2549.87,0.9016679000000001,0.9001041099999999,-0.0703538567712,3.127580000000205,1.3961618467714052,10058.81471336715,4.0,10057.418551520379,0.17930404216173243,1646611200.0,2022-03-06 23:25:00+00:00,2022-03-06 23:25:00+00:00,2022-03-07 00:00:00+00:00,2022-03-07 00:00:00+00:00,2621.883734800658,2421.322530398684,2022-03-07 00:00:00+00:00,1.9675957535276856,0.02926098063436761,timeout,minute interval; not exact exchange fill
46,1151385.0,1152000.0,-1.0,0.581,2552.58,2605.96,0.7415244899999999,0.75703138,0.021115468496505432,-31.01378000000006,-32.53345133849656,10026.281262028653,4.0,10058.81471336715,0.14743774711638513,1646956800.0,2022-03-10 13:45:00+00:00,2022-03-10 13:45:00+00:00,2022-03-11 00:00:00+00:00,2022-03-11 00:00:00+00:00,2635.4208868207775,2388.5482263584454,2022-03-11 00:00:00+00:00,1.9800822991722644,-0.6759417416717802,timeout,minute interval; not exact exchange fill
47,1168110.0,1168201.0,1.0,0.743,3037.46,2973.71,1.1284163900000002,1.1047332650000001,0.0,-47.36625,-49.599399655,9976.681862373653,1.0,10026.281262028653,0.22509170858262628,1647928920.0,2022-03-22 04:30:00+00:00,2022-03-22 04:30:00+00:00,2022-03-22 06:01:00+00:00,2022-03-22 06:02:00+00:00,2974.3118472265114,3161.866305546977,2022-03-23 00:00:00+00:00,1.9700703834238869,-1.0571264885522649,stop,minute interval; not exact exchange fill
48,1176280.0,1176480.0,1.0,0.9390000000000001,3234.53,3294.35,1.5186118350000002,1.5466973250000002,0.309416529768534,56.17097999999973,52.7962543102312,10029.478116683886,4.0,9976.681862373653,0.30443224630171617,1648425600.0,2022-03-27 20:40:00+00:00,2022-03-27 20:40:00+00:00,2022-03-28 00:00:00+00:00,2022-03-28 00:00:00+00:00,3185.993582455747,3330.372835088506,2022-03-28 00:00:00+00:00,1.9746582038346883,1.1584300155162752,timeout,minute interval; not exact exchange fill
49,1183130.0,1183680.0,1.0,0.847,3409.66,3453.63,1.44399101,1.4626123050000002,0.583282734700358,37.24259000000021,33.75270395029986,10063.230820634184,4.0,10029.478116683886,0.28794938145344623,1648857600.0,2022-04-01 14:50:00+00:00,2022-04-01 14:50:00+00:00,2022-04-02 00:00:00+00:00,2022-04-02 00:00:00+00:00,3355.254805556451,3516.400388887097,2022-04-02 00:00:00+00:00,1.9619521624511789,0.7324614848281569,timeout,minute interval; not exact exchange fill
50,1186450.0,1186560.0,1.0,0.96,3544.37,3519.94,1.7012976,1.6895711999999998,0.33800379102048,-23.452799999999844,-27.181672591020323,10036.049148043163,4.0,10063.230820634184,0.3381215496938754,1649030400.0,2022-04-03 22:10:00+00:00,2022-04-03 22:10:00+00:00,2022-04-04 00:00:00+00:00,2022-04-04 00:00:00+00:00,3496.9663188845257,3637.0473622309482,2022-04-04 00:00:00+00:00,1.9550667806828865,-0.5973004968398978,timeout,minute interval; not exact exchange fill
51,1219135.0,1219413.0,-1.0,1.014,2903.9700000000003,2815.54,1.4723127900000001,1.42747878,-0.14466344296154346,89.6680200000003,86.91289187296184,10122.962039916125,2.0,10036.049148043163,0.29340485848199993,1651001640.0,2022-04-26 14:55:00+00:00,2022-04-26 14:55:00+00:00,2022-04-26 19:33:00+00:00,2022-04-26 19:34:00+00:00,2949.3520498102894,2814.975900379421,2022-04-27 00:00:00+00:00,1.960997795220837,1.8886963342472542,target,minute interval; not exact exchange fill
52,1225385.0,1225440.0,-1.0,1.046,2742.38,2725.65,1.4342647400000001,1.42551495,0.20391183040053434,17.49958000000002,14.435888479599486,10137.397928395723,4.0,10122.962039916125,0.28336859001239206,1651363200.0,2022-04-30 23:05:00+00:00,2022-04-30 23:05:00+00:00,2022-05-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,2786.8747224891763,2656.090555021648,2022-05-01 00:00:00+00:00,1.9393186461460215,0.3101725292213932,timeout,minute interval; not exact exchange fill
53,1229540.0,1229661.0,-1.0,1.1260000000000001,2758.38,2800.06,1.5529679400000003,1.5764337800000001,0.0,-46.93167999999982,-50.06108171999983,10087.336846675722,1.0,10137.397928395723,0.3063839361874123,1651616520.0,2022-05-03 20:20:00+00:00,2022-05-03 20:20:00+00:00,2022-05-03 22:21:00+00:00,2022-05-03 22:22:00+00:00,2799.4934235576466,2677.833152884707,2022-05-04 00:00:00+00:00,1.9591374336013576,-1.0813796602869166,stop,minute interval; not exact exchange fill
54,1232110.0,1232640.0,-1.0,0.797,2753.54,2746.91,1.0972856899999999,1.094643635,-0.10826500729520001,5.284110000000087,3.2004456822952876,10090.537292358016,4.0,10087.336846675722,0.21755706321269722,1651795200.0,2022-05-05 15:10:00+00:00,2022-05-05 15:10:00+00:00,2022-05-06 00:00:00+00:00,2022-05-06 00:00:00+00:00,2812.9364043263304,2636.4571913473396,2022-05-06 00:00:00+00:00,1.9712103784834254,0.06760704973886758,timeout,minute interval; not exact exchange fill
