origin_utc,sample_count,last_outcome_session_utc,reference_price,mean_low_level,mean_low_touch,mean_low_terminal,mean_low_already_beyond_at_origin_open,mean_low_distance_pct,near97_low_level,near97_low_touch,near97_low_terminal,near97_low_already_beyond_at_origin_open,near97_low_distance_pct,mean_high_level,mean_high_touch,mean_high_terminal,mean_high_already_beyond_at_origin_open,mean_high_distance_pct,near97_high_level,near97_high_touch,near97_high_terminal,near97_high_already_beyond_at_origin_open,near97_high_distance_pct,screenshot_offset_low_touch
2021-09-01 13:30:00+00:00,196,2021-09-08 13:30:00+00:00,379.9500122070313,373.87381232608544,False,False,False,1.8806939056615124,381.9667544664187,True,True,True,-0.2432148595198136,387.0528865430098,False,False,False,1.5780174950786208,379.6831321902554,True,True,True,-0.3560981325420376,False
2021-09-02 13:30:00+00:00,196,2021-09-09 13:30:00+00:00,380.5799865722656,374.4826190686738,False,False,False,1.9602016200489847,382.60007268185404,True,True,True,-0.16495312698310283,387.6996642905433,False,False,False,1.5000295969655353,380.31266405630885,True,False,True,-0.4338919703373967,False
2021-09-03 13:30:00+00:00,196,2021-09-10 13:30:00+00:00,380.3999938964844,374.32016752350387,False,False,False,1.292082084654489,382.4191246203011,True,True,True,-0.8436061888349888,387.5511835254082,False,False,False,2.1969258683316006,380.132797808865,True,False,False,0.24070370371382932,True
2021-09-07 13:30:00+00:00,196,2021-09-13 13:30:00+00:00,381.5700073242188,375.5096328689504,True,False,False,1.616631713801231,383.5953483795211,True,True,True,-0.5018224010936878,388.77413782431626,False,False,False,1.8586630907219348,381.3019894095348,True,False,True,-0.09903669919831826,True
2021-09-08 13:30:00+00:00,196,2021-09-14 13:30:00+00:00,382.1099853515625,376.05930871955235,True,True,False,1.5371099596287907,384.13819256418,True,True,True,-0.5781687562498306,389.3191536263181,False,False,False,1.9346898887853126,381.8415881518664,True,False,True,-0.023146787529182422,True
2021-09-09 13:30:00+00:00,196,2021-09-15 13:30:00+00:00,380.7799987792969,374.756373532813,True,False,False,1.6413312176913442,382.80114653662145,True,True,True,-0.47010228736463766,387.9328067961382,False,False,False,1.816959358829373,380.51253577311917,True,False,True,-0.13056717140105256,True
2021-09-10 13:30:00+00:00,196,2021-09-16 13:30:00+00:00,379.4700012207031,373.48480332028333,True,False,False,2.0316363987206043,381.4841956227146,True,True,True,-0.06667487581284437,386.5578096453541,False,False,False,1.3975286586808133,379.203458367596,True,False,True,-0.5315826562260817,True
2021-09-13 13:30:00+00:00,196,2021-09-17 13:30:00+00:00,376.5899963378906,370.644546721077,False,False,False,2.202022145264837,378.5889039196157,True,True,False,0.1058303187667975,383.57125454997146,False,False,False,1.2088087901116706,376.32547642392484,True,False,True,-0.7030565131291078,True
2021-09-14 13:30:00+00:00,196,2021-09-20 13:30:00+00:00,376.3299865722656,370.35668199682635,True,True,False,1.9857364223827667,378.32751404433066,True,True,True,-0.12373067032571683,383.21498674551435,False,False,False,1.417191976273835,376.06564929129996,True,False,True,-0.4748679748645679,True
2021-09-15 13:30:00+00:00,196,2021-09-21 13:30:00+00:00,375.260009765625,369.26337484861216,True,True,False,1.721085872470074,377.2518578920572,True,True,True,-0.40503735693993015,382.05626051579617,False,False,False,1.6837221793545298,374.9964240451776,True,False,True,-0.19524310534172473,True
2021-09-16 13:30:00+00:00,196,2021-09-22 13:30:00+00:00,378.0499877929688,371.98099930805625,True,True,False,1.247476228919231,380.0566448848168,True,True,True,-0.896424624267711,384.84120941873203,False,False,False,2.1666180582028627,377.78444236898457,True,False,False,0.2932063594240031,True
