origin_utc,reference_price,horizon_sessions,sample_count,rv_daily_sigma,projection_sigma,latest_sample_origin_utc,latest_matured_session_utc,low_q0.050000,high_q0.050000,low_q0.100000,high_q0.100000,low_q0.250000,high_q0.250000,low_q0.500000,high_q0.500000,low_q0.750000,high_q0.750000,low_q0.900000,high_q0.900000,low_q0.950000,high_q0.950000,low_q0.973684,high_q0.973684,low_q0.026316,high_q0.026316,mean_low_proxy,mean_high_proxy,terminal_median,historical_terminal_up_rate,train_mean_low_hit,train_mean_high_hit,training_near_low_hit,training_near_high_hit
2010-01-04 14:30:00+00:00,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-05 14:30:00+00:00,46.41999816894531,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-06 14:30:00+00:00,46.41999816894531,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-07 14:30:00+00:00,46.13999938964844,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-08 14:30:00+00:00,46.16999816894531,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-11 14:30:00+00:00,46.54999923706055,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-12 14:30:00+00:00,46.36000061035156,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13 14:30:00+00:00,45.77999877929688,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-14 14:30:00+00:00,46.34999847412109,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-15 14:30:00+00:00,46.38999938964844,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-19 14:30:00+00:00,45.84999847412109,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-20 14:30:00+00:00,46.59000015258789,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-21 14:30:00+00:00,45.91999816894531,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22 14:30:00+00:00,45.4900016784668,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-25 14:30:00+00:00,44.15999984741211,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-26 14:30:00+00:00,44.310001373291016,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27 14:30:00+00:00,44.34999847412109,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-28 14:30:00+00:00,44.70000076293945,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 14:30:00+00:00,43.54999923706055,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01 14:30:00+00:00,42.790000915527344,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-02 14:30:00+00:00,43.2599983215332,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
