start_utc,end_exclusive_utc,net_return
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,0.049570662315637115
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,0.09082052601289381
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,-0.1481000971862303
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,-0.056915339627851225
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,0.09115233045187132
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,0.17143481990139087
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.28597089217905247
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,-0.10689816376036843
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,-0.07305657337622973
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.2199832176838925
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,0.10109057807079691
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,-0.09124750223161238
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,-0.018132243094949763
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,-0.06844573736891779
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,-0.1011198151734648
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,-0.0758542437801738
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,-0.10406960781973584
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,-0.06838139477397953
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,0.011507797868340441
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,-0.02274173673713309
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,-0.3161430395070638
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,0.1418822392454293
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,-0.1323630032971399
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,-0.058865616370909146
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,-0.19707491077652994
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,0.10024489573354733
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,-0.11005383582512107
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,-0.027415884077999775
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,-0.2200205622237622
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.2898551669826126
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,-0.14804474133214096
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,-0.08501201392869562
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.03178535467887178
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,-0.19436111179826088
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,-0.16512834733897286
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.009569067679531917
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.17746628054085578
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.08439751142810059
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.2723576758361068
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,-0.13592865326370407
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.07973397891919243
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.04118890273756515
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,-0.0682559167914728
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,-0.02939813629607746
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,-0.24756783150698147
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,-0.06689595930968273
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.030700320884463617
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,-0.19752177618991462
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,-0.16564368336710944
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,-0.27818135587278925
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,-0.03306337196037523
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,-0.0535678507569306
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,0.15113040421076374
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,-0.04151641703367337
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,-0.17812202366611107
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,-0.11453534661588816
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,-0.05979618190167835
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,-0.025036080918789283
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,-0.20928140959481922
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,0.11594225482286546
