start_utc,end_exclusive_utc,net_return
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,-0.12835057630653168
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,-0.03612441930932819
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,-0.025823581255151606
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,-0.2123734429564177
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,-0.35124303447262306
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,-0.24873074232549242
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,-0.5064405455907397
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,-0.26415886372999553
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,0.12220409611785876
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.1778301323782423
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,0.1934437731492673
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,0.04322070961859281
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,-0.2705269773223905
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,-0.19091389412103732
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,0.5752109128656095
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,-0.24021364501465292
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,0.04079756165505488
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,-0.09070223387058363
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,-0.2564506232102053
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,0.03354762423197766
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,-0.37948521203765406
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,0.11803562138873569
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,0.625804292535332
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,0.2706210049500768
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,-0.1504254599927647
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,-0.23211348576523172
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,0.22686513944430686
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,-0.26116045821263656
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,-0.03202468432448713
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,-0.2955863887187885
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.03883006433974945
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,-0.17016329350971215
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,-0.12692978787286568
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,-0.29986873605197883
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.01423095563300425
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,-0.11093578919467073
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,-0.3574581942645998
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.07875054937841797
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,-0.3551893234885817
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,0.3579152166255859
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.03659234788895738
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.37677557803195505
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,-0.19353256037803412
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,-0.09932650845533253
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,0.2221471923922762
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,0.08830506855521203
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,-0.05359238987346271
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,-0.24009154125935228
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,-0.1321255791990058
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,0.19119680482535162
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.27467874081355736
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,0.0003272722542331241
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,0.20915372182359926
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,-0.04566687893933674
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,-0.17329367567238707
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,-0.3227076913194231
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,-0.23563685467874018
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.5677526404426574
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,-0.3343145186973453
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,0.012397884166570838
