id,family,timeframe_minutes,lookback,volume_multiple,trend_span,direction,stop_atr,target_r,trail_r,max_hold_hours,minimum_price,risk_fraction,exposure_cap,daily_loss,weekly_loss,cooldown_minutes,atr_span,atr_min,atr_max,dev_net_return,dev_geometric_weekly,dev_arithmetic_weekly,dev_worst_week,dev_best_week,dev_complete_weeks,dev_weeks_at_10pct,dev_positive_weeks,dev_negative_weeks,dev_flat_weeks,dev_longest_losing_streak,dev_active_week_losing_streak,dev_trades,dev_win_rate,dev_profit_factor,dev_fees,dev_funding_paid,dev_liquidations,dev_max_entry_leverage,dev_conservative_intrabar_drawdown,dev_max_daily_entries,dev_initial_equity,dev_final_equity,dev_passes_historical_average_target,dev_cagr
ac5ce8050bc24b3f,counter_breakout,15,12,0.0,0,both,1.5,1.5,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9980267446309324,-0.058127434652349264,-0.053529932893102414,-0.24985202210216084,0.15779339842124096,104,1,6,48,50,23,23,1636,0.4125916870415648,0.8549777275985991,9121.752648950025,-194.51090264069384,0,4.999745988018574,0.9981257112115081,,10000.0,19.732553690675118,False,-0.9560483430164175
b29dd82f8cfdf2db,counter_breakout,15,12,0.0,0,both,2.5,1.0,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.998006077714242,-0.05803307017767323,-0.054646290854235544,-0.24760829130663053,0.12235024702183206,104,3,19,72,13,19,19,2418,0.5521091811414393,0.8452785097191664,7896.785920849983,-52.78904370759591,0,4.989278359848014,0.9980462227833611,,10000.0,19.939222857580194,False,-0.9558179927421424
eb9806406a978d26,counter_breakout,15,12,0.0,0,both,4.0,0.5,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9980084187439572,-0.058043710471878174,-0.05642906825481691,-0.2228403606157805,0.07236205685461727,104,0,14,89,1,28,28,2495,0.6380761523046092,0.7991554072603231,6295.414387050016,-87.40869961044639,0,4.963819709423354,0.9980341475524616,,10000.0,19.915812560427934,False,-0.9558440255590682
f20121e8a0381419,counter_breakout,15,12,0.0,0,both,6.0,0.25,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9870520436318289,-0.040934897241170054,-0.03988376532413247,-0.15353947066299733,0.08578978992355957,104,0,19,85,0,12,12,2938,0.7049012933968686,0.7694470963277127,6787.451422699989,-2.0633863817399702,0,4.995087406115933,0.9878342547063355,,10000.0,129.47956368171197,False,-0.8870519728958259
f507940ab2015610,counter_breakout,15,12,0.0,0,long,1.5,1.5,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9980486828030314,-0.05822868069548559,-0.05385642380392908,-0.24985221404651814,0.20062083358830707,104,2,13,59,32,20,20,1277,0.3852779953014879,0.8149575783487257,7098.822479500012,1197.857948530261,0,4.997445849675675,0.9981700339719054,,10000.0,19.513171969685917,False,-0.956294181770024
d004a8e94e2bee9f,counter_breakout,15,12,0.0,0,long,2.5,1.0,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9975329275692582,-0.05610252142844685,-0.05194699557659155,-0.2444624192498991,0.17223266379252244,104,6,31,73,0,9,9,1771,0.49181253529079616,0.844151750509832,7302.931746750014,1599.5342289425578,0,4.993190670408123,0.9977735870801837,,10000.0,24.67072430741835,False,-0.9508368041210363
c3a20deb2d1a950c,counter_breakout,15,12,0.0,0,long,4.0,0.5,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9910244327364556,-0.044308104852199603,-0.042162307351430575,-0.21812531814490244,0.08296741339644509,104,0,31,73,0,16,16,1549,0.632020658489348,0.7923371711376148,5288.504545900002,1183.6597814645288,0,4.99843738351976,0.9917848414720493,,10000.0,89.75567263544472,False,-0.9060195801812401
424a806c3e159747,counter_breakout,15,12,0.0,0,long,6.0,0.25,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9325943229090412,-0.02559957186370876,-0.024478168949270983,-0.1635552492885778,0.06702020725627622,104,0,39,65,0,7,7,1471,0.7641060503059144,0.7658565549072158,5769.257930850012,916.9367982404204,0,4.996750867181273,0.9379547490181012,,10000.0,674.0567709095883,False,-0.7415663044155111
7d5e74fcd1c62621,counter_breakout,15,12,0.0,200,both,1.5,1.5,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9955040310985205,-0.05063986031918344,-0.047157498556075324,-0.24934782710997816,0.1405571896127129,104,3,30,74,0,13,13,1385,0.41155234657039713,0.8668095844943128,12049.087853350007,917.6963576352131,0,4.997801039169246,0.9964494038754268,,10000.0,44.95968901479552,False,-0.9335636674079246
71e78a34eb7399c7,counter_breakout,15,12,0.0,200,both,2.5,1.0,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.9308359301359037,-0.025358262997625114,-0.022924576236567577,-0.21708056722909164,0.12924587972025514,104,6,37,67,0,7,7,1108,0.5081227436823105,0.887781804363545,11394.709449649965,924.2791517089898,0,4.9992242086265435,0.9424683917313851,,10000.0,691.6406986409629,False,-0.7382056564011316
