session_date,row_index,side,quantity_shares,entry,exit,stop,target,gross_pnl,fees,net_pnl,equity_before,equity_after,entry_time_precision
2021-09-10,2942.0,1.0,362.0,445.7744713423681,445.3954584411622,440.45116961362766,451.0400085449219,-137.2026702365347,32.2603514581638,-169.46302169469848,100000.0,99830.5369783053,"within session, exact time unavailable from daily OHLC"
2021-09-28,2954.0,1.0,371.0,434.5679175737565,433.67662922058105,429.38939005317025,439.6900024414063,-330.6679790280989,32.211872686069924,-362.8798517141688,99830.5369783053,99467.65712659113,"within session, exact time unavailable from daily OHLC"
2021-10-06,2960.0,-1.0,327.0,435.0251301088434,434.943483895874,440.90627429995465,429.2699890136719,26.698311640999464,28.44797367795426,-1.7496620369547955,99467.65712659113,99465.90746455418,"within session, exact time unavailable from daily OHLC"
2021-11-30,2998.0,1.0,291.0,455.41151810057346,455.5144415588379,448.77982272301733,462.0,29.95072635495677,26.50794542608887,3.4427809288679008,99465.90746455418,99469.35024548305,"within session, exact time unavailable from daily OHLC"
2021-12-03,3001.0,1.0,242.0,451.2013494899482,453.3746714263916,443.2127959705936,459.1700134277344,525.9439086193064,21.890739706175424,504.053168913131,99469.35024548305,99973.40341439618,"within session, exact time unavailable from daily OHLC"
2021-12-16,3010.0,1.0,337.0,466.90898082569004,466.4033672058106,461.1891904354205,472.5700073242188,-170.39178989937625,31.45262612866157,-201.8444160280378,99973.40341439618,99771.55899836814,"within session, exact time unavailable from daily OHLC"
2022-01-05,3023.0,1.0,377.0,472.1513393256434,468.33316688232424,467.0751346994459,477.1600036621094,-1439.4510111313218,35.45626588404038,-1474.9072770153623,99771.55899836814,98296.65172135278,"within session, exact time unavailable from daily OHLC"
2022-01-10,3026.0,1.0,347.0,457.3098766168939,462.6537422058106,451.8603445973229,462.7000122070313,1854.3213593540897,31.922737573147852,1822.398621780942,98296.65172135278,100119.05034313373,"within session, exact time unavailable from daily OHLC"
2022-01-13,3029.0,1.0,368.0,467.0245801509649,464.48354577941893,461.7946348841385,472.1900024414063,-935.1006487289087,34.27949903423813,-969.3801477631469,100119.05034313373,99149.67019537058,"within session, exact time unavailable from daily OHLC"
2022-01-24,3035.0,-1.0,240.0,439.909407731941,439.8839803375244,447.94902459668583,432.0299987792969,6.102574659976199,21.11504131366717,-15.012466653690971,99149.67019537058,99134.65772871689,"within session, exact time unavailable from daily OHLC"
