origin_utc,open,high,low,close,volume,iv_daily_sigma,iv_available_ms
2021-11-09 00:00:00+00:00,4814.13,4844.97,4714.83,4734.98,1151973.219,0.05444655642783403,1636329660000.0
2021-11-10 00:00:00+00:00,4734.99,4877.54,4450.0,4632.21,1848828.0040000002,0.05502755698190916,1636416060000.0
2021-11-11 00:00:00+00:00,4632.42,4783.12,4580.9,4721.19,1146003.8739999998,0.05470303414990325,1636502460000.0
2021-11-12 00:00:00+00:00,4721.19,4811.0,4508.0,4665.99,1671025.3990000002,0.054985683068101955,1636588860000.0
2021-11-13 00:00:00+00:00,4665.99,4708.0,4585.11,4644.42,812743.8049999999,0.05439421403557502,1636675260000.0
2021-11-14 00:00:00+00:00,4644.42,4700.0,4515.84,4629.44,947148.676,0.05603776515250828,1636761660000.0
2021-11-15 00:00:00+00:00,4629.75,4771.83,4541.44,4567.01,1351110.691,0.05544629611998135,1636848060000.0
2021-11-16 00:00:00+00:00,4567.01,4567.07,4077.0,4209.42,2734039.5429999996,0.054038285768213665,1636934460000.0
2021-11-17 00:00:00+00:00,4209.42,4300.0,4062.0,4287.99,1860601.9270000001,0.05379751076382217,1637020860000.0
2021-11-18 00:00:00+00:00,4288.0,4343.33,3957.96,3997.72,2286170.4669999997,0.05791162279538125,1637107260000.0
2021-11-19 00:00:00+00:00,3997.72,4309.04,3973.14,4293.44,1514406.552,0.05744054126505005,1637193660000.0
2021-11-20 00:00:00+00:00,4293.44,4436.01,4202.24,4412.55,1143613.53,0.058879957052173144,1637280060000.0
2021-11-21 00:00:00+00:00,4412.37,4425.73,4242.0,4259.23,996488.568,0.055791755908890885,1637366460000.0
2021-11-22 00:00:00+00:00,4259.28,4327.75,4019.35,4086.57,1891091.913,0.055885972214957114,1637452860000.0
2021-11-23 00:00:00+00:00,4086.41,4387.0,4059.55,4341.36,1636864.585,0.055619026014436114,1637539260000.0
2021-11-24 00:00:00+00:00,4341.36,4377.0,4170.38,4271.29,1365898.9589999998,0.05864441628700755,1637625660000.0
2021-11-25 00:00:00+00:00,4271.29,4558.29,4250.34,4527.86,1247655.55,0.0580477130152547,1637712060000.0
2021-11-26 00:00:00+00:00,4528.2,4555.0,3911.0,4040.66,2657050.069,0.057330622241306105,1637798460000.0
2021-11-27 00:00:00+00:00,4040.66,4182.66,4027.32,4095.33,1008009.177,0.05580745862656859,1637884860000.0
2021-11-28 00:00:00+00:00,4095.33,4301.07,3958.58,4296.6,1512818.3900000001,0.05614244993702632,1637971260000.0
2021-11-29 00:00:00+00:00,4297.01,4460.0,4280.0,4445.1,1432921.208,0.05417961022731303,1638057660000.0
2021-11-30 00:00:00+00:00,4445.09,4757.8,4347.9,4631.51,2573876.2070000004,0.05526309774707477,1638144060000.0
2021-12-01 00:00:00+00:00,4631.43,4783.19,4528.5,4586.66,1861557.1630000002,0.05482865589132489,1638230460000.0
2021-12-02 00:00:00+00:00,4586.67,4636.86,4435.76,4514.32,1767131.692,0.05545676459843315,1638316860000.0
2021-12-03 00:00:00+00:00,4514.32,4658.0,4004.0,4213.66,2648380.1199999996,0.055671368406695135,1638403260000.0
2021-12-04 00:00:00+00:00,4213.67,4237.2,3388.15,4115.79,3531695.892,0.055959251564119745,1638489660000.0
2021-12-05 00:00:00+00:00,4115.79,4247.19,4033.0,4197.53,1909767.851,0.055943548846442044,1638576060000.0
2021-12-06 00:00:00+00:00,4197.52,4377.58,3920.0,4345.2,2601175.7699999996,0.055854566779601704,1638662460000.0
2021-12-07 00:00:00+00:00,4345.44,4425.0,4255.27,4305.82,1388803.7259999998,0.057079378758462807,1638748860000.0
2021-12-08 00:00:00+00:00,4305.83,4454.6,4224.98,4435.33,1443466.295,0.05620526080773714,1638835260000.0
2021-12-09 00:00:00+00:00,4435.7,4490.97,4075.0,4103.8,1905332.516,0.05577605319121318,1638921660000.0
2021-12-10 00:00:00+00:00,4103.8,4232.0,3882.84,3895.95,2123045.506,0.056048233630960086,1639008060000.0
2021-12-11 00:00:00+00:00,3895.85,4094.82,3831.01,4089.81,1729754.9270000001,0.05734632495898382,1639094460000.0
2021-12-12 00:00:00+00:00,4088.86,4173.37,3985.0,4129.0,1044691.2009999999,0.05874386683229969,1639180860000.0
2021-12-13 00:00:00+00:00,4129.16,4142.0,3668.34,3780.63,2252296.914,0.05689094614633033,1639267260000.0
2021-12-14 00:00:00+00:00,3780.33,3879.13,3682.0,3856.66,1718001.4100000001,0.058911362487528554,1639353660000.0
2021-12-15 00:00:00+00:00,3856.67,4096.0,3639.39,4019.01,2415815.067,0.05885902009526954,1639440060000.0
2021-12-16 00:00:00+00:00,4019.01,4118.47,3951.14,3958.67,1603846.8539999998,0.05775459561860418,1639526460000.0
2021-12-17 00:00:00+00:00,3958.7,3992.99,3694.2,3873.93,2112402.0409999997,0.057079378758462807,1639612860000.0
2021-12-18 00:00:00+00:00,3872.98,3997.39,3764.96,3957.64,1306368.673,0.0541167993566022,1639699260000.0
2021-12-19 00:00:00+00:00,3957.65,4034.99,3881.89,3922.51,1402356.037,0.0523999688905063,1639785660000.0
2021-12-20 00:00:00+00:00,3922.51,3981.48,3750.0,3943.48,1741509.419,0.05259363574186468,1639872060000.0
2021-12-21 00:00:00+00:00,3943.64,4063.0,3912.26,4014.38,1246421.469,0.0536352493478192,1639958460000.0
2021-12-22 00:00:00+00:00,4014.38,4074.99,3924.36,3978.62,1076095.044,0.053582906955560186,1640044860000.0
2021-12-23 00:00:00+00:00,3978.63,4153.71,3888.87,4111.3,1586935.899,0.05349915912794575,1640131260000.0
2021-12-24 00:00:00+00:00,4111.31,4133.38,4014.45,4045.0,1026594.0789999999,0.052185365082244306,1640217660000.0
2021-12-25 00:00:00+00:00,4045.19,4138.47,4015.0,4093.87,890361.594,0.049165209048898775,1640304060000.0
2021-12-26 00:00:00+00:00,4093.88,4104.84,4002.0,4062.24,767517.751,0.049217551441157796,1640390460000.0
2021-12-27 00:00:00+00:00,4062.4,4126.0,4030.06,4037.36,837344.6429999999,0.048013676419200305,1640476860000.0
2021-12-28 00:00:00+00:00,4037.35,4037.36,3756.26,3791.99,1675203.5320000001,0.04636489106304113,1640563260000.0
2021-12-29 00:00:00+00:00,3792.0,3825.91,3600.45,3628.55,1318187.7310000001,0.04824398294514,1640649660000.0
2021-12-30 00:00:00+00:00,3628.49,3766.71,3580.0,3708.37,1023870.718,0.04648004432601098,1640736060000.0
2021-12-31 00:00:00+00:00,3708.45,3814.95,3621.32,3676.02,1343940.1739999999,0.04887209165224826,1640822460000.0
2022-01-01 00:00:00+00:00,3676.01,3776.33,3671.86,3763.06,755619.7930000001,0.048479523710305596,1640908860000.0
2022-01-02 00:00:00+00:00,3763.05,3860.0,3714.48,3826.21,740079.4299999999,0.04349652796724676,1640995260000.0
2022-01-03 00:00:00+00:00,3826.1,3850.0,3680.0,3764.07,999879.3529999999,0.04154939097521116,1641081660000.0
2022-01-04 00:00:00+00:00,3764.07,3893.19,3711.0,3785.6,1253780.6900000002,0.04234499533754829,1641168060000.0
2022-01-05 00:00:00+00:00,3785.6,3847.18,3405.0,3537.71,1813981.9480000003,0.041894850764120715,1641254460000.0
2022-01-06 00:00:00+00:00,3537.81,3549.11,3292.31,3404.6,1840489.348,0.04141330075533771,1641340860000.0
2022-01-07 00:00:00+00:00,3404.61,3415.35,3040.77,3196.58,2855226.352,0.04472133994610786,1641427260000.0
2022-01-08 00:00:00+00:00,3196.58,3248.03,2996.45,3080.03,1859886.155,0.04233976109832239,1641513660000.0
2022-01-09 00:00:00+00:00,3079.86,3209.4,3057.0,3150.0,1230848.792,0.04441251983177963,1641600060000.0
2022-01-10 00:00:00+00:00,3149.99,3179.16,2924.78,3081.31,2322294.565,0.043554104598731685,1641686460000.0
2022-01-11 00:00:00+00:00,3081.25,3262.66,3050.58,3236.86,1533503.746,0.044156042109710435,1641772860000.0
2022-01-12 00:00:00+00:00,3236.86,3411.0,3203.85,3369.93,1435454.6489999997,0.04489406984056263,1641859260000.0
2022-01-13 00:00:00+00:00,3369.92,3408.89,3230.97,3240.36,1374273.064,0.04300974371923786,1641945660000.0
2022-01-14 00:00:00+00:00,3240.32,3342.63,3181.2,3305.6,1309794.267,0.04179540021882856,1642032060000.0
2022-01-15 00:00:00+00:00,3305.61,3372.0,3257.59,3324.05,809020.133,0.039518506155561135,1642118460000.0
2022-01-16 00:00:00+00:00,3324.06,3394.62,3269.01,3345.49,934941.801,0.0377283963403026,1642204860000.0
2022-01-17 00:00:00+00:00,3345.5,3355.3,3139.37,3208.61,1440138.9340000001,0.03701653980557991,1642291260000.0
2022-01-18 00:00:00+00:00,3208.6,3243.95,3080.5,3159.32,1589444.667,0.037581837641977346,1642377660000.0
2022-01-19 00:00:00+00:00,3159.31,3174.6,3045.0,3082.81,1668517.082,0.038073856129212144,1642464060000.0
2022-01-20 00:00:00+00:00,3082.8,3272.24,2985.0,2999.92,1880719.448,0.038696730597094504,1642550460000.0
2022-01-21 00:00:00+00:00,2999.92,3031.9,2460.0,2566.91,4517274.359,0.03860251429102827,1642636860000.0
2022-01-22 00:00:00+00:00,2566.91,2625.6,2293.56,2410.96,4662398.873,0.03907883006058535,1642723260000.0
2022-01-23 00:00:00+00:00,2410.57,2549.0,2368.0,2538.41,2371974.868,0.04854233458101642,1642809660000.0
2022-01-24 00:00:00+00:00,2538.4,2539.59,2151.0,2438.13,4694300.254000001,0.04987706558362147,1642896060000.0
2022-01-25 00:00:00+00:00,2437.87,2504.98,2349.6,2457.37,2325976.562,0.04805031609378162,1642982460000.0
2022-01-26 00:00:00+00:00,2457.37,2720.06,2400.01,2461.61,3370868.336,0.049610119383100455,1643068860000.0
2022-01-27 00:00:00+00:00,2461.62,2520.0,2314.33,2422.61,2706734.602,0.04807125305068523,1643155260000.0
2022-01-28 00:00:00+00:00,2422.61,2556.93,2357.0,2543.34,2394675.788,0.05015971450182018,1643241660000.0
2022-01-29 00:00:00+00:00,2543.34,2658.41,2519.21,2599.94,1522389.395,0.051169922672419293,1643328060000.0
2022-01-30 00:00:00+00:00,2599.93,2644.93,2541.46,2600.45,1322236.477,0.04447009646326455,1643414460000.0
2022-01-31 00:00:00+00:00,2600.45,2706.47,2475.33,2685.34,2119778.986,0.04386815895228582,1643500860000.0
2022-02-01 00:00:00+00:00,2685.34,2812.94,2672.61,2786.38,2054796.8450000002,0.04385769047383401,1643587260000.0
2022-02-02 00:00:00+00:00,2786.37,2810.0,2610.4,2678.0,2354857.007,0.04335520350814741,1643673660000.0
2022-02-03 00:00:00+00:00,2678.47,2722.99,2572.64,2694.37,2171742.6410000003,0.04419791602351764,1643760060000.0
2022-02-04 00:00:00+00:00,2694.2,2995.0,2670.14,2993.65,2953883.898,0.04574201659515878,1643846460000.0
2022-02-05 00:00:00+00:00,2993.64,3059.91,2958.01,3011.59,1557391.545,0.04606653942716472,1643932860000.0
2022-02-06 00:00:00+00:00,3011.58,3075.0,2948.0,3054.26,1151529.849,0.04307778882917459,1644019260000.0
2022-02-07 00:00:00+00:00,3054.26,3185.99,2990.83,3138.55,1920591.918,0.04190531924257251,1644105660000.0
2022-02-08 00:00:00+00:00,3138.55,3246.65,3023.28,3115.23,2122006.982,0.04263811273419881,1644192060000.0
2022-02-09 00:00:00+00:00,3115.23,3269.16,3052.5,3241.82,1571485.369,0.04232405838064468,1644278460000.0
2022-02-10 00:00:00+00:00,3241.79,3282.96,3055.24,3070.9,2672791.9710000004,0.04248108555742175,1644364860000.0
2022-02-11 00:00:00+00:00,3070.89,3136.55,2873.5,2926.04,2333468.4340000004,0.04289459045626801,1644451260000.0
2022-02-12 00:00:00+00:00,2926.03,2983.62,2855.0,2916.93,1869241.526,0.04315106817833722,1644537660000.0
2022-02-13 00:00:00+00:00,2917.04,2952.66,2830.31,2870.32,1277486.6970000002,0.0445643127693308,1644624060000.0
2022-02-14 00:00:00+00:00,2870.33,2964.44,2829.8,2928.87,1815960.443,0.043208644809822144,1644710460000.0
2022-02-15 00:00:00+00:00,2928.87,3198.0,2911.85,3183.73,1856076.117,0.044962114950499364,1644796860000.0
2022-02-16 00:00:00+00:00,3183.74,3186.79,3040.42,3121.8,1733462.418,0.04298880676233425,1644883260000.0
2022-02-17 00:00:00+00:00,3121.8,3158.68,2850.0,2890.8,2632604.386,0.041046904009524564,1644969660000.0
2022-02-18 00:00:00+00:00,2890.75,2941.94,2750.0,2778.46,2162941.471,0.03939288441413949,1645056060000.0
2022-02-19 00:00:00+00:00,2778.46,2829.99,2691.0,2761.89,1546343.886,0.04330286111588839,1645142460000.0
2022-02-20 00:00:00+00:00,2761.9,2762.89,2573.33,2620.72,2242471.273,0.04096839042113603,1645228860000.0
2022-02-21 00:00:00+00:00,2620.72,2758.0,2555.56,2566.88,3985389.0940000005,0.04024606540796154,1645315260000.0
2022-02-22 00:00:00+00:00,2566.88,2670.0,2495.0,2635.57,3195802.7920000004,0.04852139762411282,1645401660000.0
2022-02-23 00:00:00+00:00,2635.57,2752.38,2573.39,2578.02,2704599.315,0.04986136286594376,1645488060000.0
2022-02-24 00:00:00+00:00,2578.02,2777.33,2298.72,2595.47,6227786.305,0.047071513358537924,1645574460000.0
2022-02-25 00:00:00+00:00,2595.47,2835.0,2571.68,2766.36,2936418.882,0.04723377477454089,1645660860000.0
2022-02-26 00:00:00+00:00,2766.42,2882.0,2726.0,2778.15,1852287.1460000002,0.04908146122128434,1645747260000.0
2022-02-27 00:00:00+00:00,2778.15,2836.21,2553.68,2615.99,2948786.157,0.04377917688544548,1645833660000.0
2022-02-28 00:00:00+00:00,2615.99,2966.0,2565.0,2920.1,3405929.703,0.04303068067614147,1645920060000.0
2022-03-01 00:00:00+00:00,2920.05,3036.0,2852.2,2975.61,2903119.4520000005,0.04840624436114297,1646006460000.0
2022-03-02 00:00:00+00:00,2975.61,3046.46,2912.96,2947.47,2628094.6040000003,0.04493594375436984,1646092860000.0
2022-03-03 00:00:00+00:00,2947.48,2970.0,2781.77,2832.97,2068430.471,0.04501969158198429,1646179260000.0
2022-03-04 00:00:00+00:00,2832.98,2835.9,2570.65,2620.25,2431616.203,0.04271139208336144,1646265660000.0
2022-03-05 00:00:00+00:00,2620.25,2684.87,2588.0,2663.55,1085460.56,0.04402518612906287,1646352060000.0
2022-03-06 00:00:00+00:00,2663.55,2674.61,2529.0,2549.37,1394552.348,0.0462706747569749,1646438460000.0
2022-03-07 00:00:00+00:00,2549.36,2650.0,2431.62,2489.9,2690724.432,0.04455907853010489,1646524860000.0
2022-03-08 00:00:00+00:00,2489.84,2623.0,2478.35,2575.49,2643188.688,0.04591998072883945,1646611260000.0
2022-03-09 00:00:00+00:00,2575.5,2773.17,2566.41,2726.37,2075382.606,0.048458586753401985,1646697660000.0
2022-03-10 00:00:00+00:00,2726.37,2733.37,2546.83,2605.44,2036842.0869999998,0.047432675865125166,1646784060000.0
2022-03-11 00:00:00+00:00,2605.43,2676.2,2520.5,2555.89,2046135.535,0.04689354922485725,1646870460000.0
2022-03-12 00:00:00+00:00,2555.9,2620.0,2552.22,2567.64,835243.91,0.04647481008678508,1646956860000.0
2022-03-13 00:00:00+00:00,2567.63,2604.13,2490.25,2514.07,1153034.412,0.047772901414808805,1647043260000.0
2022-03-14 00:00:00+00:00,2513.77,2609.32,2496.85,2588.96,1700607.097,0.04728088292757401,1647129660000.0
2022-03-15 00:00:00+00:00,2588.96,2668.8,2504.5,2617.29,2010933.59,0.04828062261972131,1647216060000.0
2022-03-16 00:00:00+00:00,2617.29,2789.86,2602.06,2772.78,2671403.544,0.047636811194935354,1647302460000.0
2022-03-17 00:00:00+00:00,2772.78,2839.0,2745.33,2810.74,1388608.329,0.04794039707003768,1647388860000.0
2022-03-18 00:00:00+00:00,2810.75,2984.72,2760.0,2938.02,2012338.3220000002,0.04570537692057746,1647475260000.0
2022-03-19 00:00:00+00:00,2938.03,2992.0,2890.6,2950.0,1138322.115,0.04350176220647266,1647561660000.0
2022-03-20 00:00:00+00:00,2949.9,2965.0,2817.49,2860.47,1437020.801,0.04128767901391606,1647648060000.0
2022-03-21 00:00:00+00:00,2860.53,2960.0,2830.5,2889.08,1686819.608,0.04196813011328334,1647734460000.0
2022-03-22 00:00:00+00:00,2889.07,3055.9,2885.49,2968.49,1797753.5729999999,0.042852716542460804,1647820860000.0
2022-03-23 00:00:00+00:00,2968.48,3043.69,2915.51,3035.55,1781378.7349999999,0.04326622144130707,1647907260000.0
2022-03-24 00:00:00+00:00,3035.54,3129.75,3001.0,3109.89,2081151.6439999999,0.04231882414141878,1647993660000.0
2022-03-25 00:00:00+00:00,3109.89,3195.0,3075.0,3101.37,2007262.8059999999,0.040670038785259606,1648080060000.0
2022-03-26 00:00:00+00:00,3101.37,3152.24,3084.03,3143.47,760414.286,0.03981162355221166,1648166460000.0
2022-03-27 00:00:00+00:00,3143.47,3299.33,3125.26,3295.01,1243196.793,0.037011305566354014,1648252860000.0
2022-03-28 00:00:00+00:00,3295.01,3430.0,3274.3,3333.62,1780150.955,0.037335828398359944,1648339260000.0
2022-03-29 00:00:00+00:00,3333.62,3480.0,3330.32,3399.0,1928941.55,0.03750332405358882,1648425660000.0
2022-03-30 00:00:00+00:00,3399.0,3447.74,3332.0,3385.1,1512369.4190000002,0.03800057678004952,1648512060000.0
2022-03-31 00:00:00+00:00,3385.09,3444.6,3260.84,3281.43,1815474.7540000002,0.037236377853067805,1648598460000.0
2022-04-01 00:00:00+00:00,3281.43,3483.12,3210.06,3454.33,2109764.119,0.03705841371938713,1648684860000.0
2022-04-02 00:00:00+00:00,3454.33,3533.0,3430.2,3443.07,1652414.36,0.03927249691194373,1648771260000.0
2022-04-03 00:00:00+00:00,3443.06,3580.0,3411.9,3520.76,1431228.504,0.036964197413320896,1648857660000.0
2022-04-04 00:00:00+00:00,3520.65,3551.55,3405.03,3518.96,1653737.507,0.035995863156528994,1648944060000.0
2022-04-05 00:00:00+00:00,3518.97,3554.99,3388.97,3405.04,1487565.105,0.03628898055317952,1649030460000.0
2022-04-06 00:00:00+00:00,3405.03,3406.08,3160.19,3166.78,2622721.98,0.03595398924272178,1649116860000.0
2022-04-07 00:00:00+00:00,3166.77,3267.58,3140.33,3225.15,1752183.226,0.03710552187242025,1649203260000.0
2022-04-08 00:00:00+00:00,3225.0,3315.0,3171.95,3191.26,1958267.702,0.04032457899635007,1649289660000.0
2022-04-09 00:00:00+00:00,3191.27,3269.62,3180.24,3257.53,909857.4650000001,0.03804245069385674,1649376060000.0
2022-04-10 00:00:00+00:00,3257.54,3307.21,3187.0,3200.24,1000563.67,0.0369851343702245,1649462460000.0
2022-04-11 00:00:00+00:00,3200.24,3212.0,2945.08,2978.69,2565570.2060000002,0.034938546832896766,1649548860000.0
2022-04-12 00:00:00+00:00,2978.69,3082.0,2948.19,3026.3,1863628.985,0.036875215346480555,1649635260000.0
2022-04-13 00:00:00+00:00,3026.31,3133.0,2995.23,3116.45,1652978.477,0.03858681157335055,1649721660000.0
2022-04-14 00:00:00+00:00,3116.53,3148.0,2973.47,3019.82,1505522.1619999998,0.03657686371060413,1649808060000.0
2022-04-15 00:00:00+00:00,3019.82,3062.81,2990.06,3039.19,923299.8740000001,0.0362471066393723,1649894460000.0
2022-04-16 00:00:00+00:00,3039.2,3090.0,3008.08,3057.99,652575.022,0.03498042074670398,1649980860000.0
2022-04-17 00:00:00+00:00,3058.0,3082.56,2980.6,2986.03,1075168.023,0.03422145605894817,1650067260000.0
2022-04-18 00:00:00+00:00,2986.02,3069.0,2875.87,3054.02,1815827.1949999998,0.034059194642945205,1650153660000.0
2022-04-19 00:00:00+00:00,3054.02,3129.43,3027.66,3100.42,1194169.089,0.0350222946605112,1650240060000.0
2022-04-20 00:00:00+00:00,3100.43,3173.89,3031.48,3074.01,1393841.9300000002,0.03584930445820374,1650326460000.0
2022-04-21 00:00:00+00:00,3073.96,3180.0,2933.33,2981.31,1801732.011,0.034954249550574475,1650412860000.0
2022-04-22 00:00:00+00:00,2981.31,3035.37,2930.26,2960.38,1476858.7689999999,0.035247366947224995,1650499260000.0
2022-04-23 00:00:00+00:00,2960.39,2976.82,2904.36,2930.28,615769.147,0.03563470064994175,1650585660000.0
2022-04-24 00:00:00+00:00,2930.28,2967.2,2908.99,2918.97,847760.075,0.03415341094901145,1650672060000.0
2022-04-25 00:00:00+00:00,2918.98,3026.02,2791.3,3006.11,2207537.517,0.03433137508269212,1650758460000.0
2022-04-26 00:00:00+00:00,3006.12,3043.0,2761.27,2807.88,2115673.365,0.034812925091475114,1650844860000.0
2022-04-27 00:00:00+00:00,2807.89,2920.0,2792.27,2887.57,1889647.276,0.03812096428224526,1650931260000.0
2022-04-28 00:00:00+00:00,2887.57,2979.76,2853.24,2935.39,1925868.923,0.03787495503862787,1651017660000.0
2022-04-29 00:00:00+00:00,2935.39,2946.29,2776.0,2815.37,1671919.811,0.037508558292814714,1651104060000.0
2022-04-30 00:00:00+00:00,2815.38,2841.04,2711.65,2725.1,1115770.231,0.037304422963004534,1651190460000.0
2022-05-01 00:00:00+00:00,2725.1,2849.0,2714.5,2823.38,1217450.891,0.03492807835444496,1651276860000.0
2022-05-02 00:00:00+00:00,2823.38,2882.15,2774.97,2855.16,1598694.1500000001,0.0364931158829897,1651363260000.0
2022-05-03 00:00:00+00:00,2855.15,2860.76,2753.0,2780.91,1170566.6549999998,0.03563470064994175,1651449660000.0
2022-05-04 00:00:00+00:00,2780.92,2965.0,2770.08,2939.76,1716921.512,0.0364721789260861,1651536060000.0
2022-05-05 00:00:00+00:00,2939.76,2955.79,2684.84,2746.37,2174369.003,0.038011045258501325,1651622460000.0
2022-05-06 00:00:00+00:00,2746.36,2757.28,2630.0,2691.59,1917392.8229999999,0.035880709893559154,1651708860000.0
2022-05-07 00:00:00+00:00,2691.6,2703.61,2581.89,2634.82,963077.9040000001,0.03713169306854976,1651795260000.0
2022-05-08 00:00:00+00:00,2634.82,2641.11,2480.0,2518.9,1999269.1539999999,0.03587024141510735,1651881660000.0
2022-05-09 00:00:00+00:00,2519.03,2530.88,2222.46,2227.48,4531752.0479999995,0.03692232349951368,1651968060000.0
2022-05-10 00:00:00+00:00,2227.62,2455.88,2197.38,2340.86,4079487.756,0.0379587028662423,1652054460000.0
2022-05-11 00:00:00+00:00,2340.85,2451.86,2002.0,2083.98,5826464.141000001,0.046626603024336244,1652140860000.0
2022-05-12 00:00:00+00:00,2083.98,2193.7,1775.43,1959.78,5639772.981000001,0.04590951225038765,1652227260000.0
2022-05-13 00:00:00+00:00,1959.79,2149.99,1939.33,2008.49,2799355.876,0.057765064097055986,1652313660000.0
2022-05-14 00:00:00+00:00,2008.48,2068.6,1950.07,2055.0,1712302.9780000001,0.06918617408797445,1652400060000.0
2022-05-15 00:00:00+00:00,2054.99,2174.32,2000.0,2144.07,1621232.284,0.05694852277781526,1652486460000.0
2022-05-16 00:00:00+00:00,2144.06,2144.07,1976.0,2022.89,2642704.6689999998,0.054226718380346144,1652572860000.0
2022-05-17 00:00:00+00:00,2022.79,2124.1,2006.71,2090.0,1960680.7030000002,0.054603583604611095,1652659260000.0
2022-05-18 00:00:00+00:00,2090.0,2110.89,1906.61,1914.2,2331823.162,0.055132241766427205,1652745660000.0
2022-05-19 00:00:00+00:00,1914.19,2039.3,1901.7,2019.46,2582771.916,0.0509239134288019,1652832060000.0
2022-05-20 00:00:00+00:00,2019.45,2064.74,1922.0,1958.69,2606153.056,0.05647744124748406,1652918460000.0
2022-05-21 00:00:00+00:00,1958.69,1990.75,1935.52,1973.94,1160939.76,0.05182420257565706,1653004860000.0
2022-05-22 00:00:00+00:00,1973.94,2056.73,1965.25,2042.63,1433318.9679999999,0.051604364528169175,1653091260000.0
2022-05-23 00:00:00+00:00,2042.63,2088.6,1955.01,1972.45,2340762.693,0.047840946524745534,1653177660000.0
2022-05-24 00:00:00+00:00,1972.45,1993.72,1911.38,1978.56,2077293.838,0.04827015414126951,1653264060000.0
2022-05-25 00:00:00+00:00,1978.56,2022.74,1933.0,1942.0,2151769.4930000002,0.04824398294514,1653350460000.0
2022-05-26 00:00:00+00:00,1942.01,1965.28,1725.0,1791.02,4404820.882,0.04795086554848948,1653436860000.0
2022-05-27 00:00:00+00:00,1790.99,1821.85,1694.97,1726.55,4743622.208000001,0.048856388934570553,1653523260000.0
2022-05-28 00:00:00+00:00,1726.55,1809.33,1721.3,1791.74,2072895.705,0.0502015884156274,1653609660000.0
2022-05-29 00:00:00+00:00,1791.75,1829.0,1755.25,1812.45,1640982.631,0.05166194115965409,1653696060000.0
2022-05-30 00:00:00+00:00,1812.46,2013.56,1801.52,1997.87,3264009.1219999995,0.049437389488645685,1653782460000.0
2022-05-31 00:00:00+00:00,1997.87,2016.77,1922.0,1941.68,2655076.6640000003,0.04989276830129917,1653868860000.0
2022-06-01 00:00:00+00:00,1941.68,1972.77,1758.52,1817.1,3499271.9869999997,0.04718143238228187,1653955260000.0
2022-06-02 00:00:00+00:00,1817.16,1852.99,1780.48,1833.37,2390879.573,0.04651144976136639,1654041660000.0
2022-06-03 00:00:00+00:00,1833.37,1843.33,1733.01,1774.15,2363750.4579999996,0.04755829760654682,1654128060000.0
2022-06-04 00:00:00+00:00,1774.16,1815.48,1747.45,1803.71,1318917.8190000001,0.046008962795679786,1654214460000.0
2022-06-05 00:00:00+00:00,1803.7,1830.0,1772.19,1805.39,1432385.263,0.04538085408857153,1654300860000.0
2022-06-06 00:00:00+00:00,1805.4,1919.33,1803.52,1859.11,2917516.33,0.04499875462508068,1654387260000.0
2022-06-07 00:00:00+00:00,1859.1,1875.0,1722.0,1812.61,4087315.102,0.04512437636650232,1654473660000.0
2022-06-08 00:00:00+00:00,1812.62,1840.13,1763.87,1791.02,2628755.9529999997,0.042826545346331284,1654560060000.0
2022-06-09 00:00:00+00:00,1791.01,1832.7,1776.32,1788.03,1839669.689,0.04571584539902927,1654646460000.0
2022-06-10 00:00:00+00:00,1788.03,1803.82,1650.0,1661.95,3608897.284,0.04620262964703816,1654732860000.0
2022-06-11 00:00:00+00:00,1661.95,1680.97,1498.93,1532.19,4960438.976,0.04571061115980336,1654819260000.0
2022-06-12 00:00:00+00:00,1532.19,1548.81,1421.0,1434.35,6016472.456,0.04839577588269116,1654905660000.0
2022-06-13 00:00:00+00:00,1434.35,1454.58,1162.0,1209.04,17351785.758,0.05121703082545241,1654992060000.0
2022-06-14 00:00:00+00:00,1209.03,1268.9,1073.0,1208.32,12336657.752999999,0.05538348524927052,1655078460000.0
2022-06-15 00:00:00+00:00,1208.32,1249.4,1012.42,1236.49,15639610.636,0.07046332845909457,1655164860000.0
2022-06-16 00:00:00+00:00,1236.48,1257.29,1050.51,1067.77,8764835.417,0.06817596591737533,1655251260000.0
2022-06-17 00:00:00+00:00,1067.77,1118.0,1050.0,1085.99,6582676.581,0.06215659080758788,1655337660000.0
2022-06-18 00:00:00+00:00,1085.99,1097.0,878.04,994.09,11385880.055,0.07109143716620282,1655424060000.0
2022-06-19 00:00:00+00:00,994.09,1162.98,935.5,1127.88,10406484.218,0.0644334848708553,1655510460000.0
2022-06-20 00:00:00+00:00,1127.88,1174.0,1052.05,1127.83,8647003.105,0.07201789750918751,1655596860000.0
2022-06-21 00:00:00+00:00,1127.82,1194.0,1108.63,1125.47,6719191.952,0.0680712811328573,1655683260000.0
2022-06-22 00:00:00+00:00,1125.47,1126.81,1042.0,1049.4,6439697.409999999,0.062350257658946265,1655769660000.0
2022-06-23 00:00:00+00:00,1049.41,1156.01,1044.16,1143.71,5944307.516000001,0.0619576897170036,1655856060000.0
2022-06-24 00:00:00+00:00,1143.71,1244.94,1131.36,1224.42,6052688.103,0.062072842979973446,1655942460000.0
2022-06-25 00:00:00+00:00,1224.42,1258.0,1179.03,1241.6,4537650.045,0.058398407043390145,1656028860000.0
