start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.00956711826959089
2022-09-01,2023-09-01,0.036955288484795235
2023-09-01,2024-09-01,-0.02725261869669071
2024-09-01,2025-09-01,0.0019181321619596847
2025-09-01,2026-09-01,-0.0015914297550227996
