start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.027155215698394075
2022-09-01,2023-09-01,0.017467997600001173
2023-09-01,2024-09-01,-0.04912893993714862
2024-09-01,2025-09-01,-0.012525206140173717
2025-09-01,2026-09-01,-0.010017162148387326
