start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.03993549702694155
2022-09-01,2023-09-01,-0.046747319641825436
2023-09-01,2024-09-01,-0.0067272291159746755
2024-09-01,2025-09-01,-0.01042499201756597
2025-09-01,2026-09-01,-0.0013372809378090489
