id,family,timeframe_minutes,lookback,volume_multiple,trend_span,direction,stop_atr,target_r,trail_r,max_hold_hours,minimum_price,risk_fraction,exposure_cap,daily_loss,weekly_loss,cooldown_minutes,atr_span,atr_min,atr_max,dev_net_return,dev_geometric_weekly,dev_arithmetic_weekly,dev_worst_week,dev_best_week,dev_complete_weeks,dev_weeks_at_10pct,dev_positive_weeks,dev_negative_weeks,dev_flat_weeks,dev_longest_losing_streak,dev_active_week_losing_streak,dev_trades,dev_win_rate,dev_profit_factor,dev_fees,dev_funding_paid,dev_liquidations,dev_max_entry_leverage,dev_conservative_intrabar_drawdown,dev_max_daily_entries,dev_initial_equity,dev_final_equity,dev_passes_historical_average_target,dev_cagr
121b9f13d99e1af6,trend_state,30,12,0.0,192,both,2.5,6.0,2.0,24,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,0.0037949574531830343,3.642157448413563e-05,0.00244148566516145,-0.14773482783021308,0.339512592312579,104,6,51,53,0,5,5,1058,0.3506616257088847,1.0004883000334794,4445.375298699992,1087.1825267681143,0,2.0437625896201332,0.3869017464981239,,10000.0,10037.94957453183,False,0.0019021589093348723
97d2c9ec19f9e11a,trend_state,30,12,0.0,192,both,4.0,12.0,2.0,24,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.15068070287276913,-0.0015691529481951516,-7.962182860316986e-05,-0.09485999003668166,0.29066864848188145,104,4,47,57,0,5,5,845,0.3763313609467456,0.9694481821454192,2769.6607560999987,884.9018726276937,0,1.272800894036,0.3476635231768107,,10000.0,8493.192971272309,False,-0.07867164116998981
4bf1529638c1d709,trend_state,30,12,0.0,192,both,6.0,20.0,0.0,24,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,0.23808208698009925,0.0020556048473419075,0.002730393356523031,-0.06344656734187482,0.20622506903381654,104,3,45,59,0,6,6,624,0.40705128205128205,1.0834245423180586,1792.6321393500004,941.3842908489961,0,0.8733210083897035,0.23267323191761546,,10000.0,12380.820869800993,False,0.11309701571157027
7e8af4f637419e38,trend_state,30,12,0.0,192,both,5.0,10.0,3.0,24,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.09694418715731334,-0.0009800090851361798,0.00024911488298532915,-0.0934445232698703,0.24382015896895415,104,6,46,58,0,6,6,816,0.3860294117647059,0.9792491430524329,2555.7678234500004,843.893548123097,0,1.035860113083456,0.386687717646354,,10000.0,9030.558128426866,False,-0.04987288352389729
d75b927f27ad25e6,trend_state,30,12,0.0,192,both,2.5,6.0,2.0,72,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.21467059588877102,-0.002320879758653027,1.1141267413610255e-05,-0.1547529668514217,0.2594544800048817,104,8,46,58,0,6,6,786,0.29389312977099236,0.9696329051082815,3467.951056899996,1209.9097019876808,0,1.7420471554407397,0.46161005214932305,,10000.0,7853.29404111229,False,-0.11417728826458873
3904d8c1cdb67163,trend_state,30,12,0.0,192,both,4.0,12.0,2.0,72,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.1564030333446249,-0.0016340521930390262,-3.845526945293033e-05,-0.12281848404400753,0.2395891329140618,104,5,43,61,0,5,5,523,0.28680688336520077,0.9602940503518055,1835.2207237499997,906.7829096962105,0,1.1376465770895818,0.4063240841697705,,10000.0,8435.96966655375,False,-0.08179122874115119
a2a31bef55f3af1d,trend_state,30,12,0.0,192,both,6.0,20.0,0.0,72,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,0.3551915686808993,0.0029268018942565366,0.00380182800046485,-0.06596387751181487,0.2598451599761149,104,2,45,59,0,5,5,383,0.26631853785900783,1.1490307824842547,1129.9250083500017,1123.773204840973,0,0.7313615740111692,0.2315190798560749,,10000.0,13551.915686808994,False,0.16473100142095332
e6e2e50347109501,trend_state,30,12,0.0,192,both,5.0,10.0,3.0,72,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.08336053835688673,-0.0008365830963562582,0.0005854283490096043,-0.10319398895107346,0.2652649908515554,104,5,47,57,0,5,5,481,0.2681912681912682,0.973266883963425,1423.0068079999983,755.7075755688264,0,0.870236954511612,0.34088358110999406,,10000.0,9166.394616431133,False,-0.0427293182389783
9e9b88f4395a5849,trend_state,30,12,0.0,192,long,2.5,6.0,2.0,24,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.519242368819603,-0.007017492569298067,-0.005224657749193984,-0.10810324301465069,0.3342669125150657,104,4,37,65,2,7,7,508,0.3484251968503937,0.8658017765675012,1988.6828732000026,1473.4758149960194,0,1.9372399111938985,0.6902369649973553,,10000.0,4807.57631180397,False,-0.30749928371330937
a52f016714ce4186,trend_state,30,12,0.0,192,long,4.0,12.0,2.0,24,0.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.1576422937760099,-0.0016481645682160373,-0.0003587787310810491,-0.13068768370928685,0.2866408260679356,104,3,35,67,2,8,8,406,0.41133004926108374,0.9460367654506012,1381.2264096500005,1270.9042281100872,0,1.1455593755309776,0.4973827611500362,,10000.0,8423.577062239901,False,-0.0824682120765503
