timestamp,equity,net_return_365_days
2024-10-01 00:00:00+00:00,9367.897185141948,-0.06321028148580521
2024-10-02 00:00:00+00:00,9666.027408880016,-0.043976341931265206
2024-10-03 00:00:00+00:00,9666.027408880016,-0.043976341931265206
2024-10-04 00:00:00+00:00,9666.027408880016,-0.043976341931265206
2024-10-05 00:00:00+00:00,9650.578959280016,-0.045024209672577586
2024-10-06 00:00:00+00:00,9685.659097331756,-0.04019095537010842
2024-10-07 00:00:00+00:00,9737.46157530033,-0.0347827049052577
2024-10-08 00:00:00+00:00,9754.339134372729,-0.03294038077935557
2024-10-09 00:00:00+00:00,9754.339134372729,-0.03294038077935557
2024-10-10 00:00:00+00:00,9754.339134372729,-0.03294038077935557
2024-10-11 00:00:00+00:00,9786.266463410206,-0.029775058122804232
2024-10-12 00:00:00+00:00,9778.997971101136,-0.03062733546301155
2024-10-13 00:00:00+00:00,9781.604862416927,-0.033090804070108004
2024-10-14 00:00:00+00:00,9781.604862416927,-0.03153011562675767
2024-10-15 00:00:00+00:00,9781.604862416927,-0.031906238151698796
2024-10-16 00:00:00+00:00,9781.604862416927,-0.03201418030479375
2024-10-17 00:00:00+00:00,9781.604862416927,-0.03256383246821093
2024-10-18 00:00:00+00:00,9781.604862416927,-0.03567288115331635
2024-10-19 00:00:00+00:00,9781.604862416927,-0.028471536830772526
2024-10-20 00:00:00+00:00,9780.317865416928,-0.028599363934310174
2024-10-21 00:00:00+00:00,9775.282093382652,-0.02992209146996505
2024-10-22 00:00:00+00:00,9775.282093382652,-0.03530740077383121
2024-10-23 00:00:00+00:00,9775.282093382652,-0.03530740077383121
2024-10-24 00:00:00+00:00,9775.282093382652,-0.03530740077383121
2024-10-25 00:00:00+00:00,9761.027898574457,-0.04721725924850406
2024-10-26 00:00:00+00:00,9765.683395296268,-0.046762832012739786
2024-10-27 00:00:00+00:00,9765.683395296268,-0.04915710326463896
2024-10-28 00:00:00+00:00,9774.730963196269,-0.04932654033401218
2024-10-29 00:00:00+00:00,9782.08998569627,-0.04884404236537543
2024-10-30 00:00:00+00:00,9767.602348705908,-0.050252739510421085
2024-10-31 00:00:00+00:00,9773.372260664168,-0.0548540749019274
2024-11-01 00:00:00+00:00,9773.372260664168,-0.056889451480586994
2024-11-02 00:00:00+00:00,9860.769174964167,-0.05454757888295414
2024-11-03 00:00:00+00:00,9860.769174964167,-0.059787195551812444
2024-11-04 00:00:00+00:00,9860.769174964167,-0.059787195551812444
2024-11-05 00:00:00+00:00,9867.136846288535,-0.05918004554074752
2024-11-06 00:00:00+00:00,9867.136846288535,-0.05918004554074752
2024-11-07 00:00:00+00:00,9867.136846288535,-0.052918755415973684
2024-11-08 00:00:00+00:00,9867.136846288535,-0.060561271359752866
2024-11-09 00:00:00+00:00,9867.136846288535,-0.07180065583025086
