start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.09391650580530408
2022-09-01,2023-09-01,-0.0779543794257207
2023-09-01,2024-09-01,-0.05124942686581624
2024-09-01,2025-09-01,-0.019377639673314406
2025-09-01,2026-09-01,-0.023339824599140968
