date,equity
2021-09-01,100000.0
2021-09-02,100000.0
2021-09-03,100000.0
2021-09-04,100000.0
2021-09-05,100000.0
2021-09-06,100000.0
2021-09-07,100000.0
2021-09-08,100000.0
2021-09-09,100000.0
2021-09-10,100000.0
2021-09-11,100000.0
2021-09-12,100000.0
2021-09-13,100000.0
2021-09-14,100000.0
2021-09-15,100000.0
2021-09-16,100000.0
2021-09-17,100000.0
2021-09-18,100000.0
2021-09-19,100000.0
2021-09-20,101119.75779519259
2021-09-21,101119.75779519259
2021-09-22,101119.75779519259
2021-09-23,101119.75779519259
2021-09-24,101119.75779519259
2021-09-25,101119.75779519259
2021-09-26,101119.75779519259
2021-09-27,101119.75779519259
2021-09-28,100706.1866316125
2021-09-29,100706.1866316125
2021-09-30,100706.1866316125
2021-10-01,100706.1866316125
2021-10-02,100706.1866316125
2021-10-03,100706.1866316125
2021-10-04,100706.1866316125
2021-10-05,100706.1866316125
2021-10-06,100655.351183686
2021-10-07,100655.351183686
2021-10-08,100655.351183686
2021-10-09,100655.351183686
2021-10-10,100655.351183686
2021-10-11,100655.351183686
2021-10-12,100655.351183686
2021-10-13,100655.351183686
2021-10-14,100655.351183686
2021-10-15,100655.351183686
2021-10-16,100655.351183686
2021-10-17,100655.351183686
2021-10-18,100219.15577484216
2021-10-19,100219.15577484216
2021-10-20,100219.15577484216
2021-10-21,100219.15577484216
2021-10-22,100219.15577484216
2021-10-23,100219.15577484216
2021-10-24,100219.15577484216
2021-10-25,100219.15577484216
2021-10-26,100219.15577484216
2021-10-27,100219.15577484216
2021-10-28,100219.15577484216
2021-10-29,99992.67705818998
2021-10-30,99992.67705818998
2021-10-31,99992.67705818998
2021-11-01,99992.67705818998
2021-11-02,99992.67705818998
2021-11-03,99992.67705818998
2021-11-04,99992.67705818998
2021-11-05,99992.67705818998
2021-11-06,99992.67705818998
2021-11-07,99992.67705818998
2021-11-08,99992.67705818998
2021-11-09,99992.67705818998
2021-11-10,99992.67705818998
2021-11-11,99992.67705818998
2021-11-12,99992.67705818998
2021-11-13,99992.67705818998
2021-11-14,99992.67705818998
2021-11-15,99992.67705818998
2021-11-16,99992.67705818998
2021-11-17,99992.67705818998
2021-11-18,99992.67705818998
2021-11-19,99992.67705818998
2021-11-20,99992.67705818998
2021-11-21,99992.67705818998
2021-11-22,99992.67705818998
2021-11-23,99992.67705818998
2021-11-24,99992.67705818998
2021-11-25,99992.67705818998
2021-11-26,99992.67705818998
2021-11-27,99992.67705818998
2021-11-28,99992.67705818998
2021-11-29,99992.67705818998
2021-11-30,99992.67705818998
2021-12-01,98692.97522635704
2021-12-02,98692.97522635704
2021-12-03,98692.97522635704
2021-12-04,98692.97522635704
2021-12-05,98692.97522635704
