start_utc,end_exclusive_utc,complete_calendar_period,equity_start,equity_end,net_return
2023-10-02T00:00:00+00:00,2023-11-01T00:00:00+00:00,False,10000.0,9454.06963373092,-0.054593036626907954
2023-11-01T00:00:00+00:00,2023-12-01T00:00:00+00:00,True,9454.06963373092,8792.83882111505,-0.06994139436594393
2023-12-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,True,8792.83882111505,8383.811959117622,-0.046518180341847626
2024-01-01T00:00:00+00:00,2024-02-01T00:00:00+00:00,True,8383.811959117622,10216.73231675286,0.218626129327947
2024-02-01T00:00:00+00:00,2024-03-01T00:00:00+00:00,True,10216.73231675286,10387.71864333319,0.01673591137353725
2024-03-01T00:00:00+00:00,2024-04-01T00:00:00+00:00,True,10387.71864333319,9386.794151280335,-0.09635652701233344
2024-04-01T00:00:00+00:00,2024-05-01T00:00:00+00:00,True,9386.794151280335,8759.191837669696,-0.0668601338748902
2024-05-01T00:00:00+00:00,2024-06-01T00:00:00+00:00,True,8759.191837669696,8393.890375321052,-0.041704927705502604
2024-06-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,True,8393.890375321052,8041.185753755495,-0.04201920751819055
2024-07-01T00:00:00+00:00,2024-08-01T00:00:00+00:00,True,8041.185753755495,8485.338859697566,0.055234777499653775
2024-08-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,True,8485.338859697566,7634.860936704946,-0.10022910540816432
2024-09-01T00:00:00+00:00,2024-10-01T00:00:00+00:00,True,7634.860936704946,7483.135022418935,-0.01987278033534068
2024-10-01T00:00:00+00:00,2024-11-01T00:00:00+00:00,True,7483.135022418935,6924.479275131397,-0.0746553076503157
2024-11-01T00:00:00+00:00,2024-12-01T00:00:00+00:00,True,6924.479275131397,10783.637380464519,0.5573210565006552
2024-12-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,True,10783.637380464519,10240.13961463107,-0.05040022644103748
2025-01-01T00:00:00+00:00,2025-02-01T00:00:00+00:00,True,10240.13961463107,8507.830419357579,-0.16916851336659278
2025-02-01T00:00:00+00:00,2025-03-01T00:00:00+00:00,True,8507.830419357579,8244.984138729178,-0.030894630907352783
2025-03-01T00:00:00+00:00,2025-04-01T00:00:00+00:00,True,8244.984138729178,6641.97971733523,-0.19442177139724903
2025-04-01T00:00:00+00:00,2025-05-01T00:00:00+00:00,True,6641.97971733523,5927.986185605129,-0.10749709606408664
2025-05-01T00:00:00+00:00,2025-06-01T00:00:00+00:00,True,5927.986185605129,5872.05634104902,-0.009434881054872002
2025-06-01T00:00:00+00:00,2025-07-01T00:00:00+00:00,True,5872.05634104902,6882.156806892619,0.17201818361013
2025-07-01T00:00:00+00:00,2025-08-01T00:00:00+00:00,True,6882.156806892619,7343.353511771921,0.06701339679116347
2025-08-01T00:00:00+00:00,2025-09-01T00:00:00+00:00,True,7343.353511771921,6141.816715508359,-0.16362235514569912
2025-09-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,True,6141.816715508359,5599.184110251124,-0.08835050448299175
2025-10-01T00:00:00+00:00,2025-11-01T00:00:00+00:00,True,5599.184110251124,6435.743694390083,0.14940740787704487
2025-11-01T00:00:00+00:00,2025-12-01T00:00:00+00:00,True,6435.743694390083,6451.408826018173,0.0024340825819004763
2025-12-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,True,6451.408826018173,5469.732037984656,-0.15216471541447962
2026-01-01T00:00:00+00:00,2026-02-01T00:00:00+00:00,True,5469.732037984656,5611.891870574799,0.025990273673904163
2026-02-01T00:00:00+00:00,2026-03-01T00:00:00+00:00,True,5611.891870574799,6336.482160913661,0.129116937220076
2026-03-01T00:00:00+00:00,2026-04-01T00:00:00+00:00,True,6336.482160913661,6546.319585876083,0.03311576039096198
2026-04-01T00:00:00+00:00,2026-05-01T00:00:00+00:00,True,6546.319585876083,6084.371596511456,-0.0705660613272373
2026-05-01T00:00:00+00:00,2026-06-01T00:00:00+00:00,True,6084.371596511456,6041.854707901754,-0.006987884933602584
2026-06-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,True,6041.854707901754,6194.249126809041,0.02522311877311112
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,True,6194.249126809041,5970.206501604924,-0.03616945663913462
2026-08-01T00:00:00+00:00,2026-08-31T00:00:00+00:00,False,5970.206501604924,5492.076517440054,-0.08008600440141189
