start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.06696016519461434
2022-09-01,2023-09-01,-0.04235953650295743
2023-09-01,2024-09-01,-0.01163945652407683
2024-09-01,2025-09-01,0.013961943476353378
2025-09-01,2026-09-01,-0.0028191726118445004
