start_utc,end_exclusive_utc,net_return
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,-0.0015662350477757547
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,0.04017298642517386
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,0.0066408970582783056
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,0.0058109829131147706
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,0.032108345615252
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,0.023805229454122
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,-0.009029660846017862
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,-0.018115388892064765
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,0.023094185604573214
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.031620122260549666
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,-0.02413802439912016
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,-0.002116218639957257
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,-0.03271533059091147
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,-0.014946001937614417
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,0.018447972413546454
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,-0.004990147945390766
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,0.040621623298766174
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,0.010410895422558575
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,0.00719757078825789
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,-0.022714456002945083
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,-0.019280629981208053
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,-0.003125698215511785
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,0.0
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,0.007372648864976572
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,0.0
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,0.03724110326105956
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,-0.010046259900456933
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,-0.02463938696923973
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,-0.019921652607204576
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.06494199826300351
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,-0.04989049475180951
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,-0.04822399824125034
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,-0.004428101279355556
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,-0.009040318538814596
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,-0.018065023702412475
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.009602668805380077
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,-0.02447232488845008
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,-0.021793931700973546
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.022864402906645376
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,0.0010398609221646815
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,-0.02453326998258809
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.020785921107485006
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,-0.0022778129726981344
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,-0.0011683235849234697
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,-0.004092090245871538
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,-0.014117174355882223
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,-0.0022701981375871094
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,-0.0316294302409057
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,-0.04413244995996579
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,0.015277518502226028
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,-0.013466547699622411
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,-0.014801292126179533
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,-0.014499090050444807
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,-0.014868248242411619
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,-0.032891699002197794
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,-0.0192090417604055
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,-0.0015614755134063518
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.01906936939085968
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,-0.010139457746544789
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,0.0070837793241904645
