trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
1,876965.0,880482.0,-1.0,0.176,3424.73,3988.25,0.30137624,0.35096599999999994,-1.4500378503927678,-99.17952,-98.38182438960723,9901.618175610392,1.0,10000.0,0.060275248,1630665780.0,2021-09-01 00:05:00+00:00,2021-09-01 00:05:00+00:00,2021-09-03 10:42:00+00:00,2021-09-03 10:43:00+00:00,3987.4476571983428,3186.2488096875213,2021-09-06 00:00:00+00:00,0.42380257179031533,-0.9933714206879523,stop,minute interval; not exact exchange fill
12,950405.0,957600.0,-1.0,0.242,4091.46,4134.2,0.49506666000000005,0.5002382,-5.002336372369961,-10.343079999999947,-6.336048487629987,9809.597760702047,4.0,9815.933809189679,0.10087000781046802,1635292800.0,2021-10-22 00:05:00+00:00,2021-10-22 00:05:00+00:00,2021-10-27 00:00:00+00:00,2021-10-27 00:00:00+00:00,4489.899492543993,3821.3173806968975,2021-10-27 00:00:00+00:00,0.6780016146950475,-0.06571140420031213,timeout,minute interval; not exact exchange fill
13,959045.0,966240.0,-1.0,0.16,3939.35,4323.59,0.31514800000000004,0.3458872,-2.33676528900542,-61.478400000000036,-59.80266991099462,9749.795090791056,4.0,9809.597760702047,0.06425299134333633,1635811200.0,2021-10-28 00:05:00+00:00,2021-10-28 00:05:00+00:00,2021-11-02 00:00:00+00:00,2021-11-02 00:00:00+00:00,4544.044018395289,3678.7564724400922,2021-11-02 00:00:00+00:00,0.43095105893631896,-0.6181087882026721,timeout,minute interval; not exact exchange fill
14,967685.0,972736.0,-1.0,0.123,4596.17,4334.54,0.282664455,0.26657421,-1.8445147457983107,32.18049000000001,33.47576608079832,9783.270856871857,2.0,9749.795090791056,0.057983670911603905,1636201020.0,2021-11-03 00:05:00+00:00,2021-11-03 00:05:00+00:00,2021-11-06 12:16:00+00:00,2021-11-06 12:17:00+00:00,5377.990605431542,4333.663581844405,2021-11-08 00:00:00+00:00,0.3357629823669072,0.34811144392090343,target,minute interval; not exact exchange fill
15,973445.0,980640.0,-1.0,0.124,4510.49,4722.14,0.27965038,0.29277268000000006,-1.6104482781477836,-26.244600000000066,-25.206574781852282,9758.06428209,4.0,9783.270856871857,0.05716909693930656,1636675200.0,2021-11-07 00:05:00+00:00,2021-11-07 00:05:00+00:00,2021-11-12 00:00:00+00:00,2021-11-12 00:00:00+00:00,5288.49929738894,4179.547547573995,2021-11-12 00:00:00+00:00,0.42537081952191746,-0.26128071935402963,timeout,minute interval; not exact exchange fill
16,982085.0,986463.0,-1.0,0.15,4702.35,4363.21,0.35267625,0.32724075,-0.8570704028653414,50.871000000000045,51.04815340286538,9809.112435492863,2.0,9758.06428209,0.07228405958491252,1637024640.0,2021-11-13 00:05:00+00:00,2021-11-13 00:05:00+00:00,2021-11-16 01:03:00+00:00,2021-11-16 01:04:00+00:00,5343.136864807513,4362.332471372322,2021-11-18 00:00:00+00:00,0.5306249976422607,0.5310986247946873,target,minute interval; not exact exchange fill
17,987845.0,990301.0,-1.0,0.14400000000000002,4191.99,3988.64,0.30182328,0.28718208000000006,-0.30188329977888,29.282399999999992,28.99527793977887,9838.10771343264,2.0,9809.112435492863,0.06153936596911579,1637254920.0,2021-11-17 00:05:00+00:00,2021-11-17 00:05:00+00:00,2021-11-18 17:01:00+00:00,2021-11-18 17:02:00+00:00,4863.135796945483,3987.8381612428097,2021-11-22 00:00:00+00:00,0.30418403823181983,0.3000184128700965,target,minute interval; not exact exchange fill
18,990725.0,997920.0,-1.0,0.21,3984.94,4342.2300000000005,0.41841870000000003,0.45593415000000004,-1.33746626559231,-75.03090000000009,-74.56778658440778,9763.539926848234,4.0,9838.10771343264,0.08506080888476233,1637712000.0,2021-11-19 00:05:00+00:00,2021-11-19 00:05:00+00:00,2021-11-24 00:00:00+00:00,2021-11-24 00:00:00+00:00,4447.587631568815,3748.671756046259,2021-11-24 00:00:00+00:00,0.5106872440966952,-0.7675057079983643,timeout,minute interval; not exact exchange fill
19,999365.0,1001516.0,-1.0,0.138,4271.78,3997.36,0.29475281999999997,0.27581784000000004,-0.6022702308637751,37.86995999999995,37.90165957086372,9801.441586419098,2.0,9763.539926848234,0.060378268990220446,1637927820.0,2021-11-25 00:05:00+00:00,2021-11-25 00:05:00+00:00,2021-11-26 11:56:00+00:00,2021-11-26 11:57:00+00:00,4969.002903716593,3996.555974251123,2021-11-30 00:00:00+00:00,0.3947432367493615,0.39391951350307863,target,minute interval; not exact exchange fill
20,1002245.0,1007470.0,-1.0,0.139,4028.52,4725.86,0.27998214000000005,0.32844727,-0.5885852656113951,-96.93025999999996,-96.95010414438856,9704.491482274707,1.0,9801.441586419098,0.05713080826558085,1638285060.0,2021-11-27 00:05:00+00:00,2021-11-27 00:05:00+00:00,2021-11-30 15:10:00+00:00,2021-11-30 15:11:00+00:00,4724.907650158976,3643.2496721594375,2021-12-02 00:00:00+00:00,0.5532411836318613,-1.001572563025017,stop,minute interval; not exact exchange fill
21,1008005.0,1012007.0,-1.0,0.091,4624.31,4296.9800000000005,0.21040610500000004,0.19551259,-0.34487411510442006,29.787029999999994,29.725985420104415,9734.21746769481,2.0,9704.491482274707,0.04336262345828375,1638557280.0,2021-12-01 00:05:00+00:00,2021-12-01 00:05:00+00:00,2021-12-03 18:47:00+00:00,2021-12-03 18:48:00+00:00,5674.595252379413,4296.118955876828,2021-12-06 00:00:00+00:00,0.3124780085978147,0.31101948703998666,target,minute interval; not exact exchange fill
22,1012325.0,1012623.0,-1.0,0.112,4195.8,3861.2000000000003,0.23496480000000003,0.2162272,0.0,37.475199999999994,37.024007999999995,9771.241475694811,2.0,9734.21746769481,0.04827605316601638,1638594240.0,2021-12-04 00:05:00+00:00,2021-12-04 00:05:00+00:00,2021-12-04 05:03:00+00:00,2021-12-04 05:04:00+00:00,5056.460916916088,3860.4217468811007,2021-12-09 00:00:00+00:00,0.38967524436990103,0.3840902886406191,target,minute interval; not exact exchange fill
23,1013765.0,1020960.0,-1.0,0.123,4131.9400000000005,4104.63,0.25411431,0.252434745,-0.770682528204291,3.3591300000000492,3.6232634732043403,9774.864739168017,4.0,9771.241475694811,0.052012696775960196,1639094400.0,2021-12-05 00:05:00+00:00,2021-12-05 00:05:00+00:00,2021-12-10 00:00:00+00:00,2021-12-10 00:00:00+00:00,4914.431396620787,3745.63867747148,2021-12-10 00:00:00+00:00,0.49368123943186404,0.03764568752912837,timeout,minute interval; not exact exchange fill
24,1022405.0,1029600.0,-1.0,0.135,3904.57,4019.82,0.26355847500000007,0.27133785,-0.5937940155321942,-15.558750000000002,-15.499852309467807,9759.364886858546,4.0,9774.864739168017,0.05392575386622336,1639612800.0,2021-12-11 00:05:00+00:00,2021-12-11 00:05:00+00:00,2021-12-16 00:00:00+00:00,2021-12-16 00:00:00+00:00,4620.32774859901,3582.868401718206,2021-12-16 00:00:00+00:00,0.44945597712560936,-0.16040863132198502,timeout,minute interval; not exact exchange fill
25,1031045.0,1038240.0,-1.0,0.164,3958.7000000000003,4015.19,0.3246134,0.32924558000000004,-0.8979114330976402,-9.264359999999964,-9.020307546902325,9750.344579311644,4.0,9759.364886858546,0.06652346823041888,1640131200.0,2021-12-17 00:05:00+00:00,2021-12-17 00:05:00+00:00,2021-12-22 00:00:00+00:00,2021-12-22 00:00:00+00:00,4545.168564973675,3629.224830353216,2021-12-22 00:00:00+00:00,0.561795106037054,-0.09378486515890026,timeout,minute interval; not exact exchange fill
26,1039685.0,1046880.0,-1.0,0.145,3979.81,4038.1600000000003,0.28853622500000004,0.2927666,-0.8429747407992042,-8.460750000000052,-8.199078084200847,9742.14550122744,4.0,9750.344579311644,0.059184826270082466,1640649600.0,2021-12-23 00:05:00+00:00,2021-12-23 00:05:00+00:00,2021-12-28 00:00:00+00:00,2021-12-28 00:00:00+00:00,4645.377175279682,3695.3594421082676,2021-12-28 00:00:00+00:00,0.4273806889172407,-0.08495816530341299,timeout,minute interval; not exact exchange fill
27,1048325.0,1049778.0,-1.0,0.15,3782.4900000000002,3598.02,0.28368675000000004,0.26985149999999997,-0.14620038169419372,27.670500000000036,27.263162131694227,9769.408663359136,2.0,9742.14550122744,0.05823907063680327,1640823540.0,2021-12-29 00:05:00+00:00,2021-12-29 00:05:00+00:00,2021-12-30 00:18:00+00:00,2021-12-30 00:19:00+00:00,4422.822224786207,3597.2966632543953,2022-01-03 00:00:00+00:00,0.28921445708505,0.28384392847319034,target,minute interval; not exact exchange fill
28,1051205.0,1058400.0,-1.0,0.23,3717.86,3786.36,0.42755390000000004,0.4354314000000001,-0.981265398797522,-15.755,-15.63671990120248,9753.771943457936,4.0,9769.408663359136,0.0875291258115901,1641340800.0,2021-12-31 00:05:00+00:00,2021-12-31 00:05:00+00:00,2022-01-05 00:00:00+00:00,2022-01-05 00:00:00+00:00,4136.825415813925,3455.5133452789414,2022-01-05 00:00:00+00:00,0.626177352160195,-0.1622705267183075,timeout,minute interval; not exact exchange fill
29,1059845.0,1060386.0,-1.0,0.23,3524.29,3375.33,0.40529335000000005,0.38816295,-0.07942050071711002,34.26080000000001,33.54676420071712,9787.318707658653,2.0,9753.771943457936,0.08310494695784619,1641460020.0,2022-01-06 00:05:00+00:00,2022-01-06 00:05:00+00:00,2022-01-06 09:06:00+00:00,2022-01-06 09:07:00+00:00,3941.9995447833267,3374.6497007000385,2022-01-11 00:00:00+00:00,0.35824007655267387,0.34917922835714676,target,minute interval; not exact exchange fill
30,1061285.0,1061502.0,-1.0,0.294,3403.65,3226.66,0.50033655,0.47431902,0.0,52.035060000000065,51.06040443000006,9838.379112088653,2.0,9787.318707658653,0.10224180185498256,1641526980.0,2022-01-07 00:05:00+00:00,2022-01-07 00:05:00+00:00,2022-01-07 03:42:00+00:00,2022-01-07 03:43:00+00:00,3731.510445506935,3226.0084393754864,2022-01-12 00:00:00+00:00,0.5418206528385755,0.5297218599561949,target,minute interval; not exact exchange fill
31,1062725.0,1063802.0,-1.0,0.268,3192.78,3032.52,0.42783252000000005,0.40635768,-0.17086317823160801,42.94968000000006,42.28635297823166,9880.665465066884,2.0,9838.379112088653,0.08697215570282547,1641664980.0,2022-01-08 00:05:00+00:00,2022-01-08 00:05:00+00:00,2022-01-08 18:02:00+00:00,2022-01-08 18:03:00+00:00,3555.1749650375878,3031.9100104813265,2022-01-13 00:00:00+00:00,0.4439079044654727,0.43539484373393755,target,minute interval; not exact exchange fill
32,1064165.0,1071360.0,-1.0,0.276,3068.34,3240.9700000000003,0.4234309200000001,0.4472538600000001,0.04966072924922034,-47.645880000000034,-48.56622550924926,9832.099239557632,4.0,9880.665465066884,0.08570898822494114,1642118400.0,2022-01-09 00:05:00+00:00,2022-01-09 00:05:00+00:00,2022-01-14 00:00:00+00:00,2022-01-14 00:00:00+00:00,3421.082486068093,2900.2606881387183,2022-01-14 00:00:00+00:00,0.4764929615788783,-0.49884715374056554,timeout,minute interval; not exact exchange fill
33,1072805.0,1077995.0,-1.0,0.244,3309.67,3100.98,0.40377974,0.37831956,-0.4267870731057256,50.92036000000001,50.56504777310574,9882.664287330741,2.0,9832.099239557632,0.08213500091119237,1642516560.0,2022-01-15 00:05:00+00:00,2022-01-15 00:05:00+00:00,2022-01-18 14:35:00+00:00,2022-01-18 14:36:00+00:00,3706.7016812077836,3100.3561182806384,2022-01-20 00:00:00+00:00,0.5271969256524364,0.5219578491025751,target,minute interval; not exact exchange fill
34,1078565.0,1081431.0,-1.0,0.20800000000000002,3150.64,3000.2200000000003,0.32766656,0.31202288000000006,-0.251231747964704,31.287359999999925,30.898902307964626,9913.563189638706,2.0,9882.664287330741,0.06631138131850903,1642722720.0,2022-01-19 00:05:00+00:00,2022-01-19 00:05:00+00:00,2022-01-20 23:51:00+00:00,2022-01-20 23:52:00+00:00,3620.4291535898474,2999.6179177939703,2022-01-24 00:00:00+00:00,0.3214677926299687,0.31621082310434157,target,minute interval; not exact exchange fill
35,1082885.0,1083482.0,-1.0,0.246,2576.2000000000003,2357.4900000000002,0.31687260000000006,0.28997127,-0.060631733943018004,53.80266000000001,53.25644786394302,9966.819637502647,2.0,9913.563189638706,0.06392708533520697,1642845780.0,2022-01-22 00:05:00+00:00,2022-01-22 00:05:00+00:00,2022-01-22 10:02:00+00:00,2022-01-22 10:03:00+00:00,2974.6584201730066,2357.0113037431515,2022-01-27 00:00:00+00:00,0.5500917665679631,0.5433179837665009,target,minute interval; not exact exchange fill
36,1084325.0,1086520.0,-1.0,0.247,2398.13,2195.09,0.296169055,0.271093615,0.11863671984229805,50.150879999999994,49.464980610157696,10016.284618112806,2.0,9966.819637502647,0.05943100522971039,1643028060.0,2022-01-23 00:05:00+00:00,2022-01-23 00:05:00+00:00,2022-01-24 12:40:00+00:00,2022-01-24 12:41:00+00:00,2798.121876468248,2194.641320593167,2022-01-28 00:00:00+00:00,0.5087320302690853,0.5006678664616536,target,minute interval; not exact exchange fill
37,1087205.0,1094400.0,-1.0,0.164,2438.61,2600.4500000000003,0.19996602000000002,0.21323690000000003,0.24515478123960435,-26.541760000000025,-27.20011770123963,9989.084500411569,4.0,10016.284618112806,0.03992818247963807,1643500800.0,2022-01-25 00:05:00+00:00,2022-01-25 00:05:00+00:00,2022-01-30 00:00:00+00:00,2022-01-30 00:00:00+00:00,3044.9287191295875,2191.5405783104015,2022-01-30 00:00:00+00:00,0.4074910008457002,-0.2735432223916266,timeout,minute interval; not exact exchange fill
38,1095845.0,1103040.0,-1.0,0.229,2598.67,2994.2400000000002,0.29754771500000005,0.34284048,0.3051661932718628,-90.58553000000003,-91.53108438827189,9897.553416023296,4.0,9989.084500411569,0.05957457162120122,1644019200.0,2022-01-31 00:05:00+00:00,2022-01-31 00:05:00+00:00,2022-02-05 00:00:00+00:00,2022-02-05 00:00:00+00:00,3030.1178354824624,2313.075576075787,2022-02-05 00:00:00+00:00,0.6619442732974888,-0.92641340526627,timeout,minute interval; not exact exchange fill
39,1104485.0,1111680.0,-1.0,0.17500000000000002,3021.39,3071.51,0.264371625,0.26875712500000004,-0.2677352020428813,-8.771000000000061,-9.03639354795718,9888.51702247534,4.0,9897.553416023296,0.053421611157360334,1644537600.0,2022-02-06 00:05:00+00:00,2022-02-06 00:05:00+00:00,2022-02-11 00:00:00+00:00,2022-02-11 00:00:00+00:00,3580.8497908957734,2704.615713891625,2022-02-11 00:00:00+00:00,0.5662145720985144,-0.09229713269845181,timeout,minute interval; not exact exchange fill
40,1113125.0,1120320.0,-1.0,0.248,2923.65,3122.4300000000003,0.3625326,0.38718132000000005,-0.7228033709796327,-49.29744000000005,-49.32435054902042,9839.192671926316,4.0,9888.51702247534,0.07332395730846386,1645056000.0,2022-02-12 00:05:00+00:00,2022-02-12 00:05:00+00:00,2022-02-17 00:00:00+00:00,2022-02-17 00:00:00+00:00,3317.6351406596536,2718.5469148103725,2022-02-17 00:00:00+00:00,0.520585839471563,-0.5048122118141486,timeout,minute interval; not exact exchange fill
41,1121765.0,1125012.0,-1.0,0.215,2877.08,2621.9500000000003,0.3092861,0.28185962500000006,-0.0749710103225782,54.85294999999992,54.336775285322496,9893.529447211638,2.0,9839.192671926316,0.0628681865093405,1645337580.0,2022-02-18 00:05:00+00:00,2022-02-18 00:05:00+00:00,2022-02-20 06:12:00+00:00,2022-02-20 06:13:00+00:00,3329.259726667134,2621.421397005392,2022-02-23 00:00:00+00:00,0.5653915642768466,0.5589131322546799,target,minute interval; not exact exchange fill
42,1126085.0,1130731.0,-1.0,0.247,2606.2400000000002,2344.05,0.32187064000000004,0.289490175,0.02389210345107541,64.76093000000002,64.12567708154894,9957.65512429319,2.0,9893.529447211638,0.06506689886908155,1645680720.0,2022-02-21 00:05:00+00:00,2022-02-21 00:05:00+00:00,2022-02-24 05:31:00+00:00,2022-02-24 05:32:00+00:00,3002.5296359819445,2343.580769253008,2022-02-26 00:00:00+00:00,0.6627961139992053,0.6551221688978495,target,minute interval; not exact exchange fill
43,1131845.0,1137514.0,-1.0,0.3,2593.65,2922.09,0.38904750000000005,0.4383135,-0.4399239504815932,-98.53200000000001,-98.91943704951842,9858.73568724367,1.0,9957.65512429319,0.07814038448687793,1646087700.0,2022-02-25 00:05:00+00:00,2022-02-25 00:05:00+00:00,2022-02-28 22:34:00+00:00,2022-02-28 22:35:00+00:00,2921.505304920907,2378.2369733523733,2022-03-02 00:00:00+00:00,0.6570368800333853,-1.0057224997816459,stop,minute interval; not exact exchange fill
44,1137605.0,1143109.0,-1.0,0.20600000000000002,2951.59,2615.96,0.30401377,0.26944388,-0.652708326997354,69.13978000000003,69.21903067699739,9927.954717920666,2.0,9858.73568724367,0.06167398734370511,1646423400.0,2022-03-01 00:05:00+00:00,2022-03-01 00:05:00+00:00,2022-03-04 19:49:00+00:00,2022-03-04 19:50:00+00:00,3425.501866385665,2615.426931139279,2022-03-06 00:00:00+00:00,0.7093366777761899,0.7090236304629978,target,minute interval; not exact exchange fill
45,1143365.0,1150560.0,-1.0,0.278,2615.88,2726.92,0.36360732000000007,0.37904188000000005,-0.49352128119615823,-30.86911999999999,-31.11824791880383,9896.836470001857,4.0,9927.954717920666,0.07324918985451515,1646870400.0,2022-03-05 00:05:00+00:00,2022-03-05 00:05:00+00:00,2022-03-10 00:00:00+00:00,2022-03-10 00:00:00+00:00,2968.373812026447,2378.7623467316425,2022-03-10 00:00:00+00:00,0.6726860023590062,-0.3175549180546216,timeout,minute interval; not exact exchange fill
46,1152005.0,1159200.0,-1.0,0.231,2603.83,2617.82,0.300742365,0.30235821000000007,-0.3444212940925034,-3.2316900000000546,-3.4903692809075513,9893.34610072095,4.0,9896.836470001857,0.060775454037575616,1647388800.0,2022-03-11 00:05:00+00:00,2022-03-11 00:05:00+00:00,2022-03-16 00:00:00+00:00,2022-03-16 00:00:00+00:00,3027.389810439657,2329.1136820173397,2022-03-16 00:00:00+00:00,0.6485891985301989,-0.0356734122417999,timeout,minute interval; not exact exchange fill
47,1160645.0,1167840.0,-1.0,0.211,2772.13,2889.65,0.292459715,0.304858075,-0.8555738962722607,-24.796719999999997,-24.538463893727734,9868.807636827223,4.0,9893.34610072095,0.05912250759703794,1647907200.0,2022-03-17 00:05:00+00:00,2022-03-17 00:05:00+00:00,2022-03-22 00:00:00+00:00,2022-03-22 00:00:00+00:00,3235.9868197256505,2473.697830707824,2022-03-22 00:00:00+00:00,0.6433713089929018,-0.2507153769557933,timeout,minute interval; not exact exchange fill
48,1169285.0,1176480.0,-1.0,0.272,2965.05,3295.67,0.40324680000000007,0.4482111200000001,-0.8030252265313012,-89.92863999999997,-89.97707269346867,9778.830564133756,4.0,9868.807636827223,0.08172148345362663,1648425600.0,2022-03-23 00:05:00+00:00,2022-03-23 00:05:00+00:00,2022-03-28 00:00:00+00:00,2022-03-28 00:00:00+00:00,3323.3904488459607,2738.4229748573093,2022-03-28 00:00:00+00:00,0.6324349536105839,-0.923139049578091,timeout,minute interval; not exact exchange fill
49,1177925.0,1185120.0,-1.0,0.317,3339.6800000000003,3443.75,0.5293392800000001,0.545834375,-1.5963055258205443,-32.990189999999906,-32.46905812917936,9746.361506004576,4.0,9778.830564133756,0.10826228689174365,1648944000.0,2022-03-29 00:05:00+00:00,2022-03-29 00:05:00+00:00,2022-04-03 00:00:00+00:00,2022-04-03 00:00:00+00:00,3642.606672926603,3152.173391188561,2022-04-03 00:00:00+00:00,0.6189834886440361,-0.33812159850812856,timeout,minute interval; not exact exchange fill
50,1186565.0,1189448.0,-1.0,0.334,3514.69,3346.38,0.5869532300000001,0.55884546,-0.583097496665814,56.21553999999998,55.6528388066658,9802.014344811241,2.0,9746.361506004576,0.12044561032101829,1649203740.0,2022-04-04 00:05:00+00:00,2022-04-04 00:05:00+00:00,2022-04-06 00:08:00+00:00,2022-04-06 00:09:00+00:00,3800.849351607475,3345.701574728052,2022-04-09 00:00:00+00:00,0.5905395868514184,0.5822813930497752,target,minute interval; not exact exchange fill
51,1190885.0,1197936.0,-1.0,0.279,3175.0,2952.9700000000003,0.44291250000000004,0.4119393150000001,-0.641751655180462,61.94636999999994,61.733269840180405,9863.747614651422,2.0,9802.014344811241,0.0903717306299309,1649713020.0,2022-04-07 00:05:00+00:00,2022-04-07 00:05:00+00:00,2022-04-11 21:36:00+00:00,2022-04-11 21:37:00+00:00,3520.7378347506065,2952.3706024367043,2022-04-12 00:00:00+00:00,0.6439254694930526,0.6399826050383618,target,minute interval; not exact exchange fill
52,1198085.0,1205280.0,-1.0,0.301,2987.37,3058.62,0.449599185,0.46032230999999996,0.6192652301177359,-21.44625,-22.975436725117735,9840.772177926308,4.0,9863.747614651422,0.09116194018025643,1650153600.0,2022-04-12 00:05:00+00:00,2022-04-12 00:05:00+00:00,2022-04-17 00:00:00+00:00,2022-04-17 00:00:00+00:00,3310.1119873150533,2775.385937986807,2022-04-17 00:00:00+00:00,0.6568220756670827,-0.23650580825724887,timeout,minute interval; not exact exchange fill
53,1206725.0,1213920.0,-1.0,0.297,2981.81,2960.9900000000002,0.442798785,0.43970701500000003,0.3317271580498817,6.183539999999914,4.9693070419500325,9845.741484968254,4.0,9840.772177926308,0.08999269101935627,1650672000.0,2022-04-18 00:05:00+00:00,2022-04-18 00:05:00+00:00,2022-04-23 00:00:00+00:00,2022-04-23 00:00:00+00:00,3307.945204352879,2785.284610264357,2022-04-23 00:00:00+00:00,0.6025887028221643,0.05130287475440888,timeout,minute interval; not exact exchange fill
