date,equity
2021-09-01,100000.0
2021-09-02,100000.0
2021-09-03,100000.0
2021-09-04,100000.0
2021-09-05,100000.0
2021-09-06,100000.0
2021-09-07,100000.0
2021-09-08,100000.0
2021-09-09,100000.0
2021-09-10,100000.0
2021-09-11,100000.0
2021-09-12,100000.0
2021-09-13,100000.0
2021-09-14,100000.0
2021-09-15,100000.0
2021-09-16,100000.0
2021-09-17,100000.0
2021-09-18,100000.0
2021-09-19,100000.0
2021-09-20,100607.33971978402
2021-09-21,100607.33971978402
2021-09-22,100607.33971978402
2021-09-23,100607.33971978402
2021-09-24,100607.33971978402
2021-09-25,100607.33971978402
2021-09-26,100607.33971978402
2021-09-27,100607.33971978402
2021-09-28,100423.04080461527
2021-09-29,100423.04080461527
2021-09-30,100423.04080461527
2021-10-01,100423.04080461527
2021-10-02,100423.04080461527
2021-10-03,100423.04080461527
2021-10-04,100423.04080461527
2021-10-05,100423.04080461527
2021-10-06,100421.09778075253
2021-10-07,100421.09778075253
2021-10-08,100421.09778075253
2021-10-09,100421.09778075253
2021-10-10,100421.09778075253
2021-10-11,100421.09778075253
2021-10-12,100421.09778075253
2021-10-13,100421.09778075253
2021-10-14,100421.09778075253
2021-10-15,100421.09778075253
2021-10-16,100421.09778075253
2021-10-17,100421.09778075253
2021-10-18,100227.18623214666
2021-10-19,100227.18623214666
2021-10-20,100227.18623214666
2021-10-21,100227.18623214666
2021-10-22,100227.18623214666
2021-10-23,100227.18623214666
2021-10-24,100227.18623214666
2021-10-25,100227.18623214666
2021-10-26,100227.18623214666
2021-10-27,100227.18623214666
2021-10-28,100227.18623214666
2021-10-29,100140.84644036632
2021-10-30,100140.84644036632
2021-10-31,100140.84644036632
2021-11-01,100140.84644036632
2021-11-02,100140.84644036632
2021-11-03,100140.84644036632
2021-11-04,100140.84644036632
2021-11-05,100140.84644036632
2021-11-06,100140.84644036632
2021-11-07,100140.84644036632
2021-11-08,100140.84644036632
2021-11-09,100140.84644036632
2021-11-10,100140.84644036632
2021-11-11,100140.84644036632
2021-11-12,100140.84644036632
2021-11-13,100140.84644036632
2021-11-14,100140.84644036632
2021-11-15,100140.84644036632
2021-11-16,100140.84644036632
2021-11-17,100140.84644036632
2021-11-18,100140.84644036632
2021-11-19,100140.84644036632
2021-11-20,100140.84644036632
2021-11-21,100140.84644036632
2021-11-22,100140.84644036632
2021-11-23,100140.84644036632
2021-11-24,100140.84644036632
2021-11-25,100140.84644036632
2021-11-26,100140.84644036632
2021-11-27,100140.84644036632
2021-11-28,100140.84644036632
2021-11-29,100140.84644036632
2021-11-30,100140.84644036632
2021-12-01,99496.9586275962
2021-12-02,99496.9586275962
2021-12-03,99496.9586275962
2021-12-04,99496.9586275962
2021-12-05,99496.9586275962
