end_boundary_utc,return
2022-09-01 00:00:00+00:00,-0.3094069290565813
2022-09-02 00:00:00+00:00,-0.32863469578221916
2022-09-03 00:00:00+00:00,-0.3248841355344084
2022-09-04 00:00:00+00:00,-0.33942710419612077
2022-09-05 00:00:00+00:00,-0.33320291336503705
2022-09-06 00:00:00+00:00,-0.33181227858695783
2022-09-07 00:00:00+00:00,-0.3388740660076265
2022-09-08 00:00:00+00:00,-0.31145213341429456
2022-09-09 00:00:00+00:00,-0.29779831402423695
2022-09-10 00:00:00+00:00,-0.2878424285611664
2022-09-11 00:00:00+00:00,-0.2928161231929324
2022-09-12 00:00:00+00:00,-0.2910676148112684
2022-09-13 00:00:00+00:00,-0.28356067756924885
2022-09-14 00:00:00+00:00,-0.3099011853066763
2022-09-15 00:00:00+00:00,-0.2885629100998711
2022-09-16 00:00:00+00:00,-0.31281855923538293
2022-09-17 00:00:00+00:00,-0.3035665647498683
2022-09-18 00:00:00+00:00,-0.2958610031463428
2022-09-19 00:00:00+00:00,-0.28636914271822955
2022-09-20 00:00:00+00:00,-0.2853655997569462
2022-09-21 00:00:00+00:00,-0.2903008436600848
2022-09-22 00:00:00+00:00,-0.3157499726589109
2022-09-23 00:00:00+00:00,-0.3158208592404018
2022-09-24 00:00:00+00:00,-0.3101521636780873
2022-09-25 00:00:00+00:00,-0.32049885026444325
2022-09-26 00:00:00+00:00,-0.31657823996168
2022-09-27 00:00:00+00:00,-0.3364620164072383
2022-09-28 00:00:00+00:00,-0.34493845581111005
2022-09-29 00:00:00+00:00,-0.3671179010631752
2022-09-30 00:00:00+00:00,-0.37112593796307003
2022-10-01 00:00:00+00:00,-0.36032830451877007
2022-10-02 00:00:00+00:00,-0.35105096024577953
2022-10-03 00:00:00+00:00,-0.35014816671718396
2022-10-04 00:00:00+00:00,-0.3602259343095854
2022-10-05 00:00:00+00:00,-0.36484444688827067
2022-10-06 00:00:00+00:00,-0.37540402123351
2022-10-07 00:00:00+00:00,-0.3634079325414912
2022-10-08 00:00:00+00:00,-0.3690732288327574
2022-10-09 00:00:00+00:00,-0.3706700337412021
2022-10-10 00:00:00+00:00,-0.3699695145759748
2022-10-11 00:00:00+00:00,-0.3666274597732554
2022-10-12 00:00:00+00:00,-0.3537065418233284
2022-10-13 00:00:00+00:00,-0.3536556464435475
2022-10-14 00:00:00+00:00,-0.3350121492560717
2022-10-15 00:00:00+00:00,-0.3492017232829673
