start,end_exclusive,start_equity,end_equity,net_return
2021-09-01T00:00:00+00:00,2022-09-01T00:00:00+00:00,10000.0,12959.742970511452,0.2959742970511452
2022-09-01T00:00:00+00:00,2023-09-01T00:00:00+00:00,12959.742970511452,13614.727393925874,0.05053992389392059
2023-09-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,13614.727393925874,15426.753971145317,0.13309312223378544
2024-09-01T00:00:00+00:00,2025-09-01T00:00:00+00:00,15426.753971145317,12407.801943173052,-0.19569586924242177
2025-09-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,12407.801943173052,10894.663077778756,-0.12195059788384566
