start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.06897098288527892
2022-09-01,2023-09-01,-0.08491983162337269
2023-09-01,2024-09-01,0.011736739661326379
2024-09-01,2025-09-01,-0.0033965320977320523
2025-09-01,2026-09-01,-0.01488341969644591
