session_date,row_index,side,quantity_shares,entry,exit,stop,target,gross_pnl,fees,net_pnl,equity_before,equity_after,entry_time_precision
2021-09-10,2942.0,1.0,386.0,446.11982278251276,445.3954584411622,441.13784760930275,451.0125829126706,-279.60463576131815,34.41248985523386,-314.017125616552,100000.0,99685.98287438345,"within session, exact time unavailable from daily OHLC"
2021-09-28,2954.0,1.0,345.0,434.17004466898095,433.67662922058105,428.5986074540297,439.65465655753104,-170.22832969796582,29.940710249189888,-200.1690399471557,99685.98287438345,99485.8138344363,"within session, exact time unavailable from daily OHLC"
2021-11-30,2998.0,1.0,302.0,455.66804499285684,455.5144415588379,449.289187545089,461.95577794407575,-46.388237073713526,27.51771109386118,-73.9059481675747,99485.8138344363,99411.90788626872,"within session, exact time unavailable from daily OHLC"
2021-12-02,3000.0,-1.0,255.0,458.1485620438778,457.445733895874,465.72022090457125,450.6685420594808,179.2211777409662,23.347654546463673,155.87352319450252,99411.90788626872,99567.78140946322,"within session, exact time unavailable from daily OHLC"
2021-12-03,3001.0,1.0,245.0,451.273676052041,453.3746714263916,443.3561671116775,459.10093928176525,514.7438667158942,22.1638845132216,492.5799822026726,99567.78140946322,100060.3613916659,"within session, exact time unavailable from daily OHLC"
2021-12-16,3010.0,1.0,320.0,466.5855203541218,466.4033672058106,460.54637639002283,472.5313565449272,-58.2890074595889,29.85564440191784,-88.14465186150674,100060.3613916659,99972.21673980438,"within session, exact time unavailable from daily OHLC"
2022-01-05,3023.0,1.0,376.0,472.12340328258915,468.33316688232424,467.01956657969555,477.1328247463502,-1425.1288864996086,35.36116703820075,-1460.4900535378094,99972.21673980438,98511.72668626657,"within session, exact time unavailable from daily OHLC"
2022-01-10,3026.0,1.0,355.0,457.42226254172675,462.62300308139453,452.08377977008024,462.66927000839536,1846.2628915820608,32.6616069296208,1813.60128465244,98511.72668626657,100325.32797091901,"within session, exact time unavailable from daily OHLC"
2022-01-13,3029.0,1.0,347.0,466.68531381885526,464.48354577941893,461.12005864195925,472.15724126576055,-764.0135096844069,32.311559428060114,-796.3250691124671,100325.32797091901,99529.00290180654,"within session, exact time unavailable from daily OHLC"
2022-01-24,3035.0,-1.0,286.0,438.64029803890304,439.8839803375244,445.3893171165535,431.97901579454356,-355.69313740571056,25.125794361565823,-380.81893176727635,99529.00290180654,99148.18397003926,"within session, exact time unavailable from daily OHLC"
2022-01-28,3039.0,-1.0,227.0,441.02679206839156,441.994207208252,449.54264661106157,432.5991517055532,-219.60323674832523,20.044576683579812,-239.64781343190504,99148.18397003926,98908.53615660736,"within session, exact time unavailable from daily OHLC"
2022-01-31,3040.0,-1.0,224.0,449.6892110395039,449.9549946624756,458.30961877076976,441.15875014512966,-59.53553154565998,20.15203020772434,-79.68756175338432,98908.53615660736,98828.84859485397,"within session, exact time unavailable from daily OHLC"
2022-02-24,3057.0,-1.0,259.0,418.313320579322,425.79796541839454,425.7553898794066,410.9549223104563,-1938.5230133197852,21.862482307340862,-1960.385495627126,98828.84859485397,96868.46309922685,"within session, exact time unavailable from daily OHLC"
2022-02-25,3058.0,-1.0,233.0,437.5498236790258,437.793775,445.65090647582116,429.5362595988379,-56.840657786986355,20.3955058492213,-77.23616363620766,96868.46309922685,96791.22693559065,"within session, exact time unavailable from daily OHLC"
2022-03-31,3082.0,1.0,324.0,452.1757754528402,451.59485064697265,446.4074848738201,457.8536399193809,-188.21963710108275,29.28216828563394,-217.50180538671668,96791.22693559065,96573.72513020394,"within session, exact time unavailable from daily OHLC"
2022-04-19,3094.0,-1.0,288.0,444.23045445932314,445.08451254577636,450.7365416614486,437.8132222335871,-245.96872889852784,25.61227104974687,-271.5809999482747,96573.72513020394,96302.14413025566,"within session, exact time unavailable from daily OHLC"
