start_utc,end_exclusive_utc,net_return
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,0.046911919958913195
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,0.0
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,-0.020149604007842936
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,-0.009926475085239028
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,0.012530736382451613
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,-0.029687261198457215
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.0
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,0.0
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,-0.047727776328228444
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.0
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,-0.009996987607774344
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,0.045400352865202276
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,-0.019896411001721126
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,-0.009996964803089314
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,-0.009994451433831819
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,-0.010208395749493282
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,0.0
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,0.012814847028463472
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,-0.019983890505218538
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,-0.0042752601246474065
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,-0.020072358583752226
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,0.0
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,0.0
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,0.0
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,0.0
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,0.0
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,0.0
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.0
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.0
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,-0.03044075241049382
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,-0.009926286557232045
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.0
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,-0.028760740808886576
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.015208068436523892
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.0
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.0
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.0
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.0
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,-0.009998765836333967
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.0
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.041208859501582484
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.0
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.0
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,0.0
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,0.0
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.0
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.0
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.0
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,0.0
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.0
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,0.0
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,0.019269822658269486
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,0.0
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,-0.004274771297084645
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,-0.02429473182849795
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.04436392280570489
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,-0.026225661451396043
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,-0.031021602612139154
