session_date,row_index,side,quantity_shares,entry,exit,stop,target,gross_pnl,fees,net_pnl,equity_before,equity_after,entry_time_precision
2021-09-10,2942.0,1.0,392.0,376.3502286427871,376.55233733825685,371.4270354180711,381.2300109863281,79.22660862414068,29.51378058645692,49.712828037683764,100000.0,100049.71282803768,"within session, exact time unavailable from daily OHLC"
2021-09-20,2948.0,1.0,396.0,362.62479498924955,365.6634422058106,357.7495151582171,367.4599914550781,1203.3042977581797,28.84021419292439,1174.4640835652554,100049.71282803768,101224.17691160293,"within session, exact time unavailable from daily OHLC"
2021-09-28,2954.0,1.0,377.0,360.500238075303,359.8340081176758,355.2956030558121,365.6700134277344,-251.16869402545245,27.1566010814753,-278.32529510692774,101224.17691160293,100945.851616496,"within session, exact time unavailable from daily OHLC"
2021-10-18,2968.0,-1.0,388.0,372.5264602517763,372.68725889587404,377.55067599577416,367.6099853515625,-62.389873909917014,28.91429230292884,-91.30416621284586,100945.851616496,100854.54745028315,"within session, exact time unavailable from daily OHLC"
2021-10-29,2977.0,-1.0,408.0,385.71647600995533,386.14859635009765,390.4789113714612,381.05999755859375,-176.30509877806617,31.492094952290163,-207.79719373035633,100854.54745028315,100646.7502565528,"within session, exact time unavailable from daily OHLC"
2021-11-09,2984.0,1.0,377.0,394.05370218935485,395.28047532348637,388.90190878090095,399.1600036621094,462.49347156758296,29.75789849223412,432.73557307534884,100646.7502565528,101079.48582962815,"within session, exact time unavailable from daily OHLC"
2021-12-01,2999.0,1.0,306.0,391.8962970647982,387.0812831176758,385.4862941393945,398.2799987792969,-1473.394267819453,23.836713953583704,-1497.2309817730368,101079.48582962815,99582.2548478551,"within session, exact time unavailable from daily OHLC"
2022-01-05,3023.0,1.0,363.0,389.47502190546055,384.12954316551725,384.1679599615134,394.739990234375,-1940.408782599419,28.081845712076497,-1968.4906283114956,99582.2548478551,97613.7642195436,"within session, exact time unavailable from daily OHLC"
2022-01-07,3025.0,1.0,337.0,378.44942861742766,379.82199935302737,372.8344771079098,384.0299987792969,462.55633789710186,25.55374712260434,437.0025907744975,97613.7642195436,98050.7668103181,"within session, exact time unavailable from daily OHLC"
2022-01-11,3027.0,-1.0,310.0,385.38124532078984,385.8585893249512,391.52773246603476,379.3599853515625,-147.9766412900193,23.90843487401797,-171.8850761640373,98050.7668103181,97878.88173415407,"within session, exact time unavailable from daily OHLC"
2022-01-20,3033.0,1.0,306.0,363.58846505600087,361.68382922058106,357.3671223097612,369.7900085449219,-582.818565638462,22.19333220486341,-605.0118978433254,97878.88173415407,97273.86983631074,"within session, exact time unavailable from daily OHLC"
2022-01-21,3034.0,1.0,298.0,353.1302389991567,351.6548334411621,346.7767247722091,359.4700012207031,-439.67085628238397,21.0025951587215,-460.67345144110544,97273.86983631074,96813.19638486963,"within session, exact time unavailable from daily OHLC"
2022-01-24,3035.0,1.0,294.0,339.4948576941312,345.87541266174316,333.07231460815603,345.9100036621094,1875.8831604779111,20.149885948462707,1855.7332745294484,96813.19638486963,98668.92965939909,"within session, exact time unavailable from daily OHLC"
2022-01-26,3037.0,1.0,262.0,345.5420540798416,344.53555032348635,338.183187539113,352.9100036621094,-263.70398416507385,18.080033235367193,-281.78401740044103,98668.92965939909,98387.14564199865,"within session, exact time unavailable from daily OHLC"
2022-01-27,3038.0,1.0,251.0,341.72521875796156,341.0658961029053,334.06778052138844,349.3999938964844,-165.48998641912067,17.138056983007758,-182.6280434021284,98387.14564199865,98204.51759859652,"within session, exact time unavailable from daily OHLC"
2022-01-31,3040.0,-1.0,231.0,361.3574475218233,363.0862927917481,369.681472808184,353.20001220703125,-399.363257352633,16.734650401243503,-416.09790775387654,98204.51759859652,97788.41969084264,"within session, exact time unavailable from daily OHLC"
2022-02-10,3048.0,-1.0,279.0,366.2032012443694,359.5559410125732,373.0220744631423,359.5199890136719,1854.5856046711306,20.2486800689687,1834.3369246021618,97788.41969084264,99622.7566154448,"within session, exact time unavailable from daily OHLC"
2022-02-11,3049.0,1.0,299.0,351.9429582135799,347.02529155883786,345.44524677267503,358.42999267578125,-1470.3823297678728,20.89915066819529,-1491.281480436068,99622.7566154448,98131.47513500873,"within session, exact time unavailable from daily OHLC"
2022-02-17,3053.0,1.0,275.0,345.7692099214541,345.41546720581056,338.7993103521986,352.739990234375,-97.27924680197191,19.00757862099978,-116.28682542297169,98131.47513500873,98015.18830958576,"within session, exact time unavailable from daily OHLC"
2022-02-18,3054.0,1.0,274.0,339.4321506949183,341.4758587646484,332.4578657330427,346.4100036621094,559.9760111060594,18.65687945919213,541.3191316468673,98015.18830958576,98556.50744123264,"within session, exact time unavailable from daily OHLC"
2022-02-23,3056.0,1.0,284.0,334.534703253738,329.3870714263916,327.75106825220496,341.32000732421875,-1461.927438966362,18.855378400915683,-1480.7828173672776,98556.50744123264,97075.72462386536,"within session, exact time unavailable from daily OHLC"
2022-03-07,3064.0,1.0,268.0,330.2050557213978,324.82749935302735,323.1297091998736,337.2900085449219,-1441.1851067232803,17.554872475994596,-1458.739979199275,97075.72462386536,95616.98464466608,"within session, exact time unavailable from daily OHLC"
2022-03-11,3068.0,1.0,249.0,326.797416065225,324.36755389709475,319.2954927251588,334.32000732421875,-605.0356798644268,16.21400775206176,-621.2496876164886,95616.98464466608,94995.73495704959,"within session, exact time unavailable from daily OHLC"
2022-03-16,3071.0,-1.0,246.0,339.56950808644643,340.35403932495115,347.11948450505423,332.1700134277344,-192.99468467215922,16.726119266320378,-209.7208039384796,94995.73495704959,94786.0141531111,"within session, exact time unavailable from daily OHLC"
2022-03-18,3073.0,-1.0,250.0,349.9882467503799,351.5251392333984,357.38335050779045,342.739990234375,-384.2231207546263,17.53783464959446,-401.76095540422074,94786.0141531111,94384.25319770689,"within session, exact time unavailable from daily OHLC"
2022-04-12,3090.0,1.0,297.0,339.5899976051758,339.4160672058106,333.4080690109629,345.760009765625,-51.65732861147836,20.166480124886295,-71.82380873636465,94384.25319770689,94312.42938897051,"within session, exact time unavailable from daily OHLC"
2022-04-19,3094.0,-1.0,288.0,344.2940158965233,346.2946357666016,350.68521653233006,338.0299987792969,-576.178522582537,19.888953167898,-596.0674757504349,94312.42938897051,93716.36191322008,"within session, exact time unavailable from daily OHLC"
2022-04-21,3096.0,1.0,297.0,339.0654789635229,334.1165788970947,332.9284140902809,345.19000244140625,-1469.8233197291654,19.993507118460343,-1489.8168268476256,93716.36191322008,92226.54508637245,"within session, exact time unavailable from daily OHLC"
2022-04-22,3097.0,1.0,293.0,328.19105077043736,325.3674538970947,322.06342317645476,334.3099975585937,-827.3138838893929,19.149264186758693,-846.4631480761516,92226.54508637245,91380.08193829631,"within session, exact time unavailable from daily OHLC"
2022-05-04,3105.0,-1.0,234.0,326.78794758839865,329.63296610412596,334.4189076771351,319.3099975585937,-665.7343326801891,15.36024938040508,-681.0945820605942,91380.08193829631,90698.98735623571,"within session, exact time unavailable from daily OHLC"
2022-05-09,3108.0,1.0,262.0,296.67885241724576,297.12027889709475,289.89582252874925,303.4800109863281,115.65373772043415,15.55753724043572,100.09620047999843,90698.98735623571,90799.0835567157,"within session, exact time unavailable from daily OHLC"
2022-05-10,3109.0,1.0,256.0,297.5385596247837,300.7299337646484,290.58871647572016,304.510009765625,816.9917798053648,15.315673430769463,801.6761063745953,90799.0835567157,91600.7596630903,"within session, exact time unavailable from daily OHLC"
2022-05-20,3117.0,1.0,269.0,286.4385962465605,288.6511246765137,279.7675301715294,293.1300048828125,595.1701476574058,15.469913492830697,579.7002341645751,91600.7596630903,92180.45989725487,"within session, exact time unavailable from daily OHLC"
2022-05-26,3121.0,-1.0,268.0,297.03742853082446,299.35991957092284,303.7693069671434,290.44000244140625,-622.427598746367,15.98344892912683,-638.4110476754938,92180.45989725487,91542.04884957938,"within session, exact time unavailable from daily OHLC"
2022-06-01,3124.0,1.0,273.0,303.90758783387906,305.9694,297.35489856190816,310.4700012207031,562.8747213510178,16.6496417678649,546.2250795831529,91542.04884957938,92088.27392916253,"within session, exact time unavailable from daily OHLC"
2022-06-07,3128.0,-1.0,284.0,310.00383630525624,309.9009821166992,316.3230220936045,303.8099975585937,29.21058955020112,17.605296843183535,11.605292707017586,92088.27392916253,92099.87922186955,"within session, exact time unavailable from daily OHLC"
2022-06-09,3130.0,1.0,301.0,299.94505195792783,299.37005389709475,293.97924646300885,305.9100036621094,-173.07441631075756,18.03938468623618,-191.11380099699375,92099.87922186955,91908.76542087256,"within session, exact time unavailable from daily OHLC"
2022-06-15,3134.0,-1.0,281.0,285.69920327002194,282.82826779174803,292.10620613006455,279.4200134277344,806.7328693949678,15.97562193683574,790.757247458132,91908.76542087256,92699.5226683307,"within session, exact time unavailable from daily OHLC"
2022-06-22,3138.0,-1.0,271.0,285.0726477462508,280.69808042907715,291.7594748867785,278.5199890136719,1185.507742954065,15.332386733551392,1170.1753562205135,92699.5226683307,93869.69802455121,"within session, exact time unavailable from daily OHLC"
2022-06-24,3140.0,-1.0,270.0,294.41136430789186,294.63944635009767,301.2190513372006,287.739990234375,-61.58215139556944,15.904371887765722,-77.48652328333516,93869.69802455121,93792.21150126787,"within session, exact time unavailable from daily OHLC"
2022-06-28,3142.0,1.0,289.0,286.6497514930086,283.51165454406737,280.31212595067734,293.0,-906.91001824401,16.477664634471495,-923.3876828784814,93792.21150126787,92868.82381838938,"within session, exact time unavailable from daily OHLC"
2022-07-05,3146.0,-1.0,288.0,284.48091390811913,286.9886874542236,290.77727068854466,278.3099975585937,-722.2387812780926,16.458324519235468,-738.697105797328,92868.82381838938,92130.12671259206,"within session, exact time unavailable from daily OHLC"
2022-08-30,3186.0,1.0,313.0,300.36307830304634,300.9898870147705,294.6207534301653,306.1000061035156,196.1911267696596,18.822347814447667,177.36877895521195,92130.12671259206,92307.49549154726,"within session, exact time unavailable from daily OHLC"
2022-09-21,3201.0,1.0,307.0,283.70632116075467,283.53164155883786,277.8266731320399,289.5899963378906,-53.626637788459846,17.41420545549149,-71.04084324395134,92307.49549154726,92236.4546483033,"within session, exact time unavailable from daily OHLC"
2022-09-28,3206.0,-1.0,289.0,280.5838821780979,279.96799644165037,286.832333071896,274.4599914550781,177.9909778333344,16.199949292110727,161.79102854122368,92236.4546483033,92398.24567684453,"within session, exact time unavailable from daily OHLC"
2022-10-07,3213.0,1.0,300.0,268.9881646898807,269.07309610290525,262.9697807957187,275.0199890136719,25.479423907364662,16.141837823783582,9.33758608358108,92398.24567684453,92407.5832629281,"within session, exact time unavailable from daily OHLC"
2022-11-01,3230.0,1.0,314.0,275.75834652255793,275.08247435302735,270.0210739145424,281.5,-212.2238612326015,17.29640177549338,-229.5202630080949,92407.5832629281,92178.06299992002,"within session, exact time unavailable from daily OHLC"
