window_end_utc,net_return
2022-09-01 00:00:00+00:00,0.053091662376029136
2022-09-02 00:00:00+00:00,0.019855099618577565
2022-09-03 00:00:00+00:00,0.019855099618577565
2022-09-04 00:00:00+00:00,0.041072192893343074
2022-09-05 00:00:00+00:00,0.041072192893343074
2022-09-06 00:00:00+00:00,0.041072192893343074
2022-09-07 00:00:00+00:00,0.041072192893343074
2022-09-08 00:00:00+00:00,0.041072192893343074
2022-09-09 00:00:00+00:00,0.041072192893343074
2022-09-10 00:00:00+00:00,0.019838413077663652
2022-09-11 00:00:00+00:00,0.018408260284696443
2022-09-12 00:00:00+00:00,0.018408260284696443
2022-09-13 00:00:00+00:00,0.018408260284696443
2022-09-14 00:00:00+00:00,0.018408260284696443
2022-09-15 00:00:00+00:00,0.018408260284696443
2022-09-16 00:00:00+00:00,0.018408260284696443
2022-09-17 00:00:00+00:00,0.018408260284696443
2022-09-18 00:00:00+00:00,0.018408260284696443
2022-09-19 00:00:00+00:00,0.06054948440232688
2022-09-20 00:00:00+00:00,0.06054948440232688
2022-09-21 00:00:00+00:00,0.06054948440232688
2022-09-22 00:00:00+00:00,0.07036909528220758
2022-09-23 00:00:00+00:00,0.07790225228809677
2022-09-24 00:00:00+00:00,0.07790225228809677
2022-09-25 00:00:00+00:00,0.041051735117557886
2022-09-26 00:00:00+00:00,0.042275203500931946
2022-09-27 00:00:00+00:00,0.042275203500931946
2022-09-28 00:00:00+00:00,0.042275203500931946
2022-09-29 00:00:00+00:00,0.042275203500931946
2022-09-30 00:00:00+00:00,0.042275203500931946
2022-10-01 00:00:00+00:00,0.042275203500931946
2022-10-02 00:00:00+00:00,0.042275203500931946
2022-10-03 00:00:00+00:00,0.042275203500931946
2022-10-04 00:00:00+00:00,0.042275203500931946
2022-10-05 00:00:00+00:00,0.042275203500931946
2022-10-06 00:00:00+00:00,0.042275203500931946
2022-10-07 00:00:00+00:00,0.042275203500931946
2022-10-08 00:00:00+00:00,0.042275203500931946
2022-10-09 00:00:00+00:00,0.042275203500931946
2022-10-10 00:00:00+00:00,0.042275203500931946
2022-10-11 00:00:00+00:00,0.042275203500931946
2022-10-12 00:00:00+00:00,0.042275203500931946
2022-10-13 00:00:00+00:00,0.042275203500931946
2022-10-14 00:00:00+00:00,0.04406117116597508
2022-10-15 00:00:00+00:00,0.0471186635909
2022-10-16 00:00:00+00:00,0.0324417301743527
2022-10-17 00:00:00+00:00,0.021760191388834338
2022-10-18 00:00:00+00:00,0.021760191388834338
2022-10-19 00:00:00+00:00,0.0017483400206967925
2022-10-20 00:00:00+00:00,0.0017483400206967925
2022-10-21 00:00:00+00:00,-0.02704350591062965
2022-10-22 00:00:00+00:00,-0.010604638969091584
2022-10-23 00:00:00+00:00,-0.010604638969091584
2022-10-24 00:00:00+00:00,-0.025781649943084517
2022-10-25 00:00:00+00:00,-0.029290826163134276
2022-10-26 00:00:00+00:00,-0.029290826163134276
2022-10-27 00:00:00+00:00,0.010178693538191563
2022-10-28 00:00:00+00:00,0.010178693538191563
2022-10-29 00:00:00+00:00,-0.024109383662247463
2022-10-30 00:00:00+00:00,-0.042722044472704446
2022-10-31 00:00:00+00:00,-0.05916616278529685
2022-11-01 00:00:00+00:00,-0.05916616278529685
2022-11-02 00:00:00+00:00,-0.05916616278529685
2022-11-03 00:00:00+00:00,-0.07167585780244679
2022-11-04 00:00:00+00:00,-0.078408719603277
2022-11-05 00:00:00+00:00,-0.0966059063314878
2022-11-06 00:00:00+00:00,-0.0966059063314878
2022-11-07 00:00:00+00:00,-0.0966059063314878
2022-11-08 00:00:00+00:00,-0.0966059063314878
2022-11-09 00:00:00+00:00,-0.0966059063314878
2022-11-10 00:00:00+00:00,-0.06589962042239095
2022-11-11 00:00:00+00:00,-0.06589962042239095
2022-11-12 00:00:00+00:00,-0.06589962042239095
2022-11-13 00:00:00+00:00,-0.06589962042239095
2022-11-14 00:00:00+00:00,-0.06589962042239095
