start,end_exclusive,start_equity,end_equity,net_return
2021-09-01T00:00:00+00:00,2022-09-01T00:00:00+00:00,10000.0,7450.506483756762,-0.25494935162432386
2022-09-01T00:00:00+00:00,2023-09-01T00:00:00+00:00,7450.506483756762,6491.546871620242,-0.12871066070839576
2023-09-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,6491.546871620242,5151.359095518638,-0.20645122073455857
2024-09-01T00:00:00+00:00,2025-09-01T00:00:00+00:00,5151.359095518638,3248.020201593938,-0.369482860470839
2025-09-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,3248.020201593938,2141.00412097418,-0.34082795423393597
