id,family,timeframe_minutes,lookback,volume_multiple,trend_span,direction,stop_atr,target_r,trail_r,max_hold_hours,minimum_price,risk_fraction,exposure_cap,daily_loss,weekly_loss,cooldown_minutes,atr_span,atr_min,atr_max,dev_net_return,dev_geometric_weekly,dev_arithmetic_weekly,dev_worst_week,dev_best_week,dev_complete_weeks,dev_weeks_at_10pct,dev_positive_weeks,dev_negative_weeks,dev_flat_weeks,dev_longest_losing_streak,dev_active_week_losing_streak,dev_trades,dev_win_rate,dev_profit_factor,dev_fees,dev_funding_paid,dev_liquidations,dev_max_entry_leverage,dev_conservative_intrabar_drawdown,dev_max_daily_entries,dev_initial_equity,dev_final_equity,dev_passes_historical_average_target,dev_cagr
cd462320de198000,trend_state,30,12,0.0,192,both,2.5,6.0,2.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.8017883064499831,-0.015441269473900454,-0.009982426103343933,-0.2492828027866807,0.28242912398498476,104,16,48,56,0,4,4,1013,0.3415597235932873,0.9445163282747127,14236.24437645003,1506.2381880497855,0,4.999177801019313,0.9074247670368774,,10000.0,1982.1169355001693,False,-0.5560183457566614
58055aa3a47b591e,trend_state,30,12,0.0,192,both,4.0,12.0,2.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.04618610543658119,-0.00045457651068214755,0.003348620131138243,-0.17853430565618178,0.40974340215266714,104,14,49,55,0,7,7,866,0.38683602771362585,0.9970948664319413,14537.055295200009,1552.5579591657547,0,3.871467289906384,0.6894333407287417,,10000.0,9538.138945634188,False,-0.023444855321214875
4aa6069351c14e77,trend_state,30,12,0.0,192,both,6.0,20.0,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.3564268229697737,-0.004228721566703508,-0.002628280321044944,-0.1578413903755863,0.13577177761166936,104,4,48,55,1,5,5,721,0.40360610263522884,0.9468259746599209,6096.256026899999,1094.6140027977376,0,3.1322559099054152,0.5872747524281894,,10000.0,6435.731770302264,False,-0.198373075043339
2d1b67ef8aa4f0c4,trend_state,30,12,0.0,192,both,5.0,10.0,3.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.2809930098630662,-0.0031669380933809776,-0.00040109269043236013,-0.16645092562165398,0.34043431714334926,104,10,48,56,0,8,8,837,0.39904420549581837,0.9730275712272565,9049.261041699992,1228.4438569306906,0,3.392811249431549,0.6667378169699235,,10000.0,7190.069901369338,False,-0.15253447850274937
6d036a560eac1216,trend_state,30,12,0.0,192,both,2.5,6.0,2.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.6817325813374318,-0.010947931440819958,-0.006144759165748534,-0.23089400305144814,0.28739813416043125,104,15,51,53,0,4,4,721,0.2871012482662968,0.9388173257802718,10282.40181999999,1570.7523933743134,0,4.999955427649216,0.8287017094275502,,10000.0,3182.674186625683,False,-0.4369493152185675
dcee3d9b2e63ee6f,trend_state,30,12,0.0,192,both,4.0,12.0,2.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,0.32824919581854295,0.002733167550040161,0.005867238728293617,-0.18853162772385246,0.24036998720840375,104,11,54,50,0,6,6,530,0.28679245283018867,1.026068895331845,9842.458262750011,1572.2180790646003,0,3.8717281995759856,0.5972971333265116,,10000.0,13282.49195818543,False,0.15305543138111743
4493a390a85ee133,trend_state,30,12,0.0,192,both,6.0,20.0,0.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,0.12689189915122778,0.00114934567801539,0.0029931766076676247,-0.14557526159488188,0.3076077081733948,104,6,47,56,1,6,6,429,0.26107226107226106,1.025353477382289,3913.9819338999996,1199.0324745876876,0,2.7474595139179807,0.3640058628857674,,10000.0,11268.918991512277,False,0.061768110600803894
8239615293772234,trend_state,30,12,0.0,192,both,5.0,10.0,3.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.12436897118795354,-0.0012762087670856737,0.0008290486838826321,-0.15134867016259024,0.19393409655202354,104,8,49,55,0,6,6,496,0.2701612903225806,0.9832481194942183,5402.329727949997,1314.869283929467,0,3.5807594743574276,0.5735261435200826,,10000.0,8756.310288120465,False,-0.0644604993998914
ef1b605b8df6d9d4,trend_state,30,12,0.0,192,long,2.5,6.0,2.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.7654183803769471,-0.013845105799053292,-0.011366734674632485,-0.13425436541690539,0.27577607201822163,104,8,31,68,5,8,8,483,0.34368530020703936,0.8713760880239668,5745.750972200006,2479.39943156945,0,4.998973356467498,0.8290076417320833,,10000.0,2345.8161962305294,False,-0.5168608269863073
4701928730c68b98,trend_state,30,12,0.0,192,long,4.0,12.0,2.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.5140148381805348,-0.00691422814881737,-0.005061839688316815,-0.10177285310461026,0.40862877074093973,104,7,36,63,5,5,5,411,0.41119221411192214,0.894160155588296,3984.1794268,1963.178355005347,0,4.503081296198371,0.6440571697239019,,10000.0,4859.851618194652,False,-0.3037316491412074
a0c95fdbd98d5a9e,trend_state,30,12,0.0,192,long,6.0,20.0,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.5042070694575167,-0.006723420200615338,-0.0060139329867628455,-0.07621578808261109,0.12356481094734706,104,2,35,64,5,6,6,388,0.43556701030927836,0.844763529519747,2514.6862115500003,1437.0545830251447,0,3.2294890682116857,0.604189680004724,,10000.0,4957.929305424833,False,-0.2967169918497913
3f36ff53f51aa67f,trend_state,30,12,0.0,192,long,5.0,10.0,3.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.5217283303615667,-0.007066990943210061,-0.00580749938738366,-0.08850823388490514,0.3398951463871247,104,2,35,64,5,6,6,400,0.4225,0.8629462496407196,2919.8702195500027,1537.1461840656498,0,3.7628518812578258,0.5936469282861339,,10000.0,4782.716696384333,False,-0.30929815036557873
8a714fa8c1fe240a,trend_state,30,12,0.0,192,long,2.5,6.0,2.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.7574106031615933,-0.013526766263187495,-0.011426080405749713,-0.1343931970744452,0.19923860260040693,104,6,39,61,4,7,7,331,0.29003021148036257,0.8329196759307982,3998.882524750006,2609.8648068659245,0,4.997824665521442,0.8212952035294253,,10000.0,2425.893968384068,False,-0.5086555564297042
468ae1461f625717,trend_state,30,12,0.0,192,long,4.0,12.0,2.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.4126895171944711,-0.005104252530570452,-0.003535903887292108,-0.1220525409204678,0.24014805055211985,104,6,38,62,4,6,6,226,0.33185840707964603,0.8952910519093398,2386.4561318000005,2338.3926401446993,0,4.474882690023157,0.6436744807398302,,10000.0,5873.104828055289,False,-0.23433394106711392
29fbeb87f7e39ddd,trend_state,30,12,0.0,192,long,6.0,20.0,0.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.46890657377742084,-0.006066307217071576,-0.005237313988021057,-0.08682425678832506,0.12301063123394007,104,2,38,62,4,5,5,190,0.4052631578947368,0.8088070533619448,1206.5157422499992,1618.9594955241841,0,3.2301770235905405,0.5839570621078044,,10000.0,5310.934262225792,False,-0.2720251029502345
ebe9ac2351adbf46,trend_state,30,12,0.0,192,long,5.0,10.0,3.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.42129436342607296,-0.005245437952956955,-0.004029278542521052,-0.1144080916636887,0.19397572481038639,104,5,38,62,4,5,5,202,0.3613861386138614,0.8686376277003648,1638.8706887499993,1985.364245510738,0,3.7627003532124395,0.6088300968653846,,10000.0,5787.05636573927,False,-0.23998277457521766
0cec0901799bea86,trend_state,30,12,1.0,192,both,2.5,6.0,2.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.8879053438317158,-0.020822572455544086,-0.015827920624230538,-0.24792565112008458,0.19921645845405345,104,12,42,62,0,7,7,943,0.3372216330858961,0.9273902821958532,11460.050938149996,1418.6344001671985,0,4.996408013366959,0.9407258551823287,,10000.0,1120.9465616828418,False,-0.6664427751459707
3f8b731541e71cdb,trend_state,30,12,1.0,192,both,4.0,12.0,2.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.5582105044217747,-0.007824246941529722,-0.00467330496488429,-0.19614672656453735,0.3740283741090995,104,8,46,58,0,8,8,786,0.3893129770992366,0.9546191841163808,10462.34609265,1334.306451567724,0,4.464444958881756,0.8205773744819794,,10000.0,4417.894955782253,False,-0.3362536117423952
58e03d05dfc6a7e3,trend_state,30,12,1.0,192,both,6.0,20.0,0.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.26287398001678663,-0.002928361757164155,-0.0017169548707665744,-0.12264548082664384,0.10260954592584426,104,1,50,52,2,6,6,633,0.42496050552922593,0.9587116819618187,5720.203463149997,1028.2308370178898,0,2.9040104722036553,0.5214707981086428,,10000.0,7371.260199832133,False,-0.14188636987884828
bc7ee77073b8dae9,trend_state,30,12,1.0,192,both,5.0,10.0,3.0,24,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.4221728867440683,-0.005259969266215858,-0.0029388934347375963,-0.17434878219173333,0.3054087156545371,104,6,49,55,0,6,6,756,0.40476190476190477,0.9514202485575856,7186.991754299991,1026.61211314069,0,3.470249411064952,0.6756612528860737,,10000.0,5778.271132559317,False,-0.24056184755188936
55856be344f3f56c,trend_state,30,12,1.0,192,both,2.5,6.0,2.0,72,1000.0,0.03,5,0.1,0.25,5,32,0.0005,0.1,-0.7417630724221869,-0.012933687301654007,-0.007936282648408984,-0.24426642301169033,0.27106369365974636,104,16,49,55,0,6,6,686,0.2988338192419825,0.9277415235563328,9240.523527850008,1502.520496371829,0,4.999179010246348,0.8511093636848805,,10000.0,2582.369275778132,False,-0.4930026998956222
