trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,exit_reason,timestamp_precision,initial_stop,initial_target,target_r,realized_net_r
1,1929240.0,1929279.0,1.0,3602.0,0.5225000000000001,0.5124000000000001,0.9410225000000002,0.9228324000000001,0.0,-36.380199999999995,-38.244054899999995,9961.755945100002,1.0,10000.0,0.18820450000000002,1696272000.0,2023-10-02T18:00:00Z,2023-10-02T18:00:00Z,2023-10-02T18:39:00Z,2023-10-02T18:40:00Z,stop,within_minute_not_exact_tick,0.5125270815797754,0.5823375105213481,6.0,-1.0646281813023006
2,1929300.0,1930800.0,-1.0,26969.0,0.5112,0.5143,6.8932763999999995,6.9350783499999995,-3.0596275103246784,-83.60389999999977,-94.3726272396751,9867.383317860327,3.0,9961.755945100002,1.3839480585530046,1696363200.0,2023-10-02T19:00:00Z,2023-10-02T19:00:00Z,2023-10-03T20:00:00Z,2023-10-03T20:00:00Z,opposite,simulated_bar_open_or_final_close,0.5256138193387586,0.42471708396744806,6.0,-0.24277397427893374
3,1930980.0,1935300.0,1.0,40452.0,0.5279,0.5258,10.677305400000002,10.634830800000001,10.269010688636827,-84.94919999999962,-116.53034688863644,9750.85297097169,4.0,9867.383317860327,2.164161471395093,1696633200.0,2023-10-03T23:00:00Z,2023-10-03T23:00:00Z,2023-10-06T23:00:00Z,2023-10-06T23:00:00Z,timeout,simulated_bar_open_or_final_close,0.5142035930817327,0.610078441509604,6.0,-0.2103257229320926
4,1948380.0,1948648.0,-1.0,1798.0,0.48610000000000003,0.49150000000000005,0.43700390000000006,0.44185850000000004,0.0,-9.70920000000003,-10.58806240000003,9740.26490857169,1.0,9750.85297097169,0.0896339840834359,1697434140.0,2023-10-16T01:00:00Z,2023-10-16T01:00:00Z,2023-10-16T05:28:00Z,2023-10-16T05:29:00Z,stop,within_minute_not_exact_tick,0.4913698562447427,0.4544808625315439,6.0,-1.117449836677195
5,1948680.0,1950060.0,1.0,21130.0,0.4934,0.4904,5.212771,5.181076,1.594320986183267,-63.39000000000006,-75.37816798618333,9664.886740585505,3.0,9740.26490857169,1.0703550773886292,1697518800.0,2023-10-16T06:00:00Z,2023-10-16T06:00:00Z,2023-10-17T05:00:00Z,2023-10-17T05:00:00Z,opposite,simulated_bar_open_or_final_close,0.4858056432622664,0.5389661404264017,6.0,-0.4697373431907689
6,1950360.0,1953883.0,-1.0,3410.0,0.4902,0.4995,0.8357910000000001,0.8516475,-0.4439240892473861,-31.712999999999916,-32.956514410752526,9631.930226174753,1.0,9664.886740585505,0.1729541219537079,1697748240.0,2023-10-17T10:00:00Z,2023-10-17T10:00:00Z,2023-10-19T20:43:00Z,2023-10-19T20:44:00Z,stop,within_minute_not_exact_tick,0.49938084792622833,0.4351149124426302,6.0,-1.0526987333070688
7,1965120.0,1965187.0,1.0,13465.0,0.5553,0.5406000000000001,3.7385572500000004,3.6395895000000005,0.74744215,-197.93549999999914,-206.06108889999916,9425.869137274754,1.0,9631.930226174753,0.7762841221254859,1698426480.0,2023-10-27T16:00:00Z,2023-10-27T16:00:00Z,2023-10-27T17:07:00Z,2023-10-27T17:08:00Z,stop,within_minute_not_exact_tick,0.5407492523610391,0.6426044858337653,6.0,-1.0517301502105365
8,1967520.0,1970577.0,1.0,6654.0,0.5475,0.5959,1.8215325,1.9825593,2.9073980826148156,322.0536,315.34211011738523,9741.211247392139,2.0,9425.869137274754,0.38649645427321283,1698749880.0,2023-10-29T08:00:00Z,2023-10-29T08:00:00Z,2023-10-31T10:57:00Z,2023-10-31T10:58:00Z,target,within_minute_not_exact_tick,0.5394016653040511,0.5960900081756934,6.0,5.851988326131824
9,1971780.0,1976100.0,1.0,11439.0,0.5915,0.6137,3.3830842500000005,3.51005715,7.511134419447046,253.94579999999996,239.54152418055293,9980.75277157269,4.0,9741.211247392139,0.6945921126401402,1699081200.0,2023-11-01T07:00:00Z,2023-11-01T07:00:00Z,2023-11-04T07:00:00Z,2023-11-04T07:00:00Z,timeout,simulated_bar_open_or_final_close,0.5685176678185431,0.7293939930887414,6.0,0.9111684028999496
10,1981140.0,1983852.0,1.0,13697.0,0.6858000000000001,0.6431,4.696701300000001,4.40427035,9.391437775131028,-584.861900000001,-603.3543094251321,9377.39846214756,1.0,9980.75277157269,0.9411517162066586,1699546380.0,2023-11-07T19:00:00Z,2023-11-07T19:00:00Z,2023-11-09T16:12:00Z,2023-11-09T16:13:00Z,stop,within_minute_not_exact_tick,0.6432400279568921,0.9411598322586481,6.0,-1.0350125819184484
