session_date,row_index,side,quantity_shares,entry,exit,stop,target,gross_pnl,fees,net_pnl,equity_before,equity_after,entry_time_precision
2021-09-10,2942.0,1.0,392.0,376.3502286427871,376.55233733825685,371.4270354180711,381.1981593480265,79.22660862414068,29.51378058645692,49.712828037683764,100000.0,100049.71282803768,"within session, exact time unavailable from daily OHLC"
2021-09-20,2948.0,1.0,396.0,362.62479498924955,365.6634422058106,357.7495151582171,367.4275571130549,1203.3042977581797,28.84021419292439,1174.4640835652554,100049.71282803768,101224.17691160293,"within session, exact time unavailable from daily OHLC"
2021-09-28,2954.0,1.0,377.0,360.500238075303,359.8340081176758,355.2956030558121,365.63278025646275,-251.16869402545245,27.1566010814753,-278.32529510692774,101224.17691160293,100945.851616496,"within session, exact time unavailable from daily OHLC"
2021-10-18,2968.0,-1.0,388.0,372.5264602517763,372.68725889587404,377.55067599577416,367.57675725110323,-62.389873909917014,28.91429230292884,-91.30416621284586,100945.851616496,100854.54745028315,"within session, exact time unavailable from daily OHLC"
2021-10-29,2977.0,-1.0,408.0,385.71647600995533,386.14859635009765,390.4789113714612,381.0311916587525,-176.30509877806617,31.492094952290163,-207.79719373035633,100854.54745028315,100646.7502565528,"within session, exact time unavailable from daily OHLC"
2021-11-09,2984.0,1.0,377.0,394.05370218935485,395.28047532348637,388.90190878090095,399.1266927376568,462.49347156758296,29.75789849223412,432.73557307534884,100646.7502565528,101079.48582962815,"within session, exact time unavailable from daily OHLC"
2021-12-01,2999.0,1.0,306.0,391.8962970647982,387.0812831176758,385.4862941393945,398.2279285679312,-1473.394267819453,23.836713953583704,-1497.2309817730368,101079.48582962815,99582.2548478551,"within session, exact time unavailable from daily OHLC"
2022-01-05,3023.0,1.0,363.0,389.47502190546055,384.12954316551725,384.1679599615134,394.70419663374815,-1940.408782599419,28.081845712076497,-1968.4906283114956,99582.2548478551,97613.7642195436,"within session, exact time unavailable from daily OHLC"
2022-01-07,3025.0,1.0,337.0,378.44942861742766,379.82199935302737,372.8344771079098,383.98869780945375,462.55633789710186,25.55374712260434,437.0025907744975,97613.7642195436,98050.7668103181,"within session, exact time unavailable from daily OHLC"
2022-01-11,3027.0,-1.0,310.0,385.38124532078984,385.8585893249512,391.52773246603476,379.3118421330048,-147.9766412900193,23.90843487401797,-171.8850761640373,98050.7668103181,97878.88173415407,"within session, exact time unavailable from daily OHLC"
