end_exclusive_utc,net_return
2022-09-01 00:00:00+00:00,3.0316748372873796
2022-09-02 00:00:00+00:00,3.0316748372873796
2022-09-03 00:00:00+00:00,3.0316748372873796
2022-09-04 00:00:00+00:00,3.0316748372873796
2022-09-05 00:00:00+00:00,3.0316748372873796
2022-09-06 00:00:00+00:00,3.288952358234938
2022-09-07 00:00:00+00:00,3.2265053226811444
2022-09-08 00:00:00+00:00,2.3174450856148523
2022-09-09 00:00:00+00:00,2.4672971832437396
2022-09-10 00:00:00+00:00,2.3666145489946926
2022-09-11 00:00:00+00:00,2.0985365604251864
2022-09-12 00:00:00+00:00,2.082588689151165
2022-09-13 00:00:00+00:00,2.199443413381669
2022-09-14 00:00:00+00:00,2.03024650662894
2022-09-15 00:00:00+00:00,2.240464080121094
2022-09-16 00:00:00+00:00,2.275252013179217
2022-09-17 00:00:00+00:00,2.275252013179217
2022-09-18 00:00:00+00:00,2.275252013179217
2022-09-19 00:00:00+00:00,2.197526798343448
2022-09-20 00:00:00+00:00,2.130928315792663
2022-09-21 00:00:00+00:00,2.130928315792663
2022-09-22 00:00:00+00:00,2.3307365175638526
2022-09-23 00:00:00+00:00,2.3013052266011953
2022-09-24 00:00:00+00:00,2.5550170528757365
2022-09-25 00:00:00+00:00,2.787416771852586
2022-09-26 00:00:00+00:00,2.4440720977945682
2022-09-27 00:00:00+00:00,2.4440720977945682
2022-09-28 00:00:00+00:00,2.4440720977945682
2022-09-29 00:00:00+00:00,2.2048796975366995
2022-09-30 00:00:00+00:00,1.964936067658567
2022-10-01 00:00:00+00:00,2.229040501148186
2022-10-02 00:00:00+00:00,2.229040501148186
2022-10-03 00:00:00+00:00,2.229040501148186
2022-10-04 00:00:00+00:00,2.229040501148186
2022-10-05 00:00:00+00:00,2.229040501148186
2022-10-06 00:00:00+00:00,2.229040501148186
2022-10-07 00:00:00+00:00,1.9528902787235523
2022-10-08 00:00:00+00:00,1.9385163432345434
2022-10-09 00:00:00+00:00,1.8270653268713697
2022-10-10 00:00:00+00:00,1.8270653268713697
2022-10-11 00:00:00+00:00,1.8270653268713697
2022-10-12 00:00:00+00:00,1.8270653268713697
2022-10-13 00:00:00+00:00,1.8270653268713697
2022-10-14 00:00:00+00:00,1.6345707423588496
2022-10-15 00:00:00+00:00,1.6269375651897025
2022-10-16 00:00:00+00:00,1.7128541769179262
2022-10-17 00:00:00+00:00,1.7128541769179262
2022-10-18 00:00:00+00:00,1.8702365549405249
2022-10-19 00:00:00+00:00,1.8989830859017096
2022-10-20 00:00:00+00:00,1.863393758184663
2022-10-21 00:00:00+00:00,1.804937578153739
2022-10-22 00:00:00+00:00,1.804937578153739
2022-10-23 00:00:00+00:00,1.804937578153739
2022-10-24 00:00:00+00:00,1.804937578153739
2022-10-25 00:00:00+00:00,1.804937578153739
2022-10-26 00:00:00+00:00,1.6366857197555844
2022-10-27 00:00:00+00:00,1.6366857197555844
2022-10-28 00:00:00+00:00,1.8024871251125485
2022-10-29 00:00:00+00:00,1.3298351179636243
2022-10-30 00:00:00+00:00,1.3298351179636243
2022-10-31 00:00:00+00:00,1.3298351179636243
2022-11-01 00:00:00+00:00,1.3298351179636243
2022-11-02 00:00:00+00:00,1.3298351179636243
2022-11-03 00:00:00+00:00,1.3298351179636243
2022-11-04 00:00:00+00:00,1.3298351179636243
2022-11-05 00:00:00+00:00,1.189574018393555
