timestamp,equity
2023-10-02 00:00:00+00:00,10000.0
2023-10-03 00:00:00+00:00,9900.12274291944
2023-10-04 00:00:00+00:00,9554.441265515055
2023-10-05 00:00:00+00:00,9614.119845225892
2023-10-06 00:00:00+00:00,9401.906713258182
2023-10-07 00:00:00+00:00,9307.97658340945
2023-10-08 00:00:00+00:00,9280.962107299372
2023-10-09 00:00:00+00:00,9286.656842489765
2023-10-10 00:00:00+00:00,9244.409198314228
2023-10-11 00:00:00+00:00,9326.35777473074
2023-10-12 00:00:00+00:00,9433.020016926821
2023-10-13 00:00:00+00:00,9559.068930720636
2023-10-14 00:00:00+00:00,9555.514907881183
2023-10-15 00:00:00+00:00,9553.16300293752
2023-10-16 00:00:00+00:00,9552.14178035678
2023-10-17 00:00:00+00:00,9617.902221764078
2023-10-18 00:00:00+00:00,9256.078306670594
2023-10-19 00:00:00+00:00,9169.288301585042
2023-10-20 00:00:00+00:00,9219.714355433263
2023-10-21 00:00:00+00:00,9170.230477380479
2023-10-22 00:00:00+00:00,9231.265942415203
2023-10-23 00:00:00+00:00,9212.705663253815
2023-10-24 00:00:00+00:00,9336.389187897577
2023-10-25 00:00:00+00:00,9416.999436947566
2023-10-26 00:00:00+00:00,9376.244912435726
2023-10-27 00:00:00+00:00,9357.071576170487
2023-10-28 00:00:00+00:00,9287.229300733134
2023-10-29 00:00:00+00:00,9285.083550733134
2023-10-30 00:00:00+00:00,9251.534978753129
2023-10-31 00:00:00+00:00,9308.60658996193
2023-11-01 00:00:00+00:00,9334.889170601695
2023-11-02 00:00:00+00:00,9465.806575400267
2023-11-03 00:00:00+00:00,9416.322429053791
2023-11-04 00:00:00+00:00,9446.963395735955
2023-11-05 00:00:00+00:00,9461.110687001225
2023-11-06 00:00:00+00:00,9681.078792212445
2023-11-07 00:00:00+00:00,9842.526894576675
2023-11-08 00:00:00+00:00,9252.882263527516
2023-11-09 00:00:00+00:00,9269.036096697464
2023-11-10 00:00:00+00:00,8948.38395375467
2023-11-11 00:00:00+00:00,8967.105432847535
2023-11-12 00:00:00+00:00,8951.985247951943
2023-11-13 00:00:00+00:00,8962.037341389303
2023-11-14 00:00:00+00:00,8729.918438496747
2023-11-15 00:00:00+00:00,8962.219359936747
2023-11-16 00:00:00+00:00,8784.818827722762
2023-11-17 00:00:00+00:00,9133.779359882761
2023-11-18 00:00:00+00:00,9123.513576462488
2023-11-19 00:00:00+00:00,9144.225597105939
2023-11-20 00:00:00+00:00,9026.011500547178
2023-11-21 00:00:00+00:00,9013.389394924674
2023-11-22 00:00:00+00:00,9058.408373853
2023-11-23 00:00:00+00:00,9015.349574514901
2023-11-24 00:00:00+00:00,9059.39027247205
2023-11-25 00:00:00+00:00,9059.50329855205
2023-11-26 00:00:00+00:00,9070.243793071753
2023-11-27 00:00:00+00:00,8894.751609689156
2023-11-28 00:00:00+00:00,8931.555205247738
2023-11-29 00:00:00+00:00,8888.844644505534
2023-11-30 00:00:00+00:00,8898.598934327729
2023-12-01 00:00:00+00:00,8896.426830795537
2023-12-02 00:00:00+00:00,8896.763853204106
2023-12-03 00:00:00+00:00,9017.533232286098
2023-12-04 00:00:00+00:00,9043.858799867892
2023-12-05 00:00:00+00:00,8899.983399877792
2023-12-06 00:00:00+00:00,8773.936084207791
2023-12-07 00:00:00+00:00,8891.586215549354
2023-12-08 00:00:00+00:00,8909.56548086611
2023-12-09 00:00:00+00:00,9074.348714567795
2023-12-10 00:00:00+00:00,8937.087822909489
2023-12-11 00:00:00+00:00,8888.302227909488
2023-12-12 00:00:00+00:00,8866.017221436281
2023-12-13 00:00:00+00:00,8862.860022693472
2023-12-14 00:00:00+00:00,8804.523122532133
2023-12-15 00:00:00+00:00,8781.576561971968
2023-12-16 00:00:00+00:00,8669.437606922482
2023-12-17 00:00:00+00:00,8648.971321536717
2023-12-18 00:00:00+00:00,8694.515041904178
2023-12-19 00:00:00+00:00,8687.147904425037
2023-12-20 00:00:00+00:00,8690.256355845037
2023-12-21 00:00:00+00:00,8655.212536065039
2023-12-22 00:00:00+00:00,8674.286891741582
2023-12-23 00:00:00+00:00,8673.333374360698
2023-12-24 00:00:00+00:00,8647.31075676525
2023-12-25 00:00:00+00:00,8496.88226010105
2023-12-26 00:00:00+00:00,8541.985523456515
2023-12-27 00:00:00+00:00,7949.789661768524
2023-12-28 00:00:00+00:00,7842.69952873341
2023-12-29 00:00:00+00:00,7829.971634594276
2023-12-30 00:00:00+00:00,7359.659312237774
2023-12-31 00:00:00+00:00,7389.826799057182
2024-01-01 00:00:00+00:00,7462.400073486644
2024-01-02 00:00:00+00:00,7311.679937739112
2024-01-03 00:00:00+00:00,7262.443998150768
2024-01-04 00:00:00+00:00,6917.27851535256
2024-01-05 00:00:00+00:00,6898.212984865984
2024-01-06 00:00:00+00:00,6947.382951124991
2024-01-07 00:00:00+00:00,6980.5819642533925
2024-01-08 00:00:00+00:00,6985.773172971531
2024-01-09 00:00:00+00:00,6977.715366771532
2024-01-10 00:00:00+00:00,6978.873271779802
2024-01-11 00:00:00+00:00,6779.346329999802
2024-01-12 00:00:00+00:00,6787.2589501661305
2024-01-13 00:00:00+00:00,6450.67810694613
2024-01-14 00:00:00+00:00,6420.74102372613
2024-01-15 00:00:00+00:00,6414.895573046853
