timestamp,equity
2021-09-01 00:00:00+00:00,10000.0
2021-09-02 00:00:00+00:00,10000.0
2021-09-03 00:00:00+00:00,10000.0
2021-09-04 00:00:00+00:00,10000.0
2021-09-05 00:00:00+00:00,10000.0
2021-09-06 00:00:00+00:00,10000.0
2021-09-07 00:00:00+00:00,10000.0
2021-09-08 00:00:00+00:00,10000.0
2021-09-09 00:00:00+00:00,9856.838139412339
2021-09-10 00:00:00+00:00,9910.724034754818
2021-09-11 00:00:00+00:00,9714.288214781482
2021-09-12 00:00:00+00:00,9714.288214781482
2021-09-13 00:00:00+00:00,9714.288214781482
2021-09-14 00:00:00+00:00,9975.069038114902
2021-09-15 00:00:00+00:00,10204.915087458576
2021-09-16 00:00:00+00:00,10204.915087458576
2021-09-17 00:00:00+00:00,10204.915087458576
2021-09-18 00:00:00+00:00,10204.915087458576
2021-09-19 00:00:00+00:00,10204.915087458576
2021-09-20 00:00:00+00:00,10225.917009712357
2021-09-21 00:00:00+00:00,9856.21873317458
2021-09-22 00:00:00+00:00,9856.21873317458
2021-09-23 00:00:00+00:00,9662.61527626058
2021-09-24 00:00:00+00:00,9662.61527626058
2021-09-25 00:00:00+00:00,9662.61527626058
2021-09-26 00:00:00+00:00,9662.61527626058
2021-09-27 00:00:00+00:00,9662.61527626058
2021-09-28 00:00:00+00:00,9662.61527626058
2021-09-29 00:00:00+00:00,9662.61527626058
2021-09-30 00:00:00+00:00,9897.592160319507
2021-10-01 00:00:00+00:00,9897.592160319507
2021-10-02 00:00:00+00:00,9897.592160319507
2021-10-03 00:00:00+00:00,9897.592160319507
2021-10-04 00:00:00+00:00,9897.592160319507
2021-10-05 00:00:00+00:00,9897.592160319507
2021-10-06 00:00:00+00:00,9897.592160319507
2021-10-07 00:00:00+00:00,9897.592160319507
2021-10-08 00:00:00+00:00,9897.592160319507
2021-10-09 00:00:00+00:00,9897.592160319507
2021-10-10 00:00:00+00:00,9897.592160319507
2021-10-11 00:00:00+00:00,9897.592160319507
2021-10-12 00:00:00+00:00,9897.592160319507
2021-10-13 00:00:00+00:00,9688.502880919506
2021-10-14 00:00:00+00:00,9725.763372431507
2021-10-15 00:00:00+00:00,9725.763372431507
2021-10-16 00:00:00+00:00,9725.763372431507
2021-10-17 00:00:00+00:00,9725.763372431507
2021-10-18 00:00:00+00:00,9725.763372431507
2021-10-19 00:00:00+00:00,9725.763372431507
2021-10-20 00:00:00+00:00,9725.763372431507
2021-10-21 00:00:00+00:00,9725.763372431507
2021-10-22 00:00:00+00:00,9691.233908295677
2021-10-23 00:00:00+00:00,9684.273841295677
2021-10-24 00:00:00+00:00,9495.667412932307
2021-10-25 00:00:00+00:00,9697.527358439425
2021-10-26 00:00:00+00:00,9697.527358439425
2021-10-27 00:00:00+00:00,9697.527358439425
2021-10-28 00:00:00+00:00,9574.403349883067
2021-10-29 00:00:00+00:00,9502.255352291586
2021-10-30 00:00:00+00:00,9502.255352291586
2021-10-31 00:00:00+00:00,9649.000105615356
2021-11-01 00:00:00+00:00,9831.740804399751
2021-11-02 00:00:00+00:00,9510.414908756225
2021-11-03 00:00:00+00:00,9510.414908756225
2021-11-04 00:00:00+00:00,9319.813429917025
2021-11-05 00:00:00+00:00,9293.07716069241
2021-11-06 00:00:00+00:00,9271.92490085744
2021-11-07 00:00:00+00:00,9271.92490085744
2021-11-08 00:00:00+00:00,9271.92490085744
2021-11-09 00:00:00+00:00,9271.92490085744
2021-11-10 00:00:00+00:00,9271.92490085744
2021-11-11 00:00:00+00:00,9089.76704185744
2021-11-12 00:00:00+00:00,9089.76704185744
2021-11-13 00:00:00+00:00,8988.025145106129
2021-11-14 00:00:00+00:00,9078.85075660566
2021-11-15 00:00:00+00:00,9078.85075660566
2021-11-16 00:00:00+00:00,8899.91442460566
2021-11-17 00:00:00+00:00,8899.91442460566
2021-11-18 00:00:00+00:00,9211.812384155659
2021-11-19 00:00:00+00:00,9030.807009455659
2021-11-20 00:00:00+00:00,9045.883336336698
2021-11-21 00:00:00+00:00,9010.977045689571
2021-11-22 00:00:00+00:00,9041.442875776696
2021-11-23 00:00:00+00:00,9041.442875776696
2021-11-24 00:00:00+00:00,9199.23928388263
2021-11-25 00:00:00+00:00,9444.574115340112
2021-11-26 00:00:00+00:00,9258.630050590113
2021-11-27 00:00:00+00:00,9076.536992590112
2021-11-28 00:00:00+00:00,9076.536992590112
2021-11-29 00:00:00+00:00,8897.337520390112
2021-11-30 00:00:00+00:00,9016.526551840112
2021-12-01 00:00:00+00:00,9094.150091276953
2021-12-02 00:00:00+00:00,9320.463469776954
2021-12-03 00:00:00+00:00,9320.463469776954
2021-12-04 00:00:00+00:00,9320.463469776954
2021-12-05 00:00:00+00:00,9320.463469776954
2021-12-06 00:00:00+00:00,9320.463469776954
2021-12-07 00:00:00+00:00,9360.076026580275
2021-12-08 00:00:00+00:00,9276.179900820433
2021-12-09 00:00:00+00:00,9276.179900820433
2021-12-10 00:00:00+00:00,9276.179900820433
2021-12-11 00:00:00+00:00,9242.584760354433
2021-12-12 00:00:00+00:00,9062.093749784375
2021-12-13 00:00:00+00:00,9062.093749784375
2021-12-14 00:00:00+00:00,9062.093749784375
2021-12-15 00:00:00+00:00,9019.513230885426
2021-12-16 00:00:00+00:00,9297.860944661676
2021-12-17 00:00:00+00:00,9297.860944661676
