timestamp,open,high,low,close,volume,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,original_open,original_close,aggregate_records
1730145600000,2505.93,2506.66,2504.13,2505.8,1058.973,2653310.29366,3076,431.031,1079934.16392,2503.77,2503.77,1082
1730145660000,2505.8,2509.52,2505.59,2508.94,1533.6310000000003,3846394.9270800003,2708,1400.726,3513097.6743,2503.77,2503.77,833
1730145720000,2508.93,2512.43,2508.76,2509.37,2397.0640000000003,6017715.07409,3779,1404.956,3527059.85243,2503.77,2503.77,1134
1730145780000,2509.36,2510.0,2507.52,2508.21,988.2629999999999,2479550.05225,2364,366.142,918699.05803,2503.77,2503.77,854
1730145840000,2508.2,2508.89,2506.65,2507.56,580.4449999999999,1455587.87291,1755,183.153,459306.93386000005,2503.77,2503.77,602
1730145900000,2507.56,2508.74,2507.36,2507.54,2302.2670000000003,5773804.324330001,2224,1870.8100000000004,4691714.544110001,2503.77,2503.77,767
1730145960000,2507.54,2507.81,2506.0,2506.83,626.836,1571602.6927599998,1750,197.342,494732.50496000005,2503.77,2503.77,603
1730146020000,2506.83,2507.11,2506.0,2506.23,569.752,1428092.16377,1147,129.983,325777.2354800001,2503.77,2503.77,388
1730146080000,2506.23,2507.18,2506.01,2507.09,919.524,2305083.58969,1408,576.211,1444419.3596599996,2503.77,2503.77,426
1730146140000,2507.09,2508.88,2507.09,2508.55,1702.2930000000001,4269199.861160001,2079,1368.0720000000001,3430933.7839599997,2503.77,2503.77,589
1730146200000,2508.56,2510.37,2507.37,2509.06,2340.988,5873470.682499999,3018,1095.786,2749558.08057,2503.77,2503.77,935
1730146260000,2509.05,2509.96,2508.3,2509.96,959.1519999999999,2406975.20772,1371,568.976,1427796.6941700003,2503.77,2503.77,418
1730146320000,2509.95,2509.96,2509.19,2509.43,904.8700000000001,2270834.6558,1326,284.943,715028.1656300001,2503.77,2503.77,324
1730146380000,2509.43,2509.78,2509.2,2509.28,533.919,1339813.15862,843,249.89100000000002,627067.81559,2503.77,2503.77,268
1730146440000,2509.27,2509.97,2509.27,2509.91,1028.632,2581566.268,1020,673.8900000000001,1691265.2099100002,2503.77,2503.77,235
1730146500000,2509.9,2509.92,2508.6,2509.92,1410.624,3539922.27711,1539,642.469,1612153.21876,2503.77,2503.77,449
1730146560000,2509.92,2511.19,2509.79,2510.91,5669.100999999998,14230116.36577,2434,5128.900999999998,12873840.65832,2503.77,2503.77,665
1730146620000,2510.9,2511.44,2510.68,2511.13,462.37799999999993,1161108.2984799999,837,267.61400000000003,672000.8041500001,2503.77,2503.77,331
1730146680000,2511.14,2511.61,2511.13,2511.14,522.539,1312271.1332899998,673,283.673,712380.1093599999,2503.77,2503.77,213
1730146740000,2511.15,2511.6,2510.63,2510.97,796.9610000000001,2001399.95376,1070,244.50900000000001,613996.1178200002,2503.77,2503.77,305
1730146800000,2510.98,2512.33,2510.17,2512.33,477.251,1198429.8408400002,1271,238.212,598209.84113,2503.77,2503.77,449
1730146860000,2512.33,2512.33,2510.4,2510.8,827.121,2077220.7900799997,1291,102.607,257632.11673999997,2503.77,2503.77,373
1730146920000,2510.79,2510.95,2510.04,2510.2,535.9760000000001,1345607.11249,1027,86.973,218345.19772,2503.77,2503.77,335
1730146980000,2510.2,2510.21,2508.82,2509.44,409.46599999999995,1027456.3869500001,791,107.437,269579.6078,2503.77,2503.77,300
1730147040000,2509.44,2510.64,2509.44,2510.34,467.66499999999996,1173918.8418,972,312.485,784375.20808,2503.77,2503.77,336
1730147100000,2510.34,2510.56,2509.71,2510.04,228.86999999999998,574505.60088,690,121.72800000000001,305546.71243,2503.77,2503.77,255
1730147160000,2510.05,2510.41,2509.08,2509.8,261.354,655885.93373,900,79.042,198360.08532999997,2503.77,2503.77,306
1730147220000,2509.81,2510.17,2509.18,2509.18,709.137,1779620.79661,1065,271.86300000000006,682238.9219499999,2503.77,2503.77,411
1730147280000,2509.17,2510.38,2509.01,2509.99,743.14,1865024.71496,1219,599.948,1505664.8349199998,2503.77,2503.77,376
1730147340000,2509.98,2510.39,2509.62,2509.67,553.6569999999999,1389641.65381,800,290.36500000000007,728781.3222699999,2503.77,2503.77,251
1730147400000,2509.68,2511.94,2509.67,2511.93,599.076,1504229.87033,1167,448.354,1125683.90131,2503.77,2503.77,374
1730147460000,2511.94,2512.0,2511.27,2511.91,918.23,2306372.21704,1027,535.635,1345376.35917,2503.77,2503.77,290
1730147520000,2511.91,2514.56,2511.91,2514.56,4716.656000000001,11850093.33438,2120,4376.312000000001,10994600.26171,2503.77,2503.77,530
1730147580000,2514.55,2514.55,2512.8,2513.58,482.172,1211982.5078099999,1008,158.212,397653.04487,2503.77,2503.77,373
1730147640000,2513.57,2514.47,2513.57,2514.07,333.815,839216.8283599999,851,107.59499999999998,270492.21764,2503.77,2503.77,292
1730147700000,2514.07,2514.33,2512.43,2512.44,555.707,1396778.7764000003,1190,211.44,531483.0307100001,2503.77,2503.77,409
1730147760000,2512.43,2513.88,2512.31,2513.42,477.97099999999995,1201298.88516,1253,194.92000000000002,489876.98826,2503.77,2503.77,369
1730147820000,2513.42,2513.81,2513.11,2513.51,415.117,1043379.4202,612,178.21,447914.81728,2503.77,2503.77,213
1730147880000,2513.51,2514.52,2513.51,2514.25,494.51300000000003,1243320.74669,751,284.842,716158.14888,2503.77,2503.77,271
1730147940000,2514.24,2514.6,2514.0,2514.01,1841.2559999999999,4629964.97817,1087,1530.4609999999998,3848467.9592999993,2503.77,2503.77,296
1730148000000,2514.01,2514.53,2513.31,2513.75,420.47999999999996,1057074.1935299998,814,163.073,409949.28766000003,2503.77,2503.77,286
1730148060000,2513.75,2514.6,2513.67,2514.45,540.986,1360112.5931699998,1061,175.724,441812.32868000004,2503.77,2503.77,391
1730148120000,2514.45,2515.81,2513.97,2515.53,2160.3140000000003,5432490.062820001,1480,1891.9910000000002,4757771.24978,2503.77,2503.77,435
1730148180000,2515.53,2516.49,2515.29,2515.66,1507.3739999999998,3792441.8560499996,1503,1080.041,2717270.79887,2503.77,2503.77,442
1730148240000,2515.66,2516.02,2514.56,2514.56,565.365,1422167.34837,828,287.55699999999996,723389.11385,2503.77,2503.77,291
1730148300000,2514.55,2514.7,2513.55,2513.81,642.76,1616007.89729,1192,147.339,370435.88320000004,2503.77,2503.77,397
1730148360000,2513.81,2514.9,2513.8,2514.9,262.235,659412.1935999999,554,201.317,506227.64478000003,2503.77,2503.77,205
1730148420000,2514.89,2515.5,2513.89,2514.83,1512.2920000000001,3803015.02346,1627,186.89399999999998,470011.4970700001,2503.77,2503.77,511
1730148480000,2514.82,2515.2,2513.79,2514.07,300.129,754692.9854000001,747,108.73,273427.68924,2503.77,2503.77,270
1730148540000,2514.06,2514.49,2513.81,2514.32,557.719,1402134.27593,902,405.90099999999995,1020464.05861,2503.77,2503.77,258
1730148600000,2514.32,2515.16,2514.31,2514.63,277.78700000000003,698576.8267300001,719,106.421,267627.28900999995,2503.77,2503.77,244
