trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
135,1508825.0,1509120.0,-1.0,6311.0,0.383,0.385,1.2085565,1.2148675,0.2466622384999574,-12.62200000000001,-15.29208623849997,9137.628613619694,4.0,9152.920699858194,0.2640810599437891,1671062400.0,2022-12-14 19:05:00+00:00,2022-12-14 19:05:00+00:00,2022-12-15 00:00:00+00:00,2022-12-15 00:00:00+00:00,0.3895144827516221,0.35694206899351166,2022-12-15 00:00:00+00:00,4.0,-0.37195347441822013,timeout,minute interval; not exact exchange fill
136,1510240.0,1510560.0,-1.0,5057.0,0.37620000000000003,0.3778,0.9512217000000001,0.9552673000000002,-0.1859028519721607,-8.09119999999995,-9.81178614802779,9127.816827471666,4.0,9137.628613619694,0.2081988096084794,1671148800.0,2022-12-15 18:40:00+00:00,2022-12-15 18:40:00+00:00,2022-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,0.3801008272017819,0.3610966911928725,2022-12-16 00:00:00+00:00,3.871822058723455,-0.4973915557445369,timeout,minute interval; not exact exchange fill
137,1511105.0,1511918.0,-1.0,7495.0,0.3675,0.3466,1.37720625,1.2988835,-0.215908017810825,156.6454999999998,154.18531826781063,9282.002145739478,2.0,9127.816827471666,0.30176027324629723,1671230340.0,2022-12-16 09:05:00+00:00,2022-12-16 09:05:00+00:00,2022-12-16 22:38:00+00:00,2022-12-16 22:39:00+00:00,0.37287466318606916,0.3465013472557233,2022-12-17 00:00:00+00:00,3.9069709146991913,3.827543462380277,target,minute interval; not exact exchange fill
138,1515105.0,1515361.0,-1.0,8222.0,0.339,0.3441,1.3936290000000002,1.4145951,0.9549828966074472,-41.932199999999945,-45.69540699660739,9236.30673874287,1.0,9282.002145739478,0.3002862912803114,1671436920.0,2022-12-19 03:45:00+00:00,2022-12-19 03:45:00+00:00,2022-12-19 08:01:00+00:00,2022-12-19 08:02:00+00:00,0.3439694135419252,0.3191223458322994,2022-12-20 00:00:00+00:00,4.0,-1.1183814067393034,stop,minute interval; not exact exchange fill
139,1515725.0,1516320.0,-1.0,8482.0,0.3392,0.3386,1.4385472,1.4360026000000001,1.03359121386818,5.08919999999991,1.1810589861317302,9237.487797729,4.0,9236.30673874287,0.3114983598294392,1671494400.0,2022-12-19 14:05:00+00:00,2022-12-19 14:05:00+00:00,2022-12-20 00:00:00+00:00,2022-12-20 00:00:00+00:00,0.3439694135419252,0.32062234583229926,2022-12-20 00:00:00+00:00,3.895165307934669,0.029194990597058615,timeout,minute interval; not exact exchange fill
140,1528185.0,1528712.0,-1.0,7097.0,0.35500000000000004,0.3609,1.2597175000000003,1.28065365,-0.25442745,-41.87229999999972,-44.158243699999716,9193.329554029,1.0,9237.487797729,0.27274027908533677,1672237980.0,2022-12-28 05:45:00+00:00,2022-12-28 05:45:00+00:00,2022-12-28 14:32:00+00:00,2022-12-28 14:33:00+00:00,0.36081017392278847,0.33225930430884626,2022-12-29 00:00:00+00:00,3.9139440562977184,-1.0708973746200419,stop,minute interval; not exact exchange fill
141,1529420.0,1530720.0,-1.0,6630.0,0.343,0.342,1.137045,1.1337300000000001,-0.5182432272264,6.630000000000006,4.877468227226406,9198.207022256227,4.0,9193.329554029,0.2473630458513667,1672358400.0,2022-12-29 02:20:00+00:00,2022-12-29 02:20:00+00:00,2022-12-30 00:00:00+00:00,2022-12-30 00:00:00+00:00,0.3492524386320655,0.31849024547173804,2022-12-30 00:00:00+00:00,3.9200312023158923,0.11766071489405004,timeout,minute interval; not exact exchange fill
142,1535110.0,1535393.0,-1.0,3707.0,0.3209,0.33280000000000004,0.5947881500000001,0.6168448000000001,0.0,-44.11330000000008,-45.32493295000008,9152.882089306227,1.0,9198.207022256227,0.12932697612933364,1672638840.0,2023-01-02 01:10:00+00:00,2023-01-02 01:10:00+00:00,2023-01-02 05:53:00+00:00,2023-01-02 05:54:00+00:00,0.33265691185759183,0.2743723525696327,2023-01-03 00:00:00+00:00,3.9574718254201184,-1.0399712227241678,stop,minute interval; not exact exchange fill
143,1552190.0,1552320.0,1.0,7189.0,0.38520000000000004,0.3855,1.3846014000000002,1.38567975,0.27720784,2.1566999999997627,-0.8907889900002375,9151.99130031623,4.0,9152.882089306227,0.3025498168752113,1673654400.0,2023-01-13 21:50:00+00:00,2023-01-13 21:50:00+00:00,2023-01-14 00:00:00+00:00,2023-01-14 00:00:00+00:00,0.3795742533866527,0.4067029864533893,2023-01-14 00:00:00+00:00,3.8222458157593486,-0.022025520969261303,timeout,minute interval; not exact exchange fill
144,1552360.0,1552370.0,1.0,6274.0,0.39740000000000003,0.3907,1.2466438000000002,1.2256259,0.0,-42.03580000000024,-44.50806970000024,9107.48323061623,1.0,9151.99130031623,0.2724311593165358,1673657460.0,2023-01-14 00:40:00+00:00,2023-01-14 00:40:00+00:00,2023-01-14 00:50:00+00:00,2023-01-14 00:51:00+00:00,0.3908636969976048,0.42254521200958073,2023-01-15 00:00:00+00:00,3.8470083165309625,-1.0853306521133486,stop,minute interval; not exact exchange fill
145,1552395.0,1552877.0,1.0,7601.0,0.3961,0.3907,1.50537805,1.4848553500000001,0.30756883265900004,-41.04540000000012,-44.343202232659124,9063.14002838357,1.0,9107.48323061623,0.330580471439011,1673687880.0,2023-01-14 01:15:00+00:00,2023-01-14 01:15:00+00:00,2023-01-14 09:17:00+00:00,2023-01-14 09:18:00+00:00,0.3908636969976048,0.4170452120095808,2023-01-15 00:00:00+00:00,4.0,-1.1141189225167998,stop,minute interval; not exact exchange fill
146,1553195.0,1553198.0,1.0,6874.0,0.3967,0.3907,1.3634579,1.3428359,0.0,-41.244000000000035,-43.95029380000003,9019.18973458357,1.0,9063.14002838357,0.30087980451145596,1673707140.0,2023-01-14 14:35:00+00:00,2023-01-14 14:35:00+00:00,2023-01-14 14:38:00+00:00,2023-01-14 14:39:00+00:00,0.3908636969976048,0.4195452120095808,2023-01-15 00:00:00+00:00,3.91432932803613,-1.0955051506709077,stop,minute interval; not exact exchange fill
147,1555380.0,1555688.0,1.0,7484.0,0.3947,0.38930000000000003,1.4769674,1.4567606000000002,0.29433980764,-40.413599999999704,-43.641667807639706,8975.54806677593,1.0,9019.18973458357,0.3275166491589932,1673856540.0,2023-01-16 03:00:00+00:00,2023-01-16 03:00:00+00:00,2023-01-16 08:08:00+00:00,2023-01-16 08:09:00+00:00,0.3894271402656578,0.414791438937369,2023-01-17 00:00:00+00:00,3.810349591989547,-1.1059139639198865,stop,minute interval; not exact exchange fill
148,1557870.0,1557944.0,1.0,7702.0,0.3955,0.39030000000000004,1.5230705,1.5030453000000004,0.0,-40.05039999999986,-43.07651579999987,8932.47155097593,1.0,8975.54806677593,0.3393821722459108,1673991900.0,2023-01-17 20:30:00+00:00,2023-01-17 20:30:00+00:00,2023-01-17 21:44:00+00:00,2023-01-17 21:45:00+00:00,0.39042708054648634,0.41579167781405474,2023-01-18 00:00:00+00:00,4.0,-1.1025012423814744,stop,minute interval; not exact exchange fill
149,1560110.0,1560379.0,1.0,9039.0,0.38670000000000004,0.3824,1.7476906500000002,1.7282568,0.0,-38.867700000000234,-42.34364745000023,8890.12790352593,1.0,8932.47155097593,0.39131177525195787,1674138000.0,2023-01-19 09:50:00+00:00,2023-01-19 09:50:00+00:00,2023-01-19 14:19:00+00:00,2023-01-19 14:20:00+00:00,0.3825007693182689,0.40349692272692445,2023-01-20 00:00:00+00:00,3.999999999999934,-1.1155733883304497,stop,minute interval; not exact exchange fill
150,1560420.0,1560960.0,1.0,8818.0,0.38680000000000003,0.3926,1.7054012000000003,1.7309734,0.6908027460780001,51.14439999999975,47.01722265392175,8937.145126179852,4.0,8890.12790352593,0.3836617917102448,1674172800.0,2023-01-19 15:00:00+00:00,2023-01-19 15:00:00+00:00,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,0.3825007693182689,0.40349692272692445,2023-01-20 00:00:00+00:00,3.883700122878987,1.2402125691131713,timeout,minute interval; not exact exchange fill
151,1562165.0,1562400.0,1.0,7744.0,0.40280000000000005,0.41240000000000004,1.5596416000000002,1.5968128000000001,0.118034502119776,74.34239999999998,71.06791109788021,9008.21303727773,4.0,8937.145126179852,0.3490245661181655,1674259200.0,2023-01-20 20:05:00+00:00,2023-01-20 20:05:00+00:00,2023-01-21 00:00:00+00:00,2023-01-21 00:00:00+00:00,0.3977939147284667,0.4223243410861332,2023-01-21 00:00:00+00:00,3.9001215574885575,1.833200483727991,timeout,minute interval; not exact exchange fill
152,1565360.0,1565399.0,1.0,7338.0,0.41140000000000004,0.40590000000000004,1.5094266000000003,1.4892471,0.0,-40.35900000000004,-43.357673700000035,8964.85536357773,1.0,9008.21303727773,0.3351223142156387,1674439200.0,2023-01-23 01:20:00+00:00,2023-01-23 01:20:00+00:00,2023-01-23 01:59:00+00:00,2023-01-23 02:00:00+00:00,0.4060385083383156,0.4318459666467376,2023-01-24 00:00:00+00:00,3.813484742101418,-1.1020533785822728,stop,minute interval; not exact exchange fill
153,1565755.0,1566720.0,1.0,5374.0,0.4136,0.4232,1.1113432,1.1371384,0.676314912056,51.59039999999999,48.66560348794399,9013.520967065673,4.0,8964.85536357773,0.24793332517446903,1674518400.0,2023-01-23 07:55:00+00:00,2023-01-23 07:55:00+00:00,2023-01-24 00:00:00+00:00,2023-01-24 00:00:00+00:00,0.4060385083383156,0.44384596664673764,2023-01-24 00:00:00+00:00,4.0,1.1976143016710978,timeout,minute interval; not exact exchange fill
154,1569480.0,1569528.0,1.0,6491.0,0.4204,0.4141,1.3644082000000002,1.34396155,0.0,-40.89329999999982,-43.60166974999982,8969.919297315675,1.0,9013.520967065673,0.3027469964257884,1674686940.0,2023-01-25 22:00:00+00:00,2023-01-25 22:00:00+00:00,2023-01-25 22:48:00+00:00,2023-01-25 22:49:00+00:00,0.4142458965179652,0.44451641392813934,2023-01-26 00:00:00+00:00,3.9187533973941853,-1.0915074827079358,stop,minute interval; not exact exchange fill
155,1577900.0,1578240.0,1.0,5319.0,0.4068,0.4055,1.0818846000000002,1.0784272500000003,0.21573864,-6.914699999999829,-9.29075048999983,8960.628546825676,4.0,8969.919297315675,0.2412250465450148,1675209600.0,2023-01-31 18:20:00+00:00,2023-01-31 18:20:00+00:00,2023-02-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,0.40037660454293733,0.4319935818282507,2023-02-01 00:00:00+00:00,3.922159548895564,-0.271929388697285,timeout,minute interval; not exact exchange fill
156,1588270.0,1588320.0,1.0,6687.0,0.4043,0.40340000000000004,1.35177705,1.3487679000000001,0.26988086035799996,-6.018299999999709,-8.988725810357709,8951.639821015318,4.0,8960.628546825676,0.3017147832735172,1675814400.0,2023-02-07 23:10:00+00:00,2023-02-07 23:10:00+00:00,2023-02-08 00:00:00+00:00,2023-02-08 00:00:00+00:00,0.39836637741838005,0.42753449032647983,2023-02-08 00:00:00+00:00,3.9157344450001337,-0.2265410405717062,timeout,minute interval; not exact exchange fill
157,1596080.0,1596367.0,-1.0,7981.0,0.364,0.369,1.452542,1.4724945,0.0,-39.90500000000004,-42.83003650000004,8908.809784515317,1.0,8951.639821015318,0.32453093043130254,1676297280.0,2023-02-13 09:20:00+00:00,2023-02-13 09:20:00+00:00,2023-02-13 14:07:00+00:00,2023-02-13 14:08:00+00:00,0.3688978724686931,0.3449085101252275,2023-02-14 00:00:00+00:00,3.897914859319855,-1.0956798149201175,stop,minute interval; not exact exchange fill
158,1596565.0,1596638.0,-1.0,7415.0,0.36360000000000003,0.369,1.348047,1.3680675,0.0,-40.040999999999705,-42.75711449999971,8866.052670015319,1.0,8908.809784515317,0.30263234542128914,1676313540.0,2023-02-13 17:25:00+00:00,2023-02-13 17:25:00+00:00,2023-02-13 18:38:00+00:00,2023-02-13 18:39:00+00:00,0.3688978724686931,0.3429085101252277,2023-02-14 00:00:00+00:00,3.905622492244837,-1.0884180459373065,stop,minute interval; not exact exchange fill
159,1612325.0,1612800.0,-1.0,4499.0,0.3724,0.3781,0.8377138000000001,0.8505359499999999,-0.0529585460539421,-25.644299999999923,-27.27959120394598,8838.773078811373,4.0,8866.052670015319,0.18897108582111607,1677283200.0,2023-02-24 16:05:00+00:00,2023-02-24 16:05:00+00:00,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00:00,0.3815317269234534,0.33637309230618645,2023-02-25 00:00:00+00:00,3.9452458440565303,-0.6640013295644014,timeout,minute interval; not exact exchange fill
160,1621535.0,1622668.0,-1.0,3828.0,0.36050000000000004,0.3715,0.6899970000000001,0.7110510000000001,-0.1988245974,-42.10799999999983,-43.310223402599824,8795.462855408774,1.0,8838.773078811373,0.15612958808821234,1677875340.0,2023-03-03 01:35:00+00:00,2023-03-03 01:35:00+00:00,2023-03-03 20:28:00+00:00,2023-03-03 20:29:00+00:00,0.3713380165225491,0.31764793390980345,2023-03-04 00:00:00+00:00,3.9538660972734827,-1.0439235284851665,stop,minute interval; not exact exchange fill
161,1630940.0,1630977.0,1.0,9411.0,0.3966,0.3926,1.8662013,1.8473793,0.0,-37.644000000000034,-41.357580600000034,8754.105274808775,1.0,8795.462855408774,0.42435545023133797,1678373880.0,2023-03-09 14:20:00+00:00,2023-03-09 14:20:00+00:00,2023-03-09 14:57:00+00:00,2023-03-09 14:58:00+00:00,0.39268238504178166,0.41127045983287325,2023-03-10 00:00:00+00:00,3.7447426532047583,-1.1217539362261815,stop,minute interval; not exact exchange fill
162,1632150.0,1632325.0,-1.0,6560.0,0.3598,0.3659,1.180144,1.200152,0.0,-40.01599999999996,-42.396295999999964,8711.708978808776,1.0,8754.105274808775,0.26962070090613094,1678454760.0,2023-03-10 10:30:00+00:00,2023-03-10 10:30:00+00:00,2023-03-10 13:25:00+00:00,2023-03-10 13:26:00+00:00,0.36576828694089436,0.3369268522364225,2023-03-11 00:00:00+00:00,3.832447734181822,-1.082865161143129,stop,minute interval; not exact exchange fill
163,1633445.0,1633484.0,-1.0,7944.0,0.3602,0.36510000000000004,1.4307144,1.4501772000000002,0.0,-38.925600000000124,-41.80649160000012,8669.902487208776,1.0,8711.708978808776,0.328457803969396,1678524300.0,2023-03-11 08:05:00+00:00,2023-03-11 08:05:00+00:00,2023-03-11 08:44:00+00:00,2023-03-11 08:45:00+00:00,0.36497830963173467,0.34208676147306133,2023-03-12 00:00:00+00:00,3.7907209709980925,-1.1013622819770144,stop,minute interval; not exact exchange fill
164,1633635.0,1634400.0,-1.0,8528.0,0.36060000000000003,0.3637,1.5375984,1.5508168,0.03254442488519041,-26.436799999999927,-29.55775962488512,8640.344727583892,4.0,8669.902487208776,0.35469796858004127,1678579200.0,2023-03-11 11:15:00+00:00,2023-03-11 11:15:00+00:00,2023-03-12 00:00:00+00:00,2023-03-12 00:00:00+00:00,0.36497830963173467,0.3440867614730614,2023-03-12 00:00:00+00:00,3.7716013520944838,-0.7916219903190395,timeout,minute interval; not exact exchange fill
165,1635235.0,1635505.0,-1.0,8165.0,0.3543,0.35900000000000004,1.44642975,1.4656175,0.40352047274,-38.37550000000031,-41.69106772274031,8598.653659861151,1.0,8640.344727583892,0.334808342862141,1678645560.0,2023-03-12 13:55:00+00:00,2023-03-12 13:55:00+00:00,2023-03-12 18:25:00+00:00,2023-03-12 18:26:00+00:00,0.35889451529009203,0.33642193883963184,2023-03-13 00:00:00+00:00,3.891174592219078,-1.1113404643600096,stop,minute interval; not exact exchange fill
166,1636380.0,1636689.0,-1.0,9533.0,0.36260000000000003,0.3665,1.7283329,1.7469222500000001,0.0,-37.17869999999961,-40.653955149999604,8557.999704711152,1.0,8598.653659861151,0.402000817422831,1678716600.0,2023-03-13 09:00:00+00:00,2023-03-13 09:00:00+00:00,2023-03-13 14:09:00+00:00,2023-03-13 14:10:00+00:00,0.3664018612429952,0.3478925550280194,2023-03-14 00:00:00+00:00,3.8684854685527554,-1.1217005901668065,stop,minute interval; not exact exchange fill
167,1639560.0,1640160.0,-1.0,9318.0,0.364,0.3588,1.695876,1.6716492,-0.60480444375855,48.45359999999984,45.690879243758395,8603.69058395491,4.0,8557.999704711152,0.39632532332676423,1678924800.0,2023-03-15 14:00:00+00:00,2023-03-15 14:00:00+00:00,2023-03-16 00:00:00+00:00,2023-03-16 00:00:00+00:00,0.36788231215321177,0.34947075138715306,2023-03-16 00:00:00+00:00,3.742421536307202,1.2630378279006724,timeout,minute interval; not exact exchange fill
168,1643125.0,1643131.0,1.0,7997.0,0.38930000000000003,0.3845,1.5566160500000001,1.53742325,0.0,-38.38560000000021,-41.479639300000215,8562.210944654911,1.0,8603.69058395491,0.36184844975781566,1679103120.0,2023-03-18 01:25:00+00:00,2023-03-18 01:25:00+00:00,2023-03-18 01:31:00+00:00,2023-03-18 01:32:00+00:00,0.38466636036189333,0.4073345585524266,2023-03-19 00:00:00+00:00,3.8920934645223033,-1.1194008177380377,stop,minute interval; not exact exchange fill
169,1650710.0,1650777.0,1.0,2733.0,0.45280000000000004,0.4378,0.6187512000000001,0.5982537,-0.050665354278,-40.99500000000003,-42.16133954572203,8520.049605109189,1.0,8562.210944654911,0.14453070684652186,1679561880.0,2023-03-23 07:50:00+00:00,2023-03-23 07:50:00+00:00,2023-03-23 08:57:00+00:00,2023-03-23 08:58:00+00:00,0.4379726937883736,0.5116092248465055,2023-03-24 00:00:00+00:00,3.966278432989523,-1.0404291523907114,stop,minute interval; not exact exchange fill
170,1650965.0,1651089.0,1.0,2652.0,0.45320000000000005,0.4378,0.6009432,0.5805228000000001,0.0,-40.840800000000065,-42.022266000000066,8478.027339109189,1.0,8520.049605109189,0.14106565756134437,1679580600.0,2023-03-23 12:05:00+00:00,2023-03-23 12:05:00+00:00,2023-03-23 14:09:00+00:00,2023-03-23 14:10:00+00:00,0.4379726937883736,0.5131092248465057,2023-03-24 00:00:00+00:00,3.9343285026187633,-1.0405977117542682,stop,minute interval; not exact exchange fill
171,1651235.0,1651375.0,1.0,2777.0,0.4524,0.4378,0.6281574000000001,0.6078853000000001,0.0,-40.544200000000004,-41.7802427,8436.247096409188,1.0,8478.027339109189,0.14818480169373985,1679597760.0,2023-03-23 16:35:00+00:00,2023-03-23 16:35:00+00:00,2023-03-23 18:55:00+00:00,2023-03-23 18:56:00+00:00,0.4379726937883736,0.5096092248465054,2023-03-24 00:00:00+00:00,3.9653434956833906,-1.0428211461870638,stop,minute interval; not exact exchange fill
172,1654005.0,1654499.0,1.0,2603.0,0.4585,0.443,0.5967377500000001,0.5765644999999999,0.119234863527,-40.346500000000034,-41.63903711352704,8394.60805929566,1.0,8436.247096409188,0.14146995534400503,1679785200.0,2023-03-25 14:45:00+00:00,2023-03-25 14:45:00+00:00,2023-03-25 22:59:00+00:00,2023-03-25 23:00:00+00:00,0.44314203120854645,0.519431875165814,2023-03-26 00:00:00+00:00,3.967443611405271,-1.0415802327910582,stop,minute interval; not exact exchange fill
173,1656740.0,1656898.0,1.0,2187.0,0.48450000000000004,0.466,0.52980075,0.509571,0.0,-40.459500000000034,-41.498871750000035,8353.10918754566,1.0,8394.60805929566,0.12622405864758202,1679929140.0,2023-03-27 12:20:00+00:00,2023-03-27 12:20:00+00:00,2023-03-27 14:58:00+00:00,2023-03-27 14:59:00+00:00,0.4661910075044414,0.5572359699822342,2023-03-28 00:00:00+00:00,3.9726910150778876,-1.0363896322860484,stop,minute interval; not exact exchange fill
174,1658570.0,1658880.0,1.0,1720.0,0.5225000000000001,0.5143,0.4493500000000001,0.442298,0.042513102399999995,-14.104000000000166,-15.038161102400165,8338.07102644326,4.0,8353.10918754566,0.107588681031483,1680048000.0,2023-03-28 18:50:00+00:00,2023-03-28 18:50:00+00:00,2023-03-29 00:00:00+00:00,2023-03-29 00:00:00+00:00,0.49915739215788374,0.6153704313684649,2023-03-29 00:00:00+00:00,3.9785799425932877,-0.37455613267962135,timeout,minute interval; not exact exchange fill
175,1659355.0,1659781.0,1.0,2173.0,0.5553,0.5369,0.6033334499999999,0.58334185,0.04555778721938009,-39.98319999999994,-41.215433087219324,8296.85559335604,1.0,8338.07102644326,0.14471775260407244,1680102120.0,2023-03-29 07:55:00+00:00,2023-03-29 07:55:00+00:00,2023-03-29 15:01:00+00:00,2023-03-29 15:02:00+00:00,0.5370923027519585,0.6276307889921661,2023-03-30 00:00:00+00:00,3.9725390864540144,-1.0417058856590917,stop,minute interval; not exact exchange fill
176,1660090.0,1660204.0,1.0,2256.0,0.5545,0.5369,0.625476,0.6056232,0.0,-39.70559999999988,-40.93669919999988,8255.91889415604,1.0,8296.85559335604,0.15077422837173857,1680127500.0,2023-03-29 20:10:00+00:00,2023-03-29 20:10:00+00:00,2023-03-29 22:04:00+00:00,2023-03-29 22:05:00+00:00,0.5370923027519585,0.623130788992166,2023-03-30 00:00:00+00:00,3.942554147986897,-1.0423951968742737,stop,minute interval; not exact exchange fill
177,1682280.0,1682823.0,1.0,3188.0,0.5332,0.521,0.8499208,0.830474,0.16842204,-38.893599999999964,-40.74241683999997,8215.176477316041,1.0,8255.91889415604,0.20589368933883717,1681484640.0,2023-04-14 06:00:00+00:00,2023-04-14 06:00:00+00:00,2023-04-14 15:03:00+00:00,2023-04-14 15:04:00+00:00,0.5212012999555939,0.5806948001776243,2023-04-15 00:00:00+00:00,3.9583288191096124,-1.065109549593095,stop,minute interval; not exact exchange fill
178,1688420.0,1688550.0,1.0,5078.0,0.5247,0.5174,1.3322133,1.3136786,0.0,-37.06940000000043,-39.71529190000043,8175.46118541604,1.0,8215.176477316041,0.32432980683459256,1681828260.0,2023-04-18 12:20:00+00:00,2023-04-18 12:20:00+00:00,2023-04-18 14:30:00+00:00,2023-04-18 14:31:00+00:00,0.5175462236564331,0.5528151053742674,2023-04-19 00:00:00+00:00,3.930106844834459,-1.093275722413824,stop,minute interval; not exact exchange fill
179,1688940.0,1689120.0,1.0,5459.0,0.5241,0.5325,1.43053095,1.45345875,0.29074844171500003,45.8555999999998,42.68086185828479,8218.142047274327,4.0,8175.46118541604,0.34995724829612823,1681862400.0,2023-04-18 21:00:00+00:00,2023-04-18 21:00:00+00:00,2023-04-19 00:00:00+00:00,2023-04-19 00:00:00+00:00,0.5175462236564331,0.5498151053742677,2023-04-19 00:00:00+00:00,3.9237081075415796,1.1929671086005902,timeout,minute interval; not exact exchange fill
180,1716585.0,1716861.0,-1.0,3491.0,0.42910000000000004,0.44020000000000004,0.7489940500000001,0.7683691000000001,0.0,-38.750099999999996,-40.26746315,8177.874584124326,1.0,8218.142047274327,0.18227819516661078,1683526920.0,2023-05-08 01:45:00+00:00,2023-05-08 01:45:00+00:00,2023-05-08 06:21:00+00:00,2023-05-08 06:22:00+00:00,0.4400672054835489,0.38623117806580454,2023-05-09 00:00:00+00:00,3.908819069588883,-1.0517401189667082,stop,minute interval; not exact exchange fill
181,1717000.0,1717920.0,-1.0,4883.0,0.4325,0.42800000000000005,1.05594875,1.0449620000000002,0.47102144920734956,21.97349999999975,19.4015678007924,8197.276151925118,4.0,8177.874584124326,0.25824527855927476,1683590400.0,2023-05-08 08:40:00+00:00,2023-05-08 08:40:00+00:00,2023-05-09 00:00:00+00:00,2023-05-09 00:00:00+00:00,0.4400672054835489,0.40323117806580433,2023-05-09 00:00:00+00:00,3.8678508199395547,0.5250668189150383,timeout,minute interval; not exact exchange fill
182,1720405.0,1720437.0,-1.0,5526.0,0.4151,0.4219,1.1469213,1.1657096999999998,0.0,-37.57679999999985,-39.88943099999985,8157.386720925118,1.0,8197.276151925118,0.27982985536741917,1683741480.0,2023-05-10 17:25:00+00:00,2023-05-10 17:25:00+00:00,2023-05-10 17:57:00+00:00,2023-05-10 17:58:00+00:00,0.4217349373480434,0.38906025060782645,2023-05-11 00:00:00+00:00,3.924641338151084,-1.087953001112917,stop,minute interval; not exact exchange fill
183,1721715.0,1722240.0,-1.0,6710.0,0.4179,0.42050000000000004,1.4020545,1.4107775000000002,0.28094744839513,-17.446000000000314,-20.539779448395443,8136.846941476723,4.0,8157.386720925118,0.34375089669427733,1683849600.0,2023-05-11 15:15:00+00:00,2023-05-11 15:15:00+00:00,2023-05-12 00:00:00+00:00,2023-05-12 00:00:00+00:00,0.4231926780321636,0.39722928787134554,2023-05-12 00:00:00+00:00,3.9055298665512157,-0.5783593757075203,timeout,minute interval; not exact exchange fill
184,1733215.0,1733252.0,1.0,6277.0,0.4702,0.46440000000000003,1.4757227000000002,1.4575194000000002,0.0,-36.40659999999982,-39.33984209999982,8097.507099376723,1.0,8136.846941476723,0.36272593318123225,1684510380.0,2023-05-19 14:55:00+00:00,2023-05-19 14:55:00+00:00,2023-05-19 15:32:00+00:00,2023-05-19 15:33:00+00:00,0.4645769266886681,0.4921922932453276,2023-05-20 00:00:00+00:00,3.9110806542407475,-1.1145684313540447,stop,minute interval; not exact exchange fill
185,1733325.0,1733487.0,1.0,6885.0,0.4696,0.46440000000000003,1.616598,1.5986970000000003,0.0,-35.80199999999988,-39.01729499999988,8058.489804376723,1.0,8097.507099376723,0.3992828855005096,1684524480.0,2023-05-19 16:45:00+00:00,2023-05-19 16:45:00+00:00,2023-05-19 19:27:00+00:00,2023-05-19 19:28:00+00:00,0.4645769266886681,0.4886922932453274,2023-05-20 00:00:00+00:00,3.8009186929953422,-1.1281937667952031,stop,minute interval; not exact exchange fill
186,1746595.0,1746720.0,1.0,3133.0,0.4823,0.48190000000000005,0.75552295,0.7548963500000001,0.1510106,-1.253199999999862,-2.914629899999862,8055.575174476724,4.0,8058.489804376723,0.1875098109796356,1685318400.0,2023-05-28 21:55:00+00:00,2023-05-28 21:55:00+00:00,2023-05-29 00:00:00+00:00,2023-05-29 00:00:00+00:00,0.4771699227124137,0.5028203091503451,2023-05-29 00:00:00+00:00,3.9999999999999893,-0.18134229717183503,timeout,minute interval; not exact exchange fill
187,1747890.0,1747914.0,1.0,5922.0,0.49310000000000004,0.48700000000000004,1.4600691000000001,1.442007,0.0,-36.124199999999966,-39.02627609999996,8016.5488983767245,1.0,8055.575174476724,0.3624990316336645,1685390100.0,2023-05-29 19:30:00+00:00,2023-05-29 19:30:00+00:00,2023-05-29 19:54:00+00:00,2023-05-29 19:55:00+00:00,0.4871891935667131,0.5162432257331476,2023-05-30 00:00:00+00:00,3.915409173749211,-1.1149155490675269,stop,minute interval; not exact exchange fill
188,1748080.0,1748160.0,1.0,6911.0,0.49210000000000004,0.49400000000000005,1.7004515500000004,1.7070170000000002,0.093206708098,13.13090000000009,9.630224741902088,8026.179123118627,4.0,8016.5488983767245,0.42423530912268886,1685404800.0,2023-05-29 22:40:00+00:00,2023-05-29 22:40:00+00:00,2023-05-30 00:00:00+00:00,2023-05-30 00:00:00+00:00,0.4871891935667131,0.5112432257331476,2023-05-30 00:00:00+00:00,3.898183728723032,0.28375447106908785,timeout,minute interval; not exact exchange fill
189,1748685.0,1748728.0,1.0,6130.0,0.5053,0.4995,1.5487445,1.5309675,0.0,-35.553999999999824,-38.633711999999825,7987.545411118627,1.0,8026.179123118627,0.38592323351941954,1685438940.0,2023-05-30 08:45:00+00:00,2023-05-30 08:45:00+00:00,2023-05-30 09:28:00+00:00,2023-05-30 09:29:00+00:00,0.4996615709151798,0.5263537163392807,2023-05-31 00:00:00+00:00,3.733968455143268,-1.1177581388701634,stop,minute interval; not exact exchange fill
