window_end_utc,net_return
2022-09-01 00:00:00+00:00,-0.11642687703729149
2022-09-02 00:00:00+00:00,-0.11642687703729149
2022-09-03 00:00:00+00:00,-0.11642687703729149
2022-09-04 00:00:00+00:00,-0.11642687703729149
2022-09-05 00:00:00+00:00,-0.11642687703729149
2022-09-06 00:00:00+00:00,-0.11649637636997578
2022-09-07 00:00:00+00:00,-0.10979715754614172
2022-09-08 00:00:00+00:00,-0.17965409886619288
2022-09-09 00:00:00+00:00,-0.16309277061960403
2022-09-10 00:00:00+00:00,-0.10520756238146456
2022-09-11 00:00:00+00:00,-0.10520756238146456
2022-09-12 00:00:00+00:00,-0.10520756238146456
2022-09-13 00:00:00+00:00,-0.10520756238146456
2022-09-14 00:00:00+00:00,-0.021189751008697466
2022-09-15 00:00:00+00:00,-0.020896063649466168
2022-09-16 00:00:00+00:00,-0.04081709495155783
2022-09-17 00:00:00+00:00,-0.04081709495155783
2022-09-18 00:00:00+00:00,-0.04081709495155783
2022-09-19 00:00:00+00:00,-0.04081709495155783
2022-09-20 00:00:00+00:00,-0.05990733758528766
2022-09-21 00:00:00+00:00,-0.09394827118429461
2022-09-22 00:00:00+00:00,-0.12647579153360444
2022-09-23 00:00:00+00:00,-0.11288577421428847
2022-09-24 00:00:00+00:00,-0.13358309063235208
2022-09-25 00:00:00+00:00,-0.1253937749232671
2022-09-26 00:00:00+00:00,-0.1279211359592125
2022-09-27 00:00:00+00:00,-0.1279211359592125
2022-09-28 00:00:00+00:00,-0.14532940378879156
2022-09-29 00:00:00+00:00,-0.14532940378879156
2022-09-30 00:00:00+00:00,-0.14532940378879156
2022-10-01 00:00:00+00:00,-0.11456201586280812
2022-10-02 00:00:00+00:00,-0.12489518232997099
2022-10-03 00:00:00+00:00,-0.12489518232997099
2022-10-04 00:00:00+00:00,-0.12489518232997099
2022-10-05 00:00:00+00:00,-0.1370915566553168
2022-10-06 00:00:00+00:00,-0.15632490164370139
2022-10-07 00:00:00+00:00,-0.16331964397315413
2022-10-08 00:00:00+00:00,-0.16220102122734048
2022-10-09 00:00:00+00:00,-0.16220102122734048
2022-10-10 00:00:00+00:00,-0.16220102122734048
2022-10-11 00:00:00+00:00,-0.16220102122734048
2022-10-12 00:00:00+00:00,-0.15942345748028675
2022-10-13 00:00:00+00:00,-0.1288441234350749
2022-10-14 00:00:00+00:00,-0.14587504821484154
2022-10-15 00:00:00+00:00,-0.1762188896181267
2022-10-16 00:00:00+00:00,-0.2056233226083577
2022-10-17 00:00:00+00:00,-0.2056233226083577
2022-10-18 00:00:00+00:00,-0.22111426959495584
2022-10-19 00:00:00+00:00,-0.23633502277048535
2022-10-20 00:00:00+00:00,-0.23633502277048535
2022-10-21 00:00:00+00:00,-0.23633502277048535
2022-10-22 00:00:00+00:00,-0.2337236680868786
2022-10-23 00:00:00+00:00,-0.24374745787667418
2022-10-24 00:00:00+00:00,-0.24784621601144097
2022-10-25 00:00:00+00:00,-0.2768612100548312
2022-10-26 00:00:00+00:00,-0.22656687341506276
2022-10-27 00:00:00+00:00,-0.2141739763432008
2022-10-28 00:00:00+00:00,-0.22435793234607204
2022-10-29 00:00:00+00:00,-0.2302419092625677
2022-10-30 00:00:00+00:00,-0.23838044882623777
2022-10-31 00:00:00+00:00,-0.23838044882623777
2022-11-01 00:00:00+00:00,-0.23838044882623777
2022-11-02 00:00:00+00:00,-0.23838044882623777
2022-11-03 00:00:00+00:00,-0.24228324144104885
2022-11-04 00:00:00+00:00,-0.24916479642000355
2022-11-05 00:00:00+00:00,-0.26385335975166435
2022-11-06 00:00:00+00:00,-0.26385335975166435
2022-11-07 00:00:00+00:00,-0.26385335975166435
2022-11-08 00:00:00+00:00,-0.26385335975166435
2022-11-09 00:00:00+00:00,-0.20535393800037616
2022-11-10 00:00:00+00:00,-0.1734632810378569
2022-11-11 00:00:00+00:00,-0.17224184515815777
2022-11-12 00:00:00+00:00,-0.19264989995518134
2022-11-13 00:00:00+00:00,-0.1763847771145829
2022-11-14 00:00:00+00:00,-0.1763847771145829
2022-11-15 00:00:00+00:00,-0.1763847771145829
2022-11-16 00:00:00+00:00,-0.1763847771145829
2022-11-17 00:00:00+00:00,-0.20247442992467546
2022-11-18 00:00:00+00:00,-0.21453468956735644
2022-11-19 00:00:00+00:00,-0.21691914225726483
2022-11-20 00:00:00+00:00,-0.1988557357412276
2022-11-21 00:00:00+00:00,-0.1988557357412276
2022-11-22 00:00:00+00:00,-0.1988557357412276
2022-11-23 00:00:00+00:00,-0.200057057723793
2022-11-24 00:00:00+00:00,-0.18287040529186227
2022-11-25 00:00:00+00:00,-0.18287040529186227
2022-11-26 00:00:00+00:00,-0.18287040529186227
2022-11-27 00:00:00+00:00,-0.22804678257737232
2022-11-28 00:00:00+00:00,-0.21519941125618902
2022-11-29 00:00:00+00:00,-0.21519941125618902
2022-11-30 00:00:00+00:00,-0.21519941125618902
2022-12-01 00:00:00+00:00,-0.2145700758073652
2022-12-02 00:00:00+00:00,-0.2287230192822426
2022-12-03 00:00:00+00:00,-0.2287230192822426
2022-12-04 00:00:00+00:00,-0.23356081548781527
2022-12-05 00:00:00+00:00,-0.280795390181231
2022-12-06 00:00:00+00:00,-0.280795390181231
2022-12-07 00:00:00+00:00,-0.280795390181231
2022-12-08 00:00:00+00:00,-0.280795390181231
2022-12-09 00:00:00+00:00,-0.28364128048434756
2022-12-10 00:00:00+00:00,-0.3032893360338187
2022-12-11 00:00:00+00:00,-0.28096538592369436
2022-12-12 00:00:00+00:00,-0.2799478484339192
2022-12-13 00:00:00+00:00,-0.28912306771819507
2022-12-14 00:00:00+00:00,-0.2850329579107934
2022-12-15 00:00:00+00:00,-0.2823821706723889
2022-12-16 00:00:00+00:00,-0.2744314195368399
2022-12-17 00:00:00+00:00,-0.2031551662073865
2022-12-18 00:00:00+00:00,-0.20906757725230263
2022-12-19 00:00:00+00:00,-0.20906757725230263
2022-12-20 00:00:00+00:00,-0.20906757725230263
2022-12-21 00:00:00+00:00,-0.2056449428373881
2022-12-22 00:00:00+00:00,-0.2064054177477359
2022-12-23 00:00:00+00:00,-0.2045430992883066
2022-12-24 00:00:00+00:00,-0.20254443385748588
2022-12-25 00:00:00+00:00,-0.21012088940437756
2022-12-26 00:00:00+00:00,-0.21012088940437756
2022-12-27 00:00:00+00:00,-0.21012088940437756
2022-12-28 00:00:00+00:00,-0.21012088940437756
2022-12-29 00:00:00+00:00,-0.23038521741532791
2022-12-30 00:00:00+00:00,-0.22654256067829381
2022-12-31 00:00:00+00:00,-0.22654256067829381
2023-01-01 00:00:00+00:00,-0.22654256067829381
2023-01-02 00:00:00+00:00,-0.22654256067829381
2023-01-03 00:00:00+00:00,-0.22654256067829381
