start_utc,end_exclusive_utc,return,full_calendar_month
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,-0.009403457396805925,True
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,-0.002841460753432168,True
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,-0.010212547268085959,True
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,0.036085831793051915,True
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,0.0226387807716526,True
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,-0.016599545594458975,True
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,-0.024752772223584518,True
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,0.030256004828187022,True
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,0.005965993365884215,True
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.021164715756202712,True
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,0.001910832011945196,True
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,-0.0035015143638286172,True
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,0.015885833340995026,True
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,-0.05632476829364452,True
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,-0.01721873700871357,True
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,0.0070647599885020895,True
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,-0.05264415118938248,True
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,0.011933629842049598,True
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,-0.0027339959317727036,True
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,0.0009785181873755988,True
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,0.010168848185996948,True
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,-0.012554072078142076,True
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,0.002837638413348831,True
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,0.02134471135839444,True
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,-0.025769145919046443,True
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,-0.04791833205400042,True
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,-0.006424033776124105,True
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,-0.006900558455380734,True
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,-0.004757830390268558,True
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,-0.029884831413066193,True
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,-0.016849175181489096,True
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,0.004657676651817821,True
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.010639343613235264,True
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,0.01014836862632551,True
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,-0.012612193762772894,True
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.00769446192207579,True
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,-0.008082200813692597,True
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.005166624504527428,True
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,-0.034691693701378035,True
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,0.002072332010504274,True
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,-0.020675078665253532,True
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.02431379987150506,True
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.009986043769541597,True
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.016932511078006085,True
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,0.0032464499551723147,True
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,0.0255857467402818,True
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,-0.0029406879467158697,True
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,-0.04800308721256641,True
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,-0.011486597044155666,True
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,-0.00489460504483874,True
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.001390357414989607,True
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,0.008190102292251256,True
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,-0.033232112898259,True
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,0.009866670886258921,True
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,-0.015561274684570026,True
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,0.013562841644892076,True
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,0.0050953990473661115,True
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.0006755438789665114,True
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,0.0010318664463080385,True
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,0.004943281333393612,True
