start_utc,end_exclusive_utc,net_return
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,-0.1671857765852296
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,-0.2033975601242326
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,-0.07869921146033909
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,0.213757072190212
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,-0.19003238883592777
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,0.29733395694433273
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.06169105324201807
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,0.2891751439390362
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,0.00661262966514764
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.06417706742276841
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,-0.02394236545600259
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,-0.1329442739734329
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,0.40806448198576195
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,-0.0639691558792419
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,-0.1794578731207439
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,0.039367162254830834
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,0.12791148287523812
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,-0.24436819637085672
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,0.039168938448148616
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,0.18336915186323544
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,-0.07563659333547357
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,0.19245061352773862
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,-0.12868869864895194
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,0.0607655439501289
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,-0.17446360356687096
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,0.48302696630483255
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,-0.035267338583469976
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.0943257027995057
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,-0.09587390956272235
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.40908912997902713
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,-0.037761125664451334
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,-0.1440856287543275
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,-0.10887834636804239
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,-0.27966176648237095
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,-0.329121438157737
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,-0.09616193160884812
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,-0.007550563172606717
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,-0.12824865785364725
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.3086073001254217
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,0.050646536547906074
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,4.434009155795948e-05
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.17225138836501275
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.05031346500507383
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,-0.03702892200827257
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,0.0025598431291480317
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,-0.018954625549780002
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.07110413186143516
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,-0.1435355519629734
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,-0.030552757425056587
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,-0.10045763977231814
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,-0.07235781771741834
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,-0.06963992540798991
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,-0.19796854385186413
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,0.18318561871136496
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.017195707459606524
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,-0.07702488882981018
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,0.026686684192866128
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.030549821474726624
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,-0.06512655996307992
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,0.0
