end_exclusive_utc,net_return
2022-09-01 00:00:00+00:00,-0.26192198004062994
2022-09-02 00:00:00+00:00,-0.26091255955208614
2022-09-03 00:00:00+00:00,-0.2657495201557173
2022-09-04 00:00:00+00:00,-0.2657495201557173
2022-09-05 00:00:00+00:00,-0.2657495201557173
2022-09-06 00:00:00+00:00,-0.25773468092393803
2022-09-07 00:00:00+00:00,-0.23620761364377274
2022-09-08 00:00:00+00:00,-0.20440744600107075
2022-09-09 00:00:00+00:00,-0.23693203740708524
2022-09-10 00:00:00+00:00,-0.17254029836389406
2022-09-11 00:00:00+00:00,-0.17254029836389406
2022-09-12 00:00:00+00:00,-0.17254029836389406
2022-09-13 00:00:00+00:00,-0.17254029836389406
2022-09-14 00:00:00+00:00,-0.17254029836389406
2022-09-15 00:00:00+00:00,-0.19777075214245954
2022-09-16 00:00:00+00:00,-0.19777075214245954
2022-09-17 00:00:00+00:00,-0.19777075214245954
2022-09-18 00:00:00+00:00,-0.20932152338243704
2022-09-19 00:00:00+00:00,-0.12250968522230932
2022-09-20 00:00:00+00:00,0.05852662969374811
2022-09-21 00:00:00+00:00,-0.15540428226913794
2022-09-22 00:00:00+00:00,-0.10789498354277449
2022-09-23 00:00:00+00:00,-0.12318914298554651
2022-09-24 00:00:00+00:00,-0.11706578867089601
2022-09-25 00:00:00+00:00,-0.10660036487545654
2022-09-26 00:00:00+00:00,-0.10660036487545654
2022-09-27 00:00:00+00:00,-0.10442908023545583
2022-09-28 00:00:00+00:00,-0.043871808812072866
2022-09-29 00:00:00+00:00,-0.061807720632816254
2022-09-30 00:00:00+00:00,-0.07100755582039286
2022-10-01 00:00:00+00:00,-0.07579321192271815
2022-10-02 00:00:00+00:00,-0.07579321192271815
2022-10-03 00:00:00+00:00,-0.07579321192271815
2022-10-04 00:00:00+00:00,-0.03730641294316894
2022-10-05 00:00:00+00:00,-0.07555564355638489
2022-10-06 00:00:00+00:00,-0.06065348768129841
2022-10-07 00:00:00+00:00,-0.02968114169808067
2022-10-08 00:00:00+00:00,-0.07646712669670097
