session_date,row_index,side,quantity_shares,entry,exit,stop,target,gross_pnl,fees,net_pnl,equity_before,equity_after,entry_time_precision
2021-09-10,2942.0,1.0,348.0,445.8190443322033,445.350914440918,440.45116961362766,451.0400085449219,-162.90920216727977,62.025429130609254,-224.93463129788904,100000.0,99775.06536870211,"within session, exact time unavailable from daily OHLC"
2021-09-20,2948.0,1.0,328.0,429.30218048778664,433.9532005432129,423.58971115247704,434.8800048828125,1525.5345781798173,56.62955299563358,1468.9050251841838,99775.06536870211,101243.9703938863,"within session, exact time unavailable from daily OHLC"
2021-09-28,2954.0,1.0,362.0,434.61137002026925,433.633257220459,429.38939005317025,439.6900024414063,-354.07683353131995,62.86091101222873,-416.93774454354866,101243.9703938863,100827.03264934274,"within session, exact time unavailable from daily OHLC"
2021-10-06,2960.0,-1.0,320.0,434.9816232451462,434.98697389526365,440.90627429995465,429.2699890136719,-1.7122080375884252,55.67799021698623,-57.390198254574656,100827.03264934274,100769.64245108816,"within session, exact time unavailable from daily OHLC"
2021-12-01,2999.0,1.0,244.0,453.89109401949565,450.4099,446.0276009747587,461.6400146484375,-849.4113407569412,44.12988850815139,-893.5412292650925,100769.64245108816,99876.10122182308,"within session, exact time unavailable from daily OHLC"
2022-01-05,3023.0,1.0,361.0,472.19854973853467,468.28632888183597,467.0751346994459,477.1600036621094,-1412.311729268229,67.90300823639076,-1480.21473750462,99876.10122182308,98395.88648431846,"within session, exact time unavailable from daily OHLC"
2022-01-10,3026.0,1.0,334.0,457.3556030319141,462.6074722045899,451.8603445973229,462.7000122070313,1754.1243036737208,61.45353342579847,1692.6707702479223,98395.88648431846,100088.55725456637,"within session, exact time unavailable from daily OHLC"
2022-01-19,3032.0,1.0,287.0,451.6902361885812,451.65965,445.1165894925091,458.1300048828125,-8.778236122803378,51.85228346722456,-60.63051959002794,100088.55725456637,100027.92673497634,"within session, exact time unavailable from daily OHLC"
2022-01-20,3033.0,1.0,278.0,447.07317236359916,446.66065000000003,440.268252117614,453.75,-114.68121708055628,49.69160052341612,-164.3728176039724,100027.92673497634,99863.55391737237,"within session, exact time unavailable from daily OHLC"
2022-01-21,3034.0,1.0,265.0,438.52275694885185,437.8924149841309,431.36741559618184,445.55999755859375,-167.04062065105688,46.450004112448084,-213.49062476350497,99863.55391737237,99650.06329260886,"within session, exact time unavailable from daily OHLC"
2022-01-24,3035.0,1.0,244.0,424.3341420376533,431.943592779541,416.5390738956722,432.0299987792969,1856.705981020602,41.78635345907908,1814.919627561523,99650.06329260886,101464.98292017038,"within session, exact time unavailable from daily OHLC"
2022-01-26,3037.0,1.0,227.0,432.23990985037693,433.2933288818359,423.67075797427674,440.7200012207031,239.12612014118992,39.295209038442465,199.83091110274745,101464.98292017038,101664.81383127313,"within session, exact time unavailable from daily OHLC"
2022-01-27,3038.0,1.0,223.0,429.6106941926966,431.1537422363281,420.8772063431542,438.260009765625,344.099713729831,38.3900938647345,305.7096198650965,101664.81383127313,101970.52345113823,"within session, exact time unavailable from daily OHLC"
2022-01-31,3040.0,-1.0,245.0,448.90579954899596,449.99998566284177,456.81897080959044,441.239990234375,-268.07559789222296,44.04638347538005,-312.121981367603,101970.52345113823,101658.40146977063,"within session, exact time unavailable from daily OHLC"
2022-02-10,3048.0,-1.0,326.0,456.9593904393059,451.4302643371582,462.79758283466026,451.3399963378906,1802.49510930015,59.22700549142546,1743.2681038087246,101658.40146977063,103401.66957357935,"within session, exact time unavailable from daily OHLC"
2022-02-11,3049.0,1.0,290.0,442.78030224214916,440.3718994567871,436.02399178349907,449.4100036621094,-698.4368077549965,51.22282769853831,-749.6596354535347,103401.66957357935,102652.00993812582,"within session, exact time unavailable from daily OHLC"
2022-02-23,3056.0,1.0,251.0,424.9636324304873,421.8656222045899,417.16770641172417,432.6600036621094,-777.6005667002431,42.51082858268087,-820.111395282924,102652.00993812582,101831.8985428429,"within session, exact time unavailable from daily OHLC"
2022-03-07,3064.0,1.0,227.0,423.02776871435617,419.34610667724615,414.42277553241786,431.5499877929688,-835.7372824239735,38.243773942778745,-873.9810563667522,101831.8985428429,100957.91748647614,"within session, exact time unavailable from daily OHLC"
2022-03-11,3068.0,1.0,239.0,420.12840413397055,419.985993322754,412.04544361784696,428.1199951171875,-34.03618388075881,40.15746819843144,-74.19365207919026,100957.91748647614,100883.72383439695,"within session, exact time unavailable from daily OHLC"
2022-03-17,3072.0,-1.0,256.0,440.8478830312146,441.15822132568366,448.3440258760276,433.5899963378906,-79.44660338407266,45.15871254307319,-124.60531592714585,100883.72383439695,100759.11851846981,"within session, exact time unavailable from daily OHLC"
2022-03-31,3082.0,1.0,336.0,452.4386786450353,451.54968664550785,446.84007548903185,457.8900146484375,-298.70131184121783,60.7480181475245,-359.4493299887423,100759.11851846981,100399.66918848107,"within session, exact time unavailable from daily OHLC"
2022-04-19,3094.0,-1.0,301.0,443.92914146431855,445.12901654663085,450.21900522142147,437.8599853515625,-361.16239977600327,53.52130111225916,-414.6837008882624,100399.66918848107,99984.98548759281,"within session, exact time unavailable from daily OHLC"
2022-04-21,3096.0,1.0,326.0,442.92367585359045,437.0792103845402,437.16664371328284,448.5400085449219,-1905.2957429103813,57.37618818272612,-1962.6719310931073,99984.98548759281,98022.3135564997,"within session, exact time unavailable from daily OHLC"
2022-04-22,3097.0,1.0,296.0,430.79836737914684,425.9548005432129,424.5586147915801,436.9100036621094,-1433.6957834364425,50.719787541003704,-1484.4155709774461,98022.3135564997,96537.89798552226,"within session, exact time unavailable from daily OHLC"
2022-05-04,3105.0,-1.0,233.0,424.75127647389473,429.14580955810544,432.66417781261435,417.0799865722656,-1023.9262086210947,39.791604209091204,-1063.717812830186,96537.89798552226,95474.18017269207,"within session, exact time unavailable from daily OHLC"
2022-05-09,3108.0,1.0,239.0,397.5481396811574,398.0903794250488,389.90962206140745,405.1000061035156,129.5952987900447,38.031521213276655,91.56377757676805,95474.18017269207,95565.74395026884,"within session, exact time unavailable from daily OHLC"
2022-05-10,3109.0,1.0,210.0,395.8108825162897,399.01017833862306,387.0689933945273,404.489990234375,671.8521226900015,33.38248455590634,638.4696381340951,95565.74395026884,96204.21358840293,"within session, exact time unavailable from daily OHLC"
2022-05-20,3117.0,1.0,255.0,386.1233043606031,389.55207888183594,378.90858071418506,393.25,874.3375029143812,39.55944454536439,834.7780583690168,96204.21358840293,97038.99164677194,"within session, exact time unavailable from daily OHLC"
2022-05-26,3121.0,-1.0,252.0,405.77768707712085,405.39105955810544,413.1121330432505,398.6700134277344,97.43013479188221,40.882904830415406,56.547229961466805,97038.99164677194,97095.53887673341,"within session, exact time unavailable from daily OHLC"
