start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.026974405636975174
2022-09-01,2023-09-01,0.01741023364817096
2023-09-01,2024-09-01,-0.04904093669965781
2024-09-01,2025-09-01,-0.012322137581261883
2025-09-01,2026-09-01,-0.00997289585792216
