boundary_utc,rolling_365day_return
2022-09-01 00:00:00+00:00,-0.21570932019621814
2022-09-02 00:00:00+00:00,-0.22022757175890062
2022-09-03 00:00:00+00:00,-0.2151873666707118
2022-09-04 00:00:00+00:00,-0.20777698822497737
2022-09-05 00:00:00+00:00,-0.20739716359651117
2022-09-06 00:00:00+00:00,-0.21438750294240683
2022-09-07 00:00:00+00:00,-0.20898102884120118
2022-09-08 00:00:00+00:00,-0.20918910851428119
2022-09-09 00:00:00+00:00,-0.20918910851428119
2022-09-10 00:00:00+00:00,-0.2013085932785309
2022-09-11 00:00:00+00:00,-0.2013085932785309
2022-09-12 00:00:00+00:00,-0.2013085932785309
2022-09-13 00:00:00+00:00,-0.1881831259238559
2022-09-14 00:00:00+00:00,-0.18833491261295265
2022-09-15 00:00:00+00:00,-0.18833491261295265
2022-09-16 00:00:00+00:00,-0.18809499131074026
2022-09-17 00:00:00+00:00,-0.18829542067211946
2022-09-18 00:00:00+00:00,-0.18829542067211946
2022-09-19 00:00:00+00:00,-0.18079584599594
2022-09-20 00:00:00+00:00,-0.1967279723564176
2022-09-21 00:00:00+00:00,-0.2052002210999968
2022-09-22 00:00:00+00:00,-0.1994023011180669
2022-09-23 00:00:00+00:00,-0.19952448535196055
2022-09-24 00:00:00+00:00,-0.20745242387858465
2022-09-25 00:00:00+00:00,-0.21916226773325098
2022-09-26 00:00:00+00:00,-0.21146037912089954
2022-09-27 00:00:00+00:00,-0.20359710701181277
2022-09-28 00:00:00+00:00,-0.20359710701181277
2022-09-29 00:00:00+00:00,-0.2114663662767784
2022-09-30 00:00:00+00:00,-0.2192194038051708
2022-10-01 00:00:00+00:00,-0.2192194038051708
2022-10-02 00:00:00+00:00,-0.2192194038051708
2022-10-03 00:00:00+00:00,-0.22107369401987065
2022-10-04 00:00:00+00:00,-0.21353278039483714
2022-10-05 00:00:00+00:00,-0.21353278039483714
2022-10-06 00:00:00+00:00,-0.22167540080343806
2022-10-07 00:00:00+00:00,-0.231953990697913
2022-10-08 00:00:00+00:00,-0.22842291701366357
2022-10-09 00:00:00+00:00,-0.22456766722224497
2022-10-10 00:00:00+00:00,-0.22335490645266565
2022-10-11 00:00:00+00:00,-0.22416490155172042
2022-10-12 00:00:00+00:00,-0.23074262628790088
2022-10-13 00:00:00+00:00,-0.23049070456875387
2022-10-14 00:00:00+00:00,-0.21829143706923737
2022-10-15 00:00:00+00:00,-0.21795221575504398
2022-10-16 00:00:00+00:00,-0.2298005829675024
2022-10-17 00:00:00+00:00,-0.23037672687974364
2022-10-18 00:00:00+00:00,-0.23037672687974364
2022-10-19 00:00:00+00:00,-0.2333394153276781
2022-10-20 00:00:00+00:00,-0.24368876164637754
2022-10-21 00:00:00+00:00,-0.24102265459759453
2022-10-22 00:00:00+00:00,-0.24804168562618
2022-10-23 00:00:00+00:00,-0.24804168562618
2022-10-24 00:00:00+00:00,-0.24539669392774843
2022-10-25 00:00:00+00:00,-0.24368209552959774
2022-10-26 00:00:00+00:00,-0.2471912768454837
2022-10-27 00:00:00+00:00,-0.23195214724726065
2022-10-28 00:00:00+00:00,-0.23195214724726065
2022-10-29 00:00:00+00:00,-0.24781085286814997
2022-10-30 00:00:00+00:00,-0.2298760747980806
2022-10-31 00:00:00+00:00,-0.2301679855179748
2022-11-01 00:00:00+00:00,-0.23767167253470123
2022-11-02 00:00:00+00:00,-0.23767167253470123
2022-11-03 00:00:00+00:00,-0.25967269916974
2022-11-04 00:00:00+00:00,-0.26689850309275
2022-11-05 00:00:00+00:00,-0.2595889892024088
2022-11-06 00:00:00+00:00,-0.26181782705887147
2022-11-07 00:00:00+00:00,-0.26217598795506347
2022-11-08 00:00:00+00:00,-0.2683792501725354
2022-11-09 00:00:00+00:00,-0.2848027560560735
2022-11-10 00:00:00+00:00,-0.2700287876376074
2022-11-11 00:00:00+00:00,-0.2700287876376074
2022-11-12 00:00:00+00:00,-0.28048961560962604
2022-11-13 00:00:00+00:00,-0.2832215370546487
2022-11-14 00:00:00+00:00,-0.27616459053642883
2022-11-15 00:00:00+00:00,-0.27632004457194437
2022-11-16 00:00:00+00:00,-0.27632004457194437
2022-11-17 00:00:00+00:00,-0.27632004457194437
2022-11-18 00:00:00+00:00,-0.27632004457194437
2022-11-19 00:00:00+00:00,-0.27632004457194437
2022-11-20 00:00:00+00:00,-0.2691912140486922
2022-11-21 00:00:00+00:00,-0.26951422784557044
2022-11-22 00:00:00+00:00,-0.2713007567069009
2022-11-23 00:00:00+00:00,-0.2703310593538142
2022-11-24 00:00:00+00:00,-0.27013731586944567
2022-11-25 00:00:00+00:00,-0.26581736790042443
2022-11-26 00:00:00+00:00,-0.26561642130744645
2022-11-27 00:00:00+00:00,-0.26561642130744645
2022-11-28 00:00:00+00:00,-0.26561642130744645
2022-11-29 00:00:00+00:00,-0.25831576571757076
2022-11-30 00:00:00+00:00,-0.25831576571757076
2022-12-01 00:00:00+00:00,-0.25094552761425915
2022-12-02 00:00:00+00:00,-0.2523458591716903
2022-12-03 00:00:00+00:00,-0.2526702741844222
2022-12-04 00:00:00+00:00,-0.2607921075793579
2022-12-05 00:00:00+00:00,-0.27375751505853174
2022-12-06 00:00:00+00:00,-0.2687521479874915
2022-12-07 00:00:00+00:00,-0.2546040738006544
2022-12-08 00:00:00+00:00,-0.25576621060260707
2022-12-09 00:00:00+00:00,-0.24868029724865082
2022-12-10 00:00:00+00:00,-0.25651852752350945
2022-12-11 00:00:00+00:00,-0.25639807059635966
2022-12-12 00:00:00+00:00,-0.25639807059635966
2022-12-13 00:00:00+00:00,-0.26368533393871385
2022-12-14 00:00:00+00:00,-0.27590421268086784
2022-12-15 00:00:00+00:00,-0.26882906228256265
2022-12-16 00:00:00+00:00,-0.2615389627497242
2022-12-17 00:00:00+00:00,-0.2536212654426524
2022-12-18 00:00:00+00:00,-0.2496352378992326
2022-12-19 00:00:00+00:00,-0.24940970279765184
2022-12-20 00:00:00+00:00,-0.2507886389048747
2022-12-21 00:00:00+00:00,-0.25098255138416037
2022-12-22 00:00:00+00:00,-0.25098255138416037
2022-12-23 00:00:00+00:00,-0.2582863920090841
2022-12-24 00:00:00+00:00,-0.2582863920090841
2022-12-25 00:00:00+00:00,-0.2582863920090841
2022-12-26 00:00:00+00:00,-0.2582863920090841
2022-12-27 00:00:00+00:00,-0.25096460017189237
2022-12-28 00:00:00+00:00,-0.2523459697557505
2022-12-29 00:00:00+00:00,-0.270791749760373
2022-12-30 00:00:00+00:00,-0.263304620777164
2022-12-31 00:00:00+00:00,-0.2702241305162919
2023-01-01 00:00:00+00:00,-0.26983484037054883
2023-01-02 00:00:00+00:00,-0.2701177222638729
2023-01-03 00:00:00+00:00,-0.25872471559264376
2023-01-04 00:00:00+00:00,-0.25648821110906883
2023-01-05 00:00:00+00:00,-0.2561226745419959
2023-01-06 00:00:00+00:00,-0.26330463908803037
2023-01-07 00:00:00+00:00,-0.27033761949588697
2023-01-08 00:00:00+00:00,-0.2911608148852981
2023-01-09 00:00:00+00:00,-0.2840914813340837
2023-01-10 00:00:00+00:00,-0.2909932154171839
2023-01-11 00:00:00+00:00,-0.2915484753437738
2023-01-12 00:00:00+00:00,-0.2839658395319786
2023-01-13 00:00:00+00:00,-0.2691472164889518
2023-01-14 00:00:00+00:00,-0.2744528913244658
2023-01-15 00:00:00+00:00,-0.2622465274728788
2023-01-16 00:00:00+00:00,-0.2622465274728788
2023-01-17 00:00:00+00:00,-0.26998173857391505
