net_return,cagr,mean_annual,positive_years,trades,win_rate,profit_factor,fees,funding,liquidations,max_exposure,max_collateral_equity,conservative_drawdown,close_drawdown,overnight_position_day_boundaries,worst_week,longest_losing_weeks,weekly_geometric,complete_weeks,worst_rolling_year,max_rolling_year,days,initial,final,trades_carried_overnight,max_hold_hours,median_hold_hours,position_missing_mark_minutes,at_least1000_trades,cagr_above45,mean_annual_above45,case
0.005657838816327088,0.0011291469941119292,0.19276597631583342,2,238,0.23109243697478993,1.0004429383629918,16016.685905500008,402.7681063367676,0,4.9999788567739065,0.16666596189246355,0.8386269070749142,0.8381240424067566,138,-0.13882207619774023,3,2.1699825293763908e-05,260,-0.7201711649878626,2.117948942987135,1826.0,10000.0,10056.57838816327,92,72.0,2.5166666666666666,0,False,False,False,BTCUSDT/DIAGNOSTIC_25ef8654f22867_risk0.04_five_years
-0.71549014589924,-0.3422245195331316,,0,157,0.1910828025477707,0.6721109803499387,2829.5101797000016,50.63087929240041,0,4.99985682833513,0.16666189427783765,0.8114503001211262,0.8105458070025022,86,-0.1386493458631478,3,-0.008025235934428943,156,-0.7262090488218198,0.1562938503487472,1096.0,10000.0,2845.0985410075996,61,72.0,2.3666666666666667,0,False,False,False,BTCUSDT/DIAGNOSTIC_25ef8654f22867_risk0.04_test
-0.18067496911588787,-0.039075579902745794,-0.0358590915248654,1,350,0.20857142857142857,0.8691938732177036,1676.3891696499995,60.74782150887152,0,0.9833666886252647,0.032778889620842154,0.3357399792461555,0.33547580926289544,251,-0.049712161836852564,8,-0.0007661464012094221,260,-0.21053857293200495,0.11244621127404297,1826.0,10000.0,8193.250308841121,147,72.0,5.8,0,False,False,False,BTCUSDT/DIAGNOSTIC_274e0c339024f0_risk0.005_five_years
-0.2507482755312882,-0.0917202308845757,,0,234,0.18376068376068377,0.6991781761046224,1055.0219017999998,34.30525351289369,0,0.9786336795057424,0.03262112265019142,0.3353927806907614,0.33512892125001237,170,-0.0497624080518847,4,-0.0018488034125377917,156,-0.21073630338302074,-0.01753976045791128,1096.0,10000.0,7492.517244687118,98,72.0,5.383333333333333,0,False,False,False,BTCUSDT/DIAGNOSTIC_274e0c339024f0_risk0.005_test
-0.008835596966152992,-0.0017736043258654854,8.010860694778188e-05,3,294,0.2687074829931973,0.9919079023598114,1010.9361512000005,2.9374184615403616,0,0.7966329977667554,0.026554433258891844,0.13597522489799208,0.1353882749175106,333,-0.0335727232899351,6,-3.413350325665032e-05,260,-0.11137592507053207,0.13679135513700436,1826.0,10000.0,9911.64403033847,164,72.0,13.983333333333334,0,False,False,False,BTCUSDT/DIAGNOSTIC_6b5e4bbe5cc832_risk0.005_five_years
-0.11175232562100901,-0.03872209893718692,,1,204,0.24509803921568626,0.8443083903164422,682.8590250499999,3.426131160107411,0,0.8026301263579408,0.026754337545264698,0.13743457692010408,0.13685077048616157,219,-0.03351911262110063,6,-0.0007593568136665674,156,-0.11223919276739103,0.05378416960039978,1096.0,10000.0,8882.47674378991,109,72.0,10.983333333333334,0,False,False,False,BTCUSDT/DIAGNOSTIC_6b5e4bbe5cc832_risk0.005_test
0.33923028034242453,0.06016632346174844,0.11684855921603594,4,195,0.3384615384615385,1.0513987287243496,4772.344905749998,389.2345908257721,0,4.582028733756391,0.15273429112521306,0.6131724512893564,0.6126625220261144,334,-0.11803833610104664,4,0.0011240737257807165,260,-0.5064834174665488,0.6135381570722871,1826.0,10000.0,13392.302803424245,160,72.0,34.583333333333336,0,False,False,False,BTCUSDT/DIAGNOSTIC_74b5b744f65e49_risk0.04_five_years
-0.2239552474406813,-0.08102284620653044,,2,135,0.2962962962962963,0.9212001429409317,2172.22219225,149.18038215680266,0,4.904951599131611,0.16349838663772034,0.5771259754419681,0.5765723722896496,230,-0.11790257903521839,4,-0.0016239689691754933,156,-0.48819941007947465,0.3752401488189667,1096.0,10000.0,7760.447525593187,114,72.0,33.25,0,False,False,False,BTCUSDT/DIAGNOSTIC_74b5b744f65e49_risk0.04_test
-0.16609763190723426,-0.035679930575500896,0.00798298945246143,3,246,0.32113821138211385,0.9766730648153347,5908.501397050002,554.7288220223367,1,4.525454717174896,0.15084849057249652,0.5977576794528041,0.5967800028651953,377,-0.12070891743108436,5,-0.0006401828825023381,260,-0.4589174265383017,0.5398003482576674,1826.0,10000.0,8339.023680927658,191,72.0,25.59166666666667,0,False,False,False,BTCUSDT/DIAGNOSTIC_a48f25d7f2ee8b_risk0.04_five_years
-0.4906708306682036,-0.20134882898407191,,1,173,0.28901734104046245,0.8510374393785177,2937.1671469000007,150.81095978206505,1,4.838242168911049,0.16127473896370165,0.6171866164939144,0.6162554968570457,260,-0.13028746537707836,5,-0.00416723268507635,156,-0.4755684124786107,0.17705970862520548,1096.0,10000.0,5093.291693317964,132,72.0,25.0,0,False,False,False,BTCUSDT/DIAGNOSTIC_a48f25d7f2ee8b_risk0.04_test
-0.07093984556362043,-0.014610289323318093,-0.012798347719944947,1,163,0.2085889570552147,0.8907223585634624,894.6293385500004,-3.2759829137970913,0,1.4026441228209352,0.046754804094031176,0.15907278679898973,0.15880904393346873,127,-0.024694658506531186,3,-0.0002829668436723498,260,-0.1205427599536758,0.08614003291226413,1826.0,10000.0,9290.601544363795,71,72.0,5.05,0,False,False,False,BTCUSDT/DIAGNOSTIC_b85aa3a171e831_risk0.005_five_years
-0.12874175309341795,-0.044888822058644084,,0,99,0.16161616161616163,0.6669232684819811,531.47798145,1.8836494841555462,0,1.3800744520706496,0.04600248173568832,0.15759180774744064,0.15735443274073135,65,-0.024618047779418117,2,-0.0008830512353801279,156,-0.12078734009239156,0.019157730784368665,1096.0,10000.0,8712.582469065821,38,72.0,4.483333333333333,0,False,False,False,BTCUSDT/DIAGNOSTIC_b85aa3a171e831_risk0.005_test
0.0033523789504252832,0.0006696564667167948,0.0026930625950920993,3,189,0.30158730158730157,1.0049599161685778,632.9011841000003,11.786326395731956,1,0.6655012400119524,0.022183374667065082,0.11475072240149764,0.11458569487305381,232,-0.024463607872648896,4,1.2872283828402331e-05,260,-0.09726478152051521,0.07948957553702352,1826.0,10000.0,10033.523789504254,114,72.0,16.0,0,False,False,False,BTCUSDT/DIAGNOSTIC_f129ba7fc3d54b_risk0.005_five_years
-0.07145086231661413,-0.02440185642063808,,1,128,0.2578125,0.8431785597791805,433.0041619,16.762861266167015,1,0.6684127369874319,0.02228042456624773,0.11390291464854685,0.11373601621449203,148,-0.02453242319272997,4,-0.0004750920952596438,156,-0.09707351778416906,0.0801208857384843,1096.0,10000.0,9285.49137683386,81,72.0,15.65,0,False,False,False,BTCUSDT/DIAGNOSTIC_f129ba7fc3d54b_risk0.005_test
-0.3359173774469937,-0.07861680822392703,-0.07576970968327623,1,586,0.24061433447098976,0.9164802455192212,4990.3912904499975,199.49238401990272,1,2.952253266330821,0.09840844221102739,0.4350567281647092,0.4348861260285145,523,-0.08052553778162597,12,-0.001562799106914592,260,-0.3001201779185254,0.2576950253634638,1826.0,10000.0,6640.826225530063,299,72.0,8.891666666666666,0,False,False,False,BTCUSDT/LEARNING/PRIMARY
-0.2797540806219033,-0.10359263990297196,,0,305,0.25245901639344265,0.8680104078962643,2645.4271065999974,239.98979961901298,1,2.955902289056757,0.09853007630189188,0.43522467076876126,0.43505315727423055,301,-0.08061799475635789,12,-0.0021474843229855045,156,-0.2989051071067814,0.15627353413171252,1096.0,10000.0,7202.459193780966,171,72.0,11.4,0,False,False,False,BTCUSDT/LEARNING/PRIMARY_3YEAR_TEST
-0.6045568867113945,-0.16937035775672682,-0.16621710990602326,0,702,0.27350427350427353,0.8257702961099327,4767.386384349997,94.43838276400157,0,2.947479591317068,0.09824931971056892,0.6585623925807054,0.6580357878730771,345,-0.09514488620244643,8,-0.003551544580416066,260,-0.3595859834556786,0.1369680872927015,1826.0,10000.0,3954.431132886055,345,24.0,7.95,0,False,False,False,BTCUSDT/LEARNING/PRIMARY_HOLD24
-0.29204353169907615,-0.06675038436735115,-0.06430112604210458,1,618,0.2783171521035599,0.9280779192442851,5324.8674814000005,194.17343559077062,0,2.9596640745570775,0.09865546915190258,0.38832410024227515,0.38813890651104077,466,-0.08535522872150025,9,-0.0013170917579045094,260,-0.2672980249178928,0.17149658888005304,1826.0,10000.0,7079.564683009238,319,48.0,8.558333333333334,0,False,False,False,BTCUSDT/LEARNING/PRIMARY_HOLD48
-0.6151627660265235,-0.17387500118536603,-0.16470316766212004,0,587,0.23850085178875638,0.9125401567656949,8610.073320549993,331.3709397152678,1,4.9994742994536745,0.16664914331512248,0.7019952919675692,0.701832040733697,520,-0.14991433487104933,12,-0.0036453444316602024,260,-0.525049303097994,0.509780879822092,1826.0,10000.0,3848.372339734765,298,72.0,8.766666666666667,0,False,False,False,BTCUSDT/LEARNING/threshold0.25_risk0.02
