start,end_exclusive,net_return
2021-09-01,2022-09-01,-0.013310519380636987
2022-09-01,2023-09-01,0.008888998999416975
2023-09-01,2024-09-01,-0.024608855380535144
2024-09-01,2025-09-01,-0.00589781727672567
2025-09-01,2026-09-01,-0.004923687712554359
