end_boundary_utc,return
2022-09-01 00:00:00+00:00,-0.17452113538730207
2022-09-02 00:00:00+00:00,-0.1690587840644937
2022-09-03 00:00:00+00:00,-0.17096368009947704
2022-09-04 00:00:00+00:00,-0.17685577360467464
2022-09-05 00:00:00+00:00,-0.17723910618047867
2022-09-06 00:00:00+00:00,-0.17262748365563596
2022-09-07 00:00:00+00:00,-0.16797554010478843
2022-09-08 00:00:00+00:00,-0.1540154062990492
2022-09-09 00:00:00+00:00,-0.16020683763343369
2022-09-10 00:00:00+00:00,-0.16598731321758853
2022-09-11 00:00:00+00:00,-0.152155257750893
2022-09-12 00:00:00+00:00,-0.15525011552259382
2022-09-13 00:00:00+00:00,-0.14374752106802557
2022-09-14 00:00:00+00:00,-0.1582740514714004
2022-09-15 00:00:00+00:00,-0.15834762566108074
2022-09-16 00:00:00+00:00,-0.1460595941028956
2022-09-17 00:00:00+00:00,-0.14850505994831986
2022-09-18 00:00:00+00:00,-0.13826204927671315
2022-09-19 00:00:00+00:00,-0.15148755511848644
2022-09-20 00:00:00+00:00,-0.14004466689429063
2022-09-21 00:00:00+00:00,-0.13748379101149344
2022-09-22 00:00:00+00:00,-0.15196550788467944
2022-09-23 00:00:00+00:00,-0.15200663865391206
2022-09-24 00:00:00+00:00,-0.15526256993445797
2022-09-25 00:00:00+00:00,-0.14568430526736809
2022-09-26 00:00:00+00:00,-0.14894764186403464
2022-09-27 00:00:00+00:00,-0.15921437317459686
2022-09-28 00:00:00+00:00,-0.16433443428711747
2022-09-29 00:00:00+00:00,-0.17888212240756252
2022-09-30 00:00:00+00:00,-0.17648028682821204
2022-10-01 00:00:00+00:00,-0.18222392995850112
2022-10-02 00:00:00+00:00,-0.18842367387378245
2022-10-03 00:00:00+00:00,-0.18871376037031973
2022-10-04 00:00:00+00:00,-0.19533166460439388
2022-10-05 00:00:00+00:00,-0.19633550655816023
2022-10-06 00:00:00+00:00,-0.18991258136659828
2022-10-07 00:00:00+00:00,-0.19558649429514086
2022-10-08 00:00:00+00:00,-0.19727330553154698
2022-10-09 00:00:00+00:00,-0.19839644339331886
2022-10-10 00:00:00+00:00,-0.19786828433768866
2022-10-11 00:00:00+00:00,-0.18793064371607449
2022-10-12 00:00:00+00:00,-0.17949195887564018
2022-10-13 00:00:00+00:00,-0.18356286288130308
2022-10-14 00:00:00+00:00,-0.18710238288926162
2022-10-15 00:00:00+00:00,-0.18718201953663127
2022-10-16 00:00:00+00:00,-0.1875785755573821
2022-10-17 00:00:00+00:00,-0.18232808787605037
2022-10-18 00:00:00+00:00,-0.1869706760065939
2022-10-19 00:00:00+00:00,-0.1966350852016686
2022-10-20 00:00:00+00:00,-0.18783059512520284
2022-10-21 00:00:00+00:00,-0.18013991445488076
2022-10-22 00:00:00+00:00,-0.18624091815488852
2022-10-23 00:00:00+00:00,-0.18183604059670722
2022-10-24 00:00:00+00:00,-0.1821369583701159
2022-10-25 00:00:00+00:00,-0.19113889094370684
2022-10-26 00:00:00+00:00,-0.19485478999399186
2022-10-27 00:00:00+00:00,-0.20000592544692475
2022-10-28 00:00:00+00:00,-0.19976176028678383
2022-10-29 00:00:00+00:00,-0.1869526680973036
2022-10-30 00:00:00+00:00,-0.17868207593744878
2022-10-31 00:00:00+00:00,-0.17256504087160063
2022-11-01 00:00:00+00:00,-0.17190564595086522
2022-11-02 00:00:00+00:00,-0.17219448519720826
2022-11-03 00:00:00+00:00,-0.18315326170686164
2022-11-04 00:00:00+00:00,-0.17857818563402572
2022-11-05 00:00:00+00:00,-0.17238811722433067
2022-11-06 00:00:00+00:00,-0.1686085315905027
2022-11-07 00:00:00+00:00,-0.1761044970251363
2022-11-08 00:00:00+00:00,-0.17290547589366545
2022-11-09 00:00:00+00:00,-0.17140916617334312
2022-11-10 00:00:00+00:00,-0.16834149927045272
2022-11-11 00:00:00+00:00,-0.17375528287916364
2022-11-12 00:00:00+00:00,-0.17882977803087885
2022-11-13 00:00:00+00:00,-0.18025775897545004
2022-11-14 00:00:00+00:00,-0.17773860938040453
2022-11-15 00:00:00+00:00,-0.17916045389831436
2022-11-16 00:00:00+00:00,-0.17580950771027426
2022-11-17 00:00:00+00:00,-0.17118120601520959
2022-11-18 00:00:00+00:00,-0.1672721936620113
2022-11-19 00:00:00+00:00,-0.1577091805569042
