trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
1,876965.0,877011.0,-1.0,0.352,3424.73,3394.83,0.6091354889617322,0.6038173613662849,0.0,10.524800000000031,9.311847149672014,10009.311847149673,2.0,10000.0,0.120550496,1630457520.0,2021-09-01 00:05:00+00:00,2021-09-01 00:05:00+00:00,2021-09-01 00:51:00+00:00,2021-09-01 00:52:00+00:00,3987.4476571983428,3394.1509709580187,2021-09-06 00:00:00+00:00,0.054341690989808546,0.04701134020277379,target,minute interval; not exact exchange fill
2,878405.0,878463.0,-1.0,0.23900000000000002,3808.35,3772.04,0.459917205412072,0.4555322109319133,0.0,8.678089999999987,7.762640583656001,10017.074487733329,2.0,10009.311847149673,0.09093488782240251,1630544640.0,2021-09-02 00:05:00+00:00,2021-09-02 00:05:00+00:00,2021-09-02 01:03:00+00:00,2021-09-02 01:04:00+00:00,4639.875384972351,3771.281451880153,2021-09-07 00:00:00+00:00,0.04457897352235327,0.039060344159092424,target,minute interval; not exact exchange fill
3,879845.0,879880.0,-1.0,0.308,3797.76,3762.4500000000003,0.5910485192232364,0.5855531948178574,0.0,10.875479999999984,9.698878285958891,10026.773366019288,2.0,10017.074487733329,0.11677162642969253,1630629660.0,2021-09-03 00:05:00+00:00,2021-09-03 00:05:00+00:00,2021-09-03 00:40:00+00:00,2021-09-03 00:41:00+00:00,4441.983135783613,3761.6914253358896,2021-09-08 00:00:00+00:00,0.05598770466422008,0.048880368952441175,target,minute interval; not exact exchange fill
4,881285.0,881292.0,-1.0,0.274,3941.42,3920.84,0.5456927451377495,0.5428434277102907,0.0,5.63891999999998,4.55038382715194,10031.32374984644,2.0,10026.773366019288,0.10770654133461768,1630714380.0,2021-09-04 00:05:00+00:00,2021-09-04 00:05:00+00:00,2021-09-04 00:12:00+00:00,2021-09-04 00:13:00+00:00,4667.643581380229,3920.051223243034,2021-09-09 00:00:00+00:00,0.029424515128458516,0.022867944075180086,target,minute interval; not exact exchange fill
5,882725.0,882927.0,-1.0,0.271,3889.85,3853.0,0.5326562735593741,0.5276102219942331,0.0,9.986349999999977,8.92608350444637,10040.249833350887,2.0,10031.32374984644,0.10508576697229387,1630812480.0,2021-09-05 00:05:00+00:00,2021-09-05 00:05:00+00:00,2021-09-05 03:27:00+00:00,2021-09-05 03:28:00+00:00,4624.610970005726,3852.2278985945504,2021-09-10 00:00:00+00:00,0.0512031843568886,0.04482760904804931,target,minute interval; not exact exchange fill
6,884165.0,884183.0,-1.0,0.27,3953.89,3944.1600000000003,0.5394277050355263,0.5381002448456891,0.0,2.6270999999998823,1.549572050118667,10041.799405401005,2.0,10040.249833350887,0.10632706533396193,1630887840.0,2021-09-06 00:05:00+00:00,2021-09-06 00:05:00+00:00,2021-09-06 00:23:00+00:00,2021-09-06 00:24:00+00:00,4689.806871649967,3943.37082960636,2021-09-11 00:00:00+00:00,0.0142939655263715,0.0077986467796460944,target,minute interval; not exact exchange fill
7,885605.0,886030.0,-1.0,0.277,3929.9500000000003,3891.56,0.5500620653706055,0.5446887444149757,0.0,10.634030000000092,9.539279190214511,10051.33868459122,2.0,10041.799405401005,0.10840648234961715,1630998660.0,2021-09-07 00:05:00+00:00,2021-09-07 00:05:00+00:00,2021-09-07 07:10:00+00:00,2021-09-07 07:11:00+00:00,4647.542564880243,3890.7794580410664,2021-09-12 00:00:00+00:00,0.05458604767661014,0.047990785714665224,target,minute interval; not exact exchange fill
8,887045.0,887047.0,-1.0,0.256,3410.05,3389.65,0.44110868973802686,0.43846983773566445,0.0,5.2224000000000235,4.3428214725263325,10055.681506063745,2.0,10051.33868459122,0.0868513963556192,1631059680.0,2021-09-08 00:05:00+00:00,2021-09-08 00:05:00+00:00,2021-09-08 00:07:00+00:00,2021-09-08 00:08:00+00:00,4188.555198768199,3388.9636544905475,2021-09-13 00:00:00+00:00,0.027085683618833737,0.02179066550088265,target,minute interval; not exact exchange fill
9,888485.0,888664.0,-1.0,0.251,3513.92,3438.9300000000003,0.4456670155222546,0.4361561076205341,0.0,18.822489999999945,17.940666876857158,10073.622172940604,2.0,10055.681506063745,0.08771100392033526,1631156700.0,2021-09-09 00:05:00+00:00,2021-09-09 00:05:00+00:00,2021-09-09 03:04:00+00:00,2021-09-09 03:05:00+00:00,4308.633454507952,3438.236041383697,2021-09-14 00:00:00+00:00,0.0952342736705812,0.0899402923910749,target,minute interval; not exact exchange fill
10,889925.0,890356.0,-1.0,0.28800000000000003,3439.69,3398.09,0.5005606347797299,0.4945067978331339,0.0,11.980799999999975,10.985732567387112,10084.60790550799,2.0,10073.622172940604,0.09833907833678696,1631258220.0,2021-09-10 00:05:00+00:00,2021-09-10 00:05:00+00:00,2021-09-10 07:16:00+00:00,2021-09-10 07:17:00+00:00,4132.1082944170585,3397.407240623653,2021-09-15 00:00:00+00:00,0.06106534116338562,0.05508939474221404,target,minute interval; not exact exchange fill
11,891365.0,894690.0,-1.0,0.273,3210.91,3187.88,0.4429305961307347,0.4397537111888053,-0.545163190619502,6.287189999999931,5.949668883299893,10090.55757439129,2.0,10084.60790550799,0.08692241068898993,1631518260.0,2021-09-11 00:05:00+00:00,2021-09-11 00:05:00+00:00,2021-09-13 07:30:00+00:00,2021-09-13 07:31:00+00:00,3945.0352391020465,3187.2326280669013,2021-09-16 00:00:00+00:00,0.032252496811116076,0.02968656811178917,target,minute interval; not exact exchange fill
12,895685.0,902880.0,-1.0,0.23900000000000002,3287.16,3436.05,0.3969754463067593,0.4149562182194783,-1.2490594695999082,-35.58471000000008,-35.147582194926414,10055.409992196364,4.0,10090.55757439129,0.07785806029132072,1632009600.0,2021-09-14 00:05:00+00:00,2021-09-14 00:05:00+00:00,2021-09-19 00:00:00+00:00,2021-09-19 00:00:00+00:00,4124.754580459618,3241.1468223248967,2021-09-19 00:00:00+00:00,0.05493490376914101,-0.17557541177880498,timeout,minute interval; not exact exchange fill
13,904325.0,904331.0,-1.0,0.23500000000000001,3328.08,3319.11,0.39519052244661357,0.3941253860958209,0.0,2.107949999999953,1.3186340914575188,10056.728626287822,2.0,10055.409992196364,0.07777890713625384,1632096720.0,2021-09-20 00:05:00+00:00,2021-09-20 00:05:00+00:00,2021-09-20 00:11:00+00:00,2021-09-20 00:12:00+00:00,4178.462483982017,3318.4363533822357,2021-09-25 00:00:00+00:00,0.011340363659193376,0.00659845305555222,target,minute interval; not exact exchange fill
14,907205.0,914400.0,-1.0,0.334,2785.13,3058.2400000000002,0.47004218808045756,0.5161345507301915,-0.6720225655634217,-91.21874000000005,-91.53289417324727,9965.195732114576,4.0,10056.728626287822,0.09249861009159709,1632700800.0,2021-09-22 00:05:00+00:00,2021-09-22 00:05:00+00:00,2021-09-27 00:00:00+00:00,2021-09-27 00:00:00+00:00,3383.3511677249653,2727.8016940314797,2021-09-27 00:00:00+00:00,0.09583128959902902,-0.45810913445146373,timeout,minute interval; not exact exchange fill
15,917285.0,922800.0,-1.0,0.304,2816.76,3468.58,0.43268150293293367,0.5328073415708526,-0.6010082907355146,-198.1532799999999,-198.51776055376817,9766.67797156081,1.0,9965.195732114576,0.08592857210425284,1633204860.0,2021-09-29 00:05:00+00:00,2021-09-29 00:05:00+00:00,2021-10-02 20:00:00+00:00,2021-10-02 20:01:00+00:00,3467.880152058352,2769.2809185189135,2021-10-04 00:00:00+00:00,0.07291907850032534,-1.0029162008358556,stop,minute interval; not exact exchange fill
16,923045.0,924662.0,-1.0,0.217,3406.2400000000002,3325.96,0.37349077513447915,0.3646881542305511,-0.221669930779563,17.420760000000044,16.90425100141458,9783.582222562223,2.0,9766.67797156081,0.07568121751861918,1633316580.0,2021-10-03 00:05:00+00:00,2021-10-03 00:05:00+00:00,2021-10-04 03:02:00+00:00,2021-10-04 03:03:00+00:00,4301.4071099987905,3325.2893578820035,2021-10-08 00:00:00+00:00,0.09043076003776113,0.08702260542187756,target,minute interval; not exact exchange fill
