week_start,net_return
2025-06-02 00:00:00+00:00,0.012564752863654549
2025-06-09 00:00:00+00:00,0.03584046433380106
2025-06-16 00:00:00+00:00,-0.021260852053779256
2025-06-23 00:00:00+00:00,-0.017414922687438605
2025-06-30 00:00:00+00:00,-0.03660484827216648
2025-07-07 00:00:00+00:00,0.07505473553664488
2025-07-14 00:00:00+00:00,0.031263352755616536
2025-07-21 00:00:00+00:00,-0.03588578900552786
2025-07-28 00:00:00+00:00,-0.0174343605705366
2025-08-04 00:00:00+00:00,0.06993279017284948
2025-08-11 00:00:00+00:00,0.02056954581134951
2025-08-18 00:00:00+00:00,0.026954000505666986
2025-08-25 00:00:00+00:00,0.040213846852343194
2025-09-01 00:00:00+00:00,-0.01963512591498373
2025-09-08 00:00:00+00:00,-0.023614440418076255
2025-09-15 00:00:00+00:00,-0.0017085251332417117
2025-09-22 00:00:00+00:00,0.10221900070136303
2025-09-29 00:00:00+00:00,-0.006674006883627404
2025-10-06 00:00:00+00:00,0.0497028853507715
2025-10-13 00:00:00+00:00,-0.005883464447028253
2025-10-20 00:00:00+00:00,-0.033457037082548546
2025-10-27 00:00:00+00:00,0.01895399337280068
2025-11-03 00:00:00+00:00,0.0792682838422778
2025-11-10 00:00:00+00:00,0.007477742105659768
2025-11-17 00:00:00+00:00,-0.009125211046204673
2025-11-24 00:00:00+00:00,-0.01409982798071241
2025-12-01 00:00:00+00:00,0.04857856296889662
2025-12-08 00:00:00+00:00,0.019412823324366668
2025-12-15 00:00:00+00:00,-0.023331685086256493
2025-12-22 00:00:00+00:00,-0.02921925940238823
2025-12-29 00:00:00+00:00,0.016510884601194764
2026-01-05 00:00:00+00:00,-0.02350227588496845
2026-01-12 00:00:00+00:00,0.005489082199124695
2026-01-19 00:00:00+00:00,0.08994769130311453
2026-01-26 00:00:00+00:00,0.08461135467358738
2026-02-02 00:00:00+00:00,-0.035012990576382075
2026-02-09 00:00:00+00:00,-0.0216327257952571
2026-02-16 00:00:00+00:00,-0.03850402844092704
2026-02-23 00:00:00+00:00,0.03772826985952249
2026-03-02 00:00:00+00:00,0.0012664253809893111
2026-03-09 00:00:00+00:00,0.011551581581972004
2026-03-16 00:00:00+00:00,0.048504565752232054
2026-03-23 00:00:00+00:00,0.004034969320448889
2026-03-30 00:00:00+00:00,-0.027857789687478207
2026-04-06 00:00:00+00:00,0.014855356773612494
2026-04-13 00:00:00+00:00,-0.022308756649339623
2026-04-20 00:00:00+00:00,-0.004845475966948287
2026-04-27 00:00:00+00:00,-0.024903967756735867
2026-05-04 00:00:00+00:00,-0.03976384347842854
2026-05-11 00:00:00+00:00,-0.0005741382949291385
2026-05-18 00:00:00+00:00,0.008892416629066924
2026-05-25 00:00:00+00:00,-0.016862056497377154
