target_r,week_start_epoch,net_return,week_start_utc
4.0,1769385600,0.08461135467358738,2026-01-26T00:00:00Z
4.0,1769990400,-0.035012990576382075,2026-02-02T00:00:00Z
4.0,1770595200,-0.0216327257952571,2026-02-09T00:00:00Z
4.0,1771200000,-0.03850402844092704,2026-02-16T00:00:00Z
4.0,1771804800,0.03772826985952249,2026-02-23T00:00:00Z
4.0,1772409600,0.0012664253809893111,2026-03-02T00:00:00Z
4.0,1773014400,0.011551581581972004,2026-03-09T00:00:00Z
4.0,1773619200,0.048504565752232054,2026-03-16T00:00:00Z
4.0,1774224000,0.004034969320448889,2026-03-23T00:00:00Z
4.0,1774828800,-0.027857789687478207,2026-03-30T00:00:00Z
4.0,1775433600,0.014855356773612494,2026-04-06T00:00:00Z
4.0,1776038400,-0.022308756649339623,2026-04-13T00:00:00Z
4.0,1776643200,-0.004845475966948287,2026-04-20T00:00:00Z
4.0,1777248000,-0.024903967756735867,2026-04-27T00:00:00Z
4.0,1777852800,-0.03976384347842854,2026-05-04T00:00:00Z
4.0,1778457600,-0.0005741382949291385,2026-05-11T00:00:00Z
4.0,1779062400,0.008892416629066924,2026-05-18T00:00:00Z
4.0,1779667200,-0.016862056497377154,2026-05-25T00:00:00Z
1.75,1748822400,-0.005370413160968424,2025-06-02T00:00:00Z
1.75,1749427200,0.023451363549657156,2025-06-09T00:00:00Z
1.75,1750032000,-0.009531428751809234,2025-06-16T00:00:00Z
1.75,1750636800,-0.01451706644673001,2025-06-23T00:00:00Z
1.75,1751241600,-0.02815054667984218,2025-06-30T00:00:00Z
1.75,1751846400,0.06134922782031227,2025-07-07T00:00:00Z
1.75,1752451200,-0.0022722740222683724,2025-07-14T00:00:00Z
1.75,1753056000,-0.019076773809792447,2025-07-21T00:00:00Z
1.75,1753660800,-0.031502485808988845,2025-07-28T00:00:00Z
1.75,1754265600,0.0531064577078062,2025-08-04T00:00:00Z
1.75,1754870400,0.03582064582902045,2025-08-11T00:00:00Z
1.75,1755475200,0.007687577371031429,2025-08-18T00:00:00Z
1.75,1756080000,0.006148841385787529,2025-08-25T00:00:00Z
1.75,1756684800,0.004892856555813285,2025-09-01T00:00:00Z
1.75,1757289600,-0.007713101078296591,2025-09-08T00:00:00Z
1.75,1757894400,-0.0054698171000791,2025-09-15T00:00:00Z
1.75,1758499200,0.07197580731863273,2025-09-22T00:00:00Z
1.75,1759104000,-0.03754788062337333,2025-09-29T00:00:00Z
1.75,1759708800,0.027239903825401868,2025-10-06T00:00:00Z
1.75,1760313600,-0.0027926066514412096,2025-10-13T00:00:00Z
1.75,1760918400,-0.03623913860488548,2025-10-20T00:00:00Z
1.75,1761523200,0.0026159940824972416,2025-10-27T00:00:00Z
1.75,1762128000,0.0015360778372883743,2025-11-03T00:00:00Z
1.75,1762732800,-0.0016081214874686944,2025-11-10T00:00:00Z
1.75,1763337600,-0.01699503979743011,2025-11-17T00:00:00Z
1.75,1763942400,-0.014100204492243473,2025-11-24T00:00:00Z
1.75,1764547200,0.0211599128505624,2025-12-01T00:00:00Z
1.75,1765152000,-0.0009173072695295437,2025-12-08T00:00:00Z
1.75,1765756800,-0.025005073404843925,2025-12-15T00:00:00Z
1.75,1766361600,-0.029220461017791743,2025-12-22T00:00:00Z
1.75,1766966400,-0.010343155099823864,2025-12-29T00:00:00Z
1.75,1767571200,-0.001882878719361769,2026-01-05T00:00:00Z
1.75,1768176000,0.006523096894404334,2026-01-12T00:00:00Z
1.75,1768780800,0.06431110557043285,2026-01-19T00:00:00Z
1.75,1769385600,-0.011364770463281326,2026-01-26T00:00:00Z
1.75,1769990400,-0.03497150383898273,2026-02-02T00:00:00Z
1.75,1770595200,0.008344826603168043,2026-02-09T00:00:00Z
1.75,1771200000,-0.03915714072944554,2026-02-16T00:00:00Z
1.75,1771804800,0.0714573556820266,2026-02-23T00:00:00Z
1.75,1772409600,-0.0321747103457275,2026-03-02T00:00:00Z
1.75,1773014400,0.006986681583933452,2026-03-09T00:00:00Z
1.75,1773619200,0.044271387380131255,2026-03-16T00:00:00Z
1.75,1774224000,-0.024986487148616066,2026-03-23T00:00:00Z
1.75,1774828800,-0.016661461039065517,2026-03-30T00:00:00Z
1.75,1775433600,-0.009458012605313537,2026-04-06T00:00:00Z
1.75,1776038400,0.012788965926980644,2026-04-13T00:00:00Z
1.75,1776643200,0.020075815575801848,2026-04-20T00:00:00Z
1.75,1777248000,-0.039584501385049764,2026-04-27T00:00:00Z
1.75,1777852800,-0.039549610954245806,2026-05-04T00:00:00Z
1.75,1778457600,-0.006268531350619,2026-05-11T00:00:00Z
1.75,1779062400,0.003414271544451175,2026-05-18T00:00:00Z
1.75,1779667200,-0.023220109585894266,2026-05-25T00:00:00Z
2.0,1748822400,-0.0009416348269672969,2025-06-02T00:00:00Z
2.0,1749427200,0.04598831132553638,2025-06-09T00:00:00Z
2.0,1750032000,0.005806349381693332,2025-06-16T00:00:00Z
2.0,1750636800,-0.01741319507256489,2025-06-23T00:00:00Z
2.0,1751241600,-0.039173285097706345,2025-06-30T00:00:00Z
2.0,1751846400,0.07079799550398103,2025-07-07T00:00:00Z
2.0,1752451200,0.02716824271299867,2025-07-14T00:00:00Z
2.0,1753056000,-0.016881689066000294,2025-07-21T00:00:00Z
2.0,1753660800,-0.030484119682667177,2025-07-28T00:00:00Z
2.0,1754265600,0.07988844456056698,2025-08-04T00:00:00Z
2.0,1754870400,0.02524300915320632,2025-08-11T00:00:00Z
2.0,1755475200,0.012322378475427609,2025-08-18T00:00:00Z
2.0,1756080000,-0.00011618701489002348,2025-08-25T00:00:00Z
2.0,1756684800,0.007129280132053273,2025-09-01T00:00:00Z
2.0,1757289600,-0.018408554955260392,2025-09-08T00:00:00Z
2.0,1757894400,-0.003304782233594983,2025-09-15T00:00:00Z
2.0,1758499200,0.083515641753652,2025-09-22T00:00:00Z
2.0,1759104000,-0.03749622333135261,2025-09-29T00:00:00Z
2.0,1759708800,0.04691346043370537,2025-10-06T00:00:00Z
2.0,1760313600,-0.0004709588455785729,2025-10-13T00:00:00Z
2.0,1760918400,-0.03592219274158104,2025-10-20T00:00:00Z
2.0,1761523200,0.007953544242564892,2025-10-27T00:00:00Z
2.0,1762128000,-0.008236701519042544,2025-11-03T00:00:00Z
2.0,1762732800,-0.009486566482794112,2025-11-10T00:00:00Z
2.0,1763337600,-0.014703865996331777,2025-11-17T00:00:00Z
2.0,1763942400,-0.014101491824554224,2025-11-24T00:00:00Z
2.0,1764547200,0.030410179734522202,2025-12-01T00:00:00Z
2.0,1765152000,0.001348996793603341,2025-12-08T00:00:00Z
2.0,1765756800,-0.024650735635027177,2025-12-15T00:00:00Z
2.0,1766361600,-0.029220732537086236,2025-12-22T00:00:00Z
2.0,1766966400,-0.007392027496356479,2025-12-29T00:00:00Z
2.0,1767571200,0.0022729439622750647,2026-01-05T00:00:00Z
2.0,1768176000,0.010569119229601354,2026-01-12T00:00:00Z
2.0,1768780800,0.07591978544323208,2026-01-19T00:00:00Z
2.0,1769385600,0.0009140445945008402,2026-01-26T00:00:00Z
2.0,1769990400,-0.03300137546090676,2026-02-02T00:00:00Z
2.0,1770595200,0.0006460235607355092,2026-02-09T00:00:00Z
2.0,1771200000,-0.03850358877788429,2026-02-16T00:00:00Z
2.0,1771804800,0.03861810086289541,2026-02-23T00:00:00Z
2.0,1772409600,-0.03005184825589602,2026-03-02T00:00:00Z
2.0,1773014400,0.011449283483762285,2026-03-09T00:00:00Z
2.0,1773619200,0.0020025562395260543,2026-03-16T00:00:00Z
2.0,1774224000,-0.013121357412312906,2026-03-23T00:00:00Z
2.0,1774828800,-0.027857184438201954,2026-03-30T00:00:00Z
2.0,1775433600,-0.004531423022246406,2026-04-06T00:00:00Z
2.0,1776038400,5.026106599048674e-05,2026-04-13T00:00:00Z
2.0,1776643200,0.02429304461394266,2026-04-20T00:00:00Z
2.0,1777248000,-0.039584093895258965,2026-04-27T00:00:00Z
2.0,1777852800,-0.03951304813511136,2026-05-04T00:00:00Z
2.0,1778457600,-0.00795270146576299,2026-05-11T00:00:00Z
2.0,1779062400,0.007758776852930138,2026-05-18T00:00:00Z
2.0,1779667200,-0.022322570395571506,2026-05-25T00:00:00Z
