entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound
411735.0,414615.0,1.0,3.089,2571.36,2612.02,3.97146552,4.03426489,2.80937962345296,125.59873999999955,114.7836299665466,10114.783629966547,4.0,10000.0,0.7942931040000001,1749075300.0
415890.0,416779.0,-1.0,2.183,2538.4900000000002,2484.84,2.7707618350000005,2.71220286,-0.08118059381398024,117.11795000000019,111.71616589881417,10226.499795865362,7.0,10114.783629966547,0.5478637875735092,1749205200.0
418965.0,419050.0,1.0,4.932,2535.02,2517.35,6.251359320000001,6.207785100000001,1.2446828088150241,-87.14844000000036,-100.85226722881539,10125.647528636546,1.0,10226.499795865362,1.222580441947002,1749341460.0
421470.0,421902.0,1.0,3.16,2566.86,2680.0,4.0556388000000005,4.234400000000001,0.0,357.5223999999996,349.2323611999996,10474.879889836546,2.0,10125.647528636546,0.8010626063232336,1749512580.0
421950.0,422059.0,1.0,2.428,2717.4700000000003,2677.62,3.29900858,3.25063068,0.0,-96.75580000000087,-103.30543926000088,10371.574450576545,1.0,10474.879889836546,0.6298895289865666,1749522000.0
422610.0,422743.0,1.0,1.075,2760.07,2723.36,1.4835376249999999,1.4638060000000002,0.0,-39.46325000000004,-42.41059362500003,10329.163856951545,1.0,10371.574450576545,0.28607761185526304,1749563040.0
424230.0,424457.0,1.0,2.249,2842.85,2800.37,3.1967848250000004,3.1490160650000005,0.644160829,-95.53752000000004,-102.52748171900004,10226.636375232543,1.0,10329.163856951545,0.6189823047193812,1749665880.0
426000.0,426273.0,-1.0,2.282,2692.58,2529.01,3.07223378,2.8856004100000003,0.08269699475671449,373.26673999999934,367.22620881524267,10593.862584047785,2.0,10226.636375232543,0.6008297679265321,1749774840.0
426315.0,426964.0,-1.0,1.362,2473.64,2548.42,1.68454884,1.73547402,0.0367634445,-101.85036000000028,-105.30714630450028,10488.555437743285,1.0,10593.862584047785,0.3180235398817783,1749816300.0
430695.0,431997.0,1.0,2.817,2573.07,2538.9500000000003,3.6241690950000005,3.576111075000001,0.9641266390260002,-96.1160399999997,-104.2804468090257,10384.27499093426,1.0,10488.555437743285,0.6910711616126569,1750118280.0
433020.0,433141.0,-1.0,2.2960000000000003,2459.76,2502.01,2.8238044800000006,2.8723074800000004,0.0,-97.00600000000001,-102.70211196000002,10281.57287897426,1.0,10384.27499093426,0.5438616528289659,1750186920.0
436800.0,437151.0,1.0,4.457,2549.11,2529.12,5.6806916350000005,5.636143919999999,1.0180171769984998,-89.09543000000104,-101.43028273199954,10180.142596242262,1.0,10281.57287897426,1.1050238522584364,1750427520.0
437370.0,439051.0,-1.0,0.975,2415.76,2256.7200000000003,1.177683,1.100151,0.031287789986634396,155.06399999999996,152.75487821001332,10332.897474452275,2.0,10180.142596242262,0.23136866480332238,1750541520.0
440010.0,440678.0,-1.0,2.0220000000000002,2194.36,2242.81,2.2184979600000005,2.26748091,-0.31030164162755897,-97.96589999999965,-102.14157722837209,10230.755897223902,1.0,10332.897474452275,0.4294048141840483,1750639140.0
441975.0,444855.0,1.0,1.499,2403.29,2422.63,1.8012658550000002,1.8157611850000004,0.1478752482769924,28.99066000000022,25.225757711723226,10255.981654935626,4.0,10230.755897223902,0.35212761854454383,1750889700.0
445140.0,445562.0,1.0,2.701,2492.7000000000003,2457.75,3.3663913500000002,3.319191375,0.5417079887545944,-94.39995000000074,-101.62724071375534,10154.35441422187,1.0,10255.981654935626,0.6564737463975369,1750932180.0
450000.0,450099.0,1.0,5.659,2461.31,2446.34,6.964276645,6.92191903,0.0,-84.71522999999887,-98.60142567499886,10055.752988546872,1.0,10154.35441422187,1.371682799498519,1751204400.0
450630.0,451131.0,1.0,1.58,2478.5,2454.3,1.958015,1.938897,0.20147904674155784,-38.23599999999971,-42.334391046741274,10013.418597500131,1.0,10055.752988546872,0.389431801324099,1751266320.0
453375.0,453802.0,-1.0,3.279,2398.38,2426.03,3.93214401,3.9774761850000004,-0.15385386657404526,-90.6643500000003,-98.42011632842626,9914.998481171706,1.0,10013.418597500131,0.7853749389807128,1751426580.0
454575.0,457340.0,1.0,1.6640000000000001,2534.81,2502.8,2.10896192,2.0823296000000004,1.3777261827097742,-53.26463999999961,-58.83365770270938,9856.164823468998,1.0,9914.998481171706,0.4254084201837968,1751638860.0
457455.0,457822.0,-1.0,0.059000000000000004,2483.13,2510.65,0.073252335,0.07406417500000001,0.0,-1.6236799999999991,-1.7709965099999991,9854.393826958998,1.0,9856.164823468998,0.014864267453315162,1751667780.0
460185.0,460483.0,1.0,5.547,2541.46,2526.76,7.04873931,7.00796886,1.1561444192309998,-81.54089999999898,-96.75375258922999,9757.640074369769,1.0,9854.393826958998,1.4305779602021842,1751827440.0
460665.0,460742.0,1.0,1.3920000000000001,2595.82,2569.61,1.8066907200000004,1.7884485600000004,0.0,-36.484320000000054,-40.07945928000005,9717.56061508977,1.0,9757.640074369769,0.3703130482842065,1751842980.0
463275.0,464839.0,1.0,2.837,2613.4900000000002,2735.21,3.7072355650000004,3.879895385,1.3398006128744775,345.3196399999995,336.392708437125,10053.953323526894,2.0,9717.56061508977,0.7629971577935465,1752088800.0
464850.0,466403.0,1.0,2.645,2741.64,2877.67,3.6258188999999996,3.805718575,1.1726407187659698,359.7993500000005,351.1951718062345,10405.14849533313,2.0,10053.953323526894,0.7212722763522985,1752182640.0
466410.0,469290.0,1.0,1.98,2905.76,2931.3,2.8767024,2.901987,3.02944881648084,50.569199999999924,41.76106178351909,10446.909557116647,4.0,10405.14849533313,0.5529382692212891,1752355800.0
471105.0,471829.0,1.0,2.416,3045.07,3005.52,3.67844456,3.63066816,0.73534584,-95.55280000000043,-103.59725856000043,10343.312298556646,1.0,10446.909557116647,0.7042167905998896,1752508200.0
473385.0,473525.0,1.0,1.67,3088.19,3030.0,2.57863865,2.5300499999999997,0.0,-97.17730000000009,-102.28598865000009,10241.026309906645,1.0,10343.312298556646,0.49860984094231303,1752609960.0
473715.0,474844.0,1.0,0.755,3123.84,3329.59,1.1792496000000001,1.256920225,0.720474700399535,155.34125,152.1846054746005,10393.210915381245,2.0,10241.026309906645,0.230299105639296,1752689100.0
474855.0,476713.0,1.0,1.587,3337.62,3580.05,2.64840147,2.840769675,2.1767420762276553,384.73641000000043,377.0704967787728,10770.281412160017,2.0,10393.210915381245,0.509640666693398,1752801240.0
476745.0,477846.0,1.0,1.319,3604.7400000000002,3527.46,2.3773260300000003,2.3263598699999997,0.946120848487444,-101.93232000000026,-107.58212674848771,10662.699285411529,1.0,10770.281412160017,0.44146033683315233,1752869220.0
480045.0,482682.0,1.0,2.236,3704.2200000000003,3688.26,4.14131796,4.12347468,4.225642089932329,-35.686560000000085,-48.17699472993242,10614.522290681594,7.0,10662.699285411529,0.7767860368464223,1753159380.0
484665.0,486151.0,-1.0,1.845,3613.39,3666.58,3.3333522749999998,3.38242005,-2.004028621160985,-98.1355500000001,-102.8472937038391,10511.674996977756,1.0,10614.522290681594,0.6280739130250493,1753367520.0
486195.0,486267.0,1.0,0.903,3766.14,3695.87,1.70041221,1.668685305,0.33685512000000006,-63.45380999999998,-67.15976263499998,10444.515234342754,1.0,10511.674996977756,0.32352830742748245,1753374480.0
489930.0,490012.0,1.0,2.17,3798.98,3765.9900000000002,4.1218933,4.08609915,0.0,-71.58829999999952,-79.79629244999951,10364.718941892756,1.0,10444.515234342754,0.7892933673832454,1753599180.0
490245.0,491905.0,1.0,0.458,3820.76,3786.7000000000003,0.8749540400000001,0.8671543000000002,0.5304357063797841,-15.599479999999975,-17.872024046379757,10346.846917846375,1.0,10364.718941892756,0.1688331434562219,1753712760.0
496815.0,496934.0,-1.0,1.7650000000000001,3656.15,3710.35,3.2265523750000003,3.2743838750000003,0.0,-95.66299999999968,-102.16393624999968,10244.682981596376,1.0,10346.846917846375,0.6236783825292324,1754014500.0
497295.0,497553.0,-1.0,0.662,3611.29,3671.02,1.19533699,1.21510762,0.0,-39.541260000000015,-41.951704610000014,10202.731276986375,1.0,10244.682981596376,0.23335753622582803,1754051640.0
497970.0,500850.0,-1.0,0.11900000000000001,3531.52,3503.19,0.21012544000000002,0.208439805,-0.12596832840614133,3.3712699999999916,3.078673083406133,10205.809950069779,4.0,10202.731276986375,0.04119003711760322,1754249400.0
501180.0,502121.0,1.0,2.455,3544.62,3690.17,4.35102105,4.529683675,0.42031152225536017,357.32525000000044,348.0242337527451,10553.834183822524,2.0,10205.809950069779,0.8526557071485055,1754325720.0
502155.0,502297.0,1.0,1.954,3714.48,3664.9500000000003,3.62904696,3.5806561500000003,0.0,-96.7816199999995,-103.9913231099995,10449.842860712524,1.0,10553.834183822524,0.687721049391281,1754336280.0
505530.0,505555.0,1.0,2.6790000000000003,3706.05,3671.52,4.964253975000001,4.91800104,0.0,-92.50587000000054,-102.38812501500055,10347.454735697524,1.0,10449.842860712524,0.9501107416004746,1754531760.0
505950.0,506259.0,1.0,1.169,3726.26,3853.2400000000002,2.17799897,2.25221878,0.0,148.43962000000002,144.00940225000002,10491.464137947523,2.0,10347.454735697524,0.42097289152397166,1754574000.0
506265.0,506312.0,1.0,2.052,3858.75,3812.29,3.9590775,3.91140954,0.0,-95.33592000000007,-103.20640704000007,10388.257730907524,1.0,10491.464137947523,0.7547235443869184,1754577180.0
506640.0,507962.0,1.0,1.5290000000000001,3866.25,4042.77,2.955748125,3.0906976650000004,1.4575946164221794,269.89907999999997,262.3950395935778,10650.652770501103,2.0,10388.257730907524,0.5690556013461141,1754676180.0
507975.0,509529.0,1.0,1.668,4040.2400000000002,4271.96,3.3695601600000002,3.56281464,2.06604518911434,386.50895999999966,377.51054001088534,11028.163310511989,2.0,10650.652770501103,0.632742468017097,1754770200.0
509670.0,509688.0,1.0,1.7770000000000001,4301.01,4244.15,3.8214473850000004,3.770927275,0.0,-101.04022000000104,-108.63259466000105,10919.530715851988,1.0,11028.163310511989,0.6930342392295581,1754779740.0
513405.0,514321.0,1.0,1.548,4407.82,4664.26,3.4116526799999995,3.6101372400000007,1.402532892,396.96912000000077,388.54479718800076,11308.075513039988,2.0,10919.530715851988,0.624871666883499,1755057720.0
514335.0,516272.0,1.0,1.5210000000000001,4664.7,4635.66,3.54750435,3.5254194300000004,2.857164334389963,-44.16983999999995,-54.09992811438991,11253.9755849256,7.0,11308.075513039988,0.6274284861131623,1755174780.0
517890.0,520371.0,-1.0,1.302,4432.79,4513.89,2.88574629,2.9385423900000007,-1.5814069045420103,-105.59220000000047,-109.83508177545846,11144.140503150144,1.0,11253.9755849256,0.5128403324182399,1755420720.0
521460.0,524340.0,-1.0,1.3780000000000001,4317.85,4135.83,2.9749986500000003,2.84958687,-3.3913737517338594,250.8235600000006,248.39034823173446,11392.53085138188,4.0,11144.140503150144,0.5339126241559947,1755658800.0
527895.0,530775.0,1.0,0.999,4594.46,4767.82,2.29493277,2.38152609,2.65709276460288,173.18663999999967,165.8530883753968,11558.383939757276,4.0,11392.53085138188,0.402883748999746,1756044900.0
