start,end_exclusive,start_equity,end_equity,net_return
2021-09-01T00:00:00+00:00,2022-09-01T00:00:00+00:00,10000.0,6233.104923280979,-0.3766895076719021
2022-09-01T00:00:00+00:00,2023-09-01T00:00:00+00:00,6233.104923280979,3499.360752417628,-0.43858465476053043
2023-09-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,3499.360752417628,2916.0397200016528,-0.16669359739860268
2024-09-01T00:00:00+00:00,2025-09-01T00:00:00+00:00,2916.0397200016528,1807.7229629136405,-0.38007601524967705
2025-09-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,1807.7229629136405,835.3564946862414,-0.5378957330166146
