start_utc,end_exclusive_utc,return,complete_period
2021-09-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,0.027279302581456166,True
2021-10-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,-0.09121183729146232,True
2021-11-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,-0.03152009765543118,True
2021-12-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,0.0009638233009305885,True
2022-01-01 00:00:00+00:00,2022-02-01 00:00:00+00:00,-0.05036299892837237,True
2022-02-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,-0.032581346395406774,True
2022-03-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.0799845710928786,True
2022-04-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,0.08860682112684315,True
2022-05-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,-0.13038177008822494,True
2022-06-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,0.09823258953275094,True
2022-07-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,-0.08534771297705157,True
2022-08-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,-0.04021598715398256,True
2022-09-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,-0.04933734450674343,True
2022-10-01 00:00:00+00:00,2022-11-01 00:00:00+00:00,-0.02971831972226835,True
2022-11-01 00:00:00+00:00,2022-12-01 00:00:00+00:00,0.041840810851941024,True
2022-12-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,-0.08148134902105975,True
2023-01-01 00:00:00+00:00,2023-02-01 00:00:00+00:00,0.03009729920110016,True
2023-02-01 00:00:00+00:00,2023-03-01 00:00:00+00:00,-0.027288047559772433,True
2023-03-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,0.01194820435070798,True
2023-04-01 00:00:00+00:00,2023-05-01 00:00:00+00:00,0.014608008665513816,True
2023-05-01 00:00:00+00:00,2023-06-01 00:00:00+00:00,-0.04903756098576395,True
2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,-0.051231531223512206,True
2023-07-01 00:00:00+00:00,2023-08-01 00:00:00+00:00,-0.12078960195240096,True
2023-08-01 00:00:00+00:00,2023-09-01 00:00:00+00:00,-0.06926808244379667,True
2023-09-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,-0.1039774202656557,True
2023-10-01 00:00:00+00:00,2023-11-01 00:00:00+00:00,0.01859336073143214,True
2023-11-01 00:00:00+00:00,2023-12-01 00:00:00+00:00,-0.0509505939110364,True
2023-12-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,-0.02882239153512589,True
2024-01-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.030002763397968257,True
2024-02-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.14143703777091887,True
2024-03-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,-0.016870678309785392,True
2024-04-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,-0.10238884871304132,True
2024-05-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,-0.04101153032740512,True
2024-06-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,-0.022875344577925616,True
2024-07-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,-0.028137071789617107,True
2024-08-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,-0.11617385881091491,True
2024-09-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,-0.018054611715040525,True
2024-10-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,-0.02409649941589964,True
2024-11-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.025083673117602956,True
2024-12-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,-0.07572390087178071,True
2025-01-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,-0.1764718010735924,True
2025-02-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.12934965300594659,True
2025-03-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.07382080191173346,True
2025-04-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,-0.022978462236774355,True
2025-05-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,-0.0026424742935001744,True
2025-06-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,-0.04362732894213739,True
2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.09796633134399624,True
2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,-0.08795268636239983,True
2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,-0.06115852270618649,True
2025-10-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,0.05360392911981604,True
2025-11-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.00928244480534035,True
2025-12-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,-0.15869829355107956,True
2026-01-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,-0.0932796907771195,True
2026-02-01 00:00:00+00:00,2026-03-01 00:00:00+00:00,0.13466045000444216,True
2026-03-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,-0.15056810379816743,True
2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,0.007708265537390124,True
2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,0.09339523829594665,True
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.15557219616075124,True
2026-07-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,-0.11654782850806944,True
2026-08-01 00:00:00+00:00,2026-09-01 00:00:00+00:00,-0.045133373735847804,True
