trade_id,day_index,entry_index,exit_index,side,quantity,entry_price,exit_price,initial_stop,initial_target,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,equity_before,equity_after,entry_exposure,reason,adverse_equity_bound,max_mark_observed_gap,day_status,UTC_day,IV_observation_candle_open_utc,IV_available_utc,IV_annualized_percent,one_day_sigma,reference_price,entry_utc_simulated,exit_bar_open_utc,exit_latest_utc,exit_reason,realized_net_R,initial_price_RR,time_precision
1,609.0,877442.0,877952.0,-1.0,1.59,3522.65,3644.82,3644.084660165791,3275.8744332933557,2.8005067500000003,2.8976319000000004,-0.5694155700000001,-194.25030000000012,-199.37902308000048,10000.0,9800.62097692,0.56010135,1.0,9739.8050151973,0.0,0.0,2021-09-01 00:00:00+00:00,2021-08-31 00:00:00+00:00,2021-09-01 00:01:00+00:00,104.64,0.05477107925983996,3430.49,2021-09-01 08:02:00+00:00,2021-09-01 16:32:00+00:00,2021-09-01 16:33:00+00:00,stop,-1.0326179677927352,2.032167474835684,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
2,610.0,878882.0,879839.0,1.0,1.0030000000000001,3746.19,3789.87,3555.302958309295,4004.7179436268893,1.8787142850000003,1.9006198050000003,1.089430066656,43.81103999999984,38.94227584334294,9800.62097692,9839.563252763342,0.38338678527090964,3.0,9782.684232635,0.0,0.0,2021-09-02 00:00:00+00:00,2021-09-01 00:00:00+00:00,2021-09-02 00:01:00+00:00,113.63,0.05947666032392598,3831.44,2021-09-02 08:02:00+00:00,2021-09-02 23:59:00+00:00,2021-09-02 23:59:00+00:00,scheduled_23_59_exit,0.20339672145429588,1.3543504123542485,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
3,611.0,880322.0,881279.0,-1.0,0.799,3799.2400000000002,3943.8,4040.5647150039426,3609.663551354768,1.5177963800000003,1.5755481000000002,-2.0724507647669004,-115.50343999999997,-116.5243337152333,9839.563252763342,9723.03891904811,0.30850889231770373,3.0,9651.365068113853,0.0,0.0,2021-09-03 00:00:00+00:00,2021-09-02 00:00:00+00:00,2021-09-03 00:01:00+00:00,110.75,0.057969199426866166,3788.95,2021-09-03 08:02:00+00:00,2021-09-03 23:59:00+00:00,2021-09-03 23:59:00+00:00,scheduled_23_59_exit,-0.6043215021905972,0.7855658242137991,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
4,612.0,881762.0,882719.0,1.0,0.791,3918.75,3890.03,3677.4694824387243,4109.165830317734,1.5498656250000002,1.538506865,2.347471517877531,-22.717519999999844,-28.153364007877826,9723.03891904811,9694.885555040231,0.3188027195826,3.0,9654.880741905232,0.0,0.0,2021-09-04 00:00:00+00:00,2021-09-03 00:00:00+00:00,2021-09-04 00:01:00+00:00,106.48,0.055734179277405954,3942.79,2021-09-04 08:02:00+00:00,2021-09-04 23:59:00+00:00,2021-09-04 23:59:00+00:00,scheduled_23_59_exit,-0.14751342826256422,0.7891885853128429,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
5,613.0,883202.0,884159.0,1.0,0.764,3875.2200000000003,3953.55,3625.9313700513394,4054.789288914554,1.4803340400000002,1.5102561,2.4121288146375983,59.84411999999995,54.441401045362,9694.885555040231,9749.326956085593,0.3053845311728091,3.0,9685.780501000232,0.0,0.0,2021-09-05 00:00:00+00:00,2021-09-04 00:00:00+00:00,2021-09-05 00:01:00+00:00,107.6,0.05632041407070699,3889.71,2021-09-05 08:02:00+00:00,2021-09-05 23:59:00+00:00,2021-09-05 23:59:00+00:00,scheduled_23_59_exit,0.2858468849794745,0.7203268313983469,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
6,614.0,884642.0,885599.0,1.0,0.714,3950.05,3930.06,3681.7765136172948,4122.469388897633,1.4101678500000001,1.40303142,1.2539188673172,-14.272860000000168,-18.339978137315484,9749.326956085593,9730.986977948278,0.28928516939720933,3.0,9688.220958458374,0.0,0.0,2021-09-06 00:00:00+00:00,2021-09-05 00:00:00+00:00,2021-09-06 00:01:00+00:00,109.21,0.05716312658607724,3952.56,2021-09-06 08:02:00+00:00,2021-09-06 23:59:00+00:00,2021-09-06 23:59:00+00:00,scheduled_23_59_exit,-0.09574648704999085,0.6427000715667728,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
7,615.0,886082.0,886183.0,1.0,0.881,3880.86,3663.83,3664.5629808605436,4094.4163513881654,1.70951883,1.613917115,0.0,-191.20343000000017,-194.5268659450012,9730.986977948278,9536.460112003277,0.35135569164237895,1.0,9536.460112003277,0.0,0.0,2021-09-07 00:00:00+00:00,2021-09-06 00:00:00+00:00,2021-09-07 00:01:00+00:00,107.56,0.0562994771138034,3929.0,2021-09-07 08:02:00+00:00,2021-09-07 09:43:00+00:00,2021-09-07 09:44:00+00:00,stop,-1.0208293478960984,0.9873291469193837,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
8,616.0,887522.0,888479.0,1.0,2.315,3269.05,3493.2400000000002,3190.5589093461494,3582.7551212548656,3.7839253750000004,4.0434253,0.791227181650435,518.9998500000002,510.3812721433478,9536.460112003277,10046.841384146624,0.7935702200939904,3.0,9416.648386628274,0.0,0.0,2021-09-08 00:00:00+00:00,2021-09-07 00:00:00+00:00,2021-09-08 00:01:00+00:00,110.41,0.05779123529318549,3435.0,2021-09-08 08:02:00+00:00,2021-09-08 23:59:00+00:00,2021-09-08 23:59:00+00:00,scheduled_23_59_exit,2.8088165212586995,3.9966971874339112,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
9,617.0,888962.0,889919.0,1.0,0.811,3498.19,3427.14,3254.495327136232,3644.5636467160525,1.418516045,1.3897052699999999,0.28579506029288004,-57.62155000000015,-60.71556637529102,10046.841384146624,9986.125817771333,0.28238049965401907,3.0,9961.918908697804,0.0,0.0,2021-09-09 00:00:00+00:00,2021-09-08 00:00:00+00:00,2021-09-09 00:01:00+00:00,107.7,0.056372756462966016,3497.99,2021-09-09 08:02:00+00:00,2021-09-09 23:59:00+00:00,2021-09-09 23:59:00+00:00,scheduled_23_59_exit,-0.30720845256198637,0.6006436045398468,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
10,618.0,890402.0,891223.0,1.0,0.895,3410.4300000000003,3190.77,3191.4093571313488,3567.6344482002614,1.5261674250000001,1.427869575,0.295275715,-196.59570000000028,-199.84501271499903,9986.125817771333,9786.280805056334,0.30565755986851856,1.0,9772.010519120135,0.0,0.0,2021-09-10 00:00:00+00:00,2021-09-09 00:00:00+00:00,2021-09-10 00:01:00+00:00,106.28,0.05562949449288791,3426.42,2021-09-10 08:02:00+00:00,2021-09-10 21:43:00+00:00,2021-09-10 21:44:00+00:00,stop,-1.0194953045312174,0.7177608746885924,"simulated minute opens; intrabar exits only known within minute, not actual exchange fills"
