start_utc,end_exclusive_utc,return,complete_period
2021-09-01 00:00:00+00:00,2021-09-06 00:00:00+00:00,0.009839838370758747,False
2021-09-06 00:00:00+00:00,2021-09-13 00:00:00+00:00,-0.027791870216934522,True
2021-09-13 00:00:00+00:00,2021-09-20 00:00:00+00:00,-0.025101161664469185,True
2021-09-20 00:00:00+00:00,2021-09-27 00:00:00+00:00,-0.01324414354503134,True
2021-09-27 00:00:00+00:00,2021-10-04 00:00:00+00:00,0.026690852905286944,True
2021-10-04 00:00:00+00:00,2021-10-11 00:00:00+00:00,-0.0015919847481884464,True
2021-10-11 00:00:00+00:00,2021-10-18 00:00:00+00:00,0.029037329255626743,True
2021-10-18 00:00:00+00:00,2021-10-25 00:00:00+00:00,0.01705560639950021,True
2021-10-25 00:00:00+00:00,2021-11-01 00:00:00+00:00,0.009333675013633691,True
2021-11-01 00:00:00+00:00,2021-11-08 00:00:00+00:00,0.007778061194363417,True
2021-11-08 00:00:00+00:00,2021-11-15 00:00:00+00:00,0.009918162746876513,True
2021-11-15 00:00:00+00:00,2021-11-22 00:00:00+00:00,-0.02523739587232454,True
2021-11-22 00:00:00+00:00,2021-11-29 00:00:00+00:00,-0.0090572699595175,True
2021-11-29 00:00:00+00:00,2021-12-06 00:00:00+00:00,0.00830456408521596,True
2021-12-06 00:00:00+00:00,2021-12-13 00:00:00+00:00,0.002684459383616389,True
2021-12-13 00:00:00+00:00,2021-12-20 00:00:00+00:00,-0.01392376499961645,True
2021-12-20 00:00:00+00:00,2021-12-27 00:00:00+00:00,0.006444862196079093,True
2021-12-27 00:00:00+00:00,2022-01-03 00:00:00+00:00,-0.009966011332241953,True
2022-01-03 00:00:00+00:00,2022-01-10 00:00:00+00:00,-0.07009778348538898,True
2022-01-10 00:00:00+00:00,2022-01-17 00:00:00+00:00,-0.007729289421612884,True
2022-01-17 00:00:00+00:00,2022-01-24 00:00:00+00:00,-0.03992127354089481,True
2022-01-24 00:00:00+00:00,2022-01-31 00:00:00+00:00,0.006273537115635053,True
2022-01-31 00:00:00+00:00,2022-02-07 00:00:00+00:00,0.015113705782270115,True
2022-02-07 00:00:00+00:00,2022-02-14 00:00:00+00:00,-0.026316368892877806,True
2022-02-14 00:00:00+00:00,2022-02-21 00:00:00+00:00,-0.04846199235025661,True
2022-02-21 00:00:00+00:00,2022-02-28 00:00:00+00:00,-0.008793247100394419,True
2022-02-28 00:00:00+00:00,2022-03-07 00:00:00+00:00,-0.018908275288366028,True
2022-03-07 00:00:00+00:00,2022-03-14 00:00:00+00:00,0.011568311497617723,True
2022-03-14 00:00:00+00:00,2022-03-21 00:00:00+00:00,0.017825532075211425,True
