trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
1,832325.0,832332.0,-1.0,301.0,1.1837,1.1799,0.18003338382239814,0.17945542753404373,0.0,1.1438000000000077,0.7843111886435657,10000.784311188645,2.0,10000.0,0.03562937,1630455180.0,2021-09-01 00:05:00+00:00,2021-09-01 00:05:00+00:00,2021-09-01 00:12:00+00:00,2021-09-01 00:13:00+00:00,1.3476500597504635,1.17963162812594,2021-09-02 00:00:00+00:00,0.024814701990667917,0.015893162930655798,target,minute interval; not exact exchange fill
12,851045.0,851048.0,-1.0,363.0,1.0632000000000001,1.0613000000000001,0.19501431601465438,0.19466581413313833,0.0,0.6897000000000046,0.30001986985221196,9937.983013686126,2.0,9937.682993816272,0.038836175418369895,1631578140.0,2021-09-14 00:05:00+00:00,2021-09-14 00:05:00+00:00,2021-09-14 00:08:00+00:00,2021-09-14 00:09:00+00:00,1.1982172824954533,1.0610130567329459,2021-09-15 00:00:00+00:00,0.01619750617575873,0.006121446111200245,target,minute interval; not exact exchange fill
13,852485.0,852486.0,-1.0,352.0,1.094,1.0926,0.1945829963016457,0.1943339869827953,0.0,0.4928000000000239,0.10388301671558292,9938.08689670284,2.0,9937.983013686126,0.03874911030434192,1631664420.0,2021-09-15 00:05:00+00:00,2021-09-15 00:05:00+00:00,2021-09-15 00:06:00+00:00,2021-09-15 00:07:00+00:00,1.2332644282859142,1.092300586089666,2021-09-16 00:00:00+00:00,0.012202785242798511,0.002119149952437716,target,minute interval; not exact exchange fill
14,853925.0,853955.0,-1.0,368.0,1.1216000000000002,1.1168,0.20855985702984436,0.20766730414669235,0.0,1.7664000000000506,1.350172838823514,9939.437069541664,2.0,9938.08689670284,0.04153201760964052,1631752560.0,2021-09-16 00:05:00+00:00,2021-09-16 00:05:00+00:00,2021-09-16 00:35:00+00:00,2021-09-16 00:36:00+00:00,1.2548192257670279,1.1165042538158265,2021-09-17 00:00:00+00:00,0.038250831701161635,0.027540678985793314,target,minute interval; not exact exchange fill
15,855365.0,855417.0,-1.0,402.0,1.0891,1.0865,0.2212272965955656,0.22069916238277665,0.0,1.0451999999999741,0.6032735410216319,9940.040343082686,2.0,9939.437069541664,0.04404859117642052,1631840280.0,2021-09-17 00:05:00+00:00,2021-09-17 00:05:00+00:00,2021-09-17 00:57:00+00:00,2021-09-17 00:58:00+00:00,1.2107499216166635,1.0861925740901803,2021-09-18 00:00:00+00:00,0.023899940675517622,0.012336057683879381,target,minute interval; not exact exchange fill
16,856805.0,856805.0,-1.0,406.0,1.0631000000000002,1.063,0.2180946704325284,0.2180741554602367,0.0,0.04060000000008568,-0.3955688258926794,9939.644774256794,2.0,9940.040343082686,0.04342221813016737,1631923560.0,2021-09-18 00:05:00+00:00,2021-09-18 00:05:00+00:00,2021-09-18 00:05:00+00:00,2021-09-18 00:06:00+00:00,1.1837492112457426,1.0627215885004477,2021-09-19 00:00:00+00:00,0.00313646061706662,-0.008075539349802553,target,minute interval; not exact exchange fill
17,858245.0,858281.0,-1.0,420.0,1.0766,1.0713000000000001,0.22848019830196664,0.22735541189011416,0.0,2.2259999999999414,1.7701643898078605,9941.414938646602,2.0,9939.644774256794,0.04549176658416445,1632012120.0,2021-09-19 00:05:00+00:00,2021-09-19 00:05:00+00:00,2021-09-19 00:41:00+00:00,2021-09-19 00:42:00+00:00,1.193179355357222,1.0710822310105457,2021-09-20 00:00:00+00:00,0.047330584154860016,0.03615286004692292,target,minute interval; not exact exchange fill
18,862565.0,862596.0,-1.0,533.0,0.8816,0.8702000000000001,0.2374344278828993,0.2343641551085515,0.0,6.076199999999981,5.604401417008531,9947.019340063609,2.0,9941.414938646602,0.047266189259772516,1632271020.0,2021-09-22 00:05:00+00:00,2021-09-22 00:05:00+00:00,2021-09-22 00:36:00+00:00,2021-09-22 00:37:00+00:00,0.9733288296090965,0.869984131539179,2021-09-23 00:00:00+00:00,0.1266326901839067,0.11462944056916345,target,minute interval; not exact exchange fill
19,865445.0,865450.0,-1.0,346.0,1.0,0.9968,0.1748320298746505,0.1742725673790516,0.0,1.1071999999999933,0.7580954027462912,9947.777435466356,2.0,9947.019340063609,0.03478428946110679,1632442260.0,2021-09-24 00:05:00+00:00,2021-09-24 00:05:00+00:00,2021-09-24 00:10:00+00:00,2021-09-24 00:11:00+00:00,1.1419568306479861,0.9965471682311835,2021-09-25 00:00:00+00:00,0.024323111139178445,0.015434461065142117,target,minute interval; not exact exchange fill
20,866885.0,866885.0,-1.0,357.0,0.9399000000000001,0.9394,0.16954881815568984,0.16945862301889034,0.0,0.17850000000001998,-0.1605074411745602,9947.616928025182,2.0,9947.777435466356,0.033730579737710986,1632528360.0,2021-09-25 00:05:00+00:00,2021-09-25 00:05:00+00:00,2021-09-25 00:05:00+00:00,2021-09-25 00:06:00+00:00,1.077670219959455,0.9391861819387183,2021-09-26 00:00:00+00:00,0.005181221758169967,-0.003263409724476794,target,minute interval; not exact exchange fill
21,868325.0,868334.0,-1.0,380.0,0.9416,0.9354,0.18079855186528596,0.17960807711850943,0.0,2.3559999999999937,1.9955933710161982,9949.612521396199,2.0,9947.616928025182,0.0359692178125553,1632615300.0,2021-09-26 00:05:00+00:00,2021-09-26 00:05:00+00:00,2021-09-26 00:14:00+00:00,2021-09-26 00:15:00+00:00,1.0706497074328976,0.9351837601345014,2021-09-27 00:00:00+00:00,0.049719135309429716,0.04069409847678174,target,minute interval; not exact exchange fill
22,869765.0,869770.0,-1.0,387.0,0.9434,0.9390000000000001,0.18448103992112547,0.1836206237925979,0.0,1.7027999999999843,1.334698336286261,9950.947219732485,2.0,9949.612521396199,0.036694474203380054,1632701460.0,2021-09-27 00:05:00+00:00,2021-09-27 00:05:00+00:00,2021-09-27 00:10:00+00:00,2021-09-27 00:11:00+00:00,1.0702882034401997,0.9388103593542746,2021-09-28 00:00:00+00:00,0.03617074338899002,0.02718009095247214,target,minute interval; not exact exchange fill
23,871205.0,872057.0,-1.0,532.0,0.9212,0.9177000000000001,0.24763410829399105,0.24669324921992575,-0.04931376128,1.8619999999999721,1.4169864037660553,9952.36420613625,2.0,9950.947219732485,0.04924942210809706,1632838680.0,2021-09-28 00:05:00+00:00,2021-09-28 00:05:00+00:00,2021-09-28 14:17:00+00:00,2021-09-28 14:18:00+00:00,1.013060705385771,0.9174846336808189,2021-09-29 00:00:00+00:00,0.0404456541409993,0.02899507756412586,target,minute interval; not exact exchange fill
24,872645.0,872653.0,-1.0,565.0,0.8955000000000001,0.8894000000000001,0.2556577362870043,0.2539162374691922,0.0,3.446499999999997,2.9369260262438006,9955.301132162494,2.0,9952.36420613625,0.05083792046999706,1632874440.0,2021-09-29 00:05:00+00:00,2021-09-29 00:05:00+00:00,2021-09-29 00:13:00+00:00,2021-09-29 00:14:00+00:00,0.981998311126755,0.8891806226099754,2021-09-30 00:00:00+00:00,0.07305781243247865,0.06009480524858043,target,minute interval; not exact exchange fill
25,874085.0,874086.0,-1.0,479.0,0.9234,0.9229,0.22349627274281744,0.22337525461809207,0.0,0.23949999999997362,-0.2073715273609359,9955.093760635133,2.0,9955.301132162494,0.04442945463206913,1632960420.0,2021-09-30 00:05:00+00:00,2021-09-30 00:05:00+00:00,2021-09-30 00:06:00+00:00,2021-09-30 00:07:00+00:00,1.025785078689398,0.9226883776996155,2021-10-01 00:00:00+00:00,0.00695044931833559,-0.004228408572106873,target,minute interval; not exact exchange fill
26,875525.0,875530.0,-1.0,489.0,0.9562,0.9498000000000001,0.2362666914059042,0.23468532053684146,0.0,3.1295999999999813,2.658647988057236,9957.752408623192,2.0,9955.093760635133,0.0469691005672827,1633047060.0,2021-10-01 00:05:00+00:00,2021-10-01 00:05:00+00:00,2021-10-01 00:10:00+00:00,2021-10-01 00:11:00+00:00,1.056409741360227,0.9495655935484414,2021-10-02 00:00:00+00:00,0.06620520481845939,0.054255283740261145,target,minute interval; not exact exchange fill
27,876965.0,876965.0,-1.0,392.0,1.0396,1.0382,0.20591938808385307,0.20564208225149697,0.0,0.5488000000000266,0.13723852966467656,9957.889647152857,2.0,9957.752408623192,0.04092521919375039,1633133160.0,2021-10-02 00:05:00+00:00,2021-10-02 00:05:00+00:00,2021-10-02 00:05:00+00:00,2021-10-02 00:06:00+00:00,1.164628521399375,1.0379563175645214,2021-10-03 00:00:00+00:00,0.013146459840377272,0.002800147406707314,target,minute interval; not exact exchange fill
28,878405.0,878446.0,-1.0,443.0,1.0450000000000002,1.0324,0.23391868713878997,0.23109823215510694,0.0,5.581800000000074,5.116783080706177,9963.006430233563,2.0,9957.889647152857,0.04648926794768826,1633222020.0,2021-10-03 00:05:00+00:00,2021-10-03 00:05:00+00:00,2021-10-03 00:46:00+00:00,2021-10-03 00:47:00+00:00,1.1555221302884844,1.0321308388339752,2021-10-04 00:00:00+00:00,0.11643967712560352,0.10450667552069519,target,minute interval; not exact exchange fill
29,879845.0,879863.0,-1.0,413.0,1.0567,1.052,0.22051932793355009,0.21953850003415792,0.0,1.9410999999999696,1.5010421720322618,9964.507472405596,2.0,9963.006430233563,0.043803755729360606,1633307040.0,2021-10-04 00:05:00+00:00,2021-10-04 00:05:00+00:00,2021-10-04 00:23:00+00:00,2021-10-04 00:24:00+00:00,1.1754143507122632,1.0517172811403468,2021-10-05 00:00:00+00:00,0.04197233805144725,0.030615377637480304,target,minute interval; not exact exchange fill
30,881285.0,881285.0,-1.0,409.0,1.0408,1.0398,0.21509756435738817,0.21489089874981962,0.0,0.40899999999995496,-0.02098846310725283,9964.486483942488,2.0,9964.507472405596,0.04272034530345252,1633392360.0,2021-10-05 00:05:00+00:00,2021-10-05 00:05:00+00:00,2021-10-05 00:05:00+00:00,2021-10-05 00:06:00+00:00,1.1608221648219728,1.0394938854875548,2021-10-06 00:00:00+00:00,0.010882277572500484,-0.0004275588245777078,target,minute interval; not exact exchange fill
31,882725.0,882726.0,-1.0,392.0,1.0826,1.0809,0.21443663864907594,0.21409991013835783,0.0,0.6664000000000136,0.2378634512125799,9964.724347393701,2.0,9964.486483942488,0.04258916911412104,1633478820.0,2021-10-06 00:05:00+00:00,2021-10-06 00:05:00+00:00,2021-10-06 00:06:00+00:00,2021-10-06 00:07:00+00:00,1.2079654327933966,1.080596561496861,2021-10-07 00:00:00+00:00,0.015980788790804838,0.004840205987239253,target,minute interval; not exact exchange fill
32,884165.0,884173.0,-1.0,417.0,1.0756000000000001,1.0734000000000001,0.2266374889188832,0.22617393139227338,0.0,0.9173999999999916,0.46458857968883505,9965.18893597339,2.0,9964.724347393701,0.045011300299271494,1633565640.0,2021-10-07 00:05:00+00:00,2021-10-07 00:05:00+00:00,2021-10-07 00:13:00+00:00,2021-10-07 00:14:00+00:00,1.1931883978360402,1.0731502213733697,2021-10-08 00:00:00+00:00,0.02083350629580213,0.009474755288113625,target,minute interval; not exact exchange fill
33,885605.0,885790.0,-1.0,426.0,1.068,1.0648,0.2298930027977167,0.22920418481180593,0.0,1.363200000000039,0.9041028123905165,9966.09303878578,2.0,9965.18893597339,0.04565573246259371,1633662660.0,2021-10-08 00:05:00+00:00,2021-10-08 00:05:00+00:00,2021-10-08 03:10:00+00:00,2021-10-08 03:11:00+00:00,1.1831223613663544,1.0644983507341497,2021-10-09 00:00:00+00:00,0.03041676025656806,0.018435228796127752,target,minute interval; not exact exchange fill
34,894245.0,894274.0,-1.0,674.0,1.1309,1.125,0.385149201452177,0.38313984581634025,0.0,3.976600000000011,3.2083109527314937,9969.30134973851,2.0,9966.09303878578,0.07648198717728065,1634171700.0,2021-10-14 00:05:00+00:00,2021-10-14 00:05:00+00:00,2021-10-14 00:34:00+00:00,2021-10-14 00:35:00+00:00,1.2029529998720883,1.1247253844169647,2021-10-15 00:00:00+00:00,0.0856954685300653,0.06606394292486546,target,minute interval; not exact exchange fill
35,897125.0,897162.0,-1.0,740.0,1.1451,1.1392,0.42817374706069966,0.4259676295970213,0.0,4.366000000000012,3.5118586233422913,9972.813208361853,2.0,9969.30134973851,0.08499833341101944,1634344980.0,2021-10-16 00:05:00+00:00,2021-10-16 00:05:00+00:00,2021-10-16 00:42:00+00:00,2021-10-16 00:43:00+00:00,1.2106218116895497,1.1389219742521777,2021-10-17 00:00:00+00:00,0.0942896050721944,0.0724301537767982,target,minute interval; not exact exchange fill
36,900005.0,900016.0,-1.0,703.0,1.0929,1.0916000000000001,0.3882224554663407,0.38776066647182494,0.0,0.9138999999998993,0.1379168780617337,9972.951125239915,2.0,9972.813208361853,0.07704031790706761,1634516220.0,2021-10-18 00:05:00+00:00,2021-10-18 00:05:00+00:00,2021-10-18 00:16:00+00:00,2021-10-18 00:17:00+00:00,1.1619925832332723,1.0913756238134622,2021-10-19 00:00:00+00:00,0.022062804937993685,0.0028394267033301467,target,minute interval; not exact exchange fill
37,902885.0,902908.0,-1.0,741.0,1.0908,1.0894000000000001,0.40842116369007553,0.4078969707773821,0.0,1.0373999999998857,0.22108186553242815,9973.172207105446,2.0,9972.951125239915,0.081047504379558,1634689740.0,2021-10-20 00:05:00+00:00,2021-10-20 00:05:00+00:00,2021-10-20 00:28:00+00:00,2021-10-20 00:29:00+00:00,1.1562882446704565,1.0891342901358698,2021-10-21 00:00:00+00:00,0.02543524983013656,0.004555872513262393,target,minute interval; not exact exchange fill
38,905765.0,906602.0,-1.0,928.0,1.096,1.0867,0.5139293630090997,0.5095684660419605,-0.18741900242918397,8.63040000000008,7.794321173378204,9980.966528278825,2.0,9973.172207105446,0.10198239626057691,1634911380.0,2021-10-22 00:05:00+00:00,2021-10-22 00:05:00+00:00,2021-10-22 14:02:00+00:00,2021-10-22 14:03:00+00:00,1.1479658213911499,1.0864444634323718,2021-10-23 00:00:00+00:00,0.18388118020310354,0.1616264837869863,target,minute interval; not exact exchange fill
39,907205.0,907208.0,-1.0,804.0,1.087,1.0868,0.44160145330893363,0.4415202018915815,0.0,0.1607999999999823,-0.7223216552005328,9980.244206623624,2.0,9980.966528278825,0.08756145985700531,1634947740.0,2021-10-23 00:05:00+00:00,2021-10-23 00:05:00+00:00,2021-10-23 00:08:00+00:00,2021-10-23 00:09:00+00:00,1.1473355377432006,1.0865489832914499,2021-10-24 00:00:00+00:00,0.0074751419382336455,-0.014890229747018025,target,minute interval; not exact exchange fill
40,908645.0,908682.0,-1.0,856.0,1.0946,1.0921,0.4734499877314402,0.47236865667961436,0.0,2.1399999999999544,1.1941813555888998,9981.438387979211,2.0,9980.244206623624,0.09388323377680005,1635036180.0,2021-10-24 00:05:00+00:00,2021-10-24 00:05:00+00:00,2021-10-24 00:42:00+00:00,2021-10-24 00:43:00+00:00,1.1510950559925568,1.0918563754123412,2021-10-25 00:00:00+00:00,0.04856397678445241,0.024693694918607335,target,minute interval; not exact exchange fill
41,910085.0,910085.0,-1.0,829.0,1.0802,1.0804,0.4524843934622118,0.45256817135398414,0.0,-0.16579999999998174,-1.0708525648161777,9980.367535414396,2.0,9981.438387979211,0.08971510569843785,1635120360.0,2021-10-25 00:05:00+00:00,2021-10-25 00:05:00+00:00,2021-10-25 00:05:00+00:00,2021-10-25 00:06:00+00:00,1.1386516495803742,1.0800899689014583,2021-10-26 00:00:00+00:00,0.001882429312632102,-0.02209929293202705,target,minute interval; not exact exchange fill
42,911525.0,912771.0,-1.0,895.0,1.0959,1.1502000000000001,0.4956086337513537,0.5201652071729237,-1.66403193262,-48.598500000000016,-47.95024190830429,9932.41729350609,1.0,9980.367535414396,0.09827598998930805,1635281520.0,2021-10-26 00:05:00+00:00,2021-10-26 00:05:00+00:00,2021-10-26 20:51:00+00:00,2021-10-26 20:52:00+00:00,1.149870808834051,1.0928646130952073,2021-10-27 00:00:00+00:00,0.056241271353296866,-0.9926790137193556,stop,minute interval; not exact exchange fill
43,914405.0,914451.0,-1.0,801.0,0.999,0.992,0.4043364609065475,0.4015032724917869,0.0,5.607000000000005,4.80116026660167,9937.218453772693,2.0,9932.41729350609,0.08056437585673909,1635382320.0,2021-10-28 00:05:00+00:00,2021-10-28 00:05:00+00:00,2021-10-28 00:51:00+00:00,2021-10-28 00:52:00+00:00,1.0593361338402385,0.991763230035871,2021-10-29 00:00:00+00:00,0.11994089616830551,0.09934275705775027,target,minute interval; not exact exchange fill
44,915845.0,915856.0,-1.0,679.0,1.0623,1.0551000000000001,0.3644700588527057,0.3619997732236561,0.0,4.888799999999914,4.162330167923552,9941.380783940618,2.0,9937.218453772693,0.07258587534886643,1635466620.0,2021-10-29 00:05:00+00:00,2021-10-29 00:05:00+00:00,2021-10-29 00:16:00+00:00,2021-10-29 00:17:00+00:00,1.1336952913844676,1.054802383871806,2021-10-30 00:00:00+00:00,0.1050155547068088,0.08586124510007578,target,minute interval; not exact exchange fill
45,918725.0,919073.0,-1.0,743.0,1.0856000000000001,1.151,0.4075712576951358,0.43212464775893633,0.0,-48.59219999999993,-49.431895905454006,9891.948888035164,1.0,9941.380783940618,0.08113569106043993,1635659640.0,2021-10-31 00:05:00+00:00,2021-10-31 00:05:00+00:00,2021-10-31 05:53:00+00:00,2021-10-31 05:54:00+00:00,1.1507124016446957,1.0822099568146373,2021-11-01 00:00:00+00:00,0.05206447772978158,-1.0217737459702978,stop,minute interval; not exact exchange fill
46,921605.0,921635.0,-1.0,711.0,1.0923,1.0895000000000001,0.3924247908988711,0.39141884984374264,0.0,1.9907999999999386,1.2069563592573247,9893.155844394421,2.0,9891.948888035164,0.07851084844760667,1635813360.0,2021-11-02 00:05:00+00:00,2021-11-02 00:05:00+00:00,2021-11-02 00:35:00+00:00,2021-11-02 00:36:00+00:00,1.1600661031381214,1.0892774447842344,2021-11-03 00:00:00+00:00,0.0446027597249479,0.025050099436315525,target,minute interval; not exact exchange fill
47,923045.0,923053.0,-1.0,698.0,1.1386,1.1327,0.4015794709602988,0.3994985655688832,0.0,4.118200000000011,3.3171219634708295,9896.472966357893,2.0,9893.155844394421,0.0803325867397824,1635898440.0,2021-11-03 00:05:00+00:00,2021-11-03 00:05:00+00:00,2021-11-03 00:13:00+00:00,2021-11-03 00:14:00+00:00,1.207560699480724,1.1324716845276284,2021-11-04 00:00:00+00:00,0.08886678236326033,0.0689135082109961,target,minute interval; not exact exchange fill
48,924485.0,924521.0,-1.0,599.0,1.2136,1.2074,0.3673222968845943,0.36544573274428077,0.0,3.71379999999999,2.9810319703711152,9899.453998328265,2.0,9896.472966357893,0.0734550988489722,1635986520.0,2021-11-04 00:05:00+00:00,2021-11-04 00:05:00+00:00,2021-11-04 00:41:00+00:00,2021-11-04 00:42:00+00:00,1.294173197885558,1.2071483428624,2021-11-05 00:00:00+00:00,0.08007200045309983,0.06176596208617765,target,minute interval; not exact exchange fill
49,927365.0,927367.0,-1.0,577.0,1.1565,1.1553,0.3371835287611827,0.33683366258347974,0.0,0.6924000000000519,0.018382808655389438,9899.47238113692,2.0,9899.453998328265,0.06740780856324885,1636157280.0,2021-11-06 00:05:00+00:00,2021-11-06 00:05:00+00:00,2021-11-06 00:07:00+00:00,2021-11-06 00:08:00+00:00,1.2404136971460085,1.1550299813655254,2021-11-07 00:00:00+00:00,0.01751822032006176,0.0003796673032090822,target,minute interval; not exact exchange fill
50,928805.0,928824.0,-1.0,595.0,1.1494,1.1481000000000001,0.3455676341244634,0.3451767885316656,0.0,0.7734999999999148,0.0827555773437858,9899.555136714265,2.0,9899.47238113692,0.06908378281888365,1636244700.0,2021-11-07 00:05:00+00:00,2021-11-07 00:05:00+00:00,2021-11-07 00:24:00+00:00,2021-11-07 00:25:00+00:00,1.2306595287035031,1.1478495110991642,2021-11-08 00:00:00+00:00,0.01908070260280642,0.001711614701170913,target,minute interval; not exact exchange fill
51,930245.0,931680.0,-1.0,565.0,1.2253,1.2835,0.3498128690926481,0.36642848076423223,-1.2237070101425225,-32.88300000000002,-32.37553433971438,9867.179602374552,4.0,9899.555136714265,0.06993187981068992,1636416000.0,2021-11-08 00:05:00+00:00,2021-11-08 00:05:00+00:00,2021-11-09 00:00:00+00:00,2021-11-09 00:00:00+00:00,1.310967326848839,1.2171181821435477,2021-11-09 00:00:00+00:00,0.09550686542244095,-0.6688878105286241,timeout,minute interval; not exact exchange fill
52,933125.0,933132.0,-1.0,531.0,1.2601,1.2544,0.3380994262679769,0.3365700502424809,0.0,3.0267000000000204,2.3520305234895624,9869.53163289804,2.0,9867.179602374552,0.0678119915683887,1636503180.0,2021-11-10 00:05:00+00:00,2021-11-10 00:05:00+00:00,2021-11-10 00:12:00+00:00,2021-11-10 00:13:00+00:00,1.3509828010119602,1.254122716020836,2021-11-11 00:00:00+00:00,0.06576914347498455,0.04873789061058672,target,minute interval; not exact exchange fill
53,934565.0,934565.0,-1.0,525.0,1.1887,1.1871,0.31533811503987985,0.31491366733729403,0.0,0.8400000000000241,0.20974821762285017,9869.741381115662,2.0,9869.53163289804,0.06323172397764046,1636589160.0,2021-11-11 00:05:00+00:00,2021-11-11 00:05:00+00:00,2021-11-11 00:05:00+00:00,2021-11-11 00:06:00+00:00,1.2807240614006783,1.1867947760128483,2021-11-12 00:00:00+00:00,0.020703541640661814,0.004341477744393166,target,minute interval; not exact exchange fill
54,936005.0,936005.0,-1.0,517.0,1.2144000000000001,1.2119,0.31724676540532937,0.3165936717677195,0.0,1.2925000000000872,0.6586595628270384,9870.400040678489,2.0,9869.741381115662,0.06361309539490986,1636675560.0,2021-11-12 00:05:00+00:00,2021-11-12 00:05:00+00:00,2021-11-12 00:05:00+00:00,2021-11-12 00:06:00+00:00,1.3078383522905757,1.2116094069266135,2021-11-13 00:00:00+00:00,0.029865606627014138,0.013634690591657438,target,minute interval; not exact exchange fill
