price,low_at_or_below_count,high_at_or_above_count,sample_count,low_touch_empirical_frequency,high_touch_empirical_frequency
1147.8298896348072,1,28,28,0.03571428571428571,1.0
1206.5848220796377,1,28,28,0.03571428571428571,1.0
1265.3397545244682,1,28,28,0.03571428571428571,1.0
1324.094686969299,1,28,28,0.03571428571428571,1.0
1382.8496194141294,1,28,28,0.03571428571428571,1.0
1441.60455185896,1,28,28,0.03571428571428571,1.0
1500.3594843037904,1,28,28,0.03571428571428571,1.0
1559.114416748621,1,28,28,0.03571428571428571,1.0
1617.8693491934514,1,28,28,0.03571428571428571,1.0
1676.624281638282,1,28,28,0.03571428571428571,1.0
1735.3792140831124,1,28,28,0.03571428571428571,1.0
1794.134146527943,1,28,28,0.03571428571428571,1.0
1852.8890789727736,1,28,28,0.03571428571428571,1.0
1911.6440114176041,1,28,28,0.03571428571428571,1.0
1970.3989438624346,2,28,28,0.07142857142857142,1.0
2029.1538763072654,2,28,28,0.07142857142857142,1.0
2087.908808752096,3,28,28,0.10714285714285714,1.0
2146.6637411969264,4,28,28,0.14285714285714285,1.0
2205.418673641757,6,28,28,0.21428571428571427,1.0
2264.1736060865874,10,28,28,0.35714285714285715,1.0
2322.928538531418,16,28,28,0.5714285714285714,1.0
2381.6834709762484,22,28,28,0.7857142857142857,1.0
2440.438403421079,28,27,28,1.0,0.9642857142857143
2499.19333586591,28,21,28,1.0,0.75
2557.94826831074,28,15,28,1.0,0.5357142857142857
2616.703200755571,28,12,28,1.0,0.42857142857142855
2675.458133200401,28,9,28,1.0,0.32142857142857145
2734.213065645232,28,6,28,1.0,0.21428571428571427
2792.967998090062,28,4,28,1.0,0.14285714285714285
2851.722930534893,28,3,28,1.0,0.10714285714285714
2910.4778629797233,28,2,28,1.0,0.07142857142857142
2969.232795424554,28,2,28,1.0,0.07142857142857142
3027.9877278693843,28,2,28,1.0,0.07142857142857142
3086.742660314215,28,1,28,1.0,0.03571428571428571
3145.4975927590453,28,1,28,1.0,0.03571428571428571
3204.252525203876,28,1,28,1.0,0.03571428571428571
3263.007457648707,28,1,28,1.0,0.03571428571428571
3321.762390093537,28,1,28,1.0,0.03571428571428571
3380.517322538368,28,1,28,1.0,0.03571428571428571
3439.272254983198,28,1,28,1.0,0.03571428571428571
3498.027187428029,28,1,28,1.0,0.03571428571428571
3556.782119872859,28,1,28,1.0,0.03571428571428571
3615.53705231769,28,1,28,1.0,0.03571428571428571
3674.29198476252,28,1,28,1.0,0.03571428571428571
3733.046917207351,28,1,28,1.0,0.03571428571428571
3791.8018496521818,28,1,28,1.0,0.03571428571428571
3850.556782097012,28,1,28,1.0,0.03571428571428571
3909.311714541843,28,1,28,1.0,0.03571428571428571
3968.066646986673,28,1,28,1.0,0.03571428571428571
4026.821579431504,28,1,28,1.0,0.03571428571428571
4085.576511876334,28,1,28,1.0,0.03571428571428571
4144.331444321165,28,1,28,1.0,0.03571428571428571
4203.086376765995,28,1,28,1.0,0.03571428571428571
4261.841309210826,28,1,28,1.0,0.03571428571428571
4320.596241655656,28,1,28,1.0,0.03571428571428571
4379.351174100487,28,1,28,1.0,0.03571428571428571
4438.106106545317,28,1,28,1.0,0.03571428571428571
4496.861038990148,28,1,28,1.0,0.03571428571428571
4555.615971434979,28,1,28,1.0,0.03571428571428571
4614.370903879809,28,1,28,1.0,0.03571428571428571
4673.12583632464,28,1,28,1.0,0.03571428571428571
4731.88076876947,28,1,28,1.0,0.03571428571428571
4790.635701214301,28,1,28,1.0,0.03571428571428571
4849.390633659131,28,1,28,1.0,0.03571428571428571
4908.145566103962,28,1,28,1.0,0.03571428571428571
4966.900498548792,28,1,28,1.0,0.03571428571428571
5025.655430993623,28,1,28,1.0,0.03571428571428571
5084.410363438453,28,1,28,1.0,0.03571428571428571
5143.165295883284,28,1,28,1.0,0.03571428571428571
5201.920228328114,28,1,28,1.0,0.03571428571428571
5260.675160772945,28,1,28,1.0,0.03571428571428571
5319.430093217775,28,1,28,1.0,0.03571428571428571
5378.185025662606,28,1,28,1.0,0.03571428571428571
5436.939958107436,28,1,28,1.0,0.03571428571428571
5495.694890552267,28,1,28,1.0,0.03571428571428571
5554.449822997097,28,1,28,1.0,0.03571428571428571
5613.204755441928,28,1,28,1.0,0.03571428571428571
5671.959687886759,28,1,28,1.0,0.03571428571428571
5730.714620331589,28,1,28,1.0,0.03571428571428571
5789.46955277642,28,1,28,1.0,0.03571428571428571
5848.22448522125,28,1,28,1.0,0.03571428571428571
5906.979417666081,28,1,28,1.0,0.03571428571428571
5965.734350110911,28,1,28,1.0,0.03571428571428571
6024.489282555742,28,1,28,1.0,0.03571428571428571
6083.244215000572,28,1,28,1.0,0.03571428571428571
6141.999147445403,28,1,28,1.0,0.03571428571428571
6200.754079890233,28,1,28,1.0,0.03571428571428571
6259.509012335064,28,1,28,1.0,0.03571428571428571
6318.263944779894,28,1,28,1.0,0.03571428571428571
6377.018877224725,28,1,28,1.0,0.03571428571428571
6435.773809669556,28,1,28,1.0,0.03571428571428571
6494.528742114386,28,1,28,1.0,0.03571428571428571
6553.283674559217,28,1,28,1.0,0.03571428571428571
6612.038607004047,28,1,28,1.0,0.03571428571428571
6670.793539448878,28,1,28,1.0,0.03571428571428571
6729.548471893708,28,1,28,1.0,0.03571428571428571
6788.303404338539,28,1,28,1.0,0.03571428571428571
6847.058336783369,28,1,28,1.0,0.03571428571428571
6905.8132692282,28,1,28,1.0,0.03571428571428571
6964.56820167303,28,1,28,1.0,0.03571428571428571
7023.323134117861,28,1,28,1.0,0.03571428571428571
